country,year,ovi_gas,ovi_oil
RUS,2001,5.381799794674008,13.417172765393996
RUS,2002,5.317417912364674,13.861016825703066
RUS,2003,5.194405859538685,13.291410731453112
RUS,2004,5.062794925394169,13.453158799912856
RUS,2005,5.002329758623269,13.324945292698086
RUS,2006,4.749268157227586,12.692145135298231
RUS,2007,4.670843613348855,12.65510466581203
RUS,2008,4.737903800096957,12.278884868861711
RUS,2009,5.035172870594995,12.66000826474997
RUS,2010,4.7247993424905275,12.244672527332073
RUS,2011,4.597731498695569,11.394849916093875
RUS,2012,4.672928041898533,11.072702962315295
RUS,2013,4.714265812933997,10.955318747896232
RUS,2014,4.7440699558477055,10.477653684674369
RUS,2015,4.901055535713722,10.75955753696325
RUS,2016,4.761571826250934,10.591019962556569
RUS,2017,4.646103585037365,10.568131407003952
RUS,2018,4.406910947610251,10.483840542175887
RUS,2019,4.507946552632871,10.2820017660112
RUS,2020,4.729672914016441,10.656438395309102
RUS,2021,4.641324513828803,9.986735959383545
RUS,2022,4.466805530977381,9.730374207008508
RUS,2023,4.417879060658359,9.33351390210743
Turkmenistan,2001,8.08184313399318,5.220822106038766
Turkmenistan,2002,11.339479519197106,4.428066962619045
Turkmenistan,2003,7.318520750169467,4.652925172871261
Turkmenistan,2004,7.423071046600458,3.4309281397082563
Turkmenistan,2005,7.300375657400452,4.185305700413637
Turkmenistan,2006,7.0894498759667295,4.140040844579404
Turkmenistan,2007,7.615047021943575,4.510894786933671
Turkmenistan,2008,10.772505543237251,3.315700569176604
Turkmenistan,2009,4.9681971571735355,4.569686492642118
Turkmenistan,2010,4.65315956281524,3.9594382364563394
Turkmenistan,2011,4.100359413563849,4.1521594837833655
Turkmenistan,2012,3.706528969826038,2.944736516877845
Turkmenistan,2013,4.398172346512861,3.2743071941755058
Turkmenistan,2014,4.258979949653123,2.9218998121577697
Turkmenistan,2015,3.349128606118555,3.530735794088425
Turkmenistan,2016,3.385306888472214,2.542115965840155
Turkmenistan,2017,3.4340002222363344,3.193707586253503
Turkmenistan,2018,2.994541090909091,2.974653751362189
Turkmenistan,2019,3.064188104618258,3.220667352306849
Turkmenistan,2020,2.48215967658719,2.3699385422048405
Turkmenistan,2021,2.375871377318733,2.7255817788287224
Turkmenistan,2022,2.265051040755369,2.455591180585758
Turkmenistan,2023,2.4087828624162513,2.7687377896856593
IRN,2001,4.2096590918579455,9.365064436461738
IRN,2002,3.580655075560655,9.254661181690476
IRN,2003,3.4889310663874755,9.189473233251562
IRN,2004,3.003345067976624,8.807842787881862
IRN,2005,2.886027262063858,8.179195147427322
IRN,2006,2.647659447887771,7.502546239483075
