country,year,ovi_gas
Austria,2017,7.38052315479516
Austria,2018,7.70586982817842
Austria,2019,7.521005538904902
Austria,2020,7.850160412057424
Austria,2021,7.425069180963703
Austria,2022,8.459717682979525
Austria,2023,9.72788204253271
Belgium,2001,4.837653870227415
Belgium,2002,4.686428728203492
Belgium,2003,4.399114817323612
Belgium,2004,4.316848964393765
Belgium,2005,4.3921099714534755
Belgium,2006,4.266974909281209
Belgium,2007,4.235281358408931
Belgium,2008,4.263897548767488
Belgium,2009,4.222016735339621
Belgium,2010,3.8238507524221808
Belgium,2011,4.490317114500121
Belgium,2012,4.432377538829152
Belgium,2013,4.487872739369746
Belgium,2014,5.13019428887506
Belgium,2015,4.681291364614288
Belgium,2016,4.583178909396389
Belgium,2017,4.52109801054139
Belgium,2018,4.397153033346965
Belgium,2019,4.26746634930125
Belgium,2020,4.365055553006264
Belgium,2021,4.374721505652285
Belgium,2022,5.098311775692508
Belgium,2023,5.3919046580917085
Bulgaria,2001,20.157650776469353
Bulgaria,2002,22.734611900917574
Bulgaria,2003,21.514552975813363
Bulgaria,2004,22.03540245240708
Bulgaria,2005,17.673891746265
Bulgaria,2006,17.15244971328401
Bulgaria,2007,17.01995931483829
Bulgaria,2008,17.018830379187087
Bulgaria,2009,23.792694863737054
Bulgaria,2010,21.60331552703221
Bulgaria,2011,18.869404631551426
Bulgaria,2012,20.247437504932087
Bulgaria,2013,20.959192564623873
Bulgaria,2014,21.09898945598743
Bulgaria,2015,19.241088539670372
Bulgaria,2016,18.47330442712916
Bulgaria,2017,17.963997323915173
Bulgaria,2018,19.097397388291142
Bulgaria,2019,20.39298803373515
Bulgaria,2020,19.766147946518753
Bulgaria,2021,17.483343428225314
Bulgaria,2022,21.354195564926293
Bulgaria,2023,22.85431512272367
Croatia,2001,17.642022298298215
Croatia,2002,17.2311622730685
Croatia,2003,17.335077153162825
Croatia,2004,16.714965118116687
Croatia,2005,17.284212529782163
Croatia,2006,17.47700675530374
Croatia,2007,15.210127934319145
Croatia,2008,15.69228106468226
Croatia,2009,16.99511050902653
Croatia,2010,15.51606664828416
Croatia,2011,15.891099538835109
Croatia,2012,16.92476698200125
Croatia,2013,17.899330951426425
Croatia,2014,20.22555110783727
Croatia,2015,19.6185918891359
Croatia,2016,18.81715384725644
Croatia,2017,16.381586557441278
Croatia,2018,17.81847538977804
Croatia,2019,16.975958069938127
Croatia,2020,16.174405040300673
Croatia,2021,16.813490007159157
Croatia,2022,19.14973873973843
Croatia,2023,18.999365946845252
Czech Republic,2001,0.5297275511770063
Czech Republic,2002,0.5481621697155707
Czech Republic,2003,0.5425591262039408
Czech Republic,2004,0.5463419880113484
Czech Republic,2005,0.5523319246983387
Czech Republic,2006,0.5603264473776307
Czech Republic,2007,0.5877968232729966
Czech Republic,2008,0.593132056175802
Czech Republic,2009,0.6253226442107181
Czech Republic,2010,0.5272736127614791
Czech Republic,2011,0.6248725474097129
Czech Republic,2012,0.6205936988160862
Czech Republic,2013,0.6125258098097628
Czech Republic,2014,0.6882523778915807
Czech Republic,2015,0.6563339430017953
Czech Republic,2016,0.6064230523457347
Czech Republic,2017,0.5908692408530243
Czech Republic,2018,0.6198804241061135
Czech Republic,2019,0.5944056056270473
Czech Republic,2020,0.5847527374483978
Czech Republic,2021,0.5456130842434759
Czech Republic,2022,0.6708371840878588
Czech Republic,2023,0.7388423959036784
Estonia,2001,3.1467473524962175
Estonia,2002,3.752616006350581
Estonia,2003,3.2874980243401297
Estonia,2004,2.886323268206039
Estonia,2005,2.795623773554474
Estonia,2006,2.7663253092166507
Estonia,2007,2.78283206678797
Estonia,2008,2.9014618904140166
Estonia,2009,4.257235253182693
Estonia,2010,3.974319779883828
Estonia,2011,4.4419766796224325
Estonia,2012,4.099006779126595
Estonia,2013,4.028821569690866
Estonia,2014,5.132760833086565
Estonia,2015,5.7256110988768985
Estonia,2016,5.22009737489334
Estonia,2017,5.318286673038384
Estonia,2018,5.196286964281413
Estonia,2019,5.57873605152082
Estonia,2020,6.045808626903848
Estonia,2021,5.346285662324258
Estonia,2022,6.440957886044591
Estonia,2023,8.307571872478771
Finland,2001,1.3752597490699014
Finland,2002,1.3849766102267782
Finland,2003,1.2511937631963617
Finland,2004,1.2987214414803223
Finland,2005,1.4194088069087378
Finland,2006,1.328051193997945
Finland,2007,1.43569596851145
Finland,2008,1.4041386531327478
Finland,2009,1.573197080530471
Finland,2010,1.4238766796665616
Finland,2011,1.6280760484559522
Finland,2012,1.8408548088974488
Finland,2013,1.9795592528129151
Finland,2014,2.214363256064855
Finland,2015,2.570353007209844
Finland,2016,2.929077214190387
Finland,2017,3.20921043450247
Finland,2018,2.7985879588190303
Finland,2019,2.890011122176899
Finland,2020,2.8383989372236296
Finland,2021,2.8386653534933144
Finland,2022,5.513072519083968
Finland,2023,5.055449057522792
FRA,2001,2.806618412833092
FRA,2002,2.8113906126196757
FRA,2003,2.680276522565487
FRA,2004,2.6248427451494782
FRA,2005,2.568726074812785
FRA,2006,2.659702097717163
FRA,2007,2.738114449130812
FRA,2008,2.6421624310323515
FRA,2009,2.7399416512784596
FRA,2010,2.47275084256883
FRA,2011,2.848983834372083
FRA,2012,2.757621319677139
FRA,2013,2.714930735974714
FRA,2014,3.2330748714094995
FRA,2015,3.0074902713328853
FRA,2016,2.7523175793341648
FRA,2017,2.7378224467668018
FRA,2018,2.860998074530228
FRA,2019,2.8070270874339043
FRA,2020,3.020008818221154
FRA,2021,2.8475038785503046
FRA,2022,3.171525950652468
FRA,2023,3.5988303893142453
DEU,2001,4.160085892123432
DEU,2002,4.1665379255931745
DEU,2003,4.116599311433269
DEU,2004,4.095785596383241
DEU,2005,4.029549980254283
DEU,2006,3.9539644731443944
DEU,2007,4.104327769118584
DEU,2008,4.0646864579470465
DEU,2009,4.308793981389496
DEU,2010,4.130655577160538
DEU,2011,4.4989951858236354
DEU,2012,4.48516521790352
DEU,2013,4.281198636451007
DEU,2014,4.923091728093268
DEU,2015,4.727419477102006
DEU,2016,4.28571681014552
DEU,2017,4.1463224830105885
DEU,2018,4.237494928211954
DEU,2019,4.074592999976045
DEU,2020,4.176356800505123
DEU,2021,3.9655528771692583
DEU,2022,4.813255487286313
DEU,2023,4.99734307120821
Greece,2001,9.271757470468126
Greece,2002,8.620947010356177
Greece,2003,7.625787407936399
Greece,2004,6.937221878261951
Greece,2005,6.889849226927878
Greece,2006,5.843677711530316
Greece,2007,4.6146153139952855
Greece,2008,3.983141774722589
Greece,2009,4.743378081930706
Greece,2010,4.32823067034991
Greece,2011,3.5099894882859033
Greece,2012,3.81904324599004
Greece,2013,4.326917747153622
Greece,2014,5.675412476634112
Greece,2015,5.255734592201323
Greece,2016,4.037820801440793
Greece,2017,3.348142617136458
Greece,2018,3.4195725534308212
Greece,2019,3.114808189917163
Greece,2020,2.8278356399365565
Greece,2021,2.569513388373869
Greece,2022,2.89444381687027
Greece,2023,3.3324662777302967
Hungary,2001,1.5209236751358923
Hungary,2002,1.5068675575150097
Hungary,2003,1.3705198814661326
Hungary,2004,1.390858225684004
Hungary,2005,1.346961021769992
Hungary,2006,1.4218723761491472
Hungary,2007,1.5217482907075428
Hungary,2008,1.5424977924606955
Hungary,2009,1.7799686469284304
Hungary,2010,1.6596278580677049
Hungary,2011,1.7359504549965097
Hungary,2012,1.945112684020356
Hungary,2013,2.086459661386156
Hungary,2014,2.3332821304120124
Hungary,2015,2.174959074481522
Hungary,2016,2.0292301383268683
Hungary,2017,1.9070946886639883
Hungary,2018,1.9688758206739865
Hungary,2019,1.9245574473232812
Hungary,2020,1.8586672364461725
Hungary,2021,1.7525108702222283
Hungary,2022,2.0612985577101863
Hungary,2023,2.30623823531851
ITA,2001,1.0228572463324506
ITA,2002,1.029843110748807
ITA,2003,0.9340852332236907
ITA,2004,0.9001642107245896
ITA,2005,0.8411347685313362
ITA,2006,0.8588872039600371
ITA,2007,0.8546974576595195
ITA,2008,0.861088912145124
ITA,2009,0.93679535735518
ITA,2010,0.8796011507638926
ITA,2011,0.9380763868208924
ITA,2012,0.9756681279201496
ITA,2013,1.0431509802992582
ITA,2014,1.1805742347421977
ITA,2015,1.0824829587769933
ITA,2016,1.0307125846813268
ITA,2017,0.9726391976338216
ITA,2018,1.0058696240908938
ITA,2019,0.9834685577001532
ITA,2020,1.0295036128789865
ITA,2021,0.9619567309171972
ITA,2022,1.067812768779358
ITA,2023,1.188184525430248
Latvia,2001,5.664528466529897
Latvia,2002,4.971565448353404
Latvia,2003,4.998218432466305
Latvia,2004,4.528385899814471
Latvia,2005,4.66157372039725
Latvia,2006,4.5103445217275615
Latvia,2007,4.66157372039725
Latvia,2008,4.7595647595647605
Latvia,2009,5.18970224274743
Latvia,2010,4.351826098119344
Latvia,2011,4.940570651293844
Latvia,2012,5.255089737848359
Latvia,2013,5.333475559348249
Latvia,2014,5.934659400005935
Latvia,2015,5.885353317377486
Latvia,2016,5.683594305038507
Latvia,2017,6.268871916498625
Latvia,2018,5.468215994531784
Latvia,2019,5.716953625977838
Latvia,2020,6.988527167899366
Latvia,2021,6.471933382232386
Latvia,2022,9.254403553690963
Latvia,2023,9.776923202268248
Lithuania,2001,3.6585579313662704
Lithuania,2002,3.618607773343149
Lithuania,2003,3.3359496713519823
Lithuania,2004,3.3443307406165776
Lithuania,2005,3.1708289843207123
Lithuania,2006,3.1997662706310743
Lithuania,2007,2.7156136756211655
Lithuania,2008,3.0253568225207905
Lithuania,2009,3.6000303957022246
Lithuania,2010,3.15161569472872
Lithuania,2011,2.88871057498307
Lithuania,2012,2.958460960283261
Lithuania,2013,3.6286390275660554
Lithuania,2014,3.803121549205352
Lithuania,2015,3.799872283688297
Lithuania,2016,4.264507800444939
Lithuania,2017,4.098011293534079
Lithuania,2018,4.0800701482610116
Lithuania,2019,4.23427883750642
Lithuania,2020,3.869545398316616
Lithuania,2021,4.099302391543967
Lithuania,2022,5.6825322169838905
Lithuania,2023,5.8344719304666866
Luxembourg,2002,84.09804751254308
Luxembourg,2003,83.0785859309686
Luxembourg,2004,75.02340379637619
Luxembourg,2005,76.2735387781872
Luxembourg,2006,72.91934284533386
Luxembourg,2007,78.1209795542949
Luxembourg,2008,82.06788879341366
Luxembourg,2009,80.6485160154578
Luxembourg,2010,74.9786379159768
Luxembourg,2011,86.91391366000067
Luxembourg,2012,85.36070448429504
NLD,2001,1.7790767186981071
NLD,2002,1.7972220358317117
NLD,2003,1.7848860455817672
NLD,2004,1.7432960166623277
NLD,2005,1.7946931117662823
NLD,2006,1.8689554113460336
NLD,2007,1.9172512526843235
NLD,2008,1.842090784044016
NLD,2009,1.7989119484182954
NLD,2010,1.591160220994475
NLD,2011,1.8178362970001356
NLD,2012,1.8939329656342807
NLD,2013,1.9021376322704355
NLD,2014,2.167340993688299
NLD,2015,2.2019072673462676
NLD,2016,2.115806935776918
NLD,2017,2.049273144605968
NLD,2018,2.0902138286249414
NLD,2019,2.0008964589870017
NLD,2020,2.059198892903821
NLD,2021,2.134353334927086
NLD,2022,2.701634052854549
NLD,2023,2.8716629141202956
NOR,2001,28.292101518788225
NOR,2002,26.50961274699668
NOR,2003,24.604362371826134
NOR,2004,23.267755110214143
NOR,2005,25.27980505639467
NOR,2006,25.580104774823972
NOR,2007,26.68025619362513
NOR,2008,26.44236026069455
NOR,2009,27.96471769016726
NOR,2010,27.53492543314947
NOR,2011,27.603213599952436
NOR,2012,27.862106866645192
NOR,2013,28.12384619328248
NOR,2014,26.168259652831395
NOR,2015,24.633739465960947
NOR,2016,25.556555682524532
NOR,2017,24.44676251926255
NOR,2018,25.329888321129054
NOR,2019,24.5354897969054
NOR,2020,25.495284431494415
NOR,2021,26.63466325723303
NOR,2022,28.6226369140783
NOR,2023,29.426907066952836
POL,2001,2.3394148562621315
POL,2002,2.400343489221325
POL,2003,2.1557439481375287
POL,2004,2.0432652293172953
POL,2005,1.9841552914966023
POL,2006,1.9618736894406483
POL,2007,1.9613462988758448
POL,2008,1.8046951991491036
POL,2009,1.870315708891228
POL,2010,1.7392119786096256
POL,2011,1.715967320117982
POL,2012,1.6207253423314096
POL,2013,1.621557975350006
POL,2014,1.6593772959558524
POL,2015,1.6511094829560866
POL,2016,1.5463140182024544
POL,2017,1.4719243669731148
POL,2018,1.4168383662931558
POL,2019,1.3515391039314038
POL,2020,1.340259123726634
POL,2021,1.2618327235345896
POL,2022,1.5174710011093406
POL,2023,1.4521990481102949
Portugal,2001,2.957803070225163
Portugal,2002,2.431500975143502
Portugal,2003,2.5216710319973177
Portugal,2004,2.0130281095145186
Portugal,2005,1.7762103867442136
Portugal,2006,1.849244554824492
Portugal,2007,1.7350944896028542
Portugal,2008,1.5858914940155444
Portugal,2009,1.5968612451907411
Portugal,2010,1.4677882042060373
Portugal,2011,1.4496500652087732
Portugal,2012,1.6718283738788913
Portugal,2013,1.763639569130452
Portugal,2014,1.8458733434283932
Portugal,2015,1.5801278027497727
Portugal,2016,1.50104072372922
Portugal,2017,1.2013594868688224
Portugal,2018,1.3132437698022894
Portugal,2019,1.241397341939012
Portugal,2020,1.2616248857177543
Portugal,2021,1.3106218057865902
Portugal,2022,1.3627060765707382
Portugal,2023,1.703645869232086
Romania,2001,3.109340629192416
Romania,2002,3.006920206611578
Romania,2003,2.782237935102428
Romania,2004,2.940345968119143
Romania,2005,2.943328500809162
Romania,2006,2.8862240368581213
Romania,2007,3.2111386338844645
Romania,2008,3.3702598978068017
Romania,2009,3.8732674112320646
Romania,2010,3.7985766868182576
Romania,2011,3.6902606299829466
Romania,2012,3.802455846996593
Romania,2013,4.165132515214066
Romania,2014,4.383317751965511
Romania,2015,4.595619136552781
Romania,2016,4.541412965434526
Romania,2017,4.221366481321391
Romania,2018,4.1218034058557365
Romania,2019,4.423243590011361
Romania,2020,4.231754731754758
Romania,2021,4.119676713062699
Romania,2022,4.907700530718578
Romania,2023,5.228137304446889
Slovakia,2001,11.765012311712065
Slovakia,2002,12.368588318222086
Slovakia,2003,12.802015156424533
Slovakia,2004,13.198508960108844
Slovakia,2005,12.294447505855532
Slovakia,2006,13.494313323142231
Slovakia,2007,14.25938017566778
Slovakia,2008,14.04691667479581
Slovakia,2009,16.39866815403119
Slovakia,2010,14.49552730097768
Slovakia,2011,15.650178071494006
Slovakia,2012,16.624369385056752
Slovakia,2013,15.9214950616412
Slovakia,2014,19.237637760032825
Slovakia,2015,18.706468664781248
Slovakia,2016,18.63018146177881
Slovakia,2017,17.543299948248556
Slovakia,2018,17.799785853745178
Slovakia,2019,17.759871851297135
Slovakia,2020,17.75105453213728
Slovakia,2021,15.945930180038197
Slovakia,2022,19.138846041517393
Slovakia,2023,20.104094403660415
Slovenia,2001,4.973659972322423
Slovenia,2002,5.156406167929105
Slovenia,2003,4.66113196688026
Slovenia,2004,4.703262900891025
Slovenia,2005,4.557459980027586
Slovenia,2006,4.6998317484136525
Slovenia,2007,4.621550091278031
Slovenia,2008,4.811997148577957
Slovenia,2009,5.085258005036397
Slovenia,2010,4.901216795718276
Slovenia,2011,5.728000303475971
Slovenia,2012,5.95508543106508
Slovenia,2013,6.062861099038127
Slovenia,2014,6.750565215718524
Slovenia,2015,6.362953599898793
Slovenia,2016,6.000733853036204
Slovenia,2017,5.7004494120416105
Slovenia,2018,5.761592280749888
Slovenia,2019,5.737012635476583
Slovenia,2020,5.7474138403832695
Slovenia,2021,5.456794759108705
Slovenia,2022,6.186301301425516
Slovenia,2023,6.410767691355233
Spain,2001,4.613456056820293
Spain,2002,4.034960648733602
Spain,2003,3.543314825430935
Spain,2004,3.0057663688215115
Spain,2005,2.5351885508958976
Spain,2006,2.422422114018258
Spain,2007,2.3804787370904856
Spain,2008,2.1673143571477347
Spain,2009,2.423065830568313
Spain,2010,2.430513375939959
Spain,2011,2.614747135576326
Spain,2012,2.6478366850427033
Spain,2013,2.900808540844587
Spain,2014,3.196349363619081
Spain,2015,3.082142214910947
Spain,2016,3.0209884354178205
Spain,2017,2.774207977410555
Spain,2018,2.793132744451529
Spain,2019,2.445511765177641
Spain,2020,2.7077677669850693
Spain,2021,2.5630823531701346
Spain,2022,2.668028834606872
Spain,2023,2.98501916561641
Sweden,2001,0.8949502814166002
Sweden,2002,0.8794221737803508
Sweden,2003,0.8819121886473054
Sweden,2004,0.8857706348569332
Sweden,2005,0.9296761514141672
Sweden,2006,0.888042443205006
Sweden,2007,0.8604871875988611
Sweden,2008,0.9477076739932058
Sweden,2009,0.709873858199217
Sweden,2010,0.5275407292474787
Sweden,2011,0.6679354165387685
Sweden,2012,0.766125246455732
Sweden,2013,0.7971474625116007
Sweden,2014,0.9709950914770192
Sweden,2015,0.8740593953351364
Sweden,2016,0.816898588447292
Sweden,2017,0.8485636292733654
Sweden,2018,0.802458512599877
Sweden,2019,0.7938515419787917
Sweden,2020,0.823473017635038
Sweden,2021,0.7677651541881308
Sweden,2022,1.0202869557062924
Sweden,2023,0.9300205151584228
Switzerland,2001,10.592229347416067
Switzerland,2002,10.791698693312831
Switzerland,2003,10.209980910826287
Switzerland,2004,9.896907216494844
Switzerland,2005,9.640374216805425
Switzerland,2006,9.914379027275135
Switzerland,2007,10.182213761218382
Switzerland,2008,9.556708925380752
Switzerland,2009,9.95656413438525
Switzerland,2010,8.913578287437504
Switzerland,2011,10.049208195401269
Switzerland,2012,9.167482859941233
Switzerland,2013,8.70495233666589
Switzerland,2014,10.049208195401269
Switzerland,2015,9.405459721989615
Switzerland,2016,8.952654232424676
Switzerland,2017,8.914993253432812
Switzerland,2018,9.39837670487825
Switzerland,2019,9.16075360900416
Switzerland,2020,9.136907182949646
Switzerland,2021,11.127402417277588
Switzerland,2022,8.425474458030155
Switzerland,2023,9.186227202093727
TUR,2001,9.191669214857887
TUR,2002,8.477090718524996
TUR,2003,7.035766668570417
TUR,2004,6.663419690000335
TUR,2005,5.483524381408055
TUR,2006,4.83110492593472
TUR,2007,4.162025215610323
TUR,2008,3.9960635428326974
TUR,2009,4.182824115009722
TUR,2010,3.937742442236973
TUR,2011,3.3712813810222073
TUR,2012,3.25615318744811
TUR,2013,3.208216440318119
TUR,2014,3.023890685110483
TUR,2015,3.0691239923024933
TUR,2016,3.1694251830147886
TUR,2017,2.735296851041228
TUR,2018,2.986374799945821
TUR,2019,3.2532746987387138
TUR,2020,3.052111929020133
TUR,2021,2.462209528850025
TUR,2022,2.7690481114674075
TUR,2023,2.9339258715155414
UKR,2001,5.476715311004786
UKR,2002,5.564577053962083
UKR,2003,5.45518169903491
UKR,2004,5.498419598895159
UKR,2005,5.45518169903491
UKR,2006,5.624734643734644
UKR,2007,5.963185725449335
UKR,2008,6.277984368572604
UKR,2009,8.054304803521104
UKR,2010,7.2199542694946
UKR,2011,7.018470004828659
UKR,2012,7.599049980581364
UKR,2013,8.25853896103896
UKR,2014,9.770665813060177
UKR,2015,12.314507799892418
UKR,2016,12.537059145673602
UKR,2017,13.04797378170419
UKR,2018,12.88638896707008
UKR,2019,13.92074794770447
UKR,2020,13.426785923753664
UKR,2021,14.45244318181818
UKR,2022,21.56634008478568
UKR,2023,21.02173553719008
GBR,2001,2.3142285030968286
GBR,2002,2.3448969718055563
GBR,2003,2.338435237539149
GBR,2004,2.2884803397406617
GBR,2005,2.3483794027083142
GBR,2006,2.4760951905728232
GBR,2007,2.4490658965372183
GBR,2008,2.3856814059865092
GBR,2009,2.5585163807652465
GBR,2010,2.369688022290349
GBR,2011,2.8491394606864167
GBR,2012,3.0351251280911926
GBR,2013,3.0579102903952737
GBR,2014,3.331604732064005
GBR,2015,3.2395852004015095
GBR,2016,2.921179080207772
GBR,2017,2.9835223380108036
GBR,2018,2.960065653616095
GBR,2019,2.9971241522977707
GBR,2020,3.177040311117209
GBR,2021,3.032931230089688
GBR,2022,3.3111569240062755
GBR,2023,3.6686353022772415
Azerbaijan,2001,0.9633606241521108
Azerbaijan,2002,0.9606371682627064
Azerbaijan,2003,0.9368018099524285
Azerbaijan,2004,0.7989040611763243
Azerbaijan,2005,0.7734339506400844
Azerbaijan,2006,0.7316329518148065
Azerbaijan,2007,0.8309649860822249
Azerbaijan,2008,0.7263123003461613
Azerbaijan,2009,0.850619823514553
Azerbaijan,2010,0.894824676115179
Azerbaijan,2011,0.8170549170668208
