year,country,hhi_imports,us_import_share
2001,SLV,0.3097300840098972,0.0326501341212995
2001,SUR,0.8568247293482738,0.0500460008884527
2001,SVK,0.739689530026895,1.5455886171020378e-05
2001,SVN,0.1165027565000972,0.0001465001576017
2001,SWE,0.1727258545712862,0.0081494399081648
2001,TCA,0.3757935242055535,0.1954817739903592
2001,TGO,0.1290519051481983,0.0001614787775678
2001,THA,0.1180253278630937,0.0043755726041307
2001,TON,0.5949068671186635,0.00059530770628
2001,TTO,0.2473546043926732,0.0336385535953295
2001,TUN,0.2250661975156279,0.0001088064256967
2001,TUR,0.1231142061039932,0.0061577976645318
2001,TZA,0.1908916637091114,0.0007200050665583
2001,UGA,0.9678342912709402,4.334454963619304e-05
2001,UKR,0.3785689434612528,0.0018180288326876
2001,URY,0.2746534516069175,0.006973885141839
2001,VCT,0.9522148637373196,0.0182395008131466
2001,VEN,0.4242343047516718,0.319427160764039
2001,VNM,0.451945338710801,3.332901873131447e-05
2001,WLF,0.884034717056753,6.93181529254803e-05
2001,WSM,0.7012817551516543,0.0157851577662142
2001,ZAF,0.2972736128846826,0.0076101404077773
2001,ZMB,0.562356745481,0.001027381835098
2001,ZWE,0.5489976921859091,0.0001183001456391
2002,AIA,0.5322822528376222,0.628316698121854
2002,ALB,0.2982218868140778,0.0009834439383377
2002,AND,0.5007366182363855,1.799349556402082e-05
2002,ARE,0.1214333186201475,0.0610929466818312
2002,ARG,0.111756954162007,0.1451605568656802
2002,ARM,0.2556135694839975,0.001661679296218
2002,AUS,0.1250637570078003,0.0055406588178604
2002,AUT,0.0961638681398316,0.0003912185298429
2002,AZE,0.4553635127778632,0.0001691618265565
2002,BDI,0.4445355016437645,0.0004261260375977
2002,BEL,0.3523423075176317,0.0077169643245317
2002,BEN,0.1464988576278924,5.885644742393833e-05
2002,BFA,0.1611484225780318,0.0009297931656662
2002,BGD,0.4257256823120188,0.000263066725662
2002,BGR,0.1728176928396813,0.0593656791575713
2002,BHR,0.2759552198508441,0.072770171085364
2002,BHS,0.8597466514325659,0.925928071274055
2002,BLR,0.9897877637536716,2.8572041812225093e-05
2002,BLZ,0.6359941606185658,0.0482906442206893
2002,BOL,0.4416085899086432,0.0506539940164477
2002,BRA,0.0879128775039861,0.0436722360774119
2002,BRB,0.7148082714275074,0.0547695008935453
2002,BRN,0.3529612664358829,0.072192864981462
2002,BWA,0.9892462954386512,0.0001645806954462
2002,CAN,0.1441612204305152,0.200310703011157
2002,CHE,0.1496727310996753,0.0001339466918962
2002,CHL,0.5051149056770935,0.0285463000793315
2002,CHN,0.0641021501686265,0.0062059370253227
2002,CIV,0.4845463618535959,0.0002557253455476
2002,CMR,0.5882713051065199,0.0012456748122887
2002,COK,0.7511518846181174,8.505157770676645e-05
2002,COL,0.2688183145848759,0.2450164603230961
2002,CPV,0.2241638425360882,0.0156678283347959
2002,CRI,0.2931120129159675,0.1183199494938056
2002,CYP,0.2439637730046628,0.0007989564914033
2002,CZE,0.2553146099333329,0.0006089519136549
2002,DEU,0.1149285771942703,0.0008652576020416
2002,DMA,0.9204296077987322,0.0406109277506444
2002,DNK,0.2238585822880042,0.0002989228914834
2002,DOM,0.5152113306757697,0.6927536470238372
2002,DZA,0.2436310720891483,0.170673951428196
2002,ECU,0.3208911160945559,0.1251831331319619
2002,EGY,0.3281445199790253,0.0140337962350683
2002,ESP,0.0675493653308832,0.0072594588823701
2002,EST,0.5205399094425905,0.0003156912875251
2002,ETH,0.2687612156094058,0.000426859713064
2002,FIN,0.3551932875218019,0.0147812798097948
2002,FJI,0.7963898513084048,0.0002000243058177
2002,FRA,0.084445423502725,0.0085770897247431
2002,FRO,0.7092250196122643,0.0006920825136342
2002,GBR,0.1872773575906223,0.0117347030262446
2002,GEO,0.3610727165139478,0.0016938132531471
2002,GHA,0.6527979320031241,0.0030069954354149
2002,GIN,0.4215745535758484,0.0393759323919636
2002,GMB,0.2427402190930339,0.0770532644032498
2002,GRC,0.2546823911454859,0.0064793060079508
2002,GRD,0.6945192233856924,0.1861934635646967
2002,GTM,0.4371536360019161,0.6302327064966733
2002,GUY,0.3672062362597885,0.1413678985737007
2002,HKG,0.2432918528887231,0.0247234244315389
2002,HND,0.2951079833867769,0.4631949417333494
2002,HRV,0.3742720551230081,0.0029162840206425
2002,HUN,0.5650071224771337,0.0001828418945117
2002,IDN,0.1681251445729912,0.0017460716356182
2002,IND,0.335864933394134,0.0030011002998764
2002,IRL,0.4866216678944938,0.0124328200734369
2002,IRN,0.3029603407386908,6.586450810572392e-05
2002,ISL,0.1978351540597436,0.0006790729256152
2002,ISR,0.1623476264225528,0.236654844062384
2002,ITA,0.0981703625032706,0.0147546594394661
2002,JAM,0.2187011634164374,0.2686168632739365
2002,JOR,0.8955949807800994,0.0012400869186441
2002,JPN,0.1031163767588127,0.0091187842189035
2002,KAZ,0.5960887953000594,0.0022438779712833
2002,KEN,0.3929839926487792,0.0208957806442966
2002,KGZ,0.3433974156757725,2.090410384741994e-05
2002,KHM,0.3473670840786744,1.225198474356128e-07
2002,KNA,0.8663757404667689,0.0696087907477615
2002,KOR,0.100362321375846,0.0039618665373592
2002,KWT,0.169901291898584,0.1808046060725794
2002,LBN,0.0961742974733824,0.0537919353412803
2002,LCA,0.5799893191901899,0.294280229544491
2002,LKA,0.1332867091693984,1.49583065383024e-05
2002,LTU,0.9534769558775908,6.02205806203292e-05
2002,LUX,0.665944689114622,5.9413242529846915e-06
2002,LVA,0.3417512940332513,0.0005729825578604
2002,MAC,0.3510319872458788,0.0305956847838908
2002,MAR,0.1553090808461982,0.0032195656674153
2002,MDA,0.289925470444469,0.0001563919084271
2002,MDG,0.3005471407994301,0.0001735775045655
2002,MDV,0.2787468525840985,0.0010299402928398
2002,MEX,0.5963963693485829,0.7690844218373681
2002,MKD,0.4141290894571962,0.0001033644275637
2002,MLT,0.3645615289552231,0.0090066461569535
2002,MRT,0.4370951834532894,0.0064183310658455
2002,MSR,0.9703638503980312,0.984971223144286
2002,MUS,0.1776979195520836,0.0015808229736247
2002,MWI,0.4164069207124256,0.000238171261297
2002,MYS,0.2743189605808118,0.0044071510145664
2002,MYT,0.3631008429521605,0.0245903339209199
2002,NCL,0.5579067086708226,0.0644028623299209
2002,NER,0.1595352788529013,0.0046066272154534
2002,NGA,0.1035357120106314,0.2182580779719954
2002,NIC,0.5780071312464956,0.0512450587181808
2002,NLD,0.1042074637422006,0.008089526200214
2002,NOR,0.1651423276989672,0.0063620377678693
2002,NZL,0.1570963116057037,0.0089668569209792
2002,OMN,0.3033076720397419,0.0058497654738168
2002,PAN,0.1859622581353905,0.2363540815857855
2002,PER,0.1951363222029277,0.0527677129782781
2002,PHL,0.1452306580468601,0.0038460607214995
2002,PNG,0.7615703045773027,0.0212060197856571
2002,POL,0.6396461704294347,0.0001601628634045
2002,PRT,0.0755095034289805,0.0030049802034811
2002,PRY,0.4127785603907024,0.0032834721461558
2002,PYF,0.8166662963776401,0.0067670540819939
2002,QAT,0.3449042001337205,0.0258377666401181
2002,ROU,0.4063861506387081,0.0005647688441148
2002,RUS,0.6959013109412567,0.0103204951798503
2002,RWA,0.4469413235587419,3.880977010501207e-06
2002,SAU,0.1712947123529107,0.1938261736162743
2002,SEN,0.3846821955188659,0.0018458083286097
2002,SGP,0.098683239640891,0.0315845179286707
2002,SLE,0.8421435863439595,0.0020501380290481
2002,SLV,0.2222863823608636,0.247258012109409
2002,SUR,0.8713314038204564,0.0469095174021416
2002,SVK,0.7131826864003614,4.064757893970018e-05
2002,SVN,0.1518219402087416,0.0001987338765492
2002,SWE,0.1381713916321373,0.0040196744465226
2002,SYC,0.951686909939468,2.793307045155432e-05
2002,TCA,0.5407168028296198,0.1267214807113623
2002,TGO,0.1022414184366413,0.00108837086569
2002,THA,0.108016171472811,0.0015251137048478
2002,TON,0.5178000124205254,0.0006167164585912
2002,TTO,0.1887817174137941,0.007104799036463
2002,TUN,0.2412139190929414,0.0001762517575448
2002,TUR,0.122092834965639,0.028644781155205
2002,TZA,0.2570901353503269,0.0146852371179561
2002,UGA,0.9618852825878808,1.991139452791552e-06
2002,UKR,0.4555007479982801,0.0011957266602831
2002,URY,0.3293139383649084,0.0051416796351178
2002,VCT,0.9580545502726828,0.0150365267541383
2002,VEN,0.2884182780275133,0.4953816965416245
2002,VNM,0.3285445925001338,0.0001464665785966
2002,WLF,0.9261567196403708,0.0005521450458691
2002,WSM,0.4651932728615268,0.0100717490959939
2002,ZAF,0.2495331977399547,0.0087620325410336
2002,ZMB,0.5627777676312774,2.5721143424722897e-05
2002,ZWE,0.5226153601878207,0.0002315026640655
2003,AIA,0.5127493736999418,0.637064235477502
2003,ALB,0.2649833638809321,0.0012089031497774
2003,AND,0.4997832793896961,8.911513212212494e-06
2003,ARE,0.1534615597295777,0.0478323788322656
2003,ARG,0.1088665144806849,0.1262245890195019
2003,ARM,0.6904844786743717,1.114419433246077e-05
2003,AUS,0.1220272580741352,0.0035420867566406
2003,AUT,0.1206376989085832,0.0003756915557732
2003,AZE,0.6124359505110674,0.0024674480360731
2003,BEL,0.3253905758138842,0.0069995899149289
2003,BEN,0.19457190812417,0.0002212125927347
2003,BFA,0.4343755175968334,0.0009181230059997
2003,BGD,0.2227161556848866,0.0573113698574612
2003,BGR,0.1519682735635013,0.1107613319959475
2003,BHR,0.3296906269530744,0.0789254618320192
2003,BHS,0.6302918311740536,0.7597513930631852
2003,BIH,0.3887148092788341,0.000918730991866
2003,BLR,0.9900745905906384,3.407193919310827e-05
2003,BLZ,0.3953931452470495,0.0828297141351129
2003,BOL,0.4265494633101895,0.0420171616613872
2003,BRA,0.1105829794878678,0.0295101405573698
2003,BRB,0.8393200019483458,0.0204691083258177
2003,BRN,0.3197267678435917,0.323559593118895
2003,BWA,0.9620594577980994,3.285043065352208e-05
2003,CAF,0.2927374796026889,0.0014590469976256
2003,CAN,0.1342454271397403,0.2221511007393101
2003,CHE,0.14829258113834,0.0001127088746428
2003,CHL,0.5008462270742651,0.0193323360596752
2003,CHN,0.0653953585203619,0.0051020322854929
2003,CIV,0.7934954303469252,2.11916768057638e-05
2003,CMR,0.5361283894874455,0.000711586339555
2003,COK,0.7205753444107015,0.0140024773135628
2003,COL,0.1735692928759798,0.2657908758953334
2003,CPV,0.1278260931719982,0.0367177675195807
2003,CRI,0.1933000746634633,0.2181846842142047
2003,CYP,0.2131449211964638,0.0007468582129973
2003,CZE,0.293568119719816,0.0001362262540748
2003,DEU,0.1163872128169662,0.0022029707214029
2003,DMA,0.9210180540412374,0.040627022728943
2003,DNK,0.2188164375156285,0.0041443972387572
2003,DOM,0.4425101577011631,0.6365381442794456
2003,DZA,0.3004234377228073,0.1270080310659309
2003,ECU,0.2751907942210253,0.0865252484550013
2003,EGY,0.4222312332632757,0.0294422854873576
2003,ERI,0.414916969365156,0.0022266679880088
2003,ESP,0.0744304402334572,0.0044439643529454
2003,EST,0.3655580965027942,0.0003044911933022
2003,ETH,0.201203318180477,0.0007510582968488
2003,FIN,0.411700335994374,0.0101871261878543
2003,FJI,0.7253851311957018,0.0004153771165095
2003,FRA,0.0886103770138838,0.0055515312798947
2003,FRO,0.6915688034921027,0.000768483934704
2003,FSM,0.5401861794458022,0.1285107261363301
2003,GAB,0.1591410779304214,0.0530114851495709
2003,GBR,0.2246085467275668,0.0065573691629543
2003,GEO,0.3456364908372742,0.0005664020557891
2003,GHA,0.9691012077049505,0.0012133575338182
2003,GMB,0.2771241078097149,0.0107036620683616
2003,GRC,0.2161888447637314,0.0009190238762506
2003,GRD,0.7695379380392192,0.1156052883608003
2003,GTM,0.36351138845587,0.5580952093056774
2003,GUY,0.8235310993218594,0.0622430324511344
2003,HKG,0.2543602940898898,0.0179457202250376
2003,HND,0.4460398193237839,0.642526638047679
2003,HRV,0.2661917588148251,0.0003945357935394
2003,HUN,0.4228558290520883,0.0006409642459829
2003,IDN,0.1554168403508792,0.0015620073528715
2003,IND,0.2916894073776672,0.0015919190853641
2003,IRL,0.4905307743930818,0.0057038622079882
2003,IRN,0.2748791421815169,5.044337587009781e-05
2003,ISL,0.2003165061743517,0.0006022443897217
2003,ISR,0.1750813628219898,0.2137174807431966
2003,ITA,0.1075870736860782,0.0078186481236689
2003,JAM,0.2780177682460054,0.3278292066332692
2003,JOR,0.4101768189565065,0.0002921709055077
2003,JPN,0.104468281214538,0.0075568560042
2003,KAZ,0.6451238127299131,0.0021315171353375
2003,KEN,0.3093460546699871,0.0038568548507243
2003,KGZ,0.5073305256552517,1.1273159343541834e-05
2003,KHM,0.3751533261610106,1.6707972021695773e-05
2003,KNA,0.9681390899495776,0.0151235747845194
2003,KOR,0.1104496395593068,0.0031629096431149
2003,KWT,0.1418785699940758,0.0664855327721874
2003,LBN,0.1002753760387447,0.0021944443957479
2003,LCA,0.4964198695188235,0.4716180841652878
2003,LKA,0.2177813068779008,0.0001394541220751
2003,LTU,0.9490751109116152,0.0001264017400845
2003,LUX,0.6050669545287438,1.139853197685393e-05
2003,LVA,0.3071165184963257,0.000326426480075
2003,MAC,0.3746035079921722,0.010359484920518
2003,MAR,0.1251343175430393,0.0087675566028687
2003,MDA,0.2527058871117542,0.0001019008636108
2003,MDG,0.2810363661568693,0.0017636524415014
2003,MDV,0.2348001206344459,0.0025748146861355
2003,MEX,0.6841950466998548,0.8250423470494863
2003,MKD,0.4232280200624164,0.0001841236784576
2003,MLI,0.3285243264859823,3.194651607591096e-05
2003,MLT,0.6666223908211052,0.0007092655387936
2003,MNG,0.849856816948691,0.0009662218520674
2003,MOZ,0.5298086895120895,0.0044063883361949
2003,MRT,0.3629667067143134,0.0104787705671975
2003,MSR,0.984816156478456,0.9923503802832796
2003,MUS,0.2071640428897244,0.0016089038844165
2003,MWI,0.5951961528994308,1.8485073002564703e-06
2003,MYS,0.2727445424594263,0.0027405818543451
2003,MYT,0.3395014538897398,0.0072532785697737
2003,NCL,0.7775180233240457,0.0004021469199637
2003,NER,0.1990148690412582,0.0008542082535576
2003,NGA,0.1182562144033693,0.1348509677632148
2003,NIC,0.3031670178181626,0.1655356418233746
2003,NLD,0.1091917907767142,0.007038598259355
2003,NOR,0.1692746994465642,0.0032462256370774
2003,NZL,0.1256543848430117,0.0025480941113357
2003,PAK,0.2669184437814091,0.0002558700359209
2003,PAN,0.3951204738451301,0.5384814303223585
2003,PER,0.2104955981439505,0.0559530540225114
2003,PHL,0.1674267278362842,0.0029709928257946
2003,PNG,0.6374724681707935,0.0156063857925947
2003,POL,0.5863049248560129,0.0001693481241917
2003,PRT,0.0916147636426423,0.0033957600649195
2003,PRY,0.4289498568200218,0.0033540664831109
2003,PYF,0.8948567202439747,0.0053938717185692
2003,QAT,0.4214246376782222,0.0100717371548095
2003,ROU,0.5240962199144039,0.0004299904782368
2003,RUS,0.6545891325311535,0.0090537875056098
2003,RWA,0.5055680045841373,0.0007363427980302
2003,SAU,0.2157376427312892,0.1977984744068269
2003,SDN,0.2557420575823843,2.195391884662279e-05
2003,SEN,0.4212346414561104,0.0166317023914568
2003,SGP,0.0862746696069066,0.0275465760227026
2003,SLB,0.4993161653684421,0.0003398058252427
2003,SLV,0.2326602993428345,0.3130269198788271
2003,SUR,0.7831904272172122,0.0494231248564132
2003,SVK,0.7218182416322547,2.9924393010301373e-05
2003,SVN,0.2132935764076212,0.0001596238853092
2003,SWE,0.1498564215977392,0.0039038074402485
2003,SYC,0.8566821839696841,3.65308654840227e-05
2003,SYR,0.2584173020404076,0.0005014039285688
2003,TCA,0.6278187546843214,0.1895909086926426
2003,TGO,0.1341244559819485,0.0002329019334147
2003,THA,0.1255416281399205,0.0016429395749039
2003,TON,0.4706481311404826,0.0006165657071879
2003,TTO,0.1450678565475727,0.0093267771894062
2003,TUN,0.2319557153082656,0.0050827834319684
2003,TUR,0.1044114912245156,0.0329940276310757
2003,TZA,0.2257634735144802,0.000256783736261
2003,UGA,0.9678605853509492,2.0273054742539946e-05
2003,UKR,0.5240864276209086,0.0008182851165123
2003,URY,0.3285826942270309,0.0026635188745116
2003,VCT,0.9132015875539192,0.0372835228075804
2003,VEN,0.2499923890306474,0.3940871554408517
2003,VNM,0.2972360423464654,0.0005506884023464
2003,WLF,0.8813818538974619,5.228560288536855e-06
2003,WSM,0.5732581542671609,0.0091426470384742
2003,ZAF,0.3272030777572358,0.0083390160992631
2003,ZMB,0.2764168518864222,7.316765080237149e-05
2003,ZWE,0.6531065604031208,0.0001008783988711
2004,AGO,0.1323602974320601,0.065959226577903
2004,AIA,0.5383540883965591,0.3446804995392919
2004,ALB,0.3090428983246396,0.000772402295554
2004,ARE,0.1438961966427454,0.0283918327338818
2004,ARG,0.1023583301344574,0.1082019236942068
2004,ARM,0.2402523718777938,0.039061897099896
2004,AUS,0.1372891447775736,0.0048524185590312
2004,AUT,0.1494691082468876,0.0001661216895307
2004,AZE,0.2955813427285956,0.0005460286768736
2004,BEL,0.3305023535154077,0.0112710696004151
2004,BEN,0.1586801797236862,0.0001405188873924
2004,BFA,0.3335458210548234,0.0004896783170352
2004,BGD,0.2827903762007535,0.0018758701327837
2004,BGR,0.1826764512109741,0.0813916402796531
2004,BHR,0.2906338387329255,0.0740620284466027
2004,BHS,0.6773357012659083,0.7985405404323286
2004,BIH,0.3468121938624955,0.0010076473404031
2004,BLR,0.9917838673660628,9.724783616736924e-05
2004,BLZ,0.5434189488209067,0.0495040986456989
2004,BOL,0.4338575162243497,0.0479805309010445
2004,BRA,0.159504418885719,0.0384583302275385
2004,BRB,0.5306830673693682,0.3324282369751147
2004,BRN,0.3942597650520277,0.3129489148539112
2004,BWA,0.9987765290846172,3.206324848647662e-07
2004,CAN,0.1420903886943255,0.2464935132430517
2004,CHE,0.155389218439074,7.710270998503232e-05
2004,CHL,0.2724389500163887,0.0716378730666785
2004,CHN,0.0632588871939401,0.0051546962528764
2004,CIV,0.7762816636862666,0.0004155310368181
2004,CMR,0.6261231234622874,0.0010002589230814
2004,COK,0.7127371068018712,0.0001916153796844
2004,COL,0.2079850582254311,0.2945345703375361
2004,CPV,0.113481775027862,0.0202243040750472
2004,CRI,0.1757033781005343,0.1503270863211853
2004,CYP,0.1400283429775812,0.0003609556077011
2004,CZE,0.3039428086936196,0.0001137358024307
2004,DEU,0.1221437990325611,0.0024638312860307
2004,DMA,0.9136558235272708,0.035938466840801
2004,DNK,0.2264465751325327,0.0036352880209561
2004,DOM,0.4122357297200207,0.5558591140118033
2004,DZA,0.2028695970428744,0.2874942468347667
2004,ECU,0.3072461335601777,0.0750505602198949
2004,EGY,0.3743670187441855,0.0481527269231574
2004,ESP,0.0655392450807043,0.0106239622945948
2004,EST,0.316469209355855,0.0002047532338976
2004,ETH,0.8069389116530722,0.0002363906419355
2004,FIN,0.5009913836778528,0.0162042385550506
2004,FJI,0.4772812295610785,0.00025458232889
2004,FRA,0.0859193968327096,0.007784149990215
2004,FRO,0.5978657338386931,0.0004075855067166
2004,FSM,0.381934088648623,0.1560899604133369
2004,GAB,0.2347447686553317,0.0122299021060168
2004,GBR,0.2325521749084401,0.0146196642743723
2004,GEO,0.3403342077432584,0.0001871943621515
2004,GHA,0.2204523796608347,0.0114894304372784
2004,GIN,0.5175351880063297,0.0016719529442911
2004,GMB,0.6778509288689816,0.0104363192017546
2004,GRC,0.2285280620299824,0.0033840157101911
2004,GRD,0.9237816410513192,0.0342571320499686
2004,GTM,0.2610828847426306,0.4323468596554128
2004,GUY,0.7680991917910385,0.08955373892554
2004,HKG,0.2553005819160987,0.014449408690719
2004,HND,0.4115603784534646,0.6091024873524667
2004,HRV,0.4400536862684081,0.0002951738960362
2004,HUN,0.4955859753685462,8.145331209209107e-05
2004,IDN,0.1437913706794033,0.0060101374055779
2004,IND,0.1722118682082974,0.0352600999835201
2004,IRL,0.49216405975759,0.001785893263848
2004,IRN,0.2695613237050588,2.8132859266069065e-05
2004,ISL,0.3651264069208039,0.0010032149501022
2004,ISR,0.2428932251151981,0.1487807401476336
2004,ITA,0.118159155577397,0.0139579071088561
2004,JAM,0.2718626481352346,0.3115439556875445
2004,JOR,0.7536337323274455,0.0004908423567247
2004,JPN,0.107314488388073,0.0123172447564449
2004,KAZ,0.6816746117150054,0.0015454394355851
2004,KHM,0.4246853191154736,1.9551296335272093e-05
2004,KNA,0.8606916278290079,0.0742936507481017
2004,KOR,0.1059783925992085,0.0031300691363398
2004,KWT,0.1841566986739365,0.083693538345656
2004,LBN,0.1260734464772964,0.0151809172395322
2004,LCA,0.5000117233541492,0.4727354599964976
2004,LKA,0.2554125413507767,9.883513886887043e-05
2004,LTU,0.9157052370166456,4.1435602514146565e-05
2004,LUX,0.7268315122814314,2.7406199276659483e-05
2004,LVA,0.2785911131073552,0.0001636594150155
2004,MAC,0.3765283276624088,0.0039909170856341
2004,MAR,0.1409764123471466,0.0134249892376609
2004,MDA,0.2520019799725388,0.0001827808552168
2004,MDG,0.3279992178323108,0.0076824300307294
2004,MDV,0.2887334744523157,0.0001193478936362
2004,MEX,0.6092023255275747,0.7776648991552993
2004,MKD,0.6215004719868371,0.0004516625665322
2004,MLI,0.2399916638656146,0.000109030188867
2004,MLT,0.1874008796993534,0.0008513203107557
2004,MNG,0.7988978835602883,0.0026166655859502
2004,MOZ,0.8138819426956532,0.0029469336107667
2004,MRT,0.5706105292004942,0.0105444527108134
2004,MSR,0.9823915009119272,0.9911242977129688
2004,MUS,0.2180677066390995,0.0009859933918938
