year,gas_consumption_bcm,country,lng_import_capacity_bcm,OVI_LNG_raw,OVI_LNG_smoothed,OVI_LNG_clipped,OVI_LNG_final
2019,4.5,NOR,0.68,0.1511111111111111,0.15225589225589223,0.15225589225589223,0.15459870018009556
2020,4.4,NOR,0.68,0.15454545454545454,0.1534006734006734,0.1534006734006734,0.15225589225589223
2021,4.2,NOR,0.68,0.1619047619047619,0.15585377585377586,0.15585377585377586,0.1534006734006734
2022,3.9,NOR,0.68,0.17435897435897438,0.16360306360306362,0.16360306360306362,0.15585377585377586
2023,3.8,NOR,0.68,0.17894736842105266,0.17173703489492964,0.17173703489492964,0.16360306360306362
2024,3.4,NOR,0.68,0.2,0.18443544759334238,0.18443544759334238,0.17173703489492964
2000,5.9,NZL,0.0,0.0,0.0,0.0,
2001,6.2,NZL,0.0,0.0,0.0,0.0,0.0
2002,5.9,NZL,0.0,0.0,0.0,0.0,0.0
2003,4.5,NZL,0.0,0.0,0.0,0.0,0.0
2004,4.1,NZL,0.0,0.0,0.0,0.0,0.0
2005,3.8,NZL,0.0,0.0,0.0,0.0,0.0
2006,3.8,NZL,0.0,0.0,0.0,0.0,0.0
2007,4.2,NZL,0.0,0.0,0.0,0.0,0.0
2008,3.9,NZL,0.0,0.0,0.0,0.0,0.0
2009,4.0,NZL,0.0,0.0,0.0,0.0,0.0
2010,4.4,NZL,0.0,0.0,0.0,0.0,0.0
2011,4.0,NZL,0.0,0.0,0.0,0.0,0.0
2012,4.5,NZL,0.0,0.0,0.0,0.0,0.0
2013,4.7,NZL,0.0,0.0,0.0,0.0,0.0
2014,5.2,NZL,0.0,0.0,0.0,0.0,0.0
2015,4.8,NZL,0.0,0.0,0.0,0.0,0.0
2016,4.8,NZL,0.0,0.0,0.0,0.0,0.0
2017,5.0,NZL,0.0,0.0,0.0,0.0,0.0
2018,4.5,NZL,0.0,0.0,0.0,0.0,0.0
2019,4.8,NZL,0.0,0.0,0.0,0.0,0.0
2020,4.6,NZL,0.0,0.0,0.0,0.0,0.0
2021,3.9,NZL,0.0,0.0,0.0,0.0,0.0
2022,3.7,NZL,0.0,0.0,0.0,0.0,0.0
2023,3.9,NZL,0.0,0.0,0.0,0.0,0.0
2024,3.0,NZL,0.0,0.0,0.0,0.0,0.0
2000,7.7,OMN,0.0,0.0,0.0,0.0,
2001,8.4,OMN,0.0,0.0,0.0,0.0,0.0
2002,8.6,OMN,0.0,0.0,0.0,0.0,0.0
2003,9.3,OMN,0.0,0.0,0.0,0.0,0.0
2004,10.0,OMN,0.0,0.0,0.0,0.0,0.0
2005,10.9,OMN,0.0,0.0,0.0,0.0,0.0
2006,12.1,OMN,0.0,0.0,0.0,0.0,0.0
2007,12.1,OMN,0.0,0.0,0.0,0.0,0.0
2008,13.4,OMN,0.0,0.0,0.0,0.0,0.0
2009,13.5,OMN,0.0,0.0,0.0,0.0,0.0
2010,16.4,OMN,0.0,0.0,0.0,0.0,0.0
2011,18.1,OMN,0.0,0.0,0.0,0.0,0.0
2012,19.7,OMN,0.0,0.0,0.0,0.0,0.0
2013,21.7,OMN,0.0,0.0,0.0,0.0,0.0
2014,21.3,OMN,0.0,0.0,0.0,0.0,0.0
2015,23.1,OMN,0.0,0.0,0.0,0.0,0.0
2016,22.9,OMN,0.0,0.0,0.0,0.0,0.0
2017,23.4,OMN,0.0,0.0,0.0,0.0,0.0
2018,25.0,OMN,0.0,0.0,0.0,0.0,0.0
2019,25.0,OMN,0.0,0.0,0.0,0.0,0.0
2020,26.0,OMN,0.0,0.0,0.0,0.0,0.0
2021,28.5,OMN,0.0,0.0,0.0,0.0,0.0
2022,29.2,OMN,0.0,0.0,0.0,0.0,0.0
2023,30.2,OMN,0.0,0.0,0.0,0.0,0.0
2024,31.7,OMN,0.0,0.0,0.0,0.0,0.0
2000,18.0,PAK,0.0,0.0,0.0,0.0,
2001,19.0,PAK,0.0,0.0,0.0,0.0,0.0
2002,20.5,PAK,0.0,0.0,0.0,0.0,0.0
2003,25.6,PAK,0.0,0.0,0.0,0.0,0.0
2004,30.7,PAK,0.0,0.0,0.0,0.0,0.0
2005,32.6,PAK,0.0,0.0,0.0,0.0,0.0
2006,33.3,PAK,0.0,0.0,0.0,0.0,0.0
2007,33.8,PAK,0.0,0.0,0.0,0.0,0.0
2008,34.6,PAK,0.0,0.0,0.0,0.0,0.0
2009,34.7,PAK,0.0,0.0,0.0,0.0,0.0
2010,35.3,PAK,0.0,0.0,0.0,0.0,0.0
2011,35.3,PAK,0.0,0.0,0.0,0.0,0.0
2012,36.6,PAK,0.0,0.0,0.0,0.0,0.0
2013,35.6,PAK,0.0,0.0,0.0,0.0,0.0
2014,35.0,PAK,0.0,0.0,0.0,0.0,0.0
2015,36.5,PAK,6.53,0.1789041095890411,0.05963470319634703,0.05963470319634703,0.0
2016,38.7,PAK,6.53,0.16873385012919895,0.11587931990608002,0.11587931990608002,0.05963470319634703
2017,40.7,PAK,13.33,0.3275184275184275,0.2250521290788892,0.2250521290788892,0.11587931990608002
2018,43.6,PAK,13.33,0.3057339449541284,0.2673287408672516,0.2673287408672516,0.2250521290788892
2019,44.5,PAK,13.33,0.2995505617977528,0.31093431142343625,0.31093431142343625,0.2673287408672516
2020,41.2,PAK,13.33,0.32354368932038835,0.3096093986907565,0.3096093986907565,0.31093431142343625
2021,44.9,PAK,13.33,0.29688195991091315,0.30665873700968477,0.30665873700968477,0.3096093986907565
2022,38.2,PAK,13.33,0.3489528795811518,0.3231261762708178,0.3231261762708178,0.30665873700968477
2023,37.8,PAK,13.33,0.35264550264550265,0.33282678071252253,0.33282678071252253,0.3231261762708178
2024,37.1,PAK,13.33,0.35929919137466304,0.35363252453377253,0.35363252453377253,0.33282678071252253
2000,0.3,PER,0.0,0.0,0.0,0.0,
2001,0.4,PER,0.0,0.0,0.0,0.0,0.0
2002,0.4,PER,0.0,0.0,0.0,0.0,0.0
2003,0.5,PER,0.0,0.0,0.0,0.0,0.0
2004,0.8,PER,0.0,0.0,0.0,0.0,0.0
2005,1.5,PER,0.0,0.0,0.0,0.0,0.0
2006,1.7,PER,0.0,0.0,0.0,0.0,0.0
2007,2.6,PER,0.0,0.0,0.0,0.0,0.0
2008,3.3,PER,0.0,0.0,0.0,0.0,0.0
2009,3.3,PER,0.0,0.0,0.0,0.0,0.0
2010,5.4,PER,0.0,0.0,0.0,0.0,0.0
2011,6.3,PER,0.0,0.0,0.0,0.0,0.0
2012,6.9,PER,0.0,0.0,0.0,0.0,0.0
2013,6.7,PER,0.0,0.0,0.0,0.0,0.0
2014,7.4,PER,0.0,0.0,0.0,0.0,0.0
2015,7.6,PER,0.0,0.0,0.0,0.0,0.0
2016,8.5,PER,0.0,0.0,0.0,0.0,0.0
2017,7.5,PER,0.0,0.0,0.0,0.0,0.0
2018,8.0,PER,0.0,0.0,0.0,0.0,0.0
2019,8.2,PER,0.0,0.0,0.0,0.0,0.0
2020,8.2,PER,0.0,0.0,0.0,0.0,0.0
2021,8.9,PER,0.0,0.0,0.0,0.0,0.0
2022,9.8,PER,0.0,0.0,0.0,0.0,0.0
2023,10.1,PER,0.0,0.0,0.0,0.0,0.0
2024,11.3,PER,0.0,0.0,0.0,0.0,0.0
2000,0.0,PHL,0.0,0.0,0.0,0.0,
2001,0.1,PHL,0.0,0.0,0.0,0.0,0.0
2002,1.7,PHL,0.0,0.0,0.0,0.0,0.0
2003,2.6,PHL,0.0,0.0,0.0,0.0,0.0
2004,2.4,PHL,0.0,0.0,0.0,0.0,0.0
2005,3.1,PHL,0.0,0.0,0.0,0.0,0.0
2006,2.9,PHL,0.0,0.0,0.0,0.0,0.0
2007,3.5,PHL,0.0,0.0,0.0,0.0,0.0
2008,3.7,PHL,0.0,0.0,0.0,0.0,0.0
2009,3.7,PHL,0.0,0.0,0.0,0.0,0.0
2010,3.5,PHL,0.0,0.0,0.0,0.0,0.0
2011,3.8,PHL,0.0,0.0,0.0,0.0,0.0
2012,3.6,PHL,0.0,0.0,0.0,0.0,0.0
2013,3.4,PHL,0.0,0.0,0.0,0.0,0.0
2014,3.5,PHL,0.0,0.0,0.0,0.0,0.0
2015,3.3,PHL,0.0,0.0,0.0,0.0,0.0
2016,3.8,PHL,0.0,0.0,0.0,0.0,0.0
2017,3.8,PHL,0.0,0.0,0.0,0.0,0.0
2018,4.1,PHL,0.0,0.0,0.0,0.0,0.0
2019,4.2,PHL,0.0,0.0,0.0,0.0,0.0
2020,3.8,PHL,0.0,0.0,0.0,0.0,0.0
2021,3.3,PHL,0.0,0.0,0.0,0.0,0.0
2022,3.1,PHL,14.01,4.519354838709678,1.506451612903226,1.506451612903226,0.0
2023,3.2,PHL,14.01,4.378125,2.9658266129032262,2.9658266129032262,1.506451612903226
2024,3.4,PHL,14.01,4.120588235294118,4.339356024667932,4.339356024667932,2.9658266129032262
2000,11.6,POL,0.0,0.0,0.0,0.0,
2001,12.1,POL,0.0,0.0,0.0,0.0,0.0
2002,11.8,POL,0.0,0.0,0.0,0.0,0.0
2003,13.1,POL,0.0,0.0,0.0,0.0,0.0
2004,13.8,POL,0.0,0.0,0.0,0.0,0.0
2005,14.2,POL,0.0,0.0,0.0,0.0,0.0
2006,14.4,POL,0.0,0.0,0.0,0.0,0.0
2007,14.4,POL,0.0,0.0,0.0,0.0,0.0
2008,15.6,POL,0.0,0.0,0.0,0.0,0.0
2009,15.1,POL,0.0,0.0,0.0,0.0,0.0
2010,16.2,POL,0.0,0.0,0.0,0.0,0.0
2011,16.5,POL,0.0,0.0,0.0,0.0,0.0
2012,17.4,POL,0.0,0.0,0.0,0.0,0.0
2013,17.4,POL,0.0,0.0,0.0,0.0,0.0
2014,17.0,POL,0.0,0.0,0.0,0.0,0.0
2015,17.1,POL,5.03,0.2941520467836257,0.09805068226120857,0.09805068226120857,0.0
2016,18.3,POL,5.03,0.2748633879781421,0.1896718115872559,0.1896718115872559,0.09805068226120857
2017,19.2,POL,5.03,0.2619791666666667,0.2769982004761448,0.2769982004761448,0.1896718115872559
2018,19.9,POL,5.03,0.2527638190954774,0.2632021245800954,0.2632021245800954,0.2769982004761448
2019,20.9,POL,5.03,0.24066985645933017,0.25180428074049144,0.25180428074049144,0.2632021245800954
2020,21.1,POL,5.03,0.23838862559241705,0.24394076704907489,0.24394076704907489,0.25180428074049144
2021,22.4,POL,5.03,0.22455357142857146,0.23453735116010624,0.23453735116010624,0.24394076704907489
2022,18.6,POL,6.23,0.3349462365591398,0.2659628111933761,0.2659628111933761,0.23453735116010624
2023,19.4,POL,6.23,0.3211340206185567,0.29354460953542266,0.29354460953542266,0.2659628111933761
2024,21.0,POL,6.23,0.2966666666666667,0.31758230794812103,0.31758230794812103,0.29354460953542266
2000,2.3,PRT,0.0,0.0,0.0,0.0,
2001,2.6,PRT,0.0,0.0,0.0,0.0,0.0
2002,3.1,PRT,0.0,0.0,0.0,0.0,0.0
2003,3.0,PRT,0.0,0.0,0.0,0.0,0.0
2004,3.8,PRT,7.62,2.005263157894737,0.668421052631579,0.668421052631579,0.0
2005,4.3,PRT,7.62,1.772093023255814,1.2591187270501838,1.2591187270501838,0.668421052631579
2006,4.1,PRT,7.62,1.8585365853658538,1.8786309221721351,1.8786309221721351,1.2591187270501838
2007,4.4,PRT,7.62,1.7318181818181817,1.7874825968132833,1.7874825968132833,1.8786309221721351
2008,4.8,PRT,7.62,1.5875000000000001,1.725951589061345,1.725951589061345,1.7874825968132833
2009,4.8,PRT,7.62,1.5875000000000001,1.6356060606060607,1.6356060606060607,1.725951589061345
2010,5.2,PRT,7.62,1.4653846153846153,1.5467948717948719,1.5467948717948719,1.6356060606060607
2011,5.3,PRT,7.62,1.437735849056604,1.496873488147073,1.496873488147073,1.5467948717948719
2012,4.6,PRT,7.62,1.656521739130435,1.5198807345238847,1.5198807345238847,1.496873488147073
2013,4.3,PRT,7.62,1.772093023255814,1.6221168704809508,1.6221168704809508,1.5198807345238847
2014,4.1,PRT,7.62,1.8585365853658538,1.762383782584034,1.762383782584034,1.6221168704809508
2015,4.8,PRT,7.62,1.5875000000000001,1.7393765362072227,1.7393765362072227,1.762383782584034
2016,5.1,PRT,7.62,1.4941176470588236,1.6467180774748924,1.6467180774748924,1.7393765362072227
2017,6.3,PRT,7.62,1.2095238095238097,1.4303804855275446,1.4303804855275446,1.6467180774748924
2018,5.8,PRT,7.62,1.313793103448276,1.339144853343636,1.339144853343636,1.4303804855275446
2019,6.1,PRT,7.62,1.2491803278688525,1.2574990802803125,1.2574990802803125,1.339144853343636
2020,6.0,PRT,7.62,1.27,1.2776578104390428,1.2776578104390428,1.2574990802803125
2021,5.8,PRT,7.62,1.313793103448276,1.2776578104390428,1.2776578104390428,1.2776578104390428
2022,5.6,PRT,7.62,1.3607142857142858,1.3148357963875206,1.3148357963875206,1.2776578104390428
2023,4.5,PRT,7.62,1.6933333333333334,1.4559469074986318,1.4559469074986318,1.3148357963875206
2024,3.7,PRT,7.62,2.0594594594594593,1.7045023595023594,1.7045023595023594,1.4559469074986318
2000,11.3,QAT,0.0,0.0,0.0,0.0,
2001,10.5,QAT,0.0,0.0,0.0,0.0,0.0
2002,13.4,QAT,0.0,0.0,0.0,0.0,0.0
2003,13.1,QAT,0.0,0.0,0.0,0.0,0.0
2004,15.7,QAT,0.0,0.0,0.0,0.0,0.0
2005,17.9,QAT,0.0,0.0,0.0,0.0,0.0
2006,18.8,QAT,0.0,0.0,0.0,0.0,0.0
2007,21.6,QAT,0.0,0.0,0.0,0.0,0.0
2008,21.1,QAT,0.0,0.0,0.0,0.0,0.0
2009,21.3,QAT,0.0,0.0,0.0,0.0,0.0
2010,25.4,QAT,0.0,0.0,0.0,0.0,0.0
2011,29.1,QAT,0.0,0.0,0.0,0.0,0.0
2012,34.0,QAT,0.0,0.0,0.0,0.0,0.0
2013,35.4,QAT,0.0,0.0,0.0,0.0,0.0
2014,38.0,QAT,0.0,0.0,0.0,0.0,0.0
2015,43.5,QAT,0.0,0.0,0.0,0.0,0.0
2016,41.7,QAT,0.0,0.0,0.0,0.0,0.0
2017,41.1,QAT,0.0,0.0,0.0,0.0,0.0
2018,41.7,QAT,0.0,0.0,0.0,0.0,0.0
2019,41.5,QAT,0.0,0.0,0.0,0.0,0.0
2020,38.6,QAT,0.0,0.0,0.0,0.0,0.0
2021,40.3,QAT,0.0,0.0,0.0,0.0,0.0
2022,40.1,QAT,0.0,0.0,0.0,0.0,0.0
2023,43.8,QAT,0.0,0.0,0.0,0.0,0.0
2024,46.5,QAT,0.0,0.0,0.0,0.0,0.0
2000,15.9,ROU,0.0,0.0,0.0,0.0,
2001,15.3,ROU,0.0,0.0,0.0,0.0,0.0
2002,15.9,ROU,0.0,0.0,0.0,0.0,0.0
2003,17.1,ROU,0.0,0.0,0.0,0.0,0.0
2004,16.2,ROU,0.0,0.0,0.0,0.0,0.0
2005,16.2,ROU,0.0,0.0,0.0,0.0,0.0
2006,16.5,ROU,0.0,0.0,0.0,0.0,0.0
2007,14.8,ROU,0.0,0.0,0.0,0.0,0.0
2008,14.1,ROU,0.0,0.0,0.0,0.0,0.0
2009,12.3,ROU,0.0,0.0,0.0,0.0,0.0
2010,12.5,ROU,0.0,0.0,0.0,0.0,0.0
2011,12.9,ROU,0.0,0.0,0.0,0.0,0.0
2012,12.5,ROU,0.0,0.0,0.0,0.0,0.0
2013,11.4,ROU,0.0,0.0,0.0,0.0,0.0
2014,10.9,ROU,0.0,0.0,0.0,0.0,0.0
2015,10.4,ROU,0.0,0.0,0.0,0.0,0.0
2016,10.5,ROU,0.0,0.0,0.0,0.0,0.0
2017,11.3,ROU,0.0,0.0,0.0,0.0,0.0
2018,11.6,ROU,0.0,0.0,0.0,0.0,0.0
2019,10.8,ROU,0.0,0.0,0.0,0.0,0.0
2020,11.3,ROU,0.0,0.0,0.0,0.0,0.0
2021,11.6,ROU,0.0,0.0,0.0,0.0,0.0
2022,9.7,ROU,0.0,0.0,0.0,0.0,0.0
2023,9.1,ROU,0.0,0.0,0.0,0.0,0.0
2024,9.5,ROU,0.0,0.0,0.0,0.0,0.0
2000,366.2,RUS,0.0,0.0,0.0,0.0,
2001,372.2,RUS,0.0,0.0,0.0,0.0,0.0
2002,376.7,RUS,0.0,0.0,0.0,0.0,0.0
2003,385.6,RUS,0.0,0.0,0.0,0.0,0.0
2004,395.6,RUS,0.0,0.0,0.0,0.0,0.0
2005,400.4,RUS,0.0,0.0,0.0,0.0,0.0
2006,421.7,RUS,0.0,0.0,0.0,0.0,0.0
2007,428.8,RUS,0.0,0.0,0.0,0.0,0.0
2008,422.7,RUS,0.0,0.0,0.0,0.0,0.0
2009,397.8,RUS,0.0,0.0,0.0,0.0,0.0
2010,423.9,RUS,0.0,0.0,0.0,0.0,0.0
2011,435.6,RUS,0.0,0.0,0.0,0.0,0.0
2012,428.6,RUS,0.0,0.0,0.0,0.0,0.0
2013,424.9,RUS,0.0,0.0,0.0,0.0,0.0
2014,422.2,RUS,0.0,0.0,0.0,0.0,0.0
2015,408.7,RUS,0.0,0.0,0.0,0.0,0.0
2016,420.6,RUS,0.0,0.0,0.0,0.0,0.0
2017,431.1,RUS,0.0,0.0,0.0,0.0,0.0
2018,454.5,RUS,0.0,0.0,0.0,0.0,0.0
2019,444.3,RUS,0.0,0.0,0.0,0.0,0.0
2020,423.5,RUS,0.0,0.0,0.0,0.0,0.0
2021,431.5,RUS,0.0,0.0,0.0,0.0,0.0
2022,448.4,RUS,0.0,0.0,0.0,0.0,0.0
2023,453.4,RUS,0.0,0.0,0.0,0.0,0.0
2024,477.0,RUS,0.0,0.0,0.0,0.0,0.0
2000,47.3,SAU,0.0,0.0,0.0,0.0,
2001,51.0,SAU,0.0,0.0,0.0,0.0,0.0
2002,53.9,SAU,0.0,0.0,0.0,0.0,0.0
2003,57.1,SAU,0.0,0.0,0.0,0.0,0.0
2004,62.4,SAU,0.0,0.0,0.0,0.0,0.0
2005,67.7,SAU,0.0,0.0,0.0,0.0,0.0
2006,69.8,SAU,0.0,0.0,0.0,0.0,0.0
2007,70.7,SAU,0.0,0.0,0.0,0.0,0.0
2008,76.4,SAU,0.0,0.0,0.0,0.0,0.0
2009,74.5,SAU,0.0,0.0,0.0,0.0,0.0
2010,83.3,SAU,0.0,0.0,0.0,0.0,0.0
2011,87.6,SAU,0.0,0.0,0.0,0.0,0.0
2012,94.4,SAU,0.0,0.0,0.0,0.0,0.0
2013,95.0,SAU,0.0,0.0,0.0,0.0,0.0
2014,97.3,SAU,0.0,0.0,0.0,0.0,0.0
2015,99.2,SAU,0.0,0.0,0.0,0.0,0.0
2016,105.3,SAU,0.0,0.0,0.0,0.0,0.0
2017,109.3,SAU,0.0,0.0,0.0,0.0,0.0
2018,112.1,SAU,0.0,0.0,0.0,0.0,0.0
2019,111.2,SAU,0.0,0.0,0.0,0.0,0.0
2020,113.1,SAU,0.0,0.0,0.0,0.0,0.0
2021,114.5,SAU,0.0,0.0,0.0,0.0,0.0
2022,116.7,SAU,0.0,0.0,0.0,0.0,0.0
2023,117.4,SAU,0.0,0.0,0.0,0.0,0.0
2024,121.5,SAU,0.0,0.0,0.0,0.0,0.0
2000,1.7,SGP,0.0,0.0,0.0,0.0,
2001,4.4,SGP,0.0,0.0,0.0,0.0,0.0
2002,4.7,SGP,0.0,0.0,0.0,0.0,0.0
2003,5.1,SGP,0.0,0.0,0.0,0.0,0.0
2004,6.2,SGP,0.0,0.0,0.0,0.0,0.0
2005,6.2,SGP,0.0,0.0,0.0,0.0,0.0
2006,8.1,SGP,0.0,0.0,0.0,0.0,0.0
2007,8.1,SGP,0.0,0.0,0.0,0.0,0.0
2008,8.7,SGP,0.0,0.0,0.0,0.0,0.0
2009,9.2,SGP,0.0,0.0,0.0,0.0,0.0
2010,8.3,SGP,0.0,0.0,0.0,0.0,0.0
2011,8.3,SGP,0.0,0.0,0.0,0.0,0.0
2012,8.9,SGP,0.0,0.0,0.0,0.0,0.0
2013,10.0,SGP,4.76,0.476,0.15866666666666665,0.15866666666666665,0.0
2014,10.4,SGP,8.16,0.7846153846153846,0.4202051282051282,0.4202051282051282,0.15866666666666665
2015,11.6,SGP,8.16,0.703448275862069,0.6546878868258178,0.6546878868258178,0.4202051282051282
2016,11.9,SGP,8.16,0.6857142857142857,0.7245926487305798,0.7245926487305798,0.6546878868258178
2017,12.3,SGP,8.16,0.6634146341463414,0.6841923985742321,0.6841923985742321,0.7245926487305798
2018,12.3,SGP,14.96,1.216260162601626,0.8551296941540844,0.8551296941540844,0.6841923985742321
2019,12.5,SGP,14.96,1.1968,1.0254915989159892,1.0254915989159892,0.8551296941540844
2020,12.6,SGP,14.96,1.1873015873015873,1.2001205833010713,1.2001205833010713,1.0254915989159892
2021,13.4,SGP,14.96,1.1164179104477612,1.1668398325831162,1.1668398325831162,1.2001205833010713
2022,13.1,SGP,14.96,1.1419847328244275,1.1485680768579254,1.1485680768579254,1.1668398325831162
2023,12.3,SGP,14.96,1.216260162601626,1.1582209352912713,1.1582209352912713,1.1485680768579254
2024,13.0,SGP,14.96,1.1507692307692308,1.169671375398428,1.169671375398428,1.1582209352912713
2000,6.7,SVK,0.0,0.0,0.0,0.0,
2001,7.2,SVK,0.0,0.0,0.0,0.0,0.0
2002,6.8,SVK,0.0,0.0,0.0,0.0,0.0
2003,6.6,SVK,0.0,0.0,0.0,0.0,0.0
2004,6.4,SVK,0.0,0.0,0.0,0.0,0.0
2005,6.9,SVK,0.0,0.0,0.0,0.0,0.0
2006,6.3,SVK,0.0,0.0,0.0,0.0,0.0
2007,5.9,SVK,0.0,0.0,0.0,0.0,0.0
2008,6.0,SVK,0.0,0.0,0.0,0.0,0.0
2009,5.1,SVK,0.0,0.0,0.0,0.0,0.0
2010,5.8,SVK,0.0,0.0,0.0,0.0,0.0
2011,5.4,SVK,0.0,0.0,0.0,0.0,0.0
2012,5.1,SVK,0.0,0.0,0.0,0.0,0.0
2013,5.3,SVK,0.0,0.0,0.0,0.0,0.0
2014,4.4,SVK,0.0,0.0,0.0,0.0,0.0
2015,4.5,SVK,0.0,0.0,0.0,0.0,0.0
2016,4.5,SVK,0.0,0.0,0.0,0.0,0.0
2017,4.8,SVK,0.0,0.0,0.0,0.0,0.0
2018,4.7,SVK,0.0,0.0,0.0,0.0,0.0
2019,4.8,SVK,0.0,0.0,0.0,0.0,0.0
2020,4.8,SVK,0.0,0.0,0.0,0.0,0.0
2021,5.3,SVK,0.0,0.0,0.0,0.0,0.0
2022,4.4,SVK,0.0,0.0,0.0,0.0,0.0
2023,4.2,SVK,0.0,0.0,0.0,0.0,0.0
2024,4.3,SVK,0.0,0.0,0.0,0.0,0.0
2000,1.0,SVN,0.0,0.0,0.0,0.0,
2001,1.0,SVN,0.0,0.0,0.0,0.0,0.0
2002,1.0,SVN,0.0,0.0,0.0,0.0,0.0
2003,1.1,SVN,0.0,0.0,0.0,0.0,0.0
2004,1.0,SVN,0.0,0.0,0.0,0.0,0.0
2005,1.1,SVN,0.0,0.0,0.0,0.0,0.0
2006,1.0,SVN,0.0,0.0,0.0,0.0,0.0
2007,1.1,SVN,0.0,0.0,0.0,0.0,0.0
2008,1.0,SVN,0.0,0.0,0.0,0.0,0.0
2009,1.0,SVN,0.0,0.0,0.0,0.0,0.0
2010,1.0,SVN,0.0,0.0,0.0,0.0,0.0
2011,0.9,SVN,0.0,0.0,0.0,0.0,0.0
2012,0.8,SVN,0.0,0.0,0.0,0.0,0.0
2013,0.8,SVN,0.0,0.0,0.0,0.0,0.0
2014,0.7,SVN,0.0,0.0,0.0,0.0,0.0
2015,0.8,SVN,0.0,0.0,0.0,0.0,0.0
2016,0.8,SVN,0.0,0.0,0.0,0.0,0.0
2017,0.9,SVN,0.0,0.0,0.0,0.0,0.0
2018,0.9,SVN,0.0,0.0,0.0,0.0,0.0
2019,0.9,SVN,0.0,0.0,0.0,0.0,0.0
2020,0.9,SVN,0.0,0.0,0.0,0.0,0.0
2021,0.9,SVN,0.0,0.0,0.0,0.0,0.0
2022,0.8,SVN,0.0,0.0,0.0,0.0,0.0
2023,0.8,SVN,0.0,0.0,0.0,0.0,0.0
2024,0.8,SVN,0.0,0.0,0.0,0.0,0.0
2000,0.8,SWE,0.0,0.0,0.0,0.0,
2001,0.9,SWE,0.0,0.0,0.0,0.0,0.0
2002,0.9,SWE,0.0,0.0,0.0,0.0,0.0
2003,0.9,SWE,0.0,0.0,0.0,0.0,0.0
2004,0.9,SWE,0.0,0.0,0.0,0.0,0.0
2005,0.9,SWE,0.0,0.0,0.0,0.0,0.0
2006,0.9,SWE,0.0,0.0,0.0,0.0,0.0
2007,0.9,SWE,0.0,0.0,0.0,0.0,0.0
2008,0.9,SWE,0.0,0.0,0.0,0.0,0.0
2009,1.1,SWE,0.0,0.0,0.0,0.0,0.0
2010,1.5,SWE,0.0,0.0,0.0,0.0,0.0
2011,1.2,SWE,0.54,0.45000000000000007,0.15000000000000002,0.15000000000000002,0.0
2012,1.1,SWE,0.54,0.4909090909090909,0.31363636363636366,0.31363636363636366,0.15000000000000002
2013,1.0,SWE,0.54,0.54,0.49363636363636365,0.49363636363636365,0.31363636363636366
2014,0.8,SWE,0.81,1.0125,0.6811363636363635,0.6811363636363635,0.49363636363636365
2015,0.9,SWE,0.81,0.9,0.8175,0.8175,0.6811363636363635
2016,1.0,SWE,0.81,0.81,0.9075000000000001,0.9075000000000001,0.8175
2017,1.0,SWE,0.81,0.81,0.84,0.84,0.9075000000000001
2018,1.0,SWE,0.81,0.81,0.81,0.81,0.84
2019,1.0,SWE,0.81,0.81,0.81,0.81,0.81
2020,1.0,SWE,0.81,0.81,0.81,0.81,0.81
2021,1.1,SWE,0.81,0.7363636363636363,0.7854545454545455,0.7854545454545455,0.81
2022,0.8,SWE,0.81,1.0125,0.8529545454545455,0.8529545454545455,0.7854545454545455
2023,0.9,SWE,0.81,0.9,0.8829545454545454,0.8829545454545454,0.8529545454545455
2024,1.0,SWE,0.81,0.81,0.9075000000000001,0.9075000000000001,0.8829545454545454
2000,21.2,THA,0.0,0.0,0.0,0.0,
2001,24.6,THA,0.0,0.0,0.0,0.0,0.0
2002,26.7,THA,0.0,0.0,0.0,0.0,0.0
2003,28.4,THA,0.0,0.0,0.0,0.0,0.0
2004,29.8,THA,0.0,0.0,0.0,0.0,0.0
2005,32.1,THA,0.0,0.0,0.0,0.0,0.0
2006,33.0,THA,0.0,0.0,0.0,0.0,0.0
2007,35.2,THA,0.0,0.0,0.0,0.0,0.0
2008,36.9,THA,0.0,0.0,0.0,0.0,0.0
2009,38.1,THA,0.0,0.0,0.0,0.0,0.0
2010,43.2,THA,0.0,0.0,0.0,0.0,0.0
2011,44.3,THA,13.6,0.30699774266365687,0.10233258088788562,0.10233258088788562,0.0
2012,48.6,THA,13.6,0.27983539094650206,0.19561104453671962,0.19561104453671962,0.10233258088788562
2013,48.9,THA,13.6,0.278118609406953,0.2883172476723706,0.2883172476723706,0.19561104453671962
2014,49.9,THA,13.6,0.2725450901803607,0.2768330301779386,0.2768330301779386,0.2883172476723706
2015,51.0,THA,13.6,0.26666666666666666,0.2724434554179935,0.2724434554179935,0.2768330301779386
2016,50.6,THA,13.6,0.26877470355731226,0.2693288201347799,0.2693288201347799,0.2724434554179935
2017,50.1,THA,13.6,0.2714570858283433,0.26896615201744073,0.26896615201744073,0.2693288201347799
2018,50.0,THA,13.6,0.272,0.27074392979521855,0.27074392979521855,0.26896615201744073
2019,50.9,THA,15.64,0.30726915520628684,0.2835754136782101,0.2835754136782101,0.27074392979521855
2020,46.9,THA,15.64,0.3334754797441365,0.3042482116501411,0.3042482116501411,0.2835754136782101
2021,47.0,THA,15.64,0.33276595744680854,0.3245035307990773,0.3245035307990773,0.3042482116501411
