country,year,P_it,g_it
ARG,2015,0.4217138659890915,-0.045210992512465964
ARG,2016,0.22435512575138236,0.015323846071808589
ARG,2017,0.26509202540710425,-0.008950068711769177
ARG,2018,0.34092331381085816,-0.1596349560452417
ARG,2019,0.33267875778996875,-0.3425150475555512
ARG,2020,0.218677840317252,0.06853872271116046
ARG,2021,0.3530968870508437,0.10816111425277697
ARG,2022,0.9361699210975375,-0.29042296018140235
ARG,2023,0.7426952592877943,-0.2349058536019868
ARG,2024,0.6207488796228553,-1.2026180948262208
ARM,2001,0.08535565799222096,
ARM,2002,0.08220842210842295,-0.25735573916760046
ARM,2003,0.08210634738249731,0.1035875695315589
ARM,2004,0.08146038600362768,0.11583158819122019
ARM,2005,0.08086266495338115,0.2167575240256312
ARM,2006,0.13310867300167012,0.012914029278391581
ARM,2007,0.15941882998533863,0.17684258992728275
ARM,2008,0.15915997657247044,0.09089588124749426
ARM,2009,0.1953889039461362,-0.2764519497366358
ARM,2010,0.2470254998739998,0.13247204851947814
ARM,2011,0.2736143004207241,0.09051066435061372
ARM,2012,0.2910578883045027,0.17225940566819276
ARM,2013,0.3335867138881235,-0.03529648597336177
ARM,2014,0.26172591587281063,0.03408782735975535
ARM,2015,0.2620863633744177,-0.0778950752768246
ARM,2016,0.2156560204529498,-0.02325842356073693
ARM,2017,0.20132040123907102,0.09793448734702892
ARM,2018,0.2106922470333921,0.0021086282877362805
ARM,2019,0.2314664832668521,0.04578841461050942
ARM,2020,0.23146614620309883,0.029434148622950573
ARM,2021,0.23256968696363273,0.09175016747507314
ARM,2022,0.24468199489825196,0.04947669932150589
ARM,2023,0.24706923328874494,-0.06331515354581185
ARM,2024,0.255762834187208,0.045382223875222394
ATG,2005,0.8476855969872115,
ATG,2006,1.0649485706677186,0.18602788161594752
ATG,2007,0.7595493672246982,-1.729389113039712
ATG,2009,4.247885835095137,-6.274653520075942
ATG,2010,5.003671970624235,-0.8397506547518203
ATG,2011,6.086976744186047,0.9675840262617053
ATG,2012,5.702947845804989,-0.8910310651149169
ATG,2013,5.732162458836443,0.032350841253166784
ATG,2014,5.925170068027211,0.4784747825128237
ATG,2015,3.27378892733564,0.4528505500194866
ATG,2016,2.874120082815735,0.043586336294404227
ATG,2017,3.004500145286442,0.15208537197151362
ATG,2018,2.9638182107034114,0.218905163887106
ATG,2019,5.495978832226084,-1.2376751100460126
ATG,2020,2.299682605494356,1.419276640751864
ATG,2021,0.6212456480792852,3.5482812198971487
ATG,2022,0.5302860100128108,1.398151648386543
ATG,2023,0.44662754153891776,0.7850671608157924
ATG,2024,0.4781529228461624,0.026535421676260995
AUS,2017,0.2616167138016027,
AUS,2018,0.34067613792324736,-0.033862105569554046
AUS,2019,0.248939181908756,-0.22706698462292962
AUS,2020,0.2338862306702584,0.11358382968982639
AUS,2021,0.3398602242328382,-0.07440473012333015
AUS,2022,0.41064038402722625,-0.11832508844996781
AUS,2023,0.3073055240634653,0.13699121790363833
AUS,2024,0.33507573292927995,-0.1493451288433043
AUT,2001,0.26310149514618464,
AUT,2002,0.25425231938620857,-0.12232176047499976
AUT,2003,0.21541540163170958,3.7302584512917605
AUT,2004,0.23230315225435638,0.05185347920573591
AUT,2005,0.307200140416627,0.10873928818085332
AUT,2006,0.4070170233527634,0.0892868721404163
AUT,2007,0.40642324320917295,-0.09169118686445188
AUT,2008,0.6067005944825604,0.021319816205704
AUT,2009,0.4067939208855441,0.14234431042993023
AUT,2010,0.4404484563322703,0.05654451219522727
AUT,2011,0.5555922718172984,0.07544291348198584
AUT,2012,0.5580038082720432,0.06666869235382933
AUT,2013,0.5825425758641387,-0.3142431863511739
AUT,2014,0.48974046920164604,-0.03134973473628477
AUT,2015,0.3571951478335607,0.17226537520440743
AUT,2016,0.254842580848106,0.19058906989497615
AUT,2017,0.2973310888375195,-0.02525809350571606
AUT,2018,0.3825870692279858,-0.0689598317417861
AUT,2019,0.2838049765053529,0.08032876772937314
AUT,2020,0.19527292019403175,0.15413977874664297
AUT,2021,0.5039692140012796,-0.18875914909906655
AUT,2022,1.427877050883234,-0.35789650661648054
AUT,2023,0.7502577009734126,0.05487695866685627
AUT,2024,0.5709442139108795,-0.2850449320361079
AZE,2001,0.1765322828835661,
AZE,2002,0.15343679755321757,0.3565713451169046
AZE,2003,0.08230743870616879,0.6303838653560767
AZE,2004,0.07377990063102802,0.2676559885247016
AZE,2005,0.08242690204684876,-0.017662131655217905
AZE,2006,0.1474449262417751,-0.06557418500054979
AZE,2007,0.1548173650331185,-2.2369382310597032
AZE,2008,1.2437558021307635,-7.661384679547663
AZE,2009,0.16917940852141042,2.6518305347839632
AZE,2010,5.498377218237973,-3.3804796103135697
AZE,2011,6.96622520752804,-0.8841858865754642
AZE,2012,4.027306822852445,0.20975992071522498
AZE,2013,3.362782892648193,0.5301657520174654
AZE,2014,3.769335013432871,-0.4527585925079869
AZE,2015,0.2720088910080539,5.350431156397539
AZE,2016,0.23335658106563667,3.1611780672916776
AZE,2017,0.20677525126512278,0.47959770621331543
AZE,2018,0.22703861480189066,1.4913029579649226
AZE,2019,0.21909329449516238,-0.374928106122681
AZE,2020,0.055478415594159725,-2.3018050996500037
AZE,2021,0.050908152909100314,1.3094579844124574
AZE,2022,0.20429607512460282,0.5149465017561994
AZE,2023,0.22999603871911511,0.9013841294396592
AZE,2024,0.226419840787874,-1.403973659404425
BDI,2001,0.848426503784358,
BDI,2002,0.7593435476633118,0.7281789745175171
BDI,2004,0.6640964330172036,0.17651912793216695
BDI,2005,1.0316323505188603,0.3069137542195435
BDI,2006,1.1558472152111727,-0.24445283107798232
BDI,2007,1.1202253422063517,0.21834660244186388
BDI,2008,1.3525934577775245,-0.05171909627933147
BDI,2009,0.5906371149971372,0.48826131143052187
BDI,2010,1.2744980849943348,0.0912303754000483
BDI,2011,1.422166330413118,0.16430546922480005
BDI,2012,1.7360489764826719,0.08094013829221502
BDI,2013,1.5807820473514858,0.08578084885923865
BDI,2014,1.5143727005093048,-0.09216990650589807
BDI,2015,1.2485415269358777,-0.7000612523148124
BDI,2016,0.9902445266600677,0.5194957412852439
BDI,2017,0.8950500304352893,0.15050563598395783
BDI,2018,0.7536815580717136,0.08334676963920273
BDI,2019,0.7292224609016136,0.09754265598340162
BDI,2020,0.6323262684216936,0.21700519060651224
BDI,2021,0.8414840579325271,0.2703208928235199
BDI,2022,1.2068173376061024,0.09539859624036495
BEL,2001,0.19262203971585523,
BEL,2002,0.16865907990788406,0.23382850049469184
BEL,2003,0.20691665172647744,0.215625547525363
BEL,2004,0.2247336656532523,0.34159842323900946
BEL,2005,0.22603895146984312,0.48177386032325487
BEL,2006,0.2326374351128069,0.1308546356422724
BEL,2007,0.19334661597520353,-0.05530211025277154
BEL,2008,0.2863197882408498,0.08716321172328634
BEL,2009,0.4885405917243071,-0.9747761257903456
BEL,2010,0.41013245979577817,0.25652284920010615
BEL,2011,0.5343552342107947,-0.0029690162240747497
BEL,2012,0.5537042021416987,-0.11886883064543596
BEL,2013,0.5815472216495539,0.11311555897786718
BEL,2014,0.487801912960563,-0.11493641618413264
BEL,2015,0.3529293176666414,0.06969239245190195
BEL,2016,0.2562758406444445,0.019084618820091492
BEL,2017,0.3242317315269707,0.06272157264398714
BEL,2018,0.4141856862223844,0.030120709834829285
BEL,2019,0.24761136136862888,-0.10404841292823619
BEL,2020,0.1761742254128652,-0.11800368557143415
BEL,2021,0.6326653674584667,0.15054757098431182
BEL,2022,1.4478657997315605,0.368612238995059
BEL,2023,0.7144666446002523,-0.1976287536705783
BEL,2024,0.5534386599106536,-0.21246435193450353
BEN,2002,0.33629171196176905,
BEN,2003,0.390099739726313,0.05088913889935398
BEN,2004,0.47238694043601953,0.17579931877090083
BEN,2005,0.5643467317731594,0.1373246680145268
BEN,2006,0.6286967674201155,0.07297275098510703
BEN,2007,0.7074873826929475,0.1910099866267867
BEN,2008,0.5718296654146953,0.06887842379232545
BEN,2009,0.6400374837396248,0.1923608533136889
BEN,2010,0.8289981408999816,0.3480776622504287
BEN,2011,1.05614837328814,-0.25488083388419724
BEN,2012,0.33552459503565335,0.29647010085288983
BEN,2013,0.6688334389459178,0.06750723420331539
BEN,2014,0.7000345107852405,0.5595323600548312
BEN,2015,0.6276158317230338,-0.16849860229797997
BEN,2016,0.56325339498566,0.15926002244422932
BEN,2017,0.6840071956699665,0.11829617040949358
BEN,2018,0.7002731043314793,-0.2981930273580069
BEN,2019,3.4741705884113445,-0.48551578228283176
BEN,2020,0.5145961943747952,0.44217097829734797
BEN,2021,0.74009386253114,0.1339698631040953
BEN,2022,0.8383646640799264,-0.45944302432513595
BEN,2023,0.7063328065894868,0.2301943466459626
BFA,2001,0.4363859836620678,
BFA,2002,0.4275243512008729,-0.664788078523042
BFA,2003,0.47672017174506176,0.12311149596229143
BFA,2004,0.6005609691637467,0.14898448108014506
BFA,2005,0.7366352100013259,0.09264553192998903
BFA,2006,0.7882922734738116,0.2613724867472911
BFA,2007,0.8094361106121805,0.2729617816729082
BFA,2008,0.9891817714078273,0.19230313932406062
BFA,2009,0.7556427909214212,0.027950605561080977
BFA,2010,0.8425035870927763,-0.14226132079751608
BFA,2011,0.9614733714785199,0.457395168138234
BFA,2012,1.097142896796451,0.2228276142767598
BFA,2013,1.0716800544492227,0.1352682905638396
BFA,2014,1.0120435888615706,0.0929188905952607
BFA,2015,0.6436456703987571,0.09681415019467465
BFA,2016,0.5911312924662296,0.11364938886035247
BFA,2017,0.7093252459772479,0.16076147521484074
BFA,2018,0.7912756141113204,0.0966225339077198
BFA,2019,0.7245011060503208,0.10489599642999536
BFA,2020,0.7499370784999415,0.14788625585966386
BFA,2021,0.8532159588653406,0.13574930325103196
BFA,2022,0.9458662435613424,0.007354210515199355
BFA,2023,0.6780239738567714,0.04660451914421415
BFA,2024,0.5918727371917983,0.3206083590349138
BGD,2001,0.34745755971334413,
BGD,2002,0.3775156551104869,0.32389123549989307
BGD,2003,0.7409469447188205,-0.15988821770850947
BGD,2004,0.40412233839070155,0.7285889441024835
BGD,2005,2.0964846273868893,-1.9851339383937106
BGD,2006,0.7333456774062003,1.3293590150357009
BGD,2007,1.5305505638788832,-0.5087529609071986
BGD,2008,7.618044111428583,-1.8319752122236004
BGD,2009,1.3113779710503486,1.8293205538610806
BGD,2010,1.4500023806181341,0.7268274672296648
BGD,2011,1.228171436012982,0.8836591494946333
BGD,2012,1.3698024031982554,-1.2198069386518426
BGD,2013,1.088925374853178,0.7031217012307032
BGD,2015,0.6111640928501908,1.8051208065587439
BGR,2005,0.40945118708462225,
BGR,2006,0.5133657101232221,-0.017616305109132924
BGR,2007,0.1949080493027694,2.637340422422046
BGR,2008,0.2839934995496252,0.07397572788589812
BGR,2009,0.4487967146496021,-0.9376058269556822
BGR,2010,0.43666251641276294,0.1449634778986777
BGR,2011,0.46244728870091995,0.21254900185633474
BGR,2012,0.6341870394817852,-0.24737862565965685
BGR,2013,0.6320669127334057,-0.08582605893736428
BGR,2014,0.6354379382686983,-0.018903276424609317
BGR,2015,0.4204490575095571,0.21958865319529153
BGR,2016,0.2491379582493747,0.0066434270316051425
BGR,2017,0.3090184148101798,0.021269934969179616
BGR,2018,0.38033966162938504,-0.03613369399385746
BGR,2019,0.3639102656667779,-0.06689484532063972
BGR,2020,0.23186503897435848,0.042274728349227075
BGR,2021,0.5622014140754793,0.2926669463988212
BGR,2022,1.3671183067909691,-0.2488828918423316
BGR,2023,0.6136924644278945,-0.39444040133507485
BGR,2024,0.4941548382950457,0.16023658341353553
BHR,2001,2.1738915117699493,
BHR,2002,46.140243902439025,-5.218673461455999
BHR,2003,1.4959892091844555,6.391436955646452
BHR,2004,2.8170682418778177,-1.1126691996255502
BHR,2005,11.273848684210526,-2.582164940759043
BHR,2006,8.495497999110716,2.001213250553093
BHR,2007,8.01393016344725,-1.2064956223145877
BHR,2008,8.573436990829105,1.3837372311494143
BHR,2009,20.771520514883345,-2.849641010963266
BHR,2010,4.729086752683172,3.0331954557787455
BHR,2011,7.523518978361121,0.08824403681870052
BHR,2012,5.110187619769152,0.46498039181559037
BHR,2013,6.725963149078727,-2.710347950097045
BHR,2014,0.7374514442876307,7.41924440117732
BHR,2015,85.81953521743112,-7.837239949680102
BHR,2016,27.026972881979304,2.145639143167349
BHR,2017,75.61671639424509,0.07679302365187723
BHR,2018,15.679956288940247,1.2505895585596054
BHR,2019,115.36694340695496,-1.5771998929531765
BHR,2020,4.808515383921321,0.05712992334028755
BHR,2021,1.7823037281805783,0.4556358140739025
BHR,2022,2.214962828447055,0.3337709531464146
BHR,2023,0.7226762623242488,0.04977823251270941
BHS,2001,0.08492975256337935,
BHS,2002,0.26841297551978943,-1.3768545766821028
BHS,2003,0.1562626645658184,0.7371052560191629
BHS,2004,0.3361049577991127,-0.5802715584516491
BHS,2005,1.1953567337787923,-0.9039486440352142
BHS,2006,1.2045109520243897,0.07687387246265232
BHS,2007,1.2021440519895126,0.12390289314116387
BHS,2008,1.1390289867261727,0.31242754947812656
BHS,2009,2.0942443470240026,-1.0678928107233094
BHS,2010,2.161910796203096,0.1287720600215554
BHS,2011,2.0073135139792044,0.18537634274773396
BHS,2012,2.1304776000300243,-0.06042592514579681
BHS,2013,1.4689190549089266,0.19532812424695578
BHS,2014,2.1330201356979606,-0.14355669628585588
BHS,2015,0.32550097769928854,1.3960527661313975
BHS,2016,0.3573260799583551,-0.1190594619049854
BHS,2017,0.4756224122325112,-0.06602496715569472
BHS,2018,0.5335513504300012,-0.12636914702033408
BHS,2019,0.44337767188640764,0.3124199402704626
BHS,2020,0.3830459328184737,-0.4678775388292813
BHS,2021,0.60285989394082,0.6061586004828499
BHS,2022,0.8690642171194536,-0.5126075046996483
BHS,2023,0.6628012694211741,0.2128524541171366
BIH,2003,0.22711899763440002,
BIH,2004,0.19964910020273116,0.5192681662882457
BIH,2005,0.3229440976941506,0.2752255100783465
BIH,2006,0.4660151492803341,-0.18228115030881398
BIH,2007,0.49355331966399,0.007046367339881954
BIH,2008,0.676494134523394,0.06208064980629047
BIH,2009,0.5614719606118749,-0.2431060541020642
BIH,2010,0.6182210227525634,-0.025676610077034923
BIH,2011,0.7541863810613169,0.12823005703657842
BIH,2012,0.8584161108485868,-0.05778301221187476
BIH,2013,0.7915454299890683,-0.16484979364128804
BIH,2014,0.7555881942424293,-0.015265505412909164
BIH,2015,0.5115952299905305,0.15737818153916194
BIH,2016,0.3430298978686873,0.09775032033481423
BIH,2017,0.39954718746986956,0.030725263906610678
BIH,2018,0.4684486172212061,0.008588816379841546
BIH,2019,0.47217022820344884,0.008853235839108464
BIH,2020,0.4445174314635307,-0.1747495467460105
BIH,2021,0.4868215419933516,0.1871753663784581
BIH,2022,0.6087276619525469,-0.005186827758326018
BIH,2023,0.5626253064581012,-0.060231060300480976
BIH,2024,0.5544939598127723,-0.011584628421172027
BLR,2001,0.056299442220975854,
BLR,2002,0.04629871691004482,0.1779225863598235
BLR,2003,0.19297762308194713,-1.1884196333549468
BLR,2004,0.07145408703783078,1.2960694391498286
BLR,2005,0.07133784608449113,0.026443807297116706
BLR,2006,0.07376190254790184,0.03811253662417968
BLR,2007,0.15170799459481193,-0.01833502388436159
BLR,2008,0.1901578739309686,0.02161204361964053
BLR,2009,0.22363582402039053,-0.19725020646348312
BLR,2010,0.2791355311762833,0.2261015453462072
BLR,2011,0.39051428378566994,-0.07524128524700657
BLR,2012,0.2513911556203147,0.018699568989422488
BLR,2013,0.24640449742481474,0.00526789803687322
BLR,2014,0.2529691933514816,-0.0030959740457454643
BLR,2015,0.21064193507077203,-0.06040831771902688
BLR,2016,0.198091323426471,-0.008083659005560406
BLR,2017,0.21653898660099125,0.030571080339441892
BLR,2018,0.19997231902485924,0.06333368489713109
BLR,2019,0.19277617227381516,-0.01568545556800416
BLR,2020,0.19127102091956769,-0.07829604973084159
BLZ,2001,0.18040888926836138,
BLZ,2002,0.1550552504468762,-0.042738913950572055
BLZ,2003,0.2003550566757336,0.019749156446643212
BLZ,2004,0.22902152741402163,0.08280132412283336
BLZ,2005,0.27171138936164857,-0.09630838522912555
BLZ,2006,0.6631207299524755,-0.6109147902843013
BLZ,2007,0.7815878248869125,0.0012633150035874507
BLZ,2008,0.4472349858912935,0.7691899257438024
BLZ,2009,0.29629735206028734,-0.09617062283203381
BLZ,2010,0.39888843086371584,-0.13119170014122972
BLZ,2011,0.47480949603635353,-0.07019690592534289
BLZ,2012,0.4115590923429486,0.2796514812674502
BLZ,2013,0.39063113412588374,0.11152747956123577
BLZ,2014,0.4083769166142762,0.10486345694855714
BLZ,2015,0.28336226233710743,0.07655729811989076
BLZ,2016,0.260457015312512,0.1396335893730587
BLZ,2017,0.3200336772583457,0.09548669569962343
BLZ,2018,0.3570131136197813,0.03997178671058066
BLZ,2019,0.2872272196282961,0.036165413857247586
BLZ,2020,0.21097883325025293,-0.002149233593659261
BLZ,2021,0.2924099702980566,0.1309743139699897
BLZ,2022,0.7147989538989685,-0.81301494966403
BLZ,2023,0.22399588501412282,0.8705294855012013
BLZ,2024,0.25315949697419604,0.18515647200606367
BMU,2009,4.494109890656682,
BMU,2013,0.7391458680193568,3.9350520126721786
BMU,2014,0.42078756137976037,0.4916181375030906
BMU,2015,0.4004993869109928,-0.5910567003175053
BMU,2016,0.07277505162666206,1.9259122449129613
BMU,2017,0.5640859027197112,-1.7662966890995193
BMU,2018,0.20695301800666357,1.2689422815391609
BMU,2019,0.5097417110526473,-1.6243389753085733
BMU,2023,0.5962145037200631,-0.4026958597331145
BOL,2001,0.2807614677782759,
BOL,2002,0.38255907919392385,-0.40656406210750085
BOL,2003,0.3344999871346159,-1.8577918475054176
BOL,2004,0.39715928195366135,1.5822124251126723
BOL,2005,0.5733115268382584,0.19248983652064844
BOL,2006,0.5485035015366353,-1.512468487922881
BOL,2007,2.816067273625149,0.4485430483077746
BOL,2008,0.9384161120083556,-0.28763279626752514
BOL,2009,0.5508678801697797,5.6933497658445305
BOL,2010,0.9006492756677857,1.8524076753395526
BOL,2011,1.2344947972310003,0.5450915268143923
BOL,2012,1.4161997419991765,0.12836795117588196
BOL,2013,1.0502818281923607,-1.7473334263877778
BOL,2014,56.38838772858246,-8.994376716101478
BOL,2015,4.048376164824948,1.6690466009926261
BOL,2016,2.005536568503139,1.836649487007847
BOL,2017,13.131095837557984,-2.7642870965211648
BOL,2018,10.653128788828964,0.5405475767101473
BOL,2019,12.112795653664982,-0.846384342545881
BOL,2020,1.454920848066909,3.8819559004006985
BOL,2021,4.224052841213083,-0.420265797547394
BOL,2022,0.9711531868980474,-2.062651850559247
BOL,2023,2.136655876125445,-0.14568989768617513
BOL,2024,2.022258862966725,1.3343674200031792
BRA,2001,0.18762197082967194,
BRA,2002,0.13615093177590262,0.29212619928774686
BRA,2003,0.1650414927341778,-0.13515156368914205
BRA,2004,0.16965484935027866,0.22858668890388145
BRA,2005,0.17411976013179345,0.03684801224123291
BRA,2006,0.2391443835700995,0.1371012674406451
BRA,2007,0.28028780941212283,0.04158054482119766
BRA,2008,0.4160482029868269,0.14444649407470322
BRA,2009,0.327666601343024,-0.2297586506114193
BRA,2010,0.3814840481920015,0.34327147047621054
BRA,2011,0.48512173322591345,-0.12485334822618555
BRA,2012,0.5664809290049704,0.11959037551493523
BRA,2013,0.5908439646075334,0.25032004807220787
BRA,2014,0.5878944745165309,0.0531923963879386
BRA,2015,0.3777911880723561,0.09945203507907507
BRA,2016,0.2329277029169741,-0.279881578295722
BRA,2017,0.27032004027524675,-0.26786157553971535
BRA,2018,0.36331891401602795,0.10566383271430269
BRA,2019,0.2999086377787932,-0.1289334920127878
BRA,2020,0.22716578599331888,-0.20835106664611303
BRA,2021,0.43936817632096764,0.6075311467806976
BRA,2022,0.621468623730883,-0.284402818454474
BRA,2023,0.3777707845146302,-0.4752774468184562
BRA,2024,0.49417978615222563,0.31631007110967246
BRB,2002,0.5743566482729833,
BRB,2003,0.8909254064169772,0.03760144691106859
BRB,2004,0.8999112076879173,0.3626106789870889
BRB,2005,0.9517495280780657,-0.4550910708191491
BRB,2006,0.5329766076482925,1.627316225698296
BRB,2007,1.2192083228775534,-1.2907061244325924
BRB,2008,1.8064558013144532,-0.31037538730266867
BRB,2009,0.8760346944248251,0.2949565400306611
BRB,2010,0.8428481456387956,0.18260435178866707
BRB,2011,1.0781827488705147,-0.06974618351499373
BRB,2012,1.0399884842287488,-0.0036393666069933772
BRB,2013,1.039972207531801,-0.0022171564588404635
BRB,2014,1.0726923172832088,-0.014459380317003223
BRB,2015,0.918941813756513,-0.07402429709115488
BRB,2016,0.8217363533811985,0.2710523003584182
BRB,2017,0.8395727356294738,0.18931236280532815
BRB,2018,0.8583629180042858,0.07599972234320873
BRB,2019,0.7012273079082658,-0.04081676292258862
BRB,2020,0.6625448061863651,0.2583655391374755
BRB,2021,1.03407951263257,-0.35797300560741263
BRB,2022,0.26965483088792447,1.7266574063202498
BRB,2023,0.6464862334731662,-1.0003636523848378
BRB,2024,0.731500502271352,0.05563772938969791
BRN,2001,0.8649003965770159,
BRN,2002,0.9897497703298683,-0.20075125467200472
BRN,2004,1.2180083996860602,0.3914632641278537
BRN,2006,3.2178906560916523,-1.4544116231275215
BRN,2007,0.6108482829109857,1.1487313666900842
BRN,2010,4.08896141588723,-0.7947214653483261
BRN,2011,4.738884139214822,0.14356648232766567
BRN,2013,2.3822124634991058,-0.37242120510963517
