typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20060101,2006,52,2006,788,TUN,Tunisia,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,559,FALSE,-1,N/A,,FALSE,559,FALSE,,FALSE,6440,,6440,0,TRUE,FALSE
C,A,20060101,2006,52,2006,800,UGA,Uganda,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3612488,FALSE,-1,N/A,,FALSE,3612488,FALSE,,FALSE,6006703,,6006703,0,TRUE,FALSE
C,A,20060101,2006,52,2006,826,GBR,United Kingdom,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2475652073,FALSE,-1,N/A,,FALSE,2475652073,FALSE,,FALSE,1048996934,,1048996934,0,TRUE,FALSE
C,A,20060101,2006,52,2006,834,TZA,United Rep. of Tanzania,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1116226,FALSE,-1,N/A,,FALSE,1116226,FALSE,,FALSE,943154,,943154,0,TRUE,FALSE
C,A,20060101,2006,52,2006,842,USA,USA,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13529050434,TRUE,-1,N/A,,FALSE,13529050434,TRUE,,FALSE,4570449055,,4570449055,6,TRUE,FALSE
C,A,20060101,2006,52,2006,854,BFA,Burkina Faso,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,67225,FALSE,8,kg,67225,FALSE,67225,FALSE,0,FALSE,50849.598,0,50849.598,0,FALSE,TRUE
C,A,20060101,2006,52,2006,876,WLF,Wallis and Futuna Isds,M,Import,0,W00,World,0,W00,World,H0,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1841,FALSE,-1,N/A,,FALSE,1841,FALSE,,FALSE,694,,694,0,TRUE,FALSE
C,A,20060101,2006,52,2006,882,WSM,Samoa,M,Import,0,W00,World,0,W00,World,H1,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,768,FALSE,-1,N/A,,FALSE,768,FALSE,,FALSE,7800,,7800,0,FALSE,FALSE
C,A,20060101,2006,52,2006,887,YEM,Yemen,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1200,FALSE,-1,N/A,,FALSE,1200,FALSE,,FALSE,2114,,2114,0,TRUE,FALSE
C,A,20060101,2006,52,2006,894,ZMB,Zambia,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1421.74,FALSE,8,kg,1421.74,FALSE,1421.74,FALSE,0,FALSE,12277,0,12277,0,FALSE,TRUE
C,A,20070101,2007,52,2007,8,ALB,Albania,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,60224,FALSE,-1,N/A,,FALSE,60224,FALSE,,FALSE,77568,,77568,0,TRUE,FALSE
C,A,20070101,2007,52,2007,24,AGO,Angola,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,254,FALSE,-1,N/A,,FALSE,254,FALSE,,FALSE,4972,,4972,0,TRUE,FALSE
C,A,20070101,2007,52,2007,31,AZE,Azerbaijan,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5,FALSE,-1,N/A,,FALSE,5,FALSE,,FALSE,1673,,1673,0,TRUE,FALSE
C,A,20070101,2007,52,2007,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5,TRUE,-1,N/A,,FALSE,5,TRUE,,FALSE,3,,3,6,TRUE,FALSE
C,A,20070101,2007,52,2007,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,58,FALSE,-1,N/A,,FALSE,58,FALSE,,FALSE,,3840,3840,0,TRUE,FALSE
C,A,20070101,2007,52,2007,44,BHS,Bahamas,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,181,FALSE,-1,N/A,,FALSE,181,FALSE,,FALSE,288,,288,0,TRUE,FALSE
C,A,20070101,2007,52,2007,48,BHR,Bahrain,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2573,FALSE,-1,N/A,,FALSE,2573,FALSE,,FALSE,8955,,8955,0,TRUE,FALSE
C,A,20070101,2007,52,2007,50,BGD,Bangladesh,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4,FALSE,-1,N/A,,FALSE,4,FALSE,,FALSE,10,,10,0,TRUE,FALSE
C,A,20070101,2007,52,2007,56,BEL,Belgium,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1165913802,TRUE,-1,N/A,,FALSE,1165913802,TRUE,,FALSE,676015850,,676015850,6,TRUE,FALSE
C,A,20070101,2007,52,2007,70,BIH,Bosnia Herzegovina,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,303022,FALSE,-1,N/A,,FALSE,303022,FALSE,,FALSE,190457,,190457,0,TRUE,FALSE
C,A,20070101,2007,52,2007,72,BWA,Botswana,M,Import,0,W00,World,0,W00,World,H1,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19573372,FALSE,-1,N/A,,FALSE,19573372,FALSE,,FALSE,11751012,,11751012,0,FALSE,FALSE
C,A,20070101,2007,52,2007,96,BRN,Brunei Darussalam,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12112,TRUE,-1,N/A,,FALSE,12112,TRUE,,FALSE,7023,,7023,6,TRUE,FALSE
C,A,20070101,2007,52,2007,108,BDI,Burundi,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,77090,FALSE,-1,N/A,,FALSE,77090,FALSE,,FALSE,62849,,62849,0,TRUE,FALSE
C,A,20070101,2007,52,2007,116,KHM,Cambodia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,45874577,FALSE,-1,N/A,,FALSE,45874577,FALSE,,FALSE,14937271,,14937271,0,TRUE,FALSE
C,A,20070101,2007,52,2007,120,CMR,Cameroon,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9400,FALSE,-1,N/A,,FALSE,9400,FALSE,,FALSE,11572,,11572,0,TRUE,FALSE
C,A,20070101,2007,52,2007,124,CAN,Canada,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3190796,TRUE,-1,N/A,,FALSE,3190796,TRUE,,FALSE,,1850076,1850076,6,TRUE,FALSE
C,A,20070101,2007,52,2007,144,LKA,Sri Lanka,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16,TRUE,-1,N/A,,FALSE,16,TRUE,,FALSE,9,,9,6,TRUE,FALSE
C,A,20070101,2007,52,2007,152,CHL,Chile,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,37.85,FALSE,8,kg,37.85,FALSE,37.85,FALSE,0,FALSE,1199.51,1100,1199.51,0,FALSE,TRUE
C,A,20070101,2007,52,2007,156,CHN,China,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2913123116,TRUE,-1,N/A,,FALSE,2913123116,TRUE,,FALSE,604430856,,604430856,6,TRUE,FALSE
C,A,20070101,2007,52,2007,184,COK,Cook Isds,M,Import,0,W00,World,0,W00,World,H0,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9711,FALSE,-1,N/A,,FALSE,9711,FALSE,,FALSE,34043,,34043,0,TRUE,FALSE
C,A,20070101,2007,52,2007,188,CRI,Costa Rica,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,103529391,FALSE,-1,N/A,,FALSE,103529391,FALSE,,FALSE,71465644,,71465644,0,TRUE,FALSE
C,A,20070101,2007,52,2007,203,CZE,Czechia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1839,FALSE,-1,N/A,,FALSE,1839,FALSE,,FALSE,3276,,3276,0,TRUE,FALSE
C,A,20070101,2007,52,2007,204,BEN,Benin,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,176,FALSE,-1,N/A,,FALSE,176,FALSE,,FALSE,279,,279,0,TRUE,FALSE
C,A,20070101,2007,52,2007,214,DOM,Dominican Rep.,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6155621,FALSE,8,kg,6155621,FALSE,6155621,FALSE,0,FALSE,162573271.1,162573271.1,162573271.1,0,FALSE,TRUE
C,A,20070101,2007,52,2007,218,ECU,Ecuador,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,355,FALSE,-1,N/A,,FALSE,355,FALSE,,FALSE,2795,,2795,0,TRUE,FALSE
C,A,20070101,2007,52,2007,234,FRO,Faroe Isds,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25,FALSE,-1,N/A,,FALSE,25,FALSE,,FALSE,907,,907,0,TRUE,FALSE
C,A,20070101,2007,52,2007,251,FRA,France,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5624434845,TRUE,-1,N/A,,FALSE,5624434845,TRUE,,FALSE,3261139114,,3261139114,6,TRUE,FALSE
C,A,20070101,2007,52,2007,258,PYF,French Polynesia,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13,FALSE,-1,N/A,,FALSE,13,FALSE,,FALSE,83,,83,0,TRUE,FALSE
C,A,20070101,2007,52,2007,266,GAB,Gabon,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12308,FALSE,-1,N/A,,FALSE,12308,FALSE,,FALSE,23191,,23191,0,TRUE,FALSE
C,A,20070101,2007,52,2007,270,GMB,Gambia,M,Import,0,W00,World,0,W00,World,H1,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16000,FALSE,8,kg,16000,FALSE,16000,FALSE,0,FALSE,10700.6,,10700.6,0,FALSE,TRUE
C,A,20070101,2007,52,2007,275,PSE,State of Palestine,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,184217687.2,TRUE,-1,N/A,0,FALSE,184217687.2,TRUE,0,FALSE,94559249.86,0,94559249.86,6,FALSE,TRUE
C,A,20070101,2007,52,2007,288,GHA,Ghana,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15691,FALSE,-1,N/A,,FALSE,15691,FALSE,,FALSE,24194,,24194,0,TRUE,FALSE
C,A,20070101,2007,52,2007,304,GRL,Greenland,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,396,FALSE,-1,N/A,,FALSE,396,FALSE,,FALSE,2502,,2502,0,TRUE,FALSE
C,A,20070101,2007,52,2007,340,HND,Honduras,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11,FALSE,-1,N/A,,FALSE,11,FALSE,,FALSE,4638,,4638,0,TRUE,FALSE
C,A,20070101,2007,52,2007,360,IDN,Indonesia,M,Import,0,W00,World,0,W00,World,H1,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,217,FALSE,-1,N/A,,FALSE,217,FALSE,,FALSE,4086,,4086,0,FALSE,FALSE
C,A,20070101,2007,52,2007,384,CIV,C_e d'Ivoire,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,53352,FALSE,-1,N/A,,FALSE,53352,FALSE,,FALSE,89204,,89204,0,TRUE,FALSE
C,A,20070101,2007,52,2007,392,JPN,Japan,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,66816304256,FALSE,-1,N/A,,FALSE,66816304256,FALSE,,FALSE,26717508790,,26717508790,0,TRUE,FALSE
C,A,20070101,2007,52,2007,400,JOR,Jordan,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,233478908,FALSE,-1,N/A,,FALSE,233478908,FALSE,,FALSE,158988723,,158988723,0,TRUE,FALSE
C,A,20070101,2007,52,2007,404,KEN,Kenya,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2657784,FALSE,-1,N/A,,FALSE,2657784,FALSE,,FALSE,2352219,,2352219,0,TRUE,FALSE
C,A,20070101,2007,52,2007,410,KOR,Rep. of Korea,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25568895178,FALSE,-1,N/A,,FALSE,25568895178,FALSE,,FALSE,12653251007,,12653251007,0,TRUE,FALSE
C,A,20070101,2007,52,2007,414,KWT,Kuwait,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000,FALSE,-1,N/A,,FALSE,1000,FALSE,,FALSE,42,,42,0,TRUE,FALSE
C,A,20070101,2007,52,2007,417,KGZ,Kyrgyzstan,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,999130,FALSE,-1,N/A,,FALSE,999130,FALSE,,FALSE,48258,,48258,0,TRUE,FALSE
C,A,20070101,2007,52,2007,426,LSO,Lesotho,M,Import,0,W00,World,0,W00,World,H1,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19998753.56,TRUE,8,kg,136731,FALSE,19998753.56,TRUE,136731,FALSE,10278765.86,,10278765.86,6,FALSE,TRUE
C,A,20070101,2007,52,2007,434,LBY,Libya,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,281674,FALSE,-1,N/A,,FALSE,281674,FALSE,,FALSE,37087,,37087,0,TRUE,FALSE
C,A,20070101,2007,52,2007,442,LUX,Luxembourg,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1797473,FALSE,-1,N/A,,FALSE,1797473,FALSE,,FALSE,10583011,,10583011,0,TRUE,FALSE
C,A,20070101,2007,52,2007,450,MDG,Madagascar,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3599,FALSE,8,kg,3599,FALSE,3599.57,FALSE,0,FALSE,5481.407,5481.407,5481.407,0,FALSE,TRUE
C,A,20070101,2007,52,2007,454,MWI,Malawi,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,41962,FALSE,8,kg,41962,FALSE,41962,FALSE,0,FALSE,53663.416,,53663.416,0,FALSE,TRUE
C,A,20070101,2007,52,2007,458,MYS,Malaysia,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,224,FALSE,-1,N/A,,FALSE,224,FALSE,,FALSE,75769,,75769,0,TRUE,FALSE
C,A,20070101,2007,52,2007,466,MLI,Mali,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1018,FALSE,-1,N/A,,FALSE,1018,FALSE,,FALSE,1842,,1842,0,TRUE,FALSE
C,A,20070101,2007,52,2007,478,MRT,Mauritania,M,Import,0,W00,World,0,W00,World,H1,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,99662,FALSE,-1,N/A,,FALSE,99662,FALSE,,FALSE,236367,,236367,0,FALSE,FALSE
C,A,20070101,2007,52,2007,484,MEX,Mexico,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1655496777,TRUE,-1,N/A,,FALSE,1655496777,TRUE,,FALSE,,959884049,959884049,6,TRUE,FALSE
C,A,20070101,2007,52,2007,490,S19,"Other Asia, nes",M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8656913949,TRUE,-1,N/A,,FALSE,8656913949,TRUE,,FALSE,4291493874,,4291493874,6,TRUE,FALSE
C,A,20070101,2007,52,2007,499,MNE,Montenegro,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,471260,FALSE,-1,N/A,,FALSE,471260,FALSE,,FALSE,356616,,356616,0,TRUE,FALSE
C,A,20070101,2007,52,2007,504,MAR,Morocco,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24212.113,TRUE,8,kg,19983,FALSE,24212.113,TRUE,0,FALSE,31396.904,0,31396.904,6,FALSE,TRUE
C,A,20070101,2007,52,2007,508,MOZ,Mozambique,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,122,TRUE,-1,N/A,,FALSE,122,TRUE,,FALSE,71,,71,6,TRUE,FALSE
C,A,20070101,2007,52,2007,512,OMN,Oman,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1026,FALSE,-1,N/A,,FALSE,1026,FALSE,,FALSE,4198,,4198,0,TRUE,FALSE
C,A,20070101,2007,52,2007,516,NAM,Namibia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4174860,FALSE,-1,N/A,,FALSE,4174860,FALSE,,FALSE,2356916,,2356916,0,TRUE,FALSE
C,A,20070101,2007,52,2007,548,VUT,Vanuatu,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1161,FALSE,-1,N/A,,FALSE,1161,FALSE,,FALSE,10496,,10496,0,TRUE,FALSE
C,A,20070101,2007,52,2007,554,NZL,New Zealand,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8867,FALSE,-1,N/A,,FALSE,8867,FALSE,,FALSE,10341,,10341,0,TRUE,FALSE
C,A,20070101,2007,52,2007,558,NIC,Nicaragua,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,132,FALSE,-1,N/A,,FALSE,132,FALSE,,FALSE,179,,179,0,TRUE,FALSE
C,A,20070101,2007,52,2007,562,NER,Niger,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,600,FALSE,-1,N/A,,FALSE,600,FALSE,,FALSE,1483,,1483,0,TRUE,FALSE
C,A,20070101,2007,52,2007,566,NGA,Nigeria,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,295211,TRUE,-1,N/A,,FALSE,295211,TRUE,,FALSE,171168,,171168,6,TRUE,FALSE
C,A,20070101,2007,52,2007,579,NOR,Norway,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,118063000,FALSE,8,kg,118063000,FALSE,118063000,FALSE,0,FALSE,58992769.5,0,58992769.5,0,FALSE,TRUE
