typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20100101,2010,52,2010,736,SDN,Sudan (...2011),M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3136,FALSE,-1,N/A,,FALSE,3136,FALSE,,FALSE,184230,,184230,0,TRUE,FALSE
C,A,20100101,2010,52,2010,748,SWZ,Eswatini,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3176822.793,TRUE,-1,N/A,0,FALSE,3176822.793,TRUE,0,FALSE,1293985.199,,1293985.199,6,FALSE,TRUE
C,A,20100101,2010,52,2010,752,SWE,Sweden,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10788000,FALSE,-1,N/A,,FALSE,10788000,FALSE,,FALSE,15326022,,15326022,0,TRUE,FALSE
C,A,20100101,2010,52,2010,757,CHE,Switzerland,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20,FALSE,-1,N/A,,FALSE,20,FALSE,,FALSE,1812,,1812,0,TRUE,FALSE
C,A,20100101,2010,52,2010,776,TON,Tonga,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,102772,FALSE,-1,N/A,,FALSE,102772,FALSE,,FALSE,123719,,123719,0,TRUE,FALSE
C,A,20100101,2010,52,2010,780,TTO,Trinidad and Tobago,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12176,FALSE,-1,N/A,,FALSE,12176,FALSE,,FALSE,10702,,10702,0,TRUE,FALSE
C,A,20100101,2010,52,2010,788,TUN,Tunisia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,297,FALSE,-1,N/A,,FALSE,297,FALSE,,FALSE,38320,,38320,0,TRUE,FALSE
C,A,20100101,2010,52,2010,800,UGA,Uganda,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,638276,FALSE,-1,N/A,,FALSE,638276,FALSE,,FALSE,1712492,,1712492,0,TRUE,FALSE
C,A,20100101,2010,52,2010,807,MKD,North Macedonia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,18,TJ,1,FALSE,0,FALSE,0,FALSE,283.13,0,283.13,0,FALSE,TRUE
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13497975975,FALSE,-1,N/A,,FALSE,13497975975,FALSE,,FALSE,3852219279,,3852219279,0,TRUE,FALSE
C,A,20100101,2010,52,2010,834,TZA,United Rep. of Tanzania,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14100,FALSE,-1,N/A,,FALSE,14100,FALSE,,FALSE,10619,,10619,0,TRUE,FALSE
C,A,20100101,2010,52,2010,842,USA,USA,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6755912879,TRUE,-1,N/A,,FALSE,6755912879,TRUE,,FALSE,2563248318,,2563248318,6,TRUE,FALSE
C,A,20100101,2010,52,2010,854,BFA,Burkina Faso,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,99485,FALSE,8,kg,99485,FALSE,99485,FALSE,0,FALSE,91657.311,0,91657.311,0,FALSE,TRUE
C,A,20100101,2010,52,2010,862,VEN,Venezuela,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,-1,N/A,,FALSE,1,FALSE,,FALSE,520,,520,0,TRUE,FALSE
C,A,20100101,2010,52,2010,882,WSM,Samoa,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1101,FALSE,-1,N/A,,FALSE,1101,FALSE,,FALSE,8313,,8313,0,TRUE,FALSE
C,A,20100101,2010,52,2010,887,YEM,Yemen,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,72,FALSE,-1,N/A,,FALSE,72,FALSE,,FALSE,8499,,8499,0,TRUE,FALSE
C,A,20100101,2010,52,2010,894,ZMB,Zambia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14709.823,TRUE,-1,N/A,0,FALSE,14709.823,TRUE,0,FALSE,5911.001,,5911.001,6,FALSE,TRUE
C,A,20110101,2011,52,2011,8,ALB,Albania,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,72,FALSE,-1,N/A,,FALSE,72,FALSE,,FALSE,1053,,1053,0,TRUE,FALSE
C,A,20110101,2011,52,2011,12,DZA,Algeria,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1051,FALSE,-1,N/A,,FALSE,1051,FALSE,,FALSE,138981,,138981,0,TRUE,FALSE
C,A,20110101,2011,52,2011,20,AND,Andorra,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6,FALSE,8,kg,6,FALSE,6,FALSE,0,FALSE,319.55,,319.55,0,FALSE,TRUE
C,A,20110101,2011,52,2011,24,AGO,Angola,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2920,FALSE,-1,N/A,,FALSE,2920,FALSE,,FALSE,63359,,63359,0,TRUE,FALSE
C,A,20110101,2011,52,2011,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3027518002,FALSE,-1,N/A,,FALSE,3027518002,FALSE,,FALSE,1927429162,,1927429162,0,TRUE,FALSE
C,A,20110101,2011,52,2011,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,61698534,FALSE,-1,N/A,,FALSE,61698534,FALSE,,FALSE,,43967001,43967001,0,TRUE,FALSE
C,A,20110101,2011,52,2011,44,BHS,Bahamas,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1950,FALSE,-1,N/A,,FALSE,1950,FALSE,,FALSE,3422,,3422,0,TRUE,FALSE
C,A,20110101,2011,52,2011,48,BHR,Bahrain,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1200,FALSE,-1,N/A,,FALSE,1200,FALSE,,FALSE,7739,,7739,0,TRUE,FALSE
C,A,20110101,2011,52,2011,50,BGD,Bangladesh,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1498,FALSE,-1,N/A,,FALSE,1498,FALSE,,FALSE,971,,971,0,TRUE,FALSE
C,A,20110101,2011,52,2011,51,ARM,Armenia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,120,FALSE,-1,N/A,,FALSE,120,FALSE,,FALSE,337,,337,0,TRUE,FALSE
C,A,20110101,2011,52,2011,56,BEL,Belgium,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4465288800,FALSE,18,TJ,243705,FALSE,4465288800,FALSE,0,FALSE,2144138641,,2144138641,0,FALSE,TRUE
C,A,20110101,2011,52,2011,60,BMU,Bermuda,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,347,TRUE,-1,N/A,,FALSE,347,TRUE,,FALSE,154,,154,6,TRUE,FALSE
C,A,20110101,2011,52,2011,70,BIH,Bosnia Herzegovina,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,507655,FALSE,-1,N/A,,FALSE,507655,FALSE,,FALSE,527839,,527839,0,TRUE,FALSE
C,A,20110101,2011,52,2011,72,BWA,Botswana,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,2624708.5,FALSE,4185583.551,TRUE,0,FALSE,4022406.691,,4022406.691,6,FALSE,TRUE
C,A,20110101,2011,52,2011,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,556693700,FALSE,8,kg,556693700,FALSE,556693700,FALSE,0,FALSE,309969674,290630684,309969674,0,FALSE,TRUE
C,A,20110101,2011,52,2011,84,BLZ,Belize,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1183,FALSE,8,kg,1183,FALSE,1183,FALSE,0,FALSE,5265.455,,5265.455,0,FALSE,TRUE
C,A,20110101,2011,52,2011,90,SLB,Solomon Isds,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,48407.334,TRUE,,FALSE,28621.564,,28621.564,0,FALSE,TRUE
C,A,20110101,2011,52,2011,96,BRN,Brunei Darussalam,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18988,FALSE,8,kg,18988,FALSE,18988,FALSE,0,FALSE,103550.082,,103550.082,0,FALSE,TRUE
C,A,20110101,2011,52,2011,104,MMR,Myanmar,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3090246,TRUE,-1,N/A,,FALSE,3090246,TRUE,,FALSE,1371370,,1371370,6,TRUE,FALSE
C,A,20110101,2011,52,2011,108,BDI,Burundi,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,186660,FALSE,-1,N/A,,FALSE,186660,FALSE,,FALSE,267971,,267971,0,TRUE,FALSE
C,A,20110101,2011,52,2011,116,KHM,Cambodia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,50019019,FALSE,-1,N/A,,FALSE,50019019,FALSE,,FALSE,16275511,,16275511,0,TRUE,FALSE
C,A,20110101,2011,52,2011,120,CMR,Cameroon,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5,FALSE,-1,N/A,,FALSE,5,FALSE,,FALSE,1136,,1136,0,TRUE,FALSE
C,A,20110101,2011,52,2011,124,CAN,Canada,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1210987832,TRUE,-1,N/A,,FALSE,1210987832,TRUE,,FALSE,,537404460,537404460,6,TRUE,FALSE
C,A,20110101,2011,52,2011,132,CPV,Cabo Verde,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5,FALSE,-1,N/A,,FALSE,5,FALSE,,FALSE,42,,42,0,TRUE,FALSE
C,A,20110101,2011,52,2011,152,CHL,Chile,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2723389813,FALSE,8,kg,2723389813,FALSE,2723389813,FALSE,0,FALSE,1618591901,1511644895,1618591901,0,FALSE,TRUE
C,A,20110101,2011,52,2011,156,CHN,China,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12207536470,FALSE,-1,N/A,,FALSE,12207536470,FALSE,,FALSE,5761719695,,5761719695,0,TRUE,FALSE
C,A,20110101,2011,52,2011,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,139,FALSE,-1,N/A,,FALSE,139,FALSE,,FALSE,3072,,3072,0,TRUE,FALSE
C,A,20110101,2011,52,2011,174,COM,Comoros,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1500,FALSE,8,kg,1500,FALSE,1500,FALSE,0,FALSE,379.368,,379.368,0,FALSE,TRUE
C,A,20110101,2011,52,2011,178,COG,Congo,M,Import,0,W00,World,0,W00,World,H2,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1386,FALSE,-1,N/A,,FALSE,1386,FALSE,,FALSE,17579,,17579,0,TRUE,FALSE
C,A,20110101,2011,52,2011,184,COK,Cook Isds,M,Import,0,W00,World,0,W00,World,H0,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,75000,FALSE,-1,N/A,,FALSE,75000,FALSE,,FALSE,90346,,90346,0,TRUE,FALSE
C,A,20110101,2011,52,2011,188,CRI,Costa Rica,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,111073394,FALSE,-1,N/A,,FALSE,111073394,FALSE,,FALSE,98613844,,98613844,0,TRUE,FALSE
C,A,20110101,2011,52,2011,203,CZE,Czechia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7963634,FALSE,-1,N/A,,FALSE,7963634,FALSE,,FALSE,8480987,,8480987,0,TRUE,FALSE
C,A,20110101,2011,52,2011,208,DNK,Denmark,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,85520,FALSE,-1,N/A,,FALSE,85520,FALSE,,FALSE,136858,,136858,0,TRUE,FALSE
C,A,20110101,2011,52,2011,214,DOM,Dominican Rep.,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,387081934,TRUE,-1,N/A,,FALSE,387081934,TRUE,,FALSE,171776753,,171776753,6,TRUE,FALSE
C,A,20110101,2011,52,2011,218,ECU,Ecuador,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3,FALSE,-1,N/A,,FALSE,3,FALSE,,FALSE,565,,565,0,TRUE,FALSE
C,A,20110101,2011,52,2011,231,ETH,Ethiopia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,93.44,FALSE,8,kg,93.44,FALSE,93.44,FALSE,0,FALSE,881.515,,881.515,0,FALSE,TRUE
C,A,20110101,2011,52,2011,242,FJI,Fiji,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,FALSE,-1,N/A,,FALSE,2,FALSE,,FALSE,557,,557,0,TRUE,FALSE
C,A,20110101,2011,52,2011,246,FIN,Finland,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,111000,FALSE,-1,N/A,,FALSE,111000,FALSE,,FALSE,77895,,77895,0,TRUE,FALSE
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13395797558,TRUE,-1,N/A,,FALSE,13395797558,TRUE,,FALSE,5944701642,,5944701642,6,TRUE,FALSE
C,A,20110101,2011,52,2011,268,GEO,Georgia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,-1,N/A,,FALSE,1,FALSE,,FALSE,236,,236,0,TRUE,FALSE
C,A,20110101,2011,52,2011,270,GMB,Gambia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1377,FALSE,8,kg,1377,FALSE,1377,FALSE,0,FALSE,596.848,,596.848,0,FALSE,TRUE
C,A,20110101,2011,52,2011,275,PSE,State of Palestine,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,480105681,TRUE,-1,N/A,,FALSE,480105681,TRUE,,FALSE,213058238,,213058238,6,TRUE,FALSE
C,A,20110101,2011,52,2011,288,GHA,Ghana,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,346,FALSE,-1,N/A,,FALSE,346,FALSE,,FALSE,31508,,31508,0,TRUE,FALSE
C,A,20110101,2011,52,2011,300,GRC,Greece,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,969855891,FALSE,-1,N/A,,FALSE,969855891,FALSE,,FALSE,531127868,,531127868,0,TRUE,FALSE
C,A,20110101,2011,52,2011,340,HND,Honduras,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8,FALSE,-1,N/A,,FALSE,8,FALSE,,FALSE,73,,73,0,TRUE,FALSE
C,A,20110101,2011,52,2011,352,ISL,Iceland,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12,FALSE,-1,N/A,,FALSE,12,FALSE,,FALSE,117,,117,0,TRUE,FALSE
C,A,20110101,2011,52,2011,360,IDN,Indonesia,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,557,FALSE,-1,N/A,,FALSE,557,FALSE,,FALSE,13014,,13014,0,TRUE,FALSE
C,A,20110101,2011,52,2011,364,IRN,Iran,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,315,FALSE,-1,N/A,,FALSE,315,FALSE,,FALSE,7228,,7228,0,TRUE,FALSE
C,A,20110101,2011,52,2011,372,IRL,Ireland,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1464,FALSE,8,kg,1464,FALSE,1464,FALSE,0,FALSE,371.652,,371.652,0,FALSE,TRUE
C,A,20110101,2011,52,2011,376,ISR,Israel,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9014,TRUE,-1,N/A,,FALSE,9014,TRUE,,FALSE,4000,,4000,6,TRUE,FALSE
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6335263642,TRUE,-1,N/A,,TRUE,6335263642,TRUE,,FALSE,3800571022,,3800571022,6,FALSE,FALSE
C,A,20110101,2011,52,2011,384,CIV,C_e d'Ivoire,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,34807,FALSE,8,kg,34807,FALSE,34807,FALSE,0,FALSE,57659.884,,57659.884,0,FALSE,TRUE
C,A,20110101,2011,52,2011,392,JPN,Japan,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,78531629104,FALSE,-1,N/A,,FALSE,78531629104,FALSE,,FALSE,60120013901,,60120013901,0,TRUE,FALSE
C,A,20110101,2011,52,2011,398,KAZ,Kazakhstan,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,62,TRUE,-1,N/A,,FALSE,62,TRUE,,FALSE,29212,,29212,6,TRUE,FALSE
C,A,20110101,2011,52,2011,400,JOR,Jordan,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,286274685,FALSE,-1,N/A,,FALSE,286274685,FALSE,,FALSE,265921119,,265921119,0,TRUE,FALSE
C,A,20110101,2011,52,2011,410,KOR,Rep. of Korea,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,36684658601,FALSE,-1,N/A,,FALSE,36684658601,FALSE,,FALSE,23859293846,,23859293846,0,TRUE,FALSE
