ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,PipelineName,SegmentName,OtherEnglishNames,Status,Owner,Parent,StartYear1,StartYear2,StartYear3,StopYear,ShelvedYear,Capacity,CancelledYear,CapacityUnits,CapacityBcm/y,CapacityBOEd,LengthKnownKm,LengthEstimateKm,LengthMergedKm,Diameter,DiameterUnits,FuelSource,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,StartSubRegion,EndPrefecture/District,EndState/Province,EndRegion,FIDStatus,EndSubRegion,FIDYear,OtherLanguagePrimaryPipelineName,OtherLanguageSegmentName,Cost,CostUnits,CostUSD,LastUpdated
P1037,Gas,Japan,Japan,Japan,https://www.gem.wiki/Omuta_Kumamoto_Gas_Pipeline,Omuta-Kumamoto Gas Pipeline,,,operating,Saibu Gas (100%),Saibu Gas Holdings Co Ltd [unknown %],1976,,,,,,,,--,--,--,--,--,,,,Omuta,Fukuoka,,Asia,Kumamoto,Eastern Asia,Kumamoto,,Asia,,Eastern Asia,,,,,,--,2024-08-01
P1038,Gas,Japan,Japan,Japan,https://www.gem.wiki/Oumi_Gas_Pipeline,Oumi Gas Pipeline,,Aomi Line,operating,INPEX Corporation (100%),INPEX Corp [100.00%],1960,,,,,,,,--,--,60,35.57,60,150,mm,,Joetsu,Niigata Prefecture,,Asia,Itoigawa,Eastern Asia,Niigata Prefecture,,Asia,,Eastern Asia,,,,,,--,2024-08-12
P1039,Gas,Japan,Japan,Japan,https://www.gem.wiki/Ryomo_Gas_Pipeline,Ryomo Gas Pipeline,,,operating,INPEX Corporation (100%),INPEX Corp [100.00%],2004,,,,,,,,--,--,88,72.95,88,250,mm,,Honjo-shi,Saitama,,Asia,Ota,Eastern Asia,Gunma,,Asia,,Eastern Asia,,,,,,--,2024-08-06
P1041,Gas,Japan,Japan,Japan,https://www.gem.wiki/Saito_Gas_Pipeline,Saito Gas Pipeline,,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2015,,,,,,,,--,--,40,36.62,40,600,mm,,Soka,Saitama,,Asia,Koga,Eastern Asia,Ibaraki Prefecture,,Asia,,Eastern Asia,,埼東幹線,,,,--,2024-08-06
P1042,Gas,Japan,Japan,Japan,https://www.gem.wiki/Minamiashigara_Pipeline,Minamiashigara Pipeline,,,cancelled,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2003,,,,,,,,--,--,--,--,--,,,,,,,Asia,,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-08-06
P1043,Gas,Japan,Japan,Japan,https://www.gem.wiki/Second_Joso_Gas_Pipeline,Second Joso Gas Pipeline,,Daini Joso Line,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2002,,,,,,,,--,--,14,33.2,14,400,mm,,,,,Asia,,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-07-31
P1044,Gas,Japan,Japan,Japan,https://www.gem.wiki/Second_Suruga_Trunk_Pipeline,Second Suruga Trunk Pipeline,,,operating,Shizuoka Gas (100%),Shizuoka Gas Co Ltd [100.00%],2004,,,,,,,,--,--,28,71.16,28,600,mm,,Shimizu Bay,Shizuoka Prefecture,Chūbu,Asia,Fuji City,Eastern Asia,Shizuoka Prefecture,Chūbu,Asia,,Eastern Asia,,,,,,--,2024-08-16
P1045,Gas,Japan,Japan,Japan,https://www.gem.wiki/Shiga_Gas_Pipeline,Shiga Gas Pipeline,,,operating,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],2006,,,,,,,,--,--,46,42.31,46,600,mm,,Kusatsu Governor Station,,,Asia,Taga Governor Station,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-08-09
P1046,Gas,Japan,Japan,Japan,https://www.gem.wiki/Shin_Nagaoka_Gas_Pipeline,Shin Nagaoka Gas Pipeline,,,operating,INPEX Corporation (100%),INPEX Corp [100.00%],2013,,,,,,,,--,--,76,69.84,76,"250, 400",mm,,Nagaoka City,Niigata Prefecture,,Asia,Joetsu City,Eastern Asia,Niigata Prefecture,,Asia,,Eastern Asia,,,,,,--,2024-08-12
P1047,Gas,Japan,Japan,Japan,https://www.gem.wiki/Shin_Oumi_Gas_Pipeline,Shin Oumi Gas Pipeline,,Shin Aomi Line,operating,INPEX Corporation (100%),INPEX Corp [100.00%],2009,,,,,,,,--,--,67,47.47,67,500,mm,,Joetsu,Niigata Prefecture,,Asia,Itoigawa,Eastern Asia,Niigata prefecture,,Asia,,Eastern Asia,,,,,,--,2024-08-12
P1048,Gas,Japan,Japan,Japan,https://www.gem.wiki/Shin_Tokyo_Gas_Pipeline,Shin Tokyo Gas Pipeline,,New Tokyo Line,operating,INPEX Corporation (100%),INPEX Corp [100.00%],2012,,,,,,,,--,--,213,226.25,213,500,mm,,Joetsu,Niigata Prefecture,,Asia,Fujioka,Eastern Asia,Gunma,,Asia,,Eastern Asia,,,,,,--,2024-08-13
P1049,Gas,Japan,Japan,Japan,https://www.gem.wiki/Shin-Yachiyo_Gas_Pipeline,Shin-Yachiyo Gas Pipeline,,,operating,K&O Energy Group (100%),K&O Energy Group Inc [100.00%],1989,,,,,,,,--,--,68,36.8,68,,,,Mobara,Chiba,,Asia,Yachiyo,Eastern Asia,Chiba Prefecture,,Asia,,Eastern Asia,,,,,,--,2024-07-30
P1050,Gas,Japan,Japan,Japan,https://www.gem.wiki/Shiroishi-Koriyama_Gas_Pipeline,Shiroishi-Koriyama Gas Pipeline,,,operating,JAPEX (50%); Tohoku Electric Power (50%),Japan Petroleum Exploration Co [50.00%]; Tohoku Electric Power Co Inc [50.00%],2007,,,,,,,,--,--,96,70.62,96,400,mm,,Shiroishi,Miyagi,,Asia,Koriyama,Eastern Asia,Fukushima,,Asia,,Eastern Asia,,,,,,--,2024-08-16
P1051,Gas,Japan,Japan,Japan,https://www.gem.wiki/Shizuoka_Gas_Pipeline,Shizuoka Gas Pipeline,,Shizuoka Line,operating,INPEX Corporation (100%),INPEX Corp [100.00%],2006,,,,,,,,--,--,81,59.29,81,400,mm,,Showa-cho,Yamanashi,,Asia,Gotemba,Eastern Asia,Shizuoka,,Asia,,Eastern Asia,,,,,,--,2024-08-13
P1052,Gas,Japan,Japan,Japan,https://www.gem.wiki/Sodegaura-Rinkai_Gas_Pipeline,Sodegaura-Rinkai Gas Pipeline,,"Sodegaura seaside pipeline, Kisarazu-Rinkai Gas Pipeline",operating,K&O Energy Group (100%),K&O Energy Group Inc [100.00%],2006,,,,,,,,--,--,14,12.89,14,,,,Sodguara,Chiba,,Asia,Ichihara,Eastern Asia,Chiba Prefecture,,Asia,,Eastern Asia,,,,,,--,2024-08-15
P1054,Gas,Japan,Japan,Japan,https://www.gem.wiki/Soma-Iwamuna_Gas_Pipeline,Soma-Iwamuna Gas Pipeline,,,operating,JAPEX (100%),Japan Petroleum Exploration Co [100.00%],2017,,,,,,,,--,--,40,27.34,40,"100, 500",mm,,Shinchi,Fukushima,,Asia,Iwanum,Eastern Asia,Miyagi,,Asia,,Eastern Asia,,,,,,--,2024-08-16
P1055,Gas,Japan,Japan,Japan,https://www.gem.wiki/Takasago_Gas_Pipeline,Takasago Gas Pipeline,,,operating,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],1996,,,,,,,,--,--,3,--,3,300,mm,,,Hyogo,Kansai,Asia,,Eastern Asia,Hyogo,Kansai,Asia,,Eastern Asia,,,,,,--,2024-08-07
P1056,Gas,Japan,Japan,Japan,https://www.gem.wiki/Tochigi_Gas_Pipeline,Tochigi Gas Pipeline,,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2005,,,,,,,,--,--,53,44.12,53,400,mm,,Sano,Tochigi,,Asia,Moka,Eastern Asia,Tochigi,,Asia,,Eastern Asia,,,,,,--,2024-08-06
P1057,Gas,Japan,Japan,Japan,https://www.gem.wiki/Tokyo-Niigata_Gas_Pipeline,Tokyo-Niigata Gas Pipeline,,Tokyo Line,operating,INPEX Corporation (100%),INPEX Corp [100.00%],1962,,,,,,,,--,--,323,272.03,323,300,mm,,Tokyo,Joetsu-shi,,Asia,Adachi-ku,Eastern Asia,Niigata prefecture,,Asia,,Eastern Asia,,,,,,--,2024-08-13
P1058,Gas,Japan,Japan,Japan,https://www.gem.wiki/Toyama_Gas_Pipeline,Toyama Gas Pipeline,,,operating,INPEX Corporation (100%),INPEX Corp [100.00%],2016,,,,,,,,--,--,106,118.21,106,,,,Itoigawa City,Niigata Prefecture,,Asia,Toyama City,Eastern Asia,Toyama,,Asia,,Eastern Asia,,,,,,--,2024-08-12
P1059,Gas,Japan,Japan,Japan,https://www.gem.wiki/Trans-Bay_Gas_Pipeline,Trans-Bay Gas Pipeline,,"Higashi-Ohgishima Gas Pipeline, East-West linked Line",operating,TEPCO (100%),Tokyo Electric Power Co [100.00%],2009,,,,,,,,--,--,20,18.69,20,700,mm,,Tokyo,Tokyo,,Asia,Tokyo,Eastern Asia,Tokyo,,Asia,,Eastern Asia,,,,,,--,2024-08-19
P1060,Gas,Japan,Japan,Japan,https://www.gem.wiki/Yamagata_Gas_Pipeline,Yamagata Gas Pipeline,,,operating,"Tohoku Natural Gas Co., Inc. (100%)",Tohoku Electric Power Co Inc [55.00%]; Japan Petroleum Exploration Co [45.00%],2006,,,,,,,,--,--,30,30.41,30,200,mm,,Niigata / Sendai Line Oiwake Branch valve station (ライン追分分岐VS),,,Asia,Yamagata Gas delivery valve station (山形ガス受渡VS),Eastern Asia,,Yamagata,Asia,,Eastern Asia,,,,,,--,2024-08-19
P1061,Gas,Japan,Japan,Japan,https://www.gem.wiki/Yokohama_Trunk_Line,Yokohama Trunk Line,1,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],1999,,,,,,,,--,--,6.3,27.03,6.3,,,,Yokohama,,,Asia,Kawasaki,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-08-07
P1062,Gas,Japan,Japan,Japan,https://www.gem.wiki/Yokohama_Trunk_Line,Yokohama Trunk Line,2,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2013,,,,,,,,--,--,6.3,5.31,6.3,750,mm,,Yokohama,Kanagawa,,Asia,Kawasaki,Eastern Asia,Kanagawa,,Asia,,Eastern Asia,,,,,,--,2024-08-07
P1063,Gas,Japan,Japan,Japan,https://www.gem.wiki/Yokohama_Shonan_Gas_Pipeline,Yokohama-Shonan Gas Pipeline,,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2002,,,,,,,,--,--,5,--,5,600,mm,,,,,Asia,,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-08-07
P1065,Gas,Malaysia,Malaysia,Malaysia,https://www.gem.wiki/Peninsular_Gas_Utilization_Project,Peninsular Gas Utilization Pipeline,,PGUP,operating,Petronas (100%),Petroliam Nasional Bhd [100.00%],1993,,,,,3500,,MMcf/d,35.77,576534,2623,971.44,2623,,,Terengganu Gas Field,Kertih,,Terengganu,Asia,Kangar,South-eastern Asia,,Perlis,Asia,,South-eastern Asia,,,,,,--,2023-08-31
P1066,Gas,Malaysia,Malaysia,Malaysia,https://www.gem.wiki/Sabah%E2%80%93Sarawak_Gas_Pipeline,Sabah-Sarawak Gas Pipeline (SSGP),,,operating,Petronas (100%),Petroliam Nasional Bhd [100.00%],2014,,,,,7.7,,bcm/y,7.7,124107.12,512,432.01,512,,,,Kimanis,,Sabah,Asia,Bintulu,South-eastern Asia,,Sarawak,Asia,,South-eastern Asia,,,,,,--,2023-08-31
P1067,Gas,Malaysia,Malaysia,Malaysia,https://www.gem.wiki/Trans-Sabah_Gas_Pipeline,Trans Sabah Gas Pipeline,,TSGP,proposed,China Petroleum Pipeline Bureau (CPPB) (100%),unknown [unknown %],,,,,,,2018,,--,--,662,378.91,662,,,,Kimanis,,Sabah,Asia,Tawau,South-eastern Asia,,Sabah,Asia,,South-eastern Asia,,,,,,--,2024-09-19
P1068,Gas,Malaysia,Thailand,"Malaysia, Thailand",https://www.gem.wiki/Trans_Thailand%E2%80%93Malaysia_Gas_Pipeline,Trans Thailand–Malaysia Gas Pipeline (TTM),,part of the Trans-ASEAN Gas Pipeline project,operating,Trans Thai-Malaysia (Thailand) Limited (50%); Trans Thai-Malaysia (Malaysia) Sdn Bhd (50%),PTT PCL [50.00%]; Petroliam Nasional Bhd [50.00%],2007,,,,,1020,,MMcf/d,10.42,168018.48,267,173.25,267,34,in,"offshore block A-18 and block B-17 gas reserves, Malaysia's joint development area",,,,Asia,Chana,South-eastern Asia,,Songkhla,Asia,,South-eastern Asia,,,,,,--,2023-08-10
P1071,Gas,Myanmar,Myanmar,Myanmar,https://www.gem.wiki/Yadana_Gas_Pipeline_1,Yadana Gas Pipeline 1,,,operating,Chevron (41.1%); PTT Exploration and Production (37.08%); Myanma Oil and Gas Enterprise (21.81%),Chevron Corp [41.10%]; PTT Exploration and Production PCL [37.08%]; Myanma Oil and Gas Enterprise [21.81%],1998,,,,,5.2,,bcm/y,5.2,83812.6,409,344.97,409,,,Yadana gas field,Yadana,,,Asia,Daminseik,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2023-08-28
P1072,Gas,Myanmar,Myanmar,Myanmar,https://www.gem.wiki/Yadana_Gas_Pipeline_2,Yadana Gas Pipeline 2,,,operating,Chevron (41.1%); PTT Exploration and Production (37.08%); Myanma Oil and Gas Enterprise (21.81%),Chevron Corp [41.10%]; PTT Exploration and Production PCL [37.08%]; Myanma Oil and Gas Enterprise [21.81%],2010,,,,,1.5,,bcm/y,1.5,24176.71,287,256.23,287,,,Yadana gas field,Yadana,,,Asia,Yangon,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2023-08-28
P1073,Gas,Myanmar,Thailand,"Myanmar, Thailand",https://www.gem.wiki/Yetagun_Gas_Pipeline,Yetagun Gas Pipeline,,,operating,Petronas (40.91%); Myanma Oil and Gas Enterprise (20.45%); PTT Exploration and Production (19.32%); Nippon Oil Exploration (Myanmar) (19.32%),Petroliam Nasional Bhd [40.91%]; Myanma Oil and Gas Enterprise [20.45%]; PTT Exploration and Production PCL [19.32%]; Government of Japan [9.66%]; ENEOS Holdings Inc [7.73%]; Mitsubishi Corp [1.93%],2000,,,,,4.1,,bcm/y,4.1,66083.01,472,577.36,472,,,Yetagun gas field & Yetagun North gas field,,,,Asia,,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2023-08-10
P1076,Gas,Papua New Guinea,Papua New Guinea,Papua New Guinea,https://www.gem.wiki/Angore_Gas_Pipeline,Angore Gas Pipeline,,,cancelled,ExxonMobil (100%),ExxonMobil Corp [100.00%],,,,,2018,,2020,,--,--,11,32.16,11,,,,Angore,,Hela,Oceania,Angore,Melanesia,,Hela,Oceania,,Melanesia,,,,,,--,2022-08-05
P1078,Gas,Papua New Guinea,Papua New Guinea,Papua New Guinea,https://www.gem.wiki/PNG_Highlands-Port_Moresby_Gas_Pipeline,PNG Highlands-Port Moresby Gas Pipeline,,,operating,PNG LNG (100%),Santos Ltd [42.50%]; Kumul Petroleum (Kroton) Ltd [16.80%]; small shareholder(s) [7.50%]; ExxonMobil Corp [unknown %],2014,,,,,1000,,MMcf/d,10.22,164724,716,684.86,716,36,in,,Angore,,Hela,Oceania,Port Moresby,Melanesia,National Capital District,,Oceania,,Melanesia,,,,,,--,2023-09-13
P1079,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/Bataan-Cavite_Gas_Pipeline,Bataan-Cavite Gas Pipeline,,BatCave Gas Pipeline,cancelled,Philippine National Oil Company (100%),Philippine National Oil Co [100.00%],2022,,,,,,,,--,--,40,48.44,40,,,,Bataan,,Luzon,Asia,Rosario,South-eastern Asia,,Cavite,Asia,,South-eastern Asia,,,,,,--,2024-09-26
P1080,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/Bataan-Manila_Gas_Pipeline_2,Bataan-Manila Gas Pipeline 2,,BatMan 2 Gas Pipeline,cancelled,Philippine National Oil Company (100%),Philippine National Oil Co [100.00%],,,,,,,2017,,--,--,150,60.46,150,,,,Bataan,,Luzon,Asia,Manila,South-eastern Asia,,Luzon,Asia,,South-eastern Asia,,,,,,--,2024-09-26
P1081,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/Batangas-Manila_Gas_Pipeline,Batangas-Manila Gas Pipeline,,BatMan1 Gas Pipeline,cancelled,Philippine National Oil Company (100%),Philippine National Oil Co [100.00%],,,,,,,,,--,--,121,101.5,121,,,,Batangas City,,Batangas,Asia,Navotas City,South-eastern Asia,,Manila,Asia,,South-eastern Asia,,,,,,--,2024-09-26
P1082,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/Clark_Gas_Pipeline,Clark Gas Pipeline,,,cancelled,Philippine National Oil Company (100%),Philippine National Oil Co [100.00%],,,,,,,,,--,--,25,47.82,25,,,,,,,Asia,,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2024-09-26
P1083,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/EDSA-Taft_Gas_Pipeline,EDSA-Taft Gas Pipeline,,Metro Manila Gas Loop,cancelled,Philippine National Oil Company (100%),Philippine National Oil Co [100.00%],,,,,2018,,2020,,--,--,40,60.7,40,,,,Manila,,Luzon,Asia,Manila,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2024-09-30
P1085,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/Ilijan_Gas_Pipeline,Ilijan Gas Pipeline,,,operating,Power Sector Assets and Liabilities Management Corp. (PSALM) (100%),Power Sector Assets and Liabilities Management Corp [100.00%],2002,,,,,650,,MMcf/d,6.64,107070.6,14.7,8.74,14.7,,,,Ilijan,,Batangas,Asia,Tabangao,South-eastern Asia,,Batangas,Asia,,South-eastern Asia,,,,,,--,2023-08-23
P1086,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/Malampaya_Gas_Pipeline,Malampaya Gas Pipeline,,,operating,Udenna Corporation (90%); PNOC Exploration Corporation (10%),natural person(s) [54.00%]; Silver Crescent Global Ltd [26.64%]; Philippine National Oil Co [10.00%]; Elite First Investment Ltd [9.36%],2002,,,,,450,,MMcf/d,4.6,74125.8,504,579.26,504,,,Malampaya Field,Batangas Island,,Luzon,Asia,,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2023-08-23
P1087,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/Sta._Rita_Gas_Pipeline,Sta. Rita Gas Pipeline,,,operating,Shell Philippines Exploration B.V. (SPEX) (100%),Prime Infrastructure Capital Inc [unknown %],,,,,,650,,MMcf/d,6.64,107070.6,10.5,7.67,10.5,,,,,,,Asia,,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2023-08-23
P1088,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/Subic_Gas_Pipeline,Subic Gas Pipeline,,,cancelled,Philippine National Oil Company (100%),Philippine National Oil Co [100.00%],,,,,,,,,--,--,40,38.58,40,,,,,,Luzon,Asia,Mabalacat,South-eastern Asia,,Luzon,Asia,,South-eastern Asia,,,,,,--,2024-09-30
P1089,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/Sucat-Fort_Bonifacio_Gas_Pipeline,Sucat-Fort Bonifacio Gas Pipeline,,,cancelled,Philippine National Oil Company (100%),Philippine National Oil Co [100.00%],,,,,2018,,2020,,--,--,15,6.96,15,,,,,,,Asia,,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2024-09-30
P1090,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/Sucat-Malaya_Gas_Pipeline,Sucat-Malaya Gas Pipeline,,Su-Ma Gas Pipeline,cancelled,Philippine National Oil Company (100%),Philippine National Oil Co [100.00%],,,,,2018,,2020,,--,--,35,31.7,35,,,,Sucat,,Luzon,Asia,Pililla,South-eastern Asia,,Rizal,Asia,,South-eastern Asia,,,,,,--,2024-09-30
P1091,Gas,Philippines,Philippines,Philippines,https://www.gem.wiki/Sucat-Quirino_Gas_Pipeline,Sucat-Quirino Gas Pipeline,,,cancelled,Philippine National Oil Company (100%),Philippine National Oil Co [100.00%],,,,,2018,,2020,,--,--,38,206.54,38,,,,,,,Asia,,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2024-09-30
P1095,Gas,Taiwan,Taiwan,Taiwan,https://www.gem.wiki/Taichung-Datan_Gas_Pipeline,Taichung-Datan Gas Pipeline,,臺中-通霄-大潭輸氣管線,operating,Chinese Petroleum Corporation (100%),Chinese Petroleum Corp [100.00%],2009,,,,,430,,MMcf/d,4.39,70831.32,135,181.77,135,36,in,Taichung LNG Terminal imported LNG,Taichung,,,Asia,Taoyuan,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,
P1096,Gas,Taiwan,Taiwan,Taiwan,https://www.gem.wiki/Taichung-Wuxi_Gas_Pipeline,Taichung-Wuxi Gas Pipeline,,臺中-烏溪輸氣管線,construction,Chinese Petroleum Corporation (100%),Chinese Petroleum Corp [100.00%],2022,,,,,287,,MMcf/d,2.93,47275.79,21.8,31.49,21.8,,,Taichung LNG Terminal imported LNG,Taichung,,,Asia,,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2021-10-28
P1097,Gas,Taiwan,Taiwan,Taiwan,https://www.gem.wiki/Tongxiao-Taoyuan_Gas_Pipeline,Tongxiao-Taoyuan Gas Pipeline,,通霄-桃園輸氣管線,proposed,Chinese Petroleum Corporation (100%),Chinese Petroleum Corp [100.00%],,,,,,,,,--,--,500,84.26,500,,,Taichung LNG Terminal imported LNG,Tongxiao,,,Asia,Taoyuan,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2021-09-15
P1098,Gas,Taiwan,Taiwan,Taiwan,https://www.gem.wiki/Yongan-Tongxiao_Gas_Pipeline,Yongan-Tongxiao Gas Pipeline,,永安-通霄輸氣管線,operating,Chinese Petroleum Corporation (100%),Chinese Petroleum Corp [100.00%],2002,,,,,1066,,MMcf/d,10.89,175595.78,238,286.9,238,36,in,Yongan LNG Terminal imported LNG,Yong'an,,,Asia,Tongxiao,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,
P1100,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/Arthit_PLEM_to_Erawan_Gas_Pipeline,Arthit PLEM to Erawan Gas Pipeline,,Arthit - Rayong Gas Separation Plant (3rd pipeline),operating,PTT Public Company Limited (100%),PTT PCL [100.00%],2007,,,,,1750,,MMcf/d,17.89,288267,173,134.53,173,,,Arthit Field,Offshore Thailand,,,Asia,Erawan Field,South-eastern Asia,,Offshore Thailand,Asia,,South-eastern Asia,,,,,,--,2023-08-10
P1101,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/Ban_I-Tong-Ratchaburi_Gas_Pipeline,Ban I-Tong-Ratchaburi Gas Pipeline,,"Yadana Gas Pipeline (Thailand section), Transmission Pipeline from
Thai-Myanmar border to
Ratchaburi Power Plant ",operating,PTT Public Company Limited (100%),PTT PCL [100.00%],1998,,,,,1265,,MMcf/d,12.93,208375.86,238,203.41,238,42,in,Yadana Field,Ban I-Tong,,Samut Prakan,Asia,,South-eastern Asia,,Ratchaburi,Asia,,South-eastern Asia,,,,,,--,2023-08-10
P1102,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/Bang_Pakong-Wang_Noi_Gas_Pipeline,Bang Pakong-Wang Noi Gas Pipeline,,"Bang Pakong - Wang Noi
Power Plant (parallel pipeline) ",operating,PTT Public Company Limited (100%),PTT PCL [100.00%],1996,,,,,500,,MMcf/d,5.11,82362,101,67.05,101,36,in,,Bang Pakong,,Chachoengsao,Asia,Wang Noi,South-eastern Asia,,Ayutthaya,Asia,,South-eastern Asia,,,,,,--,2023-08-10
P1103,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/Bang_Phli-Saraburi_Gas_Pipeline,Bang Phli-Saraburi Gas Pipeline,,,operating,PTT Public Company Limited (100%),PTT PCL [100.00%],1981,,,,,270,,MMcf/d,2.76,44475.48,99,101.85,99,24,in,,Bang Phli,,Samut Prakan,Asia,,South-eastern Asia,,Saraburi,Asia,,South-eastern Asia,,,,,,--,2023-08-10
P1104,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/Benchamas_Field_Gas_Pipeline,Benchamas Field Gas Pipeline,,,operating,PTT Public Company Limited (100%),PTT PCL [100.00%],1999,,,,,100,,MMcf/d,1.02,16472.4,55,45.11,55,18,in,Benchamas Field,Offshore Thailand,,,Asia,,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2023-08-10
P1105,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/Bongkot_Field-Erawan_Gas_Pipeline,Bongkot Field-Erawan Gas Pipeline,,,operating,PTT Public Company Limited (100%),PTT PCL [100.00%],1996,,,,,635,,MMcf/d,6.49,104599.74,171,176.03,171,32,in,Bongkot Field,Offshore Thailand,,,Asia,Erawan Platform,South-eastern Asia,,Offshore Thailand,Asia,,South-eastern Asia,,,,,,--,2023-08-10
P1106,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/Erawan-Khanom_Gas_Pipeline,Erawan-Khanom Gas Pipeline,,,operating,PTT Public Company Limited (100%),PTT PCL [100.00%],1996,,,,,250,,MMcf/d,2.56,41181,161,175.82,161,24,in,Erawan Field,Offshore Thailand,,,Asia,Thong Nian,South-eastern Asia,,Nakon Sri Thammarat,Asia,,South-eastern Asia,,,,,,--,2023-08-10
P1107,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/Erawan-Rayong_Gas_Pipeline_1,Erawan-Rayon Gas Pipeline 1,,,operating,PTT Public Company Limited (100%),PTT PCL [100.00%],1981,,,,,860,,MMcf/d,8.79,141662.64,415,380.08,415,34,in,Erawan Field,Offshore Thailand,,,Asia,Map Ta Phud,South-eastern Asia,,Rayong,Asia,,South-eastern Asia,,,,,,--,2023-08-11
P1108,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/Erawan-Rayong_Gas_Pipeline_2,Erawan-Rayon Gas Pipeline 2,,,operating,PTT Public Company Limited (100%),PTT PCL [100.00%],1996,,,,,1150,,MMcf/d,11.75,189432.6,413,380.08,413,36,in,Erawan Field,Offshore Thailand,,,Asia,Map Ta Phud,South-eastern Asia,,Rayong,Asia,,South-eastern Asia,,,,,,--,2023-08-11
P1109,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/Erawan-Rayong_Gas_Pipeline_3,Erawan-Rayon Gas Pipeline 3,,Arthit - Rayong Gas Separation Plant (3rd pipeline),operating,PTT Public Company Limited (100%),PTT PCL [100.00%],2007,,,,,1900,,MMcf/d,19.42,312975.6,414,380.08,414,42,in,Erawan Field,Offshore Thailand,,,Asia,Map Ta Phud,South-eastern Asia,,Rayong,Asia,,South-eastern Asia,,,,,,--,2023-08-10
P1110,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/Nam_Phong_Field-Nam_Phong_Power_Plant_Gas_Pipeline,Nam Phong Field-Nam Phong Power Plant Gas Pipeline,,,operating,PTT Public Company Limited (100%),PTT PCL [100.00%],1990,,,,,140,,MMcf/d,1.43,23061.36,3,3.38,3,16,in,Nam Phong Field,,,Khon Kaen,Asia,Khon Kaen,South-eastern Asia,,Khon Kaen,Asia,,South-eastern Asia,,,,,,--,2023-08-11
P1111,Gas,Thailand,Thailand,Thailand,https://www.gem.wiki/North_Pailin-Pailin_Gas_Pipeline,North Pailin-Pailin Gas Pipeline,,,operating,PTT Public Company Limited (100%),PTT PCL [100.00%],2001,,,,,300,,MMcf/d,3.07,49417.2,10,15.81,10,24,in,Pailin Field,Offshore Thailand,,,Asia,Pailin Field,South-eastern Asia,,Offshore Thailand,Asia,,South-eastern Asia,,,,,,--,2023-08-11
