TerminalID,ProjectID,ComboID,Wiki,TerminalName,UnitName,FacilityType,Status,Country,OtherLanguageName,OtherEnglishNames,Owner,Parent,ParentHQCountry,Capacity,CapacityUnits,CapacityInMtpa,CapacityInBcm/y,ProposalYear,ProposalMonth,ConstructionYear,ConstructionMonth,StartYear1,StartMonth1,StartYear2,StartYear3,DelayedStartYear,DelayedStartMonth,Delayed,DelayType,StartYearEarliest,ShelvedYear,CancelledYear,ShelvedCancelledStatusType,StopYear,Location,Region,SubRegion,Prefecture/District,State/Province,Latitude,Longitude,Accuracy,PowerPlantsSupplied,Cost,CostUnits,CostUSD,FIDStatus,FIDYear,Floating,FloatingVesselName,TempFacility,ImportExportOnly,LH2,NH3,E-methane,CCS,LastUpdated
T0432,0,T043200,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal,,Import,Construction,Cyprus,,"Vassiliko FSRU, Vassiliko LNG Terminal, Gas2EU Project Terminal, CyprusGas2EU",ETYFA [100.00%],DEFA [70.00%]; Electricity Authority of Cyprus [30.00%],Cyprus; Greece,2,mtpa,2,2.72,2009,1,2020,7,2025,,,,2024,,yes,Confirmed,2024,,,,,Vasilikos,Asia,Western Asia,,Larnaca,34.720244,33.32384,exact,Vasilikos power station,542000000,EUR,590780000,FID,,yes,Etyfa Prometheas (previously Galea) FSRU,,,,,,,2024/6/4
T0432,1,T043201,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal,T1,Export,Cancelled,Cyprus,,"Vassiliko FSRU, Vassiliko LNG Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA [100.00%],DEFA [100.00%],Cyprus,0.63,mtpa,0.63,0.86,2009,,,,2021,,,,,,,,2021,2017,2019,,,Vasilikos,Asia,Western Asia,,Larnaca,34.720244,33.32384,approximate,,750000000,USD,750000000,Pre-FID,,,,,,,,,,2024/6/4
T0432,2,T043202,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal,T2,Export,Cancelled,Cyprus,,"Vassiliko FSRU, Vassiliko LNG Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA [100.00%],DEFA [100.00%],Cyprus,0.63,mtpa,0.63,0.86,2009,,,,2021,,,,,,,,2021,2017,2019,,,Vasilikos,Asia,Western Asia,,Larnaca,34.720244,33.32384,approximate,,750000000,USD,750000000,Pre-FID,,,,,,,,,,2024/6/4
T0432,3,T043203,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal,T3,Export,Cancelled,Cyprus,,"Vassiliko FSRU, Vassiliko LNG Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA [100.00%],DEFA [100.00%],Cyprus,0.63,mtpa,0.63,0.86,2009,,,,2021,,,,,,,,2021,2017,2019,,,Vasilikos,Asia,Western Asia,,Larnaca,34.720244,33.32384,approximate,,750000000,USD,750000000,Pre-FID,,,,,,,,,,2024/6/4
T0432,4,T043204,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal,T4,Export,Cancelled,Cyprus,,"Vassiliko FSRU, Vassiliko LNG Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA [100.00%],DEFA [100.00%],Cyprus,0.63,mtpa,0.63,0.86,2009,,,,2021,,,,,,,,2021,2017,2019,,,Vasilikos,Asia,Western Asia,,Larnaca,34.720244,33.32384,approximate,,750000000,USD,750000000,Pre-FID,,,,,,,,,,2024/6/4
T0432,5,T043205,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal,T5,Export,Cancelled,Cyprus,,"Vassiliko FSRU, Vassiliko LNG Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA [100.00%],DEFA [100.00%],Cyprus,0.63,mtpa,0.63,0.86,2009,,,,2021,,,,,,,,2021,2017,2019,,,Vasilikos,Asia,Western Asia,,Larnaca,34.720244,33.32384,approximate,,750000000,USD,750000000,Pre-FID,,,,,,,,,,2024/6/1
T0432,6,T043206,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal,T6,Export,Cancelled,Cyprus,,"Vassiliko FSRU, Vassiliko LNG Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA [100.00%],DEFA [100.00%],Cyprus,0.63,mtpa,0.63,0.86,2009,,,,2021,,,,,,,,2021,2017,2019,,,Vasilikos,Asia,Western Asia,,Larnaca,34.720244,33.32384,approximate,,750000000,USD,750000000,Pre-FID,,,,,,,,,,2024/6/4
T0432,7,T043207,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal,T7,Export,Cancelled,Cyprus,,"Vassiliko FSRU, Vassiliko LNG Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA [100.00%],DEFA [100.00%],Cyprus,0.63,mtpa,0.63,0.86,2009,,,,2021,,,,,,,,2021,2017,2019,,,Vasilikos,Asia,Western Asia,,Larnaca,34.720244,33.32384,approximate,,750000000,USD,750000000,Pre-FID,,,,,,,,,,2024/6/4
T0432,8,T043208,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal,T8,Export,Cancelled,Cyprus,,"Vassiliko FSRU, Vassiliko LNG Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA [100.00%],DEFA [100.00%],Cyprus,0.63,mtpa,0.63,0.86,2009,,,,2021,,,,,,,,2021,2017,2019,,,Vasilikos,Asia,Western Asia,,Larnaca,34.720244,33.32384,approximate,,750000000,USD,750000000,Pre-FID,,,,,,,,,,2024/6/4
T0433,0,T043300,https://www.gem.wiki/Gangavaram_LNG_Terminal,Gangavaram LNG Terminal,,Import,Shelved,India,,,Petronet LNG [100.00%],Petronet LNG [100.00%],India,10,mtpa,10,13.6,,,,,,,,,,,,,--,2024,,Presumed,,Gangavaram Port,Asia,Southern Asia,Visakhapatnam,Andhra Pradesh,17.616667,83.233333,exact,,,,--,,,,,,,,,,,2024/6/20
T0434,0,T043400,https://www.gem.wiki/Paldiski_LNG_Terminal,Paldiski LNG Terminal,,Import,Shelved,Estonia,,Baltic Gaas,Alexela [100.00%],Alexela [100.00%],Estonia,2.5,bcm/y,1.84,2.5,2015,4,,,2025,,,,,,,,2025,2024,,Presumed,,,Europe,Northern Europe,Paldiski,Harju,59.38445,24.07494,exact,,400000000,EUR,436000000,Pre-FID,,,,permanent replacement,,,,,,2024/7/23
T0435,0,T043500,https://www.gem.wiki/Haldia_LNG_Terminal,Haldia LNG Terminal,,Import,Cancelled,India,,,Essar Ports [100.00%],Essar Group [100.00%],India,1,mtpa,1,1.36,,,,,2020,,,,,,yes,Presumed,2020,2021,2023,Presumed,,"Haldia dock, Kolkata port",Asia,Southern Asia,,West Bengal,22.033333,88.1,approximate,,15000000000,INR,195000000,,,,,,,,,,,2024/6/20
T0436,0,T043600,https://www.gem.wiki/Tallinn_LNG_Terminal,Tallinn LNG Terminal,,Import,Proposed,Estonia,,"Muuga LNG, Vopak EOS, Vopak LNG, Port of Tallinn, TallinnLNG",Port of Tallinn [unknown %]; Vopak [unknown %],Port of Tallinn [unknown %]; Vopak [unknown %],Estonia; Netherlands,4,bcm/y,2.94,4,2015,10,,,,,,,,,,,--,,,,,Muuga Harbour,Europe,Northern Europe,,Harju,59.50601,25.0045,exact,,250000000,EUR,272500000,Pre-FID,,,,,,,,,,2024/7/23
T0437,0,T043700,https://www.gem.wiki/Digha_FSRU,Digha FSRU,,Import,Cancelled,India,,,H-Energy [100.00%],H-Energy [100.00%],India,3,mtpa,3,4.08,,,,,2020,,,,,,yes,Presumed,2020,2021,2023,Presumed,,Digha,Asia,Southern Asia,,West Bengal,21.68,87.55,approximate,,,,--,,,yes,,,,,,,,2024/6/20
T0438,0,T043800,https://www.gem.wiki/Hamina_LNG_Terminal,Hamina LNG Terminal,,Import,Operating,Finland,,,Alexela [unknown %]; Hamina Energy [unknown %]; Wärtsilä [unknown %],Alexela [unknown %]; Hamina Energy [unknown %]; Wärtsilä [unknown %],Estonia; Finland; Finland,6000,MWh/d,0.17,0.22,2014,12,2017,5,2022,10,,,,,yes,Confirmed,2022,,,,,Port of Hamina,Europe,Northern Europe,Hamina,Kymenlaakso,60.5183139,27.1608198,approximate,,100000000,EUR,109000000,FID,2018,,,,,,,,,2024/7/24
T0439,0,T043900,https://www.gem.wiki/Hazira_LNG_Terminal,Hazira LNG Terminal,,Import,Operating,India,,,Shell Energy India Pvt Ltd [100.00%],Shell [100.00%],United Kingdom,5,mtpa,5,6.8,,,,,2005,,2017,,,,,,2005,,,,,Hazira Port,Asia,Southern Asia,,Gujarat,21.098,72.624,exact,,,,--,,,,,,,,,,,2024/6/18
T0439,1,T043901,https://www.gem.wiki/Hazira_LNG_Terminal,Hazira LNG Terminal,Expansion,Import,Cancelled,India,,,Shell Energy India Pvt Ltd [100.00%],Shell [100.00%],United Kingdom,5,mtpa,5,6.8,,,,,,,,,,,,,--,2019,2021,Presumed,,Hazira Port,Asia,Southern Asia,,Gujarat,21.098,72.624,exact,,,,--,,,,,,,,,,,2024/6/18
T0440,0,T044000,https://www.gem.wiki/Pori_LNG_Terminal,Pori LNG Terminal,,Import,Operating,Finland,,,Gasum [100.00%],Gasum [100.00%],Finland,0.1,mtpa,0.1,0.14,2014,,2014,,2016,,,,,,,,2016,,,,,Port of Tahkoluoto,Europe,Northern Europe,Pori,Satakunta,61.63817,21.39881,exact,,88000000,USD,88000000,FID,2014,,,,,,,,,2024/7/24
T0441,0,T044100,https://www.gem.wiki/Hazira_FSRU,Hazira FSRU,,Import,Cancelled,India,,,Essar Group [100.00%],Essar Group [100.00%],India,5,mtpa,5,6.8,2016,,,,,,,,,,,,--,2020,2022,Presumed,,Hazira Port,Asia,Southern Asia,,Gujarat,21.098,72.624,approximate,,,,--,,,yes,,,,,,,,2024/6/20
T0442,0,T044200,https://www.gem.wiki/Southern_Finland_LNG_Terminal,Southern Finland LNG Terminal,,Import,Cancelled,Finland,,,Gasum [100.00%],Gasum [100.00%],Finland,,,--,--,2014,1,,,,,,,,,,,--,,2015,,,,Europe,Northern Europe,Ingå,Uusimaa,60.01371,23.95714,approximate,,,,--,,,,,,,,,,,2024/7/24
T0443,0,T044300,https://www.gem.wiki/Jaigarh_LNG_Terminal,Jaigarh LNG Terminal,Phase I,Import,Construction,India,,,Western Concessions Private Limited [100.00%],H-Energy [100.00%],India,6,mtpa,6,8.16,,,2016,,2022,,2026,,,,yes,Confirmed,2022,,,,,Jaigarh Port,Asia,Southern Asia,,Maharashtra,17.3040113,73.2061395,approximate,,,,--,,,yes,,,,,,,,2024/6/14
T0443,1,T044301,https://www.gem.wiki/Jaigarh_LNG_Terminal,Jaigarh LNG Terminal,Phase II,Import,Proposed,India,,,Western Concessions Private Limited [100.00%],H-Energy [100.00%],India,8,mtpa,8,10.88,,,,,,,,,,,,,--,,,,,Jaigarh Port,Asia,Southern Asia,,Maharashtra,17.3040113,73.2061395,approximate,,,,--,,,,,,,,,,,2024/6/14
T0444,0,T044400,https://www.gem.wiki/Tornio_Manga_LNG_Terminal,Tornio Manga LNG Terminal,,Import,Operating,Finland,,,Manga Terminal Oy [100.00%],Outokumpu Group [45.00%]; Gasum [25.00%]; SSAB [25.00%]; EPV Energy [5.00%],Finland; Finland; Sweden; Finland,0.4,mtpa,0.4,0.54,2013,,2015,,2019,,,,,,yes,Confirmed,2019,,,,,"Tornio harbour, Port of Röyttä,",Europe,Northern Europe,,,65.847366,24.152152,exact,,,,--,FID,,,,,,,,,,2024/7/24
T0445,0,T044500,https://www.gem.wiki/GAIL_Kakinada_FSRU,GAIL Kakinada FSRU,,Import,Cancelled,India,,Kakinada LNG Terminal,APGDC [100.00%],GAIL [unknown %]; Government of Andhra Pradesh [unknown %],India; India,5,mtpa,5,6.8,,,,,,,,,,,,,--,2019,2021,Presumed,,Kakinada Port,Asia,Southern Asia,,Andhra Pradesh,16.975,82.279,approximate,,,,--,,,yes,,,,,,,,2024/6/20
T0446,0,T044600,https://www.gem.wiki/Dunkirk_LNG_Terminal,Dunkirk LNG Terminal,,Import,Operating,France,,Dunkerque LNG Terminal,Dunkerque LNG [100.00%],Fluxys [30.38%]; Axa [15.19%]; Credit Agricole Group [15.19%]; Hanwha Investment and Securities [13.08%]; IBK Securities [13.08%]; Samsung [13.08%],Belgium; France; France; South Korea; South Korea; South Korea,13,bcm/y,9.56,13,2009,,2011,6,2017,1,,,,,,,2017,,,,,Dunkirk,Europe,Western Europe,Nord,Hauts-de-France,51.03361,2.19653,exact,,,,--,FID,,,,,,,,,,2024/9/10
T0446,1,T044601,https://www.gem.wiki/Dunkirk_LNG_Terminal,Dunkirk LNG Terminal,Debottlenecking,Import,Operating,France,,Dunkerque LNG Terminal,Dunkerque LNG [100.00%],Fluxys [30.38%]; Axa [15.19%]; Credit Agricole Group [15.19%]; Hanwha Investment and Securities [13.08%]; IBK Securities [13.08%]; Samsung [13.08%],Belgium; France; France; South Korea; South Korea; South Korea,0,mtpa,0,0,2009,2,,,2023,,,,,,,,2023,,,,,Dunkirk,Europe,Western Europe,Nord,Hauts-de-France,51.03361,2.19653,exact,,,,--,,,,,,,,,,,2024/9/10
T0447,0,T044700,https://www.gem.wiki/Kochi_LNG_Terminal,Kochi LNG Terminal,,Import,Operating,India,,,Petronet LNG [100.00%],Petronet LNG [100.00%],India,5,mtpa,5,6.8,,,,,2013,,,,,,,,2013,,,,,Puthuvype,Asia,Southern Asia,Kochi,Kerala,9.9787,76.2261,exact,,,,--,,,,,,,,,,,2024/6/18
T0448,0,T044800,https://www.gem.wiki/Fos_Cavaou_LNG_Terminal,Fos Cavaou LNG Terminal,,Import,Operating,France,,,Engie [100.00%],Engie [100.00%],France,12,bcm/y,8.82,12,2005,,2005,2,2010,,,,,,,,2010,,,,,Fos-sur-Mer,Europe,Western Europe,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.41963,4.90102,exact,,,,--,,,,,,,,,,,2024/9/10
T0448,1,T044801,https://www.gem.wiki/Fos_Cavaou_LNG_Terminal,Fos Cavaou LNG Terminal,Expansion 1 (Debottlenecking),Import,Operating,France,,,Engie [100.00%],Engie [100.00%],France,0,bcm/y,0,0,2021,3,,,2022,,,,,,,,2022,,,,,Fos-sur-Mer,Europe,Western Europe,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.41963,4.90102,exact,,,,--,FID,,,,,,,,,,2024/9/10
T0448,2,T044802,https://www.gem.wiki/Fos_Cavaou_LNG_Terminal,Fos Cavaou LNG Terminal,Expansion 2,Import,Proposed,France,,,Engie [100.00%],Engie [100.00%],France,5.5,bcm/y,4.04,5.5,2021,3,,,,,,,,,,,--,,,,,Fos-sur-Mer,Europe,Western Europe,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.41963,4.90102,exact,,,,--,Pre-FID,,,,,,,,,,2024/9/10
T0449,0,T044900,https://www.gem.wiki/Krishna_Godavari_FSRU,Krishna Godavari FSRU,,Import,Cancelled,India,,,Krishna Godavari LNG Terminal Pvt Ltd [100.00%],Calpine Corporation [unknown %]; EXMAR Group [unknown %]; VGS Group [unknown %],United States; Belgium; United States,4.7,mtpa,4.7,6.39,,,,,,,,,,,,,--,2019,2021,Presumed,,Kakinada deepwater port,Asia,Southern Asia,,Andhra Pradesh,16.975,82.279,exact,,,,--,,,yes,,,,,,,,2024/6/20
T0450,0,T045000,https://www.gem.wiki/Fos_Lavera_Marseille_LNG_Terminal,Fos Lavera Marseille LNG Terminal,,Import,Cancelled,France,,Fos Faster,Vopak [90.00%]; Shell [10.00%],Vopak [90.00%]; Shell [10.00%],Netherlands; United Kingdom,5.4,mtpa,5.4,7.34,2006,,,,,,,,,,,,--,,2014,Confirmed,,Fos-sur-Mer,Europe,Western Europe,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.40705,4.87237,exact,,,,--,,,,,,,,,,,2024/9/10
T0451,0,T045100,https://www.gem.wiki/BPCL_Mangalore_LNG_Terminal,BPCL Mangalore LNG Terminal,,Import,Cancelled,India,,,New Mangalore Port Trust [100.00%],"India Ministry of Ports, Shipping and Waterways [100.00%]",India,5,mtpa,5,6.8,2013,,,,,,,,,,,,--,,2015,Confirmed,2015,Mangalore,Asia,Southern Asia,Mangalore,Karnataka,12.9331432,74.8163583,exact,,,,--,,,,,,,,,,,2024/6/20
T0452,0,T045200,https://www.gem.wiki/Fos_Tonkin_LNG_Terminal,Fos Tonkin LNG Terminal,,Import,Operating,France,,,Engie [100.00%],Engie [100.00%],France,1.2,mtpa,1.2,1.63,,,,,1972,,,,,,,,1972,,,,,Fos-sur-Mer,Europe,Western Europe,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.454,4.85167,exact,,,,--,,,,,,,,yes,,,2024/9/10
T0453,0,T045300,https://www.gem.wiki/Karwar_FSRU,Karwar FSRU,,Import,Cancelled,India,,,Fox Petroleum [100.00%],Fox Petroleum [100.00%],India,7,mtpa,7,9.52,,,,,2018,,,,,,,,2018,2019,2021,Presumed,,Karwar,Asia,Southern Asia,,Karnataka,14.82,74.135,approximate,,,,--,,,yes,,,,,,,,2024/6/20
T0454,0,T045400,https://www.gem.wiki/Le_Havre-Antifer_LNG_Terminal,Le Havre-Antifer LNG Terminal,,Import,Cancelled,France,,,Gaz de Normandie [100.00%],Poweo [50.33%]; CIM Group [25.17%]; E.ON [24.50%],France; United States; Germany,7,mtpa,7,9.52,2009,5,,,,,,,,,,,--,2011,2013,,,Le Havre-Antifer oil refinery,Europe,Western Europe,Seine-Maritime,Normandy,49.65782,0.15421,approximate,,,,--,,,,,,,,,,,2024/9/10
T0455,0,T045500,https://www.gem.wiki/Mundra_LNG_Terminal,Mundra LNG Terminal,,Import,Operating,India,,,Gujarat State Petronet [95.00%]; S.B. Adani Family Trust [5.00%],Gujarat State Petronet [95.00%]; S.B. Adani Family Trust [5.00%],India; India,5,mtpa,5,6.8,2008,5,,,2020,1,,,,,,,2020,,,,,Mundra Port,Asia,Southern Asia,Kutch,Gujarat,22.7374322,69.6668651,exact,,,,--,,,,,,,,,,,2024/6/18
T0456,0,T045600,https://www.gem.wiki/Montoir_LNG_Terminal,Montoir LNG Terminal,,Import,Operating,France,,Montoir-de-Bretagne LNG Terminal,Engie [100.00%],Engie [100.00%],France,8,mtpa,8,10.88,,,,,1980,,,,,,,,1980,,,,,Montoir-de-Bretagne,Europe,Western Europe,Loire-Atlantique,Pays de la Loire,47.30296,-2.14278,exact,,,,--,,,,,,,,,,,2024/9/10
T0456,1,T045601,https://www.gem.wiki/Montoir_LNG_Terminal,Montoir LNG Terminal,Expansion,Import,Proposed,France,,Montoir-de-Bretagne LNG Terminal,Engie [100.00%],Engie [100.00%],France,2.5,bcm/y,1.84,2.5,2019,12,,,2023,,,,,,,,2023,,,,,Montoir-de-Bretagne,Europe,Western Europe,Loire-Atlantique,Pays de la Loire,47.30296,-2.14278,exact,,500000000,EUR,545000000,Pre-FID,,,,,,,,,,2024/9/10
T0457,0,T045700,https://www.gem.wiki/Jafrabad_FSRU,Jafrabad FSRU,Phase 1,Import,Construction,India,,Pipavav Floating Terminal,Swan Energy Limited [32.12%]; Indian Farmers Fertilizers Cooperative [30.87%]; Gujarat Maritime Board [15.00%]; Gujarat State Petronet [11.00%]; Mitsui Group [11.00%],Swan Energy Limited [32.12%]; Indian Farmers Fertilizers Cooperative [30.87%]; Gujarat Maritime Board [15.00%]; Gujarat State Petronet [11.00%]; Mitsui Group [11.00%],India; India; India; India; Japan,5,mtpa,5,6.8,,,2016,,2022,,,,,,yes,Confirmed,2022,,,,,Jafrabad,Asia,Southern Asia,,Gujarat,20.8667,71.3667,approximate,,,,--,,,yes,Vasant 1,,,,,,,2024/6/14
T0457,1,T045701,https://www.gem.wiki/Jafrabad_FSRU,Jafrabad FSRU,Phase 2,Import,Proposed,India,,Pipavav Floating Terminal,Swan Energy Limited [32.12%]; Indian Farmers Fertilizers Cooperative [30.87%]; Gujarat Maritime Board [15.00%]; Gujarat State Petronet [11.00%]; Mitsui Group [11.00%],Swan Energy Limited [32.12%]; Indian Farmers Fertilizers Cooperative [30.87%]; Gujarat Maritime Board [15.00%]; Gujarat State Petronet [11.00%]; Mitsui Group [11.00%],India; India; India; India; Japan,5,mtpa,5,6.8,,,,,,,,,,,,,--,,,,,Jafrabad,Asia,Southern Asia,,Gujarat,20.8667,71.3667,approximate,,,,--,,,yes,,,,,,,,2024/6/14
T0458,0,T045800,https://www.gem.wiki/Wilhelmshaven_FSRU,Wilhelmshaven FSRU,,Import,Operating,Germany,,,Uniper [100.00%],Uniper [100.00%],Germany,5.7,mtpa,5.7,7.75,2022,2,2022,5,2023,1,,,,,,,2023,,2021,,,Wilhelmshaven,Europe,Western Europe,,Lower Saxony,53.516667,8.133333,approximate,,450000000,EUR,490500000,,,yes,Höegh Esperanza,interim facility,,yes,yes,,,2024/8/1
T0459,0,T045900,https://www.gem.wiki/Chita_Kyodo_LNG_Terminal,Chita Kyodo LNG Terminal,,Import,Operating,Japan,,,JERA [unknown %]; Toho Gas [unknown %],Chubu Electric Power [unknown %]; Toho Gas [unknown %]; Tokyo Electric Power Company [unknown %],Japan; Japan; Japan,7.5,mtpa,7.5,10.2,,,,,1977,,,,,,,,1977,,,,,Chita,Asia,Eastern Asia,Aichi,Chūbu,34.96664,136.82288,exact,,,,--,,,,,,,,,,,2024/8/26
T0460,0,T046000,https://www.gem.wiki/Brunsbüttel_FSRU,Brunsbüttel FSRU,,Import,Operating,Germany,,"Hamburg LNG Terminal, German LNG Terminal, Elbehafen LNG Terminal",German LNG Terminal [100.00%],Kreditanstalt für Wiederaufbau [50.00%]; Gasunie [40.00%]; RWE [10.00%],Germany; Netherlands; Germany,5,bcm/y,3.68,5,2022,2,2022,9,2023,5,,,2023,,yes,Confirmed,2023,,,,,Brunsbüttel,Europe,Western Europe,,Hamburg,53.9140009,8.9760945,approximate,,1000000000,EUR,1090000000,,,yes,Höegh Gannet,interim facility,,yes,,,,2024/8/1
T0461,0,T046100,https://www.gem.wiki/Chita_LNG_Terminal,Chita LNG Terminal,,Import,Operating,Japan,,,Chita LNG Co Ltd [unknown %]; Chubu Electric Power [unknown %]; Toho Gas [unknown %],Chita LNG Co Ltd [unknown %]; Chubu Electric Power [unknown %]; Toho Gas [unknown %],Japan; Japan; Japan,10.9,mtpa,10.9,14.82,,,,,1977,,,,,,,,1977,,,,,Chita,Asia,Eastern Asia,Aichi,Chūbu,34.96826,136.82721,exact,,,,--,,,,,,,,,,,2024/8/26
T0462,0,T046200,https://www.gem.wiki/Revithoussa_LNG_Terminal,Revithoussa LNG Terminal,,Import,Operating,Greece,,,DESFA [100.00%],Copelouzos Group [unknown %]; Enagás [unknown %]; Fluxys [unknown %]; Government of Greece [unknown %]; Snam [unknown %],Greece; Spain; Belgium; Greece; Italy,5.1,mtpa,5.1,6.94,,,,,2000,,,,,,,,2000,,,,,Revithoussa Island,Europe,Southern Europe,Megara Bay,Attica,37.96,23.4023,exact,,,,--,,,,,,,,,,,2024/7/26
T0463,0,T046300,https://www.gem.wiki/Chita_Midorihama_LNG_Terminal,Chita Midorihama LNG Terminal,,Import,Operating,Japan,,,Toho Gas [100.00%],Toho Gas [100.00%],Japan,7.7,mtpa,7.7,10.47,,,,,2001,,,,,,,,2001,,,,,Chita,Asia,Eastern Asia,Aichi,Chūbu,34.96245,136.8195,exact,,,,--,,,,,,,,,,,2024/8/26
T0464,1,T046401,https://www.gem.wiki/Shannon_FSRU,Shannon FSRU,,Import,Proposed,Ireland,,"Shannon LNG Terminal, Shannon LNG FSRU",New Fortress Energy [100.00%],New Fortress Energy [100.00%],United States,8.25,bcm/y,6.07,8.25,2021,3,,,2022,,,,2023,,yes,Presumed,2023,,,,,Tarbert/Ballylongford,Europe,Northern Europe,Kerry,Munster,52.58099,-9.44246,exact,,650000000,EUR,708500000,Pre-FID,,yes,,,,,,,,2024/7/24
T0465,0,T046500,https://www.gem.wiki/Fukuoka_LNG_Terminal,Fukuoka LNG Terminal,,Import,Operating,Japan,,,Saibu Gas [100.00%],Saibu Gas [100.00%],Japan,0.88,bcm/y,0.64,0.88,,,,,1993,,,,,,,,1993,,,,,Fukuoka,Asia,Eastern Asia,Fukuoka,Kyushu,33.617457,130.4074,exact,,,,--,,,,,,,,,,,2023/8/29
T0466,0,T046600,https://www.gem.wiki/Adriatic_Rovigo_LNG_Terminal,Adriatic LNG Terminal,,Import,Operating,Italy,,"Terminale GNL Adriatico Srl, Porto Levante LNG Terminal, Rovigo LNG Terminal",ExxonMobil [70.70%]; QatarEnergy [22.00%]; Cassa Depositi e Prestiti [7.30%],ExxonMobil [70.70%]; QatarEnergy [22.00%]; Cassa Depositi e Prestiti [7.30%],United States; Qatar; Italy,9,bcm/y,6.62,9,,,,,2009,,,,,,,,2009,,,,,offshore,Europe,Southern Europe,Rovigo,Veneto,45.091667,12.586111,exact,,,,--,,,no,,,,,,,,2024/7/31
T0467,0,T046700,https://www.gem.wiki/Futtsu_LNG_Terminal,Futtsu LNG Terminal,,Import,Operating,Japan,,,JERA [100.00%],Chubu Electric Power [50.00%]; Tokyo Electric Power Company [50.00%],Japan; Japan,22.9,mtpa,22.9,31.14,,,,,1985,,,,,,,,1985,,,,,Futtsu,Asia,Eastern Asia,Chiba,Kanto,35.3451724,139.8213313,exact,,,,--,,,,,,,,,,,2024/8/26
T0468,0,T046800,https://www.gem.wiki/Brindisi_LNG_Terminal,Brindisi LNG Terminal,,Import,Cancelled,Italy,,,Brindisi LNG SpA [100.00%],BG Group [100.00%],United Kingdom,6,mtpa,6,8.16,2005,,,,,,,,,,,,--,2012,2014,,,Capo Bianco,Europe,Southern Europe,Brindisi,Apulia,40.64801,17.99101,exact,,,,--,,,,,,,,,,,2024/7/31
T0469,0,T046900,https://www.gem.wiki/Hachinohe_LNG_Terminal,Hachinohe LNG Terminal,,Import,Operating,Japan,,,JXTG Holdings [100.00%],Mitsubishi [100.00%],Japan,1.5,mtpa,1.5,2.04,,,,,2015,,,,,,,,2015,,,,,Port of Hachinohe,Asia,Eastern Asia,Aomori,Tohoku,40.5432392,141.5245369,exact,,,,--,,,,,,,,,,,2024/8/26
T0470,0,T047000,https://www.gem.wiki/Falconara_Marittima_LNG_Terminal,Falconara Marittima LNG Terminal,,Import,Cancelled,Italy,,,Api Nova Energia [100.00%],Gruppo api [100.00%],Italy,4.8,mtpa,4.8,6.53,2011,,,,,,,,,,,,--,2013,2015,,,offshore,Europe,Southern Europe,Ancona,Marche,43.741,13.543,approximate,,,,--,,,,,,,,,,,2024/7/31
T0471,0,T047100,https://www.gem.wiki/Hakodate_LNG_Terminal,Hakodate LNG Terminal,,Import,Operating,Japan,,Hakodate-Minato Terminal,Hokkaido Gas [100.00%],Hokkaido Gas [100.00%],Japan,0.2,mtpa,0.2,0.27,,,,,2006,,,,,,,,2006,,,,,Hakodate,Asia,Eastern Asia,Oshima,Hokkaido,41.8072,140.71292,exact,,,,--,,,,,,,,,,,2023/8/29
T0472,0,T047200,https://www.gem.wiki/Gioia_Tauro_LNG_Terminal,Gioia Tauro LNG Terminal,,Import,Proposed,Italy,,Trinitapoli LNG Terminal,LNG Medgas Terminal srl [unknown %]; Sorgenia [unknown %],Iren Group [unknown %]; Sorgenia [unknown %],Italy; Italy,12,bcm/y,8.82,12,2022,3,,,2026,,,,,,,,2026,,,,,Trinitapoli,Europe,Southern Europe,Barletta-Andria-Trani,Apulia,38.46692,15.899,approximate,,1000000000,EUR,1090000000,Pre-FID,,,,,,,,,,2024/7/31
