TerminalID,ProjectID,ComboID,Wiki,TerminalName,UnitName,FacilityType,Status,Country,OtherLanguageName,OtherEnglishNames,Owner,Parent,ParentHQCountry,Capacity,CapacityUnits,CapacityInMtpa,CapacityInBcm/y,ProposalYear,ProposalMonth,ConstructionYear,ConstructionMonth,StartYear1,StartMonth1,StartYear2,StartYear3,DelayedStartYear,DelayedStartMonth,Delayed,DelayType,StartYearEarliest,ShelvedYear,CancelledYear,ShelvedCancelledStatusType,StopYear,Location,Region,SubRegion,Prefecture/District,State/Province,Latitude,Longitude,Accuracy,PowerPlantsSupplied,Cost,CostUnits,CostUSD,FIDStatus,FIDYear,Floating,FloatingVesselName,TempFacility,ImportExportOnly,LH2,NH3,E-methane,CCS,LastUpdated
T0205,1,T020501,https://www.gem.wiki/Fourchon_LNG_Terminal,Fourchon LNG Terminal,Phase 1,Export,Cancelled,United States,,Gulf Coast LNG Terminal,Fourchon LNG LLC [100.00%],Energy World [100.00%],Australia,2,mtpa,2,2.72,2017,,,,2021,,,,,,yes,Presumed,2021,2022,2024,Presumed,,Port Fourchon,Americas,Northern America,Lafourche Parish,Louisiana,29.105833,-90.194444,approximate,,888000000,USD,888000000,Pre-FID,,,,,,,,,,2024/7/3
T0205,2,T020502,https://www.gem.wiki/Fourchon_LNG_Terminal,Fourchon LNG Terminal,Phase 2,Export,Cancelled,United States,,Gulf Coast LNG Terminal,Fourchon LNG LLC [100.00%],Energy World [100.00%],Australia,3,mtpa,3,4.08,2017,,,,2023,,,,,,yes,Presumed,2023,2022,2024,Presumed,,Port Fourchon,Americas,Northern America,Lafourche Parish,Louisiana,29.105833,-90.194444,approximate,,,,--,Pre-FID,,,,,,,,,,2024/7/3
T0206,1,T020601,https://www.gem.wiki/Alaska_LNG_Terminal,Alaska LNG Terminal,T1,Export,Proposed,United States,,Alaska South Central LNG Terminal,Alaska Gasline Development Corporation [100.00%],State of Alaska [100.00%],United States,6.7,mtpa,6.7,9.11,2017,,,,2030,,,,,,yes,Confirmed,2030,,,,,Nikiski,Americas,Northern America,,Alaska,60.65996,-151.36505,exact,,5600000000,USD,5600000000,Pre-FID,2025,,,,,,,,,2024/7/3
T0206,2,T020602,https://www.gem.wiki/Alaska_LNG_Terminal,Alaska LNG Terminal,T2,Export,Proposed,United States,,Alaska South Central LNG Terminal,Alaska Gasline Development Corporation [100.00%],State of Alaska [100.00%],United States,6.7,mtpa,6.7,9.11,2017,,,,2030,,,,,,yes,Confirmed,2030,,,,,Nikiski,Americas,Northern America,,Alaska,60.65996,-151.36505,exact,,5600000000,USD,5600000000,Pre-FID,2025,,,,,,,,,2024/7/3
T0206,3,T020603,https://www.gem.wiki/Alaska_LNG_Terminal,Alaska LNG Terminal,T3,Export,Proposed,United States,,Alaska South Central LNG Terminal,Alaska Gasline Development Corporation [100.00%],State of Alaska [100.00%],United States,6.7,mtpa,6.7,9.11,2017,,,,2030,,,,,,yes,Confirmed,2030,,,,,Nikiski,Americas,Northern America,,Alaska,60.65996,-151.36505,exact,,5600000000,USD,5600000000,Pre-FID,2025,,,,,,,,,2024/7/3
T0207,1,T020701,https://www.gem.wiki/Alturas_LNG_Terminal,Alturas LNG Terminal,,Export,Cancelled,United States,,,Alturas LLC [100.00%],Highstar Capital IV [unknown %]; WesPac Energy LLC [unknown %],United States; United States,1.5,mtpa,1.5,2.04,2014,,,,2016,,,,,,,,2016,2016,2018,Presumed,,Port Arthur,Americas,Northern America,,Texas,29.885,-93.94,approximate,,,,--,,,,,,,,,,,2024/7/8
T0208,1,T020801,https://www.gem.wiki/American_LNG_Hialeah_Terminal,American LNG Hialeah Terminal,,Export,Operating,United States,,,Fortress Investment Group [100.00%],Softbank [100.00%],United States,0.01,bcf/d,0.06,0.08,,,,,2016,,,,,,,,2016,,,,,Medley,Americas,Northern America,,Florida,25.809175,-80.296697,approximate,,,,--,,,,,,,,,,,2024/7/8
T0209,1,T020901,https://www.gem.wiki/American_LNG_Titusville_Terminal,American LNG Titusville Terminal,,Export,Cancelled,United States,,,American LNG Marketing LLC [100.00%],Fortress Investment Group [100.00%],United States,0.08,bcf/d,0.63,0.85,2015,,,,,,,,,,,,--,2019,2021,Presumed,,Titusville,Americas,Northern America,,Florida,28.591111,-80.82,approximate,,,,--,,,,,,,,,,,2024/7/8
T0210,1,T021001,https://www.gem.wiki/Annova_LNG_Terminal,Annova LNG Brownsville Terminal,T1,Export,Cancelled,United States,,,Annova LNG [100.00%],Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%],United States; Canada; United States; United States,1.08,mtpa,1.08,1.47,,,,,2025,,,,,,,,2025,,2021,Confirmed,,Brownsville,Americas,Northern America,,Texas,25.950835,-97.410844,approximate,,500000000,USD,500000000,Pre-FID,2021,,,,,,,,,2024/7/8
T0210,2,T021002,https://www.gem.wiki/Annova_LNG_Terminal,Annova LNG Brownsville Terminal,T2,Export,Cancelled,United States,,,Annova LNG [100.00%],Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%],United States; Canada; United States; United States,1.08,mtpa,1.08,1.47,,,,,2025,,,,,,,,2025,,2021,Confirmed,,Brownsville,Americas,Northern America,,Texas,25.950835,-97.410844,approximate,,500000000,USD,500000000,Pre-FID,2021,,,,,,,,,2024/7/8
T0210,3,T021003,https://www.gem.wiki/Annova_LNG_Terminal,Annova LNG Brownsville Terminal,T3,Export,Cancelled,United States,,,Annova LNG [100.00%],Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%],United States; Canada; United States; United States,1.08,mtpa,1.08,1.47,,,,,2025,,,,,,,,2025,,2021,Confirmed,,Brownsville,Americas,Northern America,,Texas,25.950835,-97.410844,approximate,,500000000,USD,500000000,Pre-FID,2021,,,,,,,,,2024/7/8
T0210,4,T021004,https://www.gem.wiki/Annova_LNG_Terminal,Annova LNG Brownsville Terminal,T4,Export,Cancelled,United States,,,Annova LNG [100.00%],Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%],United States; Canada; United States; United States,1.08,mtpa,1.08,1.47,,,,,2025,,,,,,,,2025,,2021,Confirmed,,Brownsville,Americas,Northern America,,Texas,25.950835,-97.410844,approximate,,500000000,USD,500000000,Pre-FID,2021,,,,,,,,,2024/7/8
T0210,5,T021005,https://www.gem.wiki/Annova_LNG_Terminal,Annova LNG Brownsville Terminal,T5,Export,Cancelled,United States,,,Annova LNG [100.00%],Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%],United States; Canada; United States; United States,1.08,mtpa,1.08,1.47,,,,,2025,,,,,,,,2025,,2021,Confirmed,,Brownsville,Americas,Northern America,,Texas,25.950835,-97.410844,approximate,,500000000,USD,500000000,Pre-FID,2021,,,,,,,,,2024/7/8
T0210,6,T021006,https://www.gem.wiki/Annova_LNG_Terminal,Annova LNG Brownsville Terminal,T6,Export,Cancelled,United States,,,Annova LNG [100.00%],Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%],United States; Canada; United States; United States,1.08,mtpa,1.08,1.47,,,,,2025,,,,,,,,2025,,2021,Confirmed,,Brownsville,Americas,Northern America,,Texas,25.950835,-97.410844,approximate,,500000000,USD,500000000,Pre-FID,2021,,,,,,,,,2024/7/8
T0212,1,T021201,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T1,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,2,T021202,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T2,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,3,T021203,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T3,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,4,T021204,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T4,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,5,T021205,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T5,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,6,T021206,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T6,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,7,T021207,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T7,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,8,T021208,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T8,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,9,T021209,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T9,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,10,T021210,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T10,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,11,T021211,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T11,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,12,T021212,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T12,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,13,T021213,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T13,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,14,T021214,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T14,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,15,T021215,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T15,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,16,T021216,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T16,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,17,T021217,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T17,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0212,18,T021218,https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal,Calcasieu Pass LNG Terminal,T18,Export,Operating,United States,,,Venture Global Calcasieu Pass [100.00%],Venture Global LNG [100.00%],United States,0.67,mtpa,0.67,0.91,,,2020,2,2022,5,,,,,,,2022,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.77292736,-93.3343038,exact,,394444444,USD,394444444.4,,,,,,,,,,yes,2024/5/21
T0213,1,T021301,https://www.gem.wiki/CE_FLNG_Terminal,CE FLNG Terminal,T1,Export,Cancelled,United States,,,CE FLNG LLC [100.00%],Cambridge Energy LLC [100.00%],United States,4,mtpa,4,5.44,,,,,2026,,,,,,yes,Presumed,2026,2022,2015,Confirmed,2015,Plaquemines Parish,Americas,Northern America,,Louisiana,29.30079786,-89.35821088,approximate,,4000000000,USD,4000000000,Pre-FID,,yes,,,,,,,,2024/5/21
T0213,2,T021302,https://www.gem.wiki/CE_FLNG_Terminal,CE FLNG Terminal,T2,Export,Cancelled,United States,,,CE FLNG LLC [100.00%],Cambridge Energy LLC [100.00%],United States,4,mtpa,4,5.44,,,,,2026,,,,,,yes,Presumed,2026,2022,2015,Confirmed,2015,Plaquemines Parish,Americas,Northern America,,Louisiana,29.30079786,-89.35821088,approximate,,4000000000,USD,4000000000,Pre-FID,,yes,,,,,,,,2024/5/21
T0214,0,T021400,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Import Terminal,Import,Mothballed,United States,,,Cameron LNG LLC [100.00%],Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%],United States; Japan; France; Japan; Japan,11.4,mtpa,11.4,15.5,,,,,2009,,,,,,,,2009,,,,,Hackberry,Americas,Northern America,,Louisiana,30.035471,-93.3383568,exact,,,,--,,,,,,,,,,,2024/7/1
T0214,1,T021401,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export Terminal T1,Export,Operating,United States,,,Cameron LNG LLC [100.00%],Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%],United States; Japan; France; Japan; Japan,4.5,mtpa,4.5,6.12,2012,,,,2019,,,,,,,,2019,,,,,Hackberry,Americas,Northern America,,Louisiana,30.035471,-93.3383568,exact,,3333333333,USD,3333333333,FID,,,,,,,,yes,yes,2024/7/1
T0214,2,T021402,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export Terminal T2,Export,Operating,United States,,,Cameron LNG LLC [100.00%],Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%],United States; Japan; France; Japan; Japan,4.5,mtpa,4.5,6.12,2012,,,,2019,,,,,,,,2019,,,,,Hackberry,Americas,Northern America,,Louisiana,30.035471,-93.3383568,exact,,3333333333,USD,3333333333,FID,,,,,,,,yes,yes,2024/7/1
T0214,3,T021403,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export Terminal T3,Export,Operating,United States,,,Cameron LNG LLC [100.00%],Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%],United States; Japan; France; Japan; Japan,4.5,mtpa,4.5,6.12,2012,,,,2020,,,,,,,,2020,,,,,Hackberry,Americas,Northern America,,Louisiana,30.035471,-93.3383568,exact,,3333333333,USD,3333333333,FID,,,,,,,,yes,yes,2024/7/1
T0214,4,T021404,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export Terminal T4,Export,Proposed,United States,,,Cameron LNG LLC [100.00%],Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%],United States; Japan; France; Japan; Japan,6.75,mtpa,6.75,9.18,,,,,2026,,,,2027,,yes,Confirmed,2027,,,,,Hackberry,Americas,Northern America,,Louisiana,30.035471,-93.3383568,exact,,,,--,Pre-FID,2025,,,,,,,yes,yes,2024/7/1
T0214,5,T021405,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export Terminal T5,Export,Cancelled,United States,,,Cameron LNG LLC [100.00%],Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%],United States; Japan; France; Japan; Japan,5,mtpa,5,6.8,,,,,2026,,,,,,,,2026,,2022,,,Hackberry,Americas,Northern America,,Louisiana,30.035471,-93.3383568,exact,,,,--,Pre-FID,2021,,,,,,,,yes,2024/7/1
T0214,6,T021406,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export Terminal Debottlenecking (T1–T3),Export,Proposed,United States,,,Cameron LNG LLC [100.00%],Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%],United States; Japan; France; Japan; Japan,0.68,mtpa,0.68,0.92,,,,,2026,,,,,,yes,Confirmed,2026,,,,,Hackberry,Americas,Northern America,,Louisiana,30.035471,-93.3383568,exact,,,,--,Pre-FID,2023,,,,,,,yes,yes,2024/7/1
T0215,1,T021501,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,T1,Export,Proposed,United States,,,Commonwealth LNG [100.00%],Kimmeridge [90.00%]; Commonwealth LNG [10.00%],United States; United States,1.55,mtpa,1.55,2.11,,,,,2024,,,,2027,,yes,Confirmed,2027,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.764163,-93.348066,approximate,,666666667,USD,666666666.7,Pre-FID,2025,,,,,,,,yes,2024/5/22
T0215,2,T021502,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,T2,Export,Proposed,United States,,,Commonwealth LNG [100.00%],Kimmeridge [90.00%]; Commonwealth LNG [10.00%],United States; United States,1.55,mtpa,1.55,2.11,,,,,2024,,,,2027,,yes,Confirmed,2027,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.764163,-93.348066,approximate,,666666667,USD,666666666.7,Pre-FID,2025,,,,,,,,yes,2024/5/22
T0215,3,T021503,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,T3,Export,Proposed,United States,,,Commonwealth LNG [100.00%],Kimmeridge [90.00%]; Commonwealth LNG [10.00%],United States; United States,1.55,mtpa,1.55,2.11,,,,,2024,,,,2027,,yes,Confirmed,2027,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.764163,-93.348066,approximate,,666666667,USD,666666666.7,Pre-FID,2025,,,,,,,,yes,2024/5/22
T0215,4,T021504,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,T4,Export,Proposed,United States,,,Commonwealth LNG [100.00%],Kimmeridge [90.00%]; Commonwealth LNG [10.00%],United States; United States,1.55,mtpa,1.55,2.11,,,,,2024,,,,2027,,yes,Confirmed,2027,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.764163,-93.348066,approximate,,666666667,USD,666666666.7,Pre-FID,2025,,,,,,,,yes,2024/5/22
T0215,5,T021505,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,T5,Export,Proposed,United States,,,Commonwealth LNG [100.00%],Kimmeridge [90.00%]; Commonwealth LNG [10.00%],United States; United States,1.55,mtpa,1.55,2.11,,,,,2024,,,,2027,,yes,Confirmed,2027,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.764163,-93.348066,approximate,,666666667,USD,666666666.7,Pre-FID,2025,,,,,,,,yes,2024/5/22
T0215,6,T021506,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,T6,Export,Proposed,United States,,,Commonwealth LNG [100.00%],Kimmeridge [90.00%]; Commonwealth LNG [10.00%],United States; United States,1.55,mtpa,1.55,2.11,,,,,2024,,,,2027,,yes,Confirmed,2027,,,,,Cameron Parish,Americas,Northern America,,Louisiana,29.764163,-93.348066,approximate,,666666667,USD,666666666.7,Pre-FID,2025,,,,,,,,yes,2024/5/22
T0216,1,T021601,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,T1 (Stage 1),Export,Operating,United States,,,Corpus Christi Liquefaction LLC [100.00%],Cheniere Energy [100.00%],United States,5,mtpa,5,6.8,2011,,,,2018,,,,,,,,2018,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,5166666667,USD,5166666667,,,,,,,,,,,2024/5/22
T0216,2,T021602,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,T2 (Stage 1),Export,Operating,United States,,,Corpus Christi Liquefaction LLC [100.00%],Cheniere Energy [100.00%],United States,5,mtpa,5,6.8,2011,,,,2019,,,,,,,,2019,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,5166666667,USD,5166666667,,,,,,,,,,,2024/5/22
T0216,3,T021603,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,T3 (Stage 2),Export,Operating,United States,,,Corpus Christi Liquefaction LLC [100.00%],Cheniere Energy [100.00%],United States,5,mtpa,5,6.8,2018,,,,2021,,,,,,,,2021,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,5166666667,USD,5166666667,,,,,,,,,,,2024/5/22
T0216,4,T021604,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,T4 (Stage 3),Export,Construction,United States,,,"Corpus Christi Liquefaction Stage III, LLC [100.00%]",Cheniere Energy [100.00%],United States,1.64,mtpa,1.64,2.23,,,2022,10,2024,,,,2025,,yes,Confirmed,2025,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,1142857143,USD,1142857143,FID,2022,,,,,,,,,2024/5/22
T0216,5,T021605,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,T5 (Stage 3),Export,Construction,United States,,,"Corpus Christi Liquefaction Stage III, LLC [100.00%]",Cheniere Energy [100.00%],United States,1.64,mtpa,1.64,2.23,,,2022,10,2024,,,,2025,,yes,Confirmed,2025,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,1142857143,USD,1142857143,FID,2022,,,,,,,,,2024/5/22
T0216,6,T021606,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,T6 (Stage 3),Export,Construction,United States,,,"Corpus Christi Liquefaction Stage III, LLC [100.00%]",Cheniere Energy [100.00%],United States,1.64,mtpa,1.64,2.23,,,2022,10,2024,,,,2025,,yes,Confirmed,2025,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,1142857143,USD,1142857143,FID,2022,,,,,,,,,2024/5/22
T0216,7,T021607,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,T7 (Stage 3),Export,Construction,United States,,,"Corpus Christi Liquefaction Stage III, LLC [100.00%]",Cheniere Energy [100.00%],United States,1.64,mtpa,1.64,2.23,,,2022,10,2024,,,,2025,,yes,Confirmed,2025,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,1142857143,USD,1142857143,FID,2022,,,,,,,,,2024/5/22
T0216,8,T021608,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,T8 (Stage 3),Export,Construction,United States,,,"Corpus Christi Liquefaction Stage III, LLC [100.00%]",Cheniere Energy [100.00%],United States,1.64,mtpa,1.64,2.23,,,2022,10,2024,,,,2025,,yes,Confirmed,2025,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,1142857143,USD,1142857143,FID,2022,,,,,,,,,2024/5/22
T0216,9,T021609,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,T9 (Stage 3),Export,Construction,United States,,,"Corpus Christi Liquefaction Stage III, LLC [100.00%]",Cheniere Energy [100.00%],United States,1.64,mtpa,1.64,2.23,,,2022,10,2024,,,,2025,,yes,Confirmed,2025,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,1142857143,USD,1142857143,FID,2022,,,,,,,,,2024/5/22
