year,reporter,reporter_name,partner,partner_name,flow,flow_name,product_code,product_name,trade_value_raw_usd
2004,JPN,Japan,CHL,Chile,X,Export,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",59453.0
2004,JPN,Japan,CHN,China,M,Import,2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",1751399477.0
2004,JPN,Japan,CHN,China,X,Export,2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",61682.0
2004,JPN,Japan,CHN,China,M,Import,2709,Petroleum oils and oils obtained from bituminous minerals; crude,133049586.0
2004,JPN,Japan,CHN,China,X,Export,2709,Petroleum oils and oils obtained from bituminous minerals; crude,1030829.0
2004,JPN,Japan,CHN,China,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",427432131.0
2004,JPN,Japan,CHN,China,X,Export,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",510395752.0
2004,JPN,Japan,CHN,China,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,6067861.0
2004,JPN,Japan,CHN,China,X,Export,2711,Petroleum gases and other gaseous hydrocarbons,959001.0
2004,JPN,Japan,COL,Colombia,M,Import,2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",3872059.0
2004,JPN,Japan,COL,Colombia,X,Export,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",17351.0
2004,JPN,Japan,CRI,Costa Rica,X,Export,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",23881.0
2004,JPN,Japan,CZE,Czechia,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",12488.0
2004,JPN,Japan,CZE,Czechia,X,Export,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",276416.0
2004,JPN,Japan,DEU,Germany,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",11735346.0
2004,JPN,Japan,DEU,Germany,X,Export,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",571348.0
2004,JPN,Japan,DEU,Germany,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,84739.0
2004,JPN,Japan,DMA,Dominica,X,Export,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",3330.0
2004,JPN,Japan,DNK,Denmark,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",22515.0
2004,JPN,Japan,DNK,Denmark,X,Export,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",2035.0
