year,reporter,reporter_name,partner,partner_name,flow,flow_name,product_code,product_name,trade_value_raw_usd
2006,AGO,Angola,ARE,United Arab Emirates,M,Import,2709,Petroleum oils and oils obtained from bituminous minerals; crude,1367.5
2006,AGO,Angola,ARE,United Arab Emirates,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",2481842.854
2006,AGO,Angola,ARE,United Arab Emirates,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,38230.013
2006,AGO,Angola,ARG,Argentina,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",77.209
2006,AGO,Angola,AUS,Australia,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",97933.278
2006,AGO,Angola,AUS,Australia,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,1120.667
2006,AGO,Angola,BEL,Belgium,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",513234.202
2006,AGO,Angola,BEL,Belgium,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,133952.537
2006,AGO,Angola,BRA,Brazil,X,Export,2709,Petroleum oils and oils obtained from bituminous minerals; crude,345028565.3
2006,AGO,Angola,BRA,Brazil,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",24575090.21
2006,AGO,Angola,BRA,Brazil,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,444.798
2006,AGO,Angola,CAN,Canada,M,Import,2709,Petroleum oils and oils obtained from bituminous minerals; crude,354.478
2006,AGO,Angola,CAN,Canada,X,Export,2709,Petroleum oils and oils obtained from bituminous minerals; crude,2096770378.0
2006,AGO,Angola,CAN,Canada,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",112316.23
2006,AGO,Angola,CCK,Cocos Isds,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,820242.962
2006,AGO,Angola,CHE,Switzerland,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",25627.81
2006,AGO,Angola,CHL,Chile,X,Export,2709,Petroleum oils and oils obtained from bituminous minerals; crude,1073145799.0
2006,AGO,Angola,CHL,Chile,X,Export,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",17080891.4
2006,AGO,Angola,CHL,Chile,X,Export,2711,Petroleum gases and other gaseous hydrocarbons,20490401.58
2006,AGO,Angola,CHN,China,X,Export,2709,Petroleum oils and oils obtained from bituminous minerals; crude,10837930789.0
2006,AGO,Angola,CHN,China,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",40552969.19
2006,AGO,Angola,CHN,China,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,1558.0
2006,AGO,Angola,CHN,China,X,Export,2711,Petroleum gases and other gaseous hydrocarbons,33661270.13
2006,AGO,Angola,CIV,C_e d'Ivoire,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",24533714.65
2006,AGO,Angola,CIV,C_e d'Ivoire,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,3468.434
2006,AGO,Angola,CMR,Cameroon,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",2907.405
2006,AGO,Angola,COD,Dem. Rep. of the Congo,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",5.203
2006,AGO,Angola,COD,Dem. Rep. of the Congo,X,Export,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",18629796.95
2006,AGO,Angola,COG,Congo,M,Import,2709,Petroleum oils and oils obtained from bituminous minerals; crude,67418.58
2006,AGO,Angola,COG,Congo,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",3419817.411
2006,AGO,Angola,COG,Congo,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,7420306.501
2006,AGO,Angola,CZE,Czechia,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",23.67
2006,AGO,Angola,DEU,Germany,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",121519.268
2006,AGO,Angola,DNK,Denmark,M,Import,2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",368.543
2006,AGO,Angola,DNK,Denmark,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",8552.789
2006,AGO,Angola,ECU,Ecuador,X,Export,2711,Petroleum gases and other gaseous hydrocarbons,31444563.74
2006,AGO,Angola,ESP,Spain,X,Export,2709,Petroleum oils and oils obtained from bituminous minerals; crude,345266634.5
2006,AGO,Angola,ESP,Spain,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",2148394.03
2006,AGO,Angola,ESP,Spain,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,166.551
2006,AGO,Angola,EST,Estonia,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",27822242.84
2006,AGO,Angola,FIN,Finland,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",1839.761
2006,AGO,Angola,FRA,France,M,Import,2709,Petroleum oils and oils obtained from bituminous minerals; crude,19809.672
2006,AGO,Angola,FRA,France,X,Export,2709,Petroleum oils and oils obtained from bituminous minerals; crude,1243395142.0
2006,AGO,Angola,FRA,France,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",2493182.417
2006,AGO,Angola,FRA,France,X,Export,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",17393851.62
2006,AGO,Angola,FRA,France,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,126373.423
2006,AGO,Angola,FRA,France,X,Export,2711,Petroleum gases and other gaseous hydrocarbons,21952741.37
2006,AGO,Angola,GAB,Gabon,M,Import,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",16260.669
