country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,20,25,490809065.34,1777250625.9870002,2268059691.327
CAN,Canada,North_America,158,103,40522320090.697,46060315794.582,86582635885.27899
CHN,China,Asia_Pacific,195,117,17151573177.001,143802810350.782,160954383527.78302
CRI,Costa Rica,Other,23,49,2067759.622,2175873468.0,2177941227.622
CUW,Cura_o,Other,36,26,1782899874.617,1561354397.175,3344254271.792
DOM,Dominican Rep.,Other,38,51,688856667.1589999,4308941205.174,4997797872.333
FRA,France,Europe,182,133,13691806922.895,93934793998.248,107626600921.143
GTM,Guatemala,Other,18,49,440986167.01,3466921408.197,3907907575.207
ITA,Italy,Europe,163,100,15832133398.071001,74609123092.698,90441256490.769
KOR,Rep. of Korea,Asia_Pacific,172,110,47149307933.631004,141528409387.069,188677717320.7
KWT,Kuwait,Middle_East,74,62,96006300355.33202,208894274.0,96215194629.33202
MAR,Morocco,Other,50,69,1144423092.461,10554798132.961,11699221225.422
SDN,Sudan,Other,18,67,2167980222.467,1564482068.5260007,3732462290.993001
SEN,Senegal,Other,45,56,453917096.87,1939867903.689,2393785000.559
SGP,Singapore,Asia_Pacific,155,107,63802075248.06899,113890561466.84703,177692636714.91602
SLV,El Salvador,Other,18,42,45569037.169,1771681120.87,1817250158.0389998
SUR,Suriname,Other,13,36,435293897.418,382584556.843,817878454.2609999
TZA,United Rep. of Tanzania,Other,33,77,68718491.062,3521612179.9440002,3590330671.006
USA,USA,North_America,192,128,120531594906.80199,165942812536.44202,286474407443.244
VEN,Venezuela,Latin_America,47,38,39473466064.27499,3440779965.961,42914246030.235985
_X ,"Areas, nes",Other,65,65,20088171466.424,92409025633.174,112497197099.59799
AFG,Afghanistan,Other,10,30,88573497.895,798246981.36,886820479.255
ARE,United Arab Emirates,Middle_East,156,104,143017184116.70502,2282357317.0540004,145299541433.759
BEL,Belgium,Europe,182,109,51559352222.82298,33687832029.236,85247184252.05899
