country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,24,26,1344421184.796,1171516231.4299998,2515937416.226
BRA,Brazil,Latin_America,91,78,28662599099.753006,40084344308.563,68746943408.31601
BRB,Barbados,Other,25,38,250089400.268,1463012481.5660002,1713101881.834
CAN,Canada,North_America,159,101,38923012150.26,50102887160.284,89025899310.544
COL,Colombia,Latin_America,81,64,40081992044.815,5605688967.771,45687681012.586
CUW,Cura_o,Other,42,31,3194230646.664,2638773122.98,5833003769.644
DOM,Dominican Rep.,Other,45,60,580020730.4919999,4336157078.0,4916177808.492
ECU,Ecuador,Latin_America,32,49,14283116631.235003,3534570139.6730003,17817686770.908005
FRA,France,Europe,186,126,16918519759.938004,112286889202.19199,129205408962.12999
GBR,United Kingdom,Europe,176,112,58762534322.95401,69420713226.123,128183247549.07701
GMB,Gambia,Other,3,27,10412944.413,102724235.29799998,113137179.71099998
GTM,Guatemala,Other,13,40,357401958.174,3226089968.0,3583491926.174
IND,India,Asia_Pacific,157,122,45855153874.475,135992742531.483,181847896405.958
ISR,Israel,Other,82,67,3859076858.327,19741064967.262,23600141825.589
JOR,Jordan,Other,26,57,118446449.303,6590162091.719,6708608541.022
NLD,Netherlands,Europe,182,134,88551894181.17699,107807536635.68903,196359430816.86603
SDN,Sudan,Other,13,61,2147383553.359,532885410.013,2680268963.3719997
SGP,Singapore,Asia_Pacific,148,106,66525884411.36102,123428293053.53401,189954177464.89502
SUR,Suriname,Other,12,32,244078343.605,268468252.16400003,512546595.76900005
TTO,Trinidad and Tobago,Other,77,48,13022135232.693996,4900683191.457,17922818424.150997
URY,Uruguay,Other,14,44,81888644.474,2943488943.9820004,3025377588.4560003
USA,USA,North_America,194,136,102632277866.62401,205722793863.88098,308355071730.505
VCT,Saint Vincent and the Grenadines,Other,13,40,318089.235,116323180.58299999,116641269.81799999
VEN,Venezuela,Latin_America,61,45,67032610396.125,479141116.842,67511751512.967
_X ,"Areas, nes",Other,60,61,24218050095.245003,70742311845.60999,94960361940.85498
AFG,Afghanistan,Other,4,37,60402445.0,1280021302.6779997,1340423747.6779997
ARE,United Arab Emirates,Middle_East,163,108,127062295606.127,8113970442.614001,135176266048.741
MYS,Malaysia,Asia_Pacific,114,80,62067677508.632996,27479240926.689,89546918435.32199
PAK,Pakistan,Other,35,65,660772613.566,15838991617.337,16499764230.903
SEN,Senegal,Other,40,63,766315803.473,1800815334.708,2567131138.1809998
AGO,Angola,Africa,36,56,38949219379.475,915059066.452,39864278445.927
A59,"North America and Central America, nes",Other,0,4,0.0,23358659455.0,23358659455.0
BEL,Belgium,Europe,182,112,49138956006.45099,37343476923.44201,86482432929.893
BEN,Benin,Other,18,48,282704134.769,373395199.676,656099334.4449999
BFA,Burkina Faso,Other,35,57,37833026.282000005,918402128.672,956235154.954
CHN,China,Asia_Pacific,190,115,14496623034.82,201299797968.307,215796421003.127
CIV,C_e d'Ivoire,Other,67,64,3149438092.544999,3023901652.8210006,6173339745.365999
CMR,Cameroon,Other,32,58,2810496516.058,1936743538.584,4747240054.642
COG,Congo,Other,31,46,9858133368.468,81260516.176,9939393884.644001
CRI,Costa Rica,Other,30,54,21124725.169,2262148828.0,2283273553.169
DEU,Germany,Europe,181,114,33572805911.02999,90973238227.68501,124546044138.715
DNK,Denmark,Europe,120,77,9463341758.975002,8584025182.856001,18047366941.831
ESP,Spain,Europe,158,113,19042510788.472004,79134122502.46402,98176633290.93602
IDN,Indonesia,Asia_Pacific,81,71,66718147584.992,43929330829.94,110647478414.932
ITA,Italy,Europe,165,99,25991035363.50599,105040887675.529,131031923039.035
JPN,Japan,Asia_Pacific,161,90,11823155391.084,216459927126.691,228283082517.77502
KOR,Rep. of Korea,Asia_Pacific,165,108,50530408674.607,148161514353.34,198691923027.947
MAR,Morocco,Other,42,68,1117080359.848,11913608172.868,13030688532.716
MOZ,Mozambique,Other,35,52,1605584877.779,1194063539.3149998,2799648417.094
NAM,Namibia,Other,56,33,70652034.78,839435438.878,910087473.658
NER,Niger,Other,28,42,318724650.696,37291163.877000004,356015814.57299995
PAN,Panama,Other,46,70,1272264560.13,4536330623.799,5808595183.929
PER,Peru,Latin_America,44,59,5530356999.382999,8268716200.139998,13799073199.522999
PRT,Portugal,Other,94,75,4392896561.571001,14086877022.967,18479773584.538002
S19,"Other Asia, nes",Other,126,74,14696563213.799995,68549581587.0,83246144800.79999
STP,Sao Tome and Principe,Other,3,18,416447.0,35446884.986999996,35863331.986999996
SWE,Sweden,Europe,142,83,14151079887.024,25602720504.887005,39753800391.911
THA,Thailand,Asia_Pacific,119,84,10960564196.472,46474106561.892,57434670758.364
