country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,10,17,8649237.378999999,90429536.37300001,99078773.752
BEL,Belgium,Europe,184,151,44197116669.94803,43726908524.107025,87924025194.05505
CUW,Cura_o,Other,13,22,64962105.854,253880184.969,318842290.823
GRD,Grenada,Other,9,28,11080.197,106405061.87099999,106416142.06799999
GUY,Guyana,Other,34,45,13545556063.630999,1014722756.3909999,14560278820.022
JOR,Jordan,Other,28,62,45567369.013,3370561387.5490007,3416128756.5620008
KOR,Rep. of Korea,Asia_Pacific,178,110,54585898925.73099,139770239091.68,194356138017.41098
NLD,Netherlands,Europe,187,160,76769369242.36702,114611593422.49405,191380962664.86108
THA,Thailand,Asia_Pacific,140,82,7957613956.344999,49795997007.433,57753610963.778
USA,USA,North_America,189,130,314577507041.2851,140788181515.667,455365688556.9521
_X ,"Areas, nes",Other,57,63,4028264949.9589996,28522091318.025,32550356267.984
AFG,Afghanistan,Other,12,22,232769962.049,175324570.198,408094532.247
BHR,Bahrain,Middle_East,79,60,8115073392.362998,82519624.73600002,8197593017.098998
CAN,Canada,North_America,155,106,50964966460.360985,37102716219.203,88067682679.564
COD,Dem. Rep. of the Congo,Other,38,87,1147876718.19,9181379986.852003,10329256705.042004
DEU,Germany,Europe,189,120,26638742147.148003,89529420719.45604,116168162866.60403
FIN,Finland,Other,114,66,6654191057.877,10997395639.023,17651586696.9
GHA,Ghana,Other,42,85,5501688205.35,5212508915.948999,10714197121.299
MOZ,Mozambique,Other,47,59,5075153675.17,1949270352.4279997,7024424027.598
PAK,Pakistan,Other,45,71,2985763162.598002,16429873243.443005,19415636406.041008
SWE,Sweden,Europe,155,81,10993522827.29,20541222137.725998,31534744965.016
TUR,T_kiye,Other,194,110,10912291216.739998,28488951734.111,39401242950.851
UZB,Uzbekistan,Former_USSR,53,59,796338935.6,2248740359.8679996,3045079295.4679995
AGO,Angola,Africa,40,58,37422968061.68901,3475189665.96,40898157727.64901
ARE,United Arab Emirates,Middle_East,182,136,125411173902.74396,19994898496.744,145406072399.48795
BFA,Burkina Faso,Other,44,65,21655433.263,2107870452.9130003,2129525886.1760004
BGD,Bangladesh,Other,15,44,90909023.572,11525441848.173,11616350871.745
BRA,Brazil,Latin_America,148,77,35880315889.861,34777684035.480995,70657999925.342
CHN,China,Asia_Pacific,204,113,43109319315.018,238520054509.189,281629373824.207
CZE,Czechia,Other,113,77,1861157116.105,12709217617.286999,14570374733.391998
DNK,Denmark,Europe,131,76,3662217406.463,7317701789.998,10979919196.461
ESP,Spain,Europe,164,123,27958601857.011986,65180215303.53301,93138817160.545
FRA,France,Europe,193,148,17053477171.502998,79775443148.10706,96828920319.61005
GBR,United Kingdom,Europe,181,116,44450716138.30602,86233301495.64801,130684017633.95404
GIB,Gibraltar,Other,12,36,199944289.24199998,8657081678.933998,8857025968.175999
IDN,Indonesia,Asia_Pacific,100,82,57734663264.70501,38541654226.525,96276317491.23001
IND,India,Asia_Pacific,174,123,51580857636.973015,113462444137.29994,165043301774.27295
ITA,Italy,Europe,169,103,21548139629.822006,85040483953.87498,106588623583.69699
JPN,Japan,Asia_Pacific,163,84,9466386158.349998,80324358770.281,89790744928.63101
LBN,Lebanon,Other,48,64,314747148.61,4896806911.084001,5211554059.694
LBR,Liberia,Other,18,51,182036663.975,1064677833.4219999,1246714497.3969998
MAR,Morocco,Other,57,79,663627761.734,11360126777.623003,12023754539.357002
MYS,Malaysia,Asia_Pacific,141,94,70750403835.69301,49517234836.52,120267638672.21301
NAM,Namibia,Other,71,65,305550537.75900006,1562773823.5229998,1868324361.2819998
NOR,Norway,Europe,99,74,92797554975.16501,6691788438.002,99489343413.167
PHL,Philippines,Other,35,63,795131608.153,21021861359.549995,21816992967.702995
POL,Poland,Other,144,88,4072747885.162999,29685069860.292,33757817745.454998
PRT,Portugal,Other,118,70,4518620683.162001,11684688314.364,16203308997.526001
S19,"Other Asia, nes",Other,129,77,12148371486.426003,61000125082.835976,73148496569.26198
SGP,Singapore,Asia_Pacific,167,128,58954304926.30596,88199834672.83102,147154139599.137
STP,Sao Tome and Principe,Other,3,15,30877281.933000002,52545191.524,83422473.457
TGO,Togo,Other,33,53,1879760104.9600005,450410449.38800013,2330170554.3480005
VNM,Viet Nam,Other,78,65,3444319442.902001,24294104138.646004,27738423581.548004
ZAF,South Africa,Africa,145,124,13864328045.776995,21280637454.63001,35144965500.407005
AIA,Anguilla,Other,2,7,5174.711,25417308.630999997,25422483.341999996
MSR,Montserrat,Other,1,12,12352.002,7983410.607000002,7995762.609000002
ALB,Albania,Other,42,44,282891706.5080001,715978556.8269999,998870263.335
ARM,Armenia,Other,10,55,4922873.534,1014686151.153,1019609024.687
AUT,Austria,Other,142,85,4327095536.516,16664443278.119997,20991538814.635998
BGR,Bulgaria,Other,91,68,4148456475.1889997,5294868625.541,9443325100.73
BIH,Bosnia Herzegovina,Other,40,59,15268611.161000002,1797758431.6869998,1813027042.8479998
CHL,Chile,Latin_America,45,69,1954246012.8130002,17862479107.343,19816725120.156
CIV,C_e d'Ivoire,Other,51,71,3971426719.005001,4799691869.881,8771118588.886002
CYP,Cyprus,Other,41,71,1773135294.9450002,3163380878.273,4936516173.218
EST,Estonia,Other,93,63,1079247934.3319998,1542741125.9599998,2621989060.292
GEO,Georgia,Other,53,61,89272192.12599999,1649150905.5099995,1738423097.6359994
GRC,Greece,Other,152,96,17531594051.05801,23099295570.41999,40630889621.478
HRV,Croatia,Other,61,62,1002185966.6830003,5717285097.171,6719471063.854
IRL,Ireland,Other,86,86,785279281.5460004,10210253426.040003,10995532707.586002
KWT,Kuwait,Middle_East,87,57,80679282208.66,438417211.615,81117699420.27501
LKA,Sri Lanka,Other,58,48,175024267.376,4039930840.257999,4214955107.633999
LTU,Lithuania,Other,130,65,6169468281.835001,8552304804.236,14721773086.071001
MDA,Rep. of Moldova,Other,23,55,24043317.990999997,1873951866.5930002,1897995184.584
MKD,North Macedonia,Other,42,61,17013085.277000003,1263322757.9899995,1280335843.2669995
MLT,Malta,Other,48,62,3558456651.177,1254022082.178,4812478733.355
MNE,Montenegro,Other,17,46,27806950.901,351381996.7340001,379188947.6350001
ROU,Romania,Other,100,79,3377208188.3170013,9353293979.378,12730502167.695002
SAU,Saudi Arabia,Middle_East,107,85,117115652141.58398,14879108427.161005,131994760568.745
SEN,Senegal,Other,49,71,1133557261.2530003,3490965933.927,4624523195.18
SRB,Serbia,Other,69,70,426893421.116,4007022962.739,4433916383.855
SVN,Slovenia,Other,78,64,2247397717.2669992,4449364039.580999,6696761756.847999
UKR,Ukraine,Other,108,73,603705963.0319996,9918603722.188997,10522309685.220997
AND,Andorra,Other,13,24,1268498.6669999997,127398567.22299999,128667065.88999999
DJI,Djibouti,Other,15,34,116989218.441,449749937.235,566739155.676
MMR,Myanmar,Other,7,39,3589422849.514,5268548006.479,8857970855.993
SLV,El Salvador,Other,22,51,54332950.34199999,2476478580.4500003,2530811530.7920003
SWZ,Eswatini,Other,17,35,376179310.90800005,293717031.059,669896341.967
ZMB,Zambia,Other,15,55,6399932.499000001,1886967927.3190005,1893367859.8180006
ARG,Argentina,Latin_America,55,56,6991359115.714,6583600616.272,13574959731.986
ATG,Antigua and Barbuda,Other,31,33,101957093.4,46039231.564,147996324.96400002
AUS,Australia,Asia_Pacific,125,82,96840458100.05806,41264067297.37499,138104525397.43304
AZE,Azerbaijan,Former_USSR,92,57,23667419676.958008,1972194405.3100002,25639614082.26801
BDI,Burundi,Other,3,18,1015076.015,6560142.767999999,7575218.782999999
BEN,Benin,Other,24,47,41108596.256000005,535024645.17,576133241.426
BES,Bonaire,Other,3,8,192371494.98000002,565008164.181,757379659.161
BHS,Bahamas,Other,27,44,1367355480.947,1101124054.698,2468479535.645
