country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
A59,"North America and Central America, nes",Other,1,4,54058306.0,14960070034.0,15014128340.0
SGP,Singapore,Asia_Pacific,129,95,34528741860.109,58931242377.815,93459984237.92401
ABW,Aruba,Other,24,18,1899863000.4650002,132766089.234,2032629089.6990001
ANT,Netherlands Antilles (...2010),Other,43,41,2137415972.99,2221697258.766,4359113231.756
BHS,Bahamas,Other,25,51,1310789734.2730002,1514757718.8470001,2825547453.1200004
BRA,Brazil,Latin_America,93,69,16677539858.469,19356489870.555,36034029729.024
CAN,Canada,North_America,162,102,30060279976.190998,29502506396.35,59562786372.541
COL,Colombia,Latin_America,80,56,14718913034.883001,1220537875.85,15939450910.733002
CRI,Costa Rica,Other,27,52,63747620.041,988024149.8000001,1051771769.8410001
CZE,Czechia,Other,97,63,1504723915.0240002,8193617222.559,9698341137.583
DEU,Germany,Europe,189,114,22143066312.875,66781601898.03697,88924668210.91197
DNK,Denmark,Europe,114,71,5761856198.488998,4400852679.242,10162708877.730999
DOM,Dominican Rep.,Other,38,57,355716594.54499996,2917278359.3270006,3272994953.8720007
FRA,France,Europe,181,117,11540270918.946003,69270105853.76,80810376772.706
GBR,United Kingdom,Europe,173,112,36103029928.689,49569266222.01,85672296150.699
GRC,Greece,Other,149,87,3373278596.542,11848680050.89,15221958647.432
GTM,Guatemala,Other,20,55,237007365.435,2191439988.0,2428447353.435
MEX,Mexico,North_America,94,84,7028885524.611,15217943137.957,22246828662.568
NLD,Netherlands,Europe,172,113,56630072797.465,48314888460.618004,104944961258.08301
PAN,Panama,Other,50,74,729618603.1309999,548691358.769,1278309961.9
PER,Peru,Latin_America,44,53,1774815641.2080002,3040331444.0,4815147085.208
SDN,Sudan (...2011),Other,21,60,7046359829.285,335161419.396,7381521248.681
TUR,T_kiye,Other,164,80,4591582742.449999,11713327673.178001,16304910415.628
USA,USA,North_America,192,132,49543937954.381,167475838480.758,217019776435.13898
VEN,Venezuela,Latin_America,69,43,72770339706.64499,294404402.085,73064744108.73
YEM,Yemen,Other,35,48,4580209228.33,1962955451.838,6543164680.168
_X ,"Areas, nes",Other,61,67,17510181919.78,81580125028.74901,99090306948.529
AFG,Afghanistan,Other,6,43,4739504.78,996783355.357,1001522860.137
ARE,United Arab Emirates,Middle_East,144,94,75142164601.838,1707146612.706,76849311214.54399
BEN,Benin,Other,12,44,85017819.181,160130617.264,245148436.445
FIN,Finland,Other,102,60,3760448626.483,8186233590.967,11946682217.45
