country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
A59,"North America and Central America, nes",Other,2,3,1486682.0,1368111095.0,1369597777.0
NER,Niger,Other,20,39,87328765.0,99610454.025,186939219.025
SGP,Singapore,Asia_Pacific,125,80,28543241642.519,35923544907.247,64466786549.76601
ABW,Aruba,Other,19,19,3761388470.53,2155424124.727,5916812595.257
ATG,Antigua and Barbuda,Other,35,34,87391517.705,195094030.831,282485548.536
BEL,Belgium,Europe,164,91,22857063518.559,37283310668.247,60140374186.806
BHS,Bahamas,Other,16,52,502415710.663,1115559252.1820002,1617974962.8450003
BMU,Bermuda,Other,3,27,1129267.0,91340103.433,92469370.433
BRA,Brazil,Latin_America,85,82,7364277171.414,13821118726.846,21185395898.260002
BRB,Barbados,Other,32,38,156964280.38,288482999.166,445447279.546
CAN,Canada,North_America,152,92,12301474480.722,27703973965.0,40005448445.722
COL,Colombia,Latin_America,51,54,8776346911.747,734388792.19,9510735703.937
CRI,Costa Rica,Other,27,51,15154799.758000001,985237128.8199999,1000391928.578
CUB,Cuba,Other,6,32,18759796.56,2091060647.0,2109820443.56
ESP,Spain,Europe,141,97,7664726095.985998,39600536122.80601,47265262218.79201
FRA,France,Europe,175,116,9574076517.396997,62211532005.659,71785608523.056
GBR,United Kingdom,Europe,174,98,37778276650.898,43114522880.967,80892799531.865
MEX,Mexico,North_America,85,69,8682666989.266,11692286225.69,20374953214.956
NLD,Netherlands,Europe,164,100,42232252018.68499,40968066249.28,83200318267.965
SWE,Sweden,Europe,132,60,5103353292.293999,12513753806.125,17617107098.419
TTO,Trinidad and Tobago,Other,49,52,8272164871.745,1999706274.835,10271871146.58
USA,USA,North_America,189,126,27173100316.166,138561559577.164,165734659893.33002
ZWE,Zimbabwe,Other,11,34,4911938.437,441969401.98399997,446881340.42099994
AFG,Afghanistan,Other,6,27,1204911.0,462965150.395,464170061.395
HND,Honduras,Other,12,51,6444552.029999999,954871806.392,961316358.4219999
KEN,Kenya,Other,57,62,568237120.133,1330215359.713,1898452479.8460002
KGZ,Kyrgyzstan,Other,30,38,57189434.0,313398260.0,370587694.0
PAK,Pakistan,Other,23,55,594579915.6010001,5243651688.337999,5838231603.938999
VEN,Venezuela,Latin_America,63,45,35734830626.689995,59772629.0,35794603255.689995
AGO,Angola,Africa,28,57,22215665537.371,411281046.0169999,22626946583.387997
CHL,Chile,Latin_America,27,52,1139306178.479,7065752112.237,8205058290.716001
CHN,China,Asia_Pacific,166,93,12542856503.011002,62370097425.44,74912953928.451
COD,Dem. Rep. of the Congo,Other,10,29,248209774.353,255514888.746,503724663.099
DEU,Germany,Europe,181,95,23791657948.943,63274173747.119995,87065831696.06299
ECU,Ecuador,Latin_America,33,41,6219605703.643,580938567.7,6800544271.342999
HKG,"China, Hong Kong SAR",Other,82,46,93800851.41,7352369083.064,7446169934.474
IND,India,Asia_Pacific,117,74,7508235952.592001,12875748469.359001,20383984421.951004
ISR,Israel,Other,62,49,1030458398.1229999,8293102880.34,9323561278.463
ITA,Italy,Europe,171,93,10809640229.228,42170174569.97401,52979814799.20201
JPN,Japan,Asia_Pacific,144,76,2965796610.1919994,85772805297.864,88738601908.056
NOR,Norway,Europe,82,55,60642455126.25702,1902038949.47,62544494075.72702
PER,Peru,Latin_America,38,46,1301248191.599,2391140301.24,3692388492.8389997
PRT,Portugal,Other,67,68,1174056117.519,8144163476.749001,9318219594.268002
S19,"Other Asia, nes",Other,111,60,8479899541.007,30584255562.0,39064155103.007
STP,Sao Tome and Principe,Other,1,13,1195.0,13714094.0,13715289.0
THA,Thailand,Asia_Pacific,81,76,4236965698.064,20616796147.296,24853761845.36
TUR,T_kiye,Other,116,84,2199278805.927,5845783661.540001,8045062467.467001
URY,Uruguay,Other,12,31,142439286.848,946579623.264,1089018910.112
ZAF,South Africa,Africa,129,74,6191199886.898999,7739209110.761,13930408997.66
_X ,"Areas, nes",Other,66,60,19296977141.38,48658055435.746,67955032577.12601
AIA,Anguilla,Other,1,4,291470.0,23055869.0,23347339.0
BGD,Bangladesh,Other,18,54,53119249.0,1254140491.0,1307259740.0
ALB,Albania,Other,11,39,45123691.979,212500297.204,257623989.183
BGR,Bulgaria,Other,92,55,1060992738.955,939821942.911,2000814681.8660002
GRC,Greece,Other,121,77,1380788876.2510002,9587432726.136,10968221602.387
HRV,Croatia,Other,64,55,830153831.009,2646766990.766,3476920821.7749996
KOR,Rep. of Korea,Asia_Pacific,134,90,12642326207.511002,66210580702.728004,78852906910.23901
MKD,North Macedonia,Other,28,39,159047990.79,517224956.15000004,676272946.94
PAN,Panama,Other,38,65,361737950.50000006,1073013602.7490001,1434751553.249
PRK,Dem. People's Rep. of Korea,Other,18,21,142677126.14200002,716972295.768,859649421.9100001
SCG,Serbia and Montenegro (...2005),Other,14,33,81860965.23,491085928.992,572946894.222
AND,Andorra,Other,10,7,409707.835,104396579.901,104806287.73599999
BFA,Burkina Faso,Other,25,49,5274877.074999999,255150869.06600004,260425746.14100003
DZA,Algeria,Africa,58,52,39758310538.93201,133645002.91399999,39891955541.84601
MYS,Malaysia,Asia_Pacific,83,57,17502689260.509,8925766724.912,26428455985.420998
POL,Poland,Other,103,62,2766702653.1549997,11266930785.0,14033633438.154999
SVK,Slovakia,Other,38,49,1786472826.4939997,4342508450.216,6128981276.709999
TLS,Timor-Leste,Other,5,6,65860982.0,34384905.0,100245887.0
ANT,Netherlands Antilles (...2010),Other,42,35,2702707652.481,2588198416.664,5290906069.145
AUS,Australia,Asia_Pacific,115,79,34455413405.496,13613313632.574,48068727038.07
BLZ,Belize,Other,13,33,33336149.72,151370963.931,184707113.651
BOL,Bolivia (Plurinational State of),Other,10,36,1454320714.6599998,238342879.72,1692663594.3799999
CHE,Switzerland,Other,148,71,1401873877.2429998,8223175151.530001,9625049028.773
DOM,Dominican Rep.,Other,20,43,261088534.54,2473701103.72,2734789638.2599998
GRD,Grenada,Other,5,20,14264.0,24234316.0,24248580.0
GTM,Guatemala,Other,22,48,217087449.98000002,1597626365.0,1814713814.98
GUY,Guyana,Other,11,18,82662.0,227025107.0,227107769.0
IDN,Indonesia,Asia_Pacific,77,51,28944299572.04,17418257266.257,46362556838.297
JAM,Jamaica,Other,19,37,1369236.44,1375366246.0,1376735482.44
KNA,Saint Kitts and Nevis,Other,2,17,6138.0,28701951.0,28708089.0
MAR,Morocco,Other,30,54,583970441.946,4368000459.789,4951970901.735
NIC,Nicaragua,Other,7,40,12936360.37,462830192.0,475766552.37
SLV,El Salvador,Other,24,43,26330709.888,938877848.73,965208558.618
SUR,Suriname,Other,13,31,20466744.275,179836328.115,200303072.39000002
ARE,United Arab Emirates,Middle_East,127,75,46415171470.094,698766349.941,47113937820.035
