country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
A59,"North America and Central America, nes",Other,1,5,29677415.58,11901485509.782,11931162925.362
SGP,Singapore,Asia_Pacific,130,107,47971465197.54902,81554629826.55399,129526095024.103
ABW,Aruba,Other,15,26,190585631.031,228906846.79,419492477.821
AGO,Angola,Africa,32,57,29962255296.116,3034153451.4119997,32996408747.528
ANT,Netherlands Antilles (...2010),Other,38,32,1476080802.16,1780909949.2740002,3256990751.434
COL,Colombia,Latin_America,79,61,22000074669.692,2087558826.376,24087633496.068
CRI,Costa Rica,Other,29,55,78443514.954,1708938955.15,1787382470.104
DOM,Dominican Rep.,Other,23,52,178045810.86600003,3601627421.56,3779673232.426
ECU,Ecuador,Latin_America,42,53,9441186926.771,3251523284.2939997,12692710211.064999
KOR,Rep. of Korea,Asia_Pacific,158,108,29240825796.221996,97993451571.297,127234277367.519
MEX,Mexico,North_America,95,81,10129505588.628,23184399621.619,33313905210.247
NLD,Netherlands,Europe,182,109,76177880407.54799,69999444776.836,146177325184.38397
RWA,Rwanda,Other,10,52,1608727.679,127675367.345,129284095.024
SDN,Sudan (...2011),Other,18,57,8788653145.667,760198148.4020001,9548851294.069
USA,USA,North_America,191,132,69665177653.184,188195621327.35898,257860798980.54297
VEN,Venezuela,Latin_America,63,36,89458855049.53,233382727.181,89692237776.711
YEM,Yemen,Other,44,47,7346469743.114,2009161156.0,9355630899.114
_X ,"Areas, nes",Other,66,69,23774903883.310005,105827830751.86899,129602734635.17899
AFG,Afghanistan,Other,7,43,4207247.968,1207661521.65,1211868769.618
ARE,United Arab Emirates,Middle_East,144,104,72521812840.247,2247691454.949,74769504295.196
ESP,Spain,Europe,154,108,10832424270.695002,57518510877.98197,68350935148.67697
KAZ,Kazakhstan,Former_USSR,55,56,33517512355.877003,2100624972.0,35618137327.877
LKA,Sri Lanka,Other,17,44,37955915.452999994,2095155791.785,2133111707.2380002
NGA,Nigeria,Africa,94,82,53353632155.25301,1401424267.1849997,54755056422.43801
PAK,Pakistan,Other,37,54,580097330.4230001,11319052363.975,11899149694.398
TUR,T_kiye,Other,171,89,3595724843.397001,14743880076.949001,18339604920.346
ARG,Argentina,Latin_America,47,53,5602367071.238001,3772614871.0,9374981942.238
BEL,Belgium,Europe,177,104,34410694067.83402,45216173909.100006,79626867976.93402
BHS,Bahamas,Other,28,44,1611839075.0440001,3353298119.3030005,4965137194.347
BRA,Brazil,Latin_America,93,88,23624039634.645,29623168634.681,53247208269.326004
CAN,Canada,North_America,168,103,38854415285.592995,37778246853.151,76632662138.74399
CHN,China,Asia_Pacific,185,111,16096639860.934,132828828826.972,148925468687.906
COG,Congo,Other,45,50,10162620486.794,244737579.57999998,10407358066.374
DEU,Germany,Europe,172,109,24140006147.414997,65171101573.98898,89311107721.40398
FRA,France,Europe,187,119,12324207840.300999,79855902310.67499,92180110150.97598
GAB,Gabon,Other,40,44,5782054268.7960005,301017018.64100003,6083071287.437
GBR,United Kingdom,Europe,173,106,47220903187.15499,40481620675.30299,87702523862.45798
GRD,Grenada,Other,8,32,46478.848000000005,69228741.494,69275220.34200001
HND,Honduras,Other,15,51,143117250.173,1517811588.1,1660928838.273
IND,India,Asia_Pacific,147,106,33711871358.218,109187624368.851,142899495727.069
ITA,Italy,Europe,168,96,16419658120.428,85504966019.561,101924624139.989
JPN,Japan,Asia_Pacific,158,82,11562328298.109999,142368262800.814,153930591098.92398
MUS,Mauritius,Other,31,44,97207298.59,831266513.0,928473811.59
MYS,Malaysia,Asia_Pacific,115,77,44522428459.94699,16339769869.67,60862198329.61699
PAN,Panama,Other,46,74,1281801793.116,589132015.3440001,1870933808.46
PER,Peru,Latin_America,41,55,3299404013.861,5571513326.249999,8870917340.111
PRT,Portugal,Other,92,72,2683129584.202,10591998676.446,13275128260.647999
S19,"Other Asia, nes",Other,125,75,11212132256.671,56695574933.493,67907707190.163994
STP,Sao Tome and Principe,Other,1,14,33.0,35824744.0,35824777.0
THA,Thailand,Asia_Pacific,111,77,7287399630.284001,30484689498.576,37772089128.86
ZAF,South Africa,Africa,146,79,7972060852.935999,14836597908.212994,22808658761.148994
ALB,Albania,Other,28,47,230963130.919,488544349.0,719507479.919
CAF,Central African Rep.,Other,1,15,24305.695,192631831.27299997,192656136.96799996
EGY,Egypt,Africa,96,66,11223993223.274,7558710219.977,18782703443.251
GRC,Greece,Other,148,77,5127007407.886001,15602690333.743,20729697741.629
ISR,Israel,Other,77,56,3285389938.9650006,14460870515.23,17746260454.195
KHM,Cambodia,Other,6,32,28809.137,350494709.301,350523518.438
LBR,Liberia,Other,17,43,242091323.49600002,695168012.817,937259336.3130001
MDA,Rep. of Moldova,Other,13,42,8390290.279,777545096.869,785935387.148
MDG,Madagascar,Other,41,39,49425218.503999986,379346877.16200006,428772095.66600007
MHL,Marshall Isds,Other,11,31,22710556.309,214934671.01500002,237645227.324
MKD,North Macedonia,Other,34,48,9666250.113,811372082.3000001,821038332.4130001
MLT,Malta,Other,46,57,3066908980.1619997,1526377106.9420002,4593286087.104
MNE,Montenegro,Other,6,44,14169462.0,208459479.0,222628941.0
