year,country_name,ppr_us_export_influence,ppr_influence_on_us
2001,PAK,0.00010048491407253067,0.07788805627408638
2001,GRL,8.399395681055712e-05,0.06751656221947633
2001,CHN,0.023919451545211134,0.08878672243020641
2001,CXR,2.4242459661600017e-06,9.037866132864214e-05
2001,NLD,0.012390215386047135,0.10528400219911531
2001,TCD,4.270062497230957e-06,0.0626476149257216
2001,DMA,3.872838206871822e-05,0.14146772101731395
2001,VNM,0.00685419354563935,0.08593880038054841
2001,MLT,0.0006081638293239601,0.10376122056240687
2001,S19,0.009309595499248272,0.0813255092197217
2001,LBN,0.0011877890137813915,0.08616257178997072
2001,LVA,4.6821850216676716e-05,0.14421782553941265
2001,GTM,0.01695262921168328,0.2566118827465878
2001,ASM,6.188812921626362e-06,0.006725106849266531
2001,CAN,0.05320272035968841,0.2600004444982791
2001,CHL,0.0042544939057701184,0.20406711160937166
2001,FSM,2.812631095860333e-05,0.08760904174944656
2001,POL,0.0014048945382223437,0.09290351402727497
2001,STP,2.7103896094156283e-06,9.037866132864214e-05
2001,THA,0.0034112827066216434,0.07986057597022567
2001,O19,1.1545568566743054e-05,0.12819260005892216
2001,LAO,0.00013416601594382896,0.07136009106495829
2001,VEN,0.003935250886078147,0.2073939938796881
2001,GEO,0.00012457853413989434,0.12658246143727175
2001,BVT,1.8367665289413544e-05,9.037866132864214e-05
2001,MYT,0.00010632697626123835,0.06314808344269762
2001,TKM,6.238120727452333e-06,0.08682125097168729
2001,MHL,2.64136688129999e-05,0.06574157750483925
2001,JOR,9.608505854578627e-05,0.10063143505876869
2001,NZL,0.0014314771494684212,0.0887637145196889
2001,CMR,9.834917311190027e-05,0.1128775782851844
2001,ATA,4.6773418417045686e-07,9.037866132864214e-05
2001,CZE,0.0022616428391431112,0.06514808535617495
2001,IRL,0.0014606498614909314,0.13911826885965908
2001,TON,3.484306237209799e-05,0.06500838694360864
2001,BRB,0.0004346505853637894,0.18002354911281584
2001,IOT,3.277457226890238e-05,9.037866132864214e-05
2001,BMU,0.00023045777988004817,0.1544619327251793
2001,SLE,6.786551009100908e-05,0.08779932157248388
2001,X2 ,5.438384827591134e-05,0.1044505459736763
2001,NCL,0.0002273273788660077,0.052322958708279306
2001,ARM,0.00032630162806360815,0.1501399045275472
2001,AUT,0.003809547678384942,0.05670473823444959
2001,PSE,1.0112995336842017e-06,0.0855221867820986
2001,GBR,0.013481620751840003,0.14297466651435958
2001,TUR,0.003142726204680626,0.11574004403331539
2001,MMR,0.0008666080994293812,0.06849529681017229
2001,NAM,0.00019797966515403426,0.0871426897209956
2001,GNQ,7.884590542944807e-05,0.14954121851226793
2001,PYF,6.438869584583178e-05,0.081573540562052
2001,BLZ,0.0007326845154844197,0.15499027829982404
2001,COK,6.644728381309019e-06,0.0501196761116678
2001,PAN,0.00305991981023252,0.172292984107233
2001,CCK,2.5489339131512353e-08,9.037866132864214e-05
2001,SDN,1.6032450663031217e-05,0.07891914637027701
2001,MDG,8.637363629664853e-05,0.07396636040591575
2001,NPL,2.9236243305543792e-05,0.08760904174944656
2001,BHR,0.0016904620813656636,0.07291368031886067
2001,MDA,0.00011156167688597217,0.07467044469599293
2001,PER,0.002573100229641536,0.20467035191682365
2001,URY,0.0001815407692831314,0.1594983505434684
2001,FRO,4.1069626432264625e-05,0.09091311809252643
2001,SWZ,2.445082821189305e-05,0.09183903748388213
2001,TGO,0.00012793847502945416,0.11914450680382124
2001,BFA,0.00034067293394201734,0.1088153255299788
2001,UGA,0.0001455037931840002,0.09465724916715078
2001,BHS,0.00305737460144146,0.21242623528441162
2001,CHE,0.0053380753108426635,0.15169865153264325
2001,ANT,0.01024445437511506,0.17428408181351115
2001,VUT,0.00013033111590340184,0.04598953802844094
2001,UZB,2.6137918915683147e-05,0.0813373575449523
2001,TUN,0.0014010938242078688,0.12013670557140191
2001,TJK,2.424282516658086e-06,0.06404136893298433
2001,MUS,0.00010081301526797669,0.06420095950064247
2001,LTU,3.434034011018706e-05,0.1057799685563121
2001,_X ,0.025416053397087784,0.0791336302828899
2001,LKA,0.00030651223902665095,0.07733479111212989
2001,SLB,1.9015674464649278e-05,0.060657563123222034
2001,IRN,0.001259759818109323,0.08903992951633136
2001,ATG,0.00013657040843683413,0.16225080342437886
2001,MWI,9.015454751962254e-05,0.11800982443003948
2001,COM,7.0877163944294e-05,0.055032021750684064
2001,COL,0.0009411375261773148,0.2219391312528367
2001,BLR,3.1955868979349274e-05,0.09031367518089703
2001,GUY,0.0011296256501287499,0.1958361815123411
2001,CAF,2.2778981719516875e-05,0.11901127220626696
2001,PRK,0.0007502010694642697,0.13613113012448816
2001,KOR,0.027243205874548447,0.09746897466013478
2001,XX ,0.005072865697548919,0.0837883361143653
2001,YEM,5.490812064206598e-06,0.08939947442144444
2001,ESP,0.015482263069922415,0.13533086314140189
2001,KHM,0.00036393338666837455,0.08509430417941836
2001,A59,4.6766308511925526e-05,0.1281926000589222
2001,SVK,0.001056824237439714,0.058970386136552616
2001,KGZ,1.0299414591640759e-05,0.0747095959246138
2001,MAC,0.006924710388610031,0.053705886925101955
2001,DOM,0.008592476779210323,0.06794995568518979
2001,FJI,6.342959380989084e-05,0.09911892491502167
2001,GRC,0.0009718269653437271,0.09526219287563785
2001,TZA,0.00022338764880239275,0.14172273830425064
2001,NIC,0.005267393129997053,0.10201309554583418
2001,MRT,0.00015151392904168046,0.08367122310457181
2001,OMN,3.381663004808318e-05,0.08181313613137965
2001,HKG,0.018267659186905393,0.06318946725071002
2001,GUM,0.0008038799161415324,0.0858386500929693
2001,DJI,8.005185210642725e-06,0.05768710420386239
2001,HUN,0.0020274814138333285,0.060202297488087274
2001,ARE,0.0002659864240695738,0.07733586752523995
2001,KNA,3.056689500274814e-05,0.12191442044453928
2001,CPV,0.0001244149487314025,0.09830746053226004
2001,TUV,5.6804058096015874e-06,0.09915327349486534
2001,IDN,0.008791299458229386,0.08921608611753824
2001,KWT,0.00010765413697892446,0.08713116778400697
2001,PRY,0.0012864231171495692,0.1683405430429965
2001,ECU,0.0011758532066541091,0.19245907035794546
2001,NIU,5.5145885813692246e-09,0.10754615358317286
2001,MLI,0.0003760932117765905,0.10884951891165945
2001,LCA,0.0003178327551746939,0.2680184522952588
2002,MDV,0.00013853644105207922,8.549307188350525e-05
2002,DEU,0.016275955521154063,0.09320283223382614
2002,ISR,0.005926284805577106,0.12571799341833875
2002,TLS,9.630050452991842e-06,0.0725943362294931
2002,SLV,0.005821775580672603,0.19056067780882682
2002,NOR,0.0009427411326661506,0.13101120981906553
2002,SEN,0.0002047390407224993,0.08236767368113757
2002,SHN,2.0617514817848294e-05,0.06897097363477318
2002,TKL,7.378403676915807e-06,0.09793550355904679
2002,COG,5.574351852447292e-05,0.10348857084033905
2002,SYC,8.661420771884438e-06,0.08684832304205256
2002,IND,0.0106066933795821,0.10260719527132088
2002,SMR,5.584745705785512e-07,8.549307188350525e-05
2002,UKR,0.0005935507406561032,0.09693562105320598
2002,NFK,2.5315623432398794e-08,8.549307188350525e-05
2002,MNG,4.2075160645437084e-05,0.0721271730763898
2002,CRI,0.003506994397006045,0.16082509801826153
2002,MYS,0.006689848288412518,0.07708654393843907
2002,FRA,0.01705403127276002,0.11535022981807229
2002,SVN,0.0014227786319860462,0.054297168646964176
2002,PRT,0.005488742898888005,0.1455102542947377
2002,BGR,0.0007332135197882001,0.10247562596768311
2002,PLW,8.025560353151252e-06,0.07519052091432903
2002,ZWE,0.00012214565743437112,0.10690202670355575
2002,SOM,6.025910524121766e-06,0.07684322593006938
2002,ISL,0.00020884358930188903,0.0792774730849684
2002,A79,2.130894909377829e-05,8.549307188350525e-05
2002,MOZ,7.420538916325139e-05,0.09034911674588944
2002,ETH,0.002244745520131793,0.04735719528879269
2002,JAM,0.004683741947652379,0.16141175602312638
2002,RUS,0.0005085297925914576,0.08573279983602067
2002,WSM,3.1001753185195626e-05,0.06781391272569802
2002,GIB,0.0022145437025702128,0.086700009695684
2002,PHL,0.003460422264734473,0.07513352571000823
2002,BDI,5.7283479549368585e-05,0.05623167989851662
2002,HND,0.005798856788579637,0.19482702173213123
2002,BOL,0.0004190015135872103,0.16391859969009764
2002,RWA,8.892551303083219e-05,0.06848361252072249
2002,ZMB,0.00020323052053937106,0.1525604561675675
2002,BTN,3.894414183386262e-06,0.08608915173040084
2002,HRV,0.0010375916453117355,0.05676139036340214
2002,CYM,0.000373351206653716,0.16256811679574024
2002,WLF,3.6319279446183324e-06,8.549307188350525e-05
2002,BEN,9.378965125437437e-05,0.08585117907925639
2002,TCA,2.8589776314560267e-05,0.08837920966553375
2002,TTO,0.0014197428948709955,0.2153574171859147
2002,BRN,2.452098810215679e-05,0.07741798621618025
2002,ERI,1.3618981750854913e-06,0.07283399913489305
2002,QAT,7.554939887804212e-05,0.07715514322338662
2002,ROU,0.0008894811103922595,0.12601937632549676
2002,NGA,0.0010583760621164504,0.15537874176176192
2002,SWE,0.002975581552159318,0.11717080942724221
2002,SGS,7.49697119407197e-09,8.549307188350525e-05
2002,CIV,0.000591416000752446,0.10885451080741113
2002,AND,0.00023148023730592616,0.07906412621948583
2002,BWA,0.00011439489210513594,0.10618244906707577
2002,EST,0.0018687586818329652,0.11085038180474718
2002,AIA,0.0001126107768723333,0.08294181966697094
2002,CYP,0.0019678740360694327,0.09511242857193197
2002,ATF,1.9438165121846883e-05,8.549307188350525e-05
2002,SPM,3.8723046522411036e-07,8.549307188350525e-05
2002,BGD,0.001159459939210946,0.06622266613764155
2002,GNB,1.2012279280318821e-05,0.06041494315655726
2002,LBY,0.0008882975828443828,0.09204970077200683
2002,ARG,0.001095439181549651,0.19296571260014292
2002,AZE,1.7076166373364288e-05,0.08640183721736824
2002,LUX,0.0010275309582796481,0.08933939173097118
2002,IRQ,0.00013639560353223058,0.16497573013908967
2002,KAZ,9.55036266583284e-05,0.08150319482324898
2002,MSR,0.0001445559755594075,0.08601556304085736
2002,NER,0.0010358996163623707,0.09304174730212497
2002,KEN,0.00046203299785321485,0.06785285360985932
2002,E19,0.002364196426370484,0.09275096218241534
2002,AUS,0.006834612245503274,0.08547330007071866
2002,LBR,8.384577531208701e-05,0.07732708354363502
2002,JPN,0.0447364752195887,0.08690579041443826
2002,HTI,0.0018730520204891304,0.10191173976734773
2002,VAT,1.1537111429056954e-05,8.549307188350525e-05
2002,BIH,0.001600144066155495,0.05480950161017063
2002,DZA,0.0007574057375808042,0.13301981024234205
2002,GAB,6.225495463654588e-05,0.21928347308661167
2002,KIR,9.352103842086274e-07,0.0725943362294931
2002,ABW,0.002083490101496867,0.24592921889045238
2002,SGP,0.026081853712125257,0.07409091157215177
2002,PCN,1.026024081987775e-05,0.08703594512613785
2002,USA,0.3145062006691365,0.0
2002,SYR,0.0011853987040471776,0.08875857226228817
2002,COD,0.00018692319091606288,0.2072222801948362
2002,GRD,0.00010377216921255832,0.1365897437979499
2002,GMB,7.028938182398999e-05,0.07316155879792159
2002,GHA,0.0008371746480860451,0.19473040851129744
2002,NRU,1.9948264773295582e-06,0.10195824487300503
2002,BEL,0.01453180189034403,0.10985345072215202
2002,MAR,0.001355026912780894,0.09696992838098688
2002,MEX,0.08252373402237545,0.2391393127025059
2002,EGY,0.00039533530938981815,0.10409404207303492
2002,SAU,0.0004073338470621681,0.10206897501223122
2002,FLK,4.9332216133216076e-05,0.07538548226059817
2002,UMI,1.6750928355521172e-07,0.09413037874245511
2002,SUR,0.0003147324536889852,0.17357883194273832
2002,MKD,0.00044705657998835816,0.12028211944907699
2002,DNK,0.0008112942812995421,0.11040626053138354
2002,FIN,0.0018208689298060913,0.1353090560765747
2002,CUB,0.00044315745580829124,0.11276724994177549
2002,VCT,7.929988658513373e-05,0.1382864093512928
2002,GIN,0.0004121291189856096,0.07875092449717108
2002,ZAF,0.0015766420114452031,0.09448234394312552
2002,SCG,0.0019795613077202134,0.06426458155881125
2002,VGB,0.0003378648053147177,0.10164252689433802
2002,PNG,0.0006375777609910047,0.08105966524622575
2002,AGO,0.00014757475648635645,0.164452420649163
2002,ITA,0.0159280223649625,0.11086384753327445
2002,F19,0.0001526792998053086,8.549307188350525e-05
2002,LSO,1.6648559217328583e-05,0.08302059214601684
2002,X1 ,0.007359659936606544,0.10352132212095962
2002,BRA,0.015968277753740358,0.1920106590243076
2002,ALB,0.00014048445146553083,0.08226996049133976
2002,AFG,4.714515507695887e-06,0.06676114954325323
2002,MNP,0.00011333202544784692,8.549307188350525e-05
2002,PAK,0.00016047491330350598,0.0667352043991915
2002,GRL,7.179343940149631e-06,0.07253772239785329
2002,CHN,0.0287572678343854,0.08482295757861896
2002,CXR,1.3918246972188636e-06,0.06402973347409406
2002,NLD,0.014496301207023717,0.09913899866399395
2002,TCD,7.216067205059757e-06,0.26646127257355995
2002,DMA,1.8773530230374104e-05,0.06322631406202132
2002,VNM,0.006226413752883614,0.08088655173598537
2002,MLT,0.0013898349723355376,0.09212828873840016
2002,S19,0.00782389323743275,0.07899901820002284
2002,LBN,0.0028083609888780677,0.07516272980616379
2002,LVA,3.878761650418493e-05,0.14278588767682546
2002,GTM,0.019642712464975055,0.2613067058093785
2002,ASM,1.2912376801590512e-05,0.05739939702849688
2002,CAN,0.055129449986287334,0.2581374141407357
2002,CHL,0.00357448524421859,0.20966785261579526
2002,FSM,0.00030475415902032026,0.13455885676009705
2002,POL,0.0013110339327349666,0.08119424431016026
2002,STP,1.492544090959633e-06,8.549307188350525e-05
2002,THA,0.004045838246851815,0.07112495347980954
2002,O19,2.2537003533327336e-06,8.549307188350525e-05
2002,LAO,0.00016132937381998334,0.06041936956589282
2002,VEN,0.0018199113668132057,0.21666804819557992
2002,GEO,4.980809899748507e-05,0.09238631759537835
2002,BVT,4.2491077381004266e-07,0.06899173427989316
2002,MYT,2.906993704207178e-05,0.07498170274828446
2002,TKM,1.3342967237901669e-05,0.08287965632170599
2002,MHL,1.8858135025243114e-05,8.549307188350525e-05
2002,JOR,9.493042069439408e-05,0.07230052529700576
2002,NZL,0.0010360705931697334,0.07553954959078686
2002,CMR,0.0001751880152557896,0.11936438460571805
2002,CZE,0.00478423248907444,0.05693906021820674
2002,IRL,0.0014490980436325576,0.14163120070309063
2002,TON,1.3691098135577055e-05,8.549307188350525e-05
2002,BRB,0.00041403674196114086,0.19477009197693623
2002,IOT,4.647886974339384e-05,0.07294463993579398
2002,BMU,0.000302171986770453,0.08721842283642671
2002,SLE,0.00017055670442631937,0.08095690505178374
2002,X2 ,5.926001097893768e-05,0.07110239126359892
2002,NCL,0.0004225341786173955,0.06230740136832125
2002,ARM,0.00015645528556117687,0.07773916441193542
2002,AUT,0.004954988484692795,0.05087251659983512
2002,PSE,1.7114244111071892e-08,0.061289985642417576
2002,GBR,0.01670455068627129,0.14463522816214752
2002,TUR,0.004943916922318096,0.13036023581408301
2002,MMR,0.0005446942204583526,0.060979539053075536
2002,NAM,8.212419114553099e-05,0.09911016758276935
2002,GNQ,2.519269446681216e-05,0.14997151283815027
2002,PYF,5.5579575851959715e-05,0.09921967231357386
2002,BLZ,0.0008215119206371651,0.14299094302328055
2002,COK,1.2098087334929965e-05,8.549307188350525e-05
2002,PAN,0.0044502844617876035,0.18295058245770301
2002,CCK,4.3755618907004433e-07,8.549307188350525e-05
2002,SDN,0.0010615582286912875,0.07306916504965817
2002,MDG,4.437572105512057e-05,0.07558263744213371
2002,NPL,0.000124296246888457,0.05623167989851662
2002,BHR,0.0006905930037849914,0.07291982973196054
2002,MDA,4.9851814882410004e-05,0.08968869732626553
2002,PER,0.0026413392851387767,0.2130581315327238
2002,URY,0.00018312971090917688,0.1491251821664366
2002,FRO,1.3196763205085602e-05,0.1276043746496604
2002,SWZ,4.111045430748855e-05,0.08231939759821387
2002,TGO,0.00022886287718399865,0.08871357543100633
2002,BFA,0.0007295176898544886,0.16483037476592471
2002,UGA,0.00023828055251002423,0.07421503619644694
2002,BHS,0.006129622056384391,0.2107325736917028
2002,CHE,0.005185975332648915,0.13832631284333213
2002,ANT,0.007652353309785412,0.1783296324106196
2002,VUT,0.0002605097735984023,0.06885356393304547
2002,UZB,1.530659610177419e-05,0.11003285296052218
2002,TUN,0.0015991750921505107,0.10463057590422636
2002,TJK,1.1285735444176932e-06,0.18861683210534025
2002,MUS,8.203567647722452e-05,0.06699435583170453
2002,LTU,3.8112754538089775e-05,0.12712403776913173
2002,_X ,0.010737374538530589,0.08541880648796686
2002,LKA,0.0006526925453805848,0.0664496141907991
2002,SLB,8.88006040107019e-06,0.06885117793819336
2002,IRN,0.001360297879136854,0.07701287014658767
2002,ATG,0.0007782187185920445,0.09539048757782649
2002,MWI,6.200728867468629e-05,0.08722653909303714
2002,COM,5.316502662521877e-06,0.10233668196390225
2002,COL,0.0016818846114902107,0.2225919125435183
2002,BLR,5.485907814580244e-05,0.097516086356656
2002,GUY,0.0007664734163569543,0.13400401721680044
2002,CAF,1.668318343935098e-05,0.10141595080658633
2002,PRK,0.0006618173042171889,0.11616709471285548
2002,KOR,0.034153165001632915,0.08920967917159921
2002,XX ,0.004004269303765588,0.07936583835696087
2002,YEM,3.948971150105501e-05,0.08782304947094081
2002,ESP,0.015225715496580002,0.11081448402233647
2002,KHM,0.0003458411669242701,0.06604862106922181
2002,A59,5.583469708937981e-05,0.05623167989851662
2002,SVK,0.0020501731146681727,0.05064049329104554
2002,KGZ,1.259683135974136e-05,0.2223619676302672
2002,MAC,0.0005330894280205856,0.08169596562302021
2002,MCO,0.0,0.06879180001504889
2002,DOM,0.0018154860986201538,0.08703276783545147
2002,FJI,5.740589062428053e-05,0.0592480991912408
2002,GRC,0.0019481687187371585,0.09459537630624167
2002,TZA,0.00020569678744438303,0.10301564827469134
2002,NIC,0.0007608763053014219,0.15467199168232906
2002,MRT,0.00010370746314459122,0.0763777883763337
2002,NTZ,3.098759130483972e-08,8.549307188350525e-05
2002,OMN,8.714464234389151e-05,0.07403608099278719
2002,HKG,0.014164385480373165,0.09625214545811957
2002,GUM,0.0007014936103009478,0.09627373659545313
2002,DJI,0.0018891834960192491,0.05498491779944102
2002,HUN,0.0025244750212885876,0.05432001401543777
2002,ARE,0.00030961800185902265,0.07368330711576743
2002,KNA,3.682456358895034e-05,0.1415174533663068
2002,CPV,0.006150822065815948,0.1228862245597894
2002,TUV,2.9241543708283997e-06,0.0995511926195589
2002,IDN,0.010193456661771766,0.08006325537556751
2002,KWT,0.00021736695635052615,0.08673927515363129
2002,PRY,0.0011447414739760155,0.1143362406911724
2002,ECU,0.0012930405381286355,0.20160040674138938
2002,NIU,6.0338330428311195e-09,8.549307188350525e-05
2002,MLI,0.00034837023638195045,0.09190276738946987
2002,LCA,0.00024051662542182804,0.16684073460640564
2003,MDV,0.00013373620274660487,8.349457315734772e-05
2003,DEU,0.016604607469131623,0.08975175151820762
2003,ISR,0.004967406198715198,0.09384312394791461
2003,TLS,8.059056519803186e-06,0.062173869778530864
2003,SLV,0.005104259847708308,0.18512285560838462
2003,NOR,0.000992606648484141,0.1258238454338838
2003,SEN,0.0003302996553673023,0.0644342143475186
2003,SHN,1.9919390207849004e-05,0.0899065367354367
2003,TKL,3.098518052137596e-06,0.14544664812916874
2003,COG,2.4532189803822644e-05,0.1104093544802718
2003,SYC,2.7151699847221626e-05,0.0870738773778472
2003,IND,0.010622019230590675,0.08514738831706968
2003,SMR,1.1495111503688762e-06,0.2743865654273027
2003,UKR,0.0006657461090915646,0.0993546383346115
2003,NFK,4.651185684599614e-06,8.349457315734772e-05
2003,MNG,4.8392481988631624e-05,0.0695212615638395
2003,CRI,0.0054812240911736275,0.12654748764292303
2003,MYS,0.005755993821760354,0.06635511388198366
2003,FRA,0.013164642223414074,0.11391108909221163
2003,SVN,0.0013117080249208015,0.06863240912448
2003,PRT,0.0035080587441030163,0.1630030692071837
2003,BGR,0.0011250207187791955,0.10520783719891316
2003,PLW,5.874945119161634e-08,0.06036256912077656
2003,ZWE,4.9158789808911516e-05,0.16934562039763465
2003,SOM,2.1746639253358328e-05,0.06175097321079231
2003,ISL,8.461138345400837e-05,0.09461377360570013
2003,A79,3.701170567685666e-05,8.349457315734772e-05
2003,MOZ,9.737956242177527e-05,0.09513367859797679
2003,ETH,5.3512160842257445e-06,8.349457315734772e-05
2003,JAM,0.007708969059593323,0.08106540660774954
2003,RUS,0.000498786667760435,0.09638083191607977
2003,WSM,1.9180702117544747e-05,0.15052744011196126
2003,GIB,0.00230403673929057,0.13495236688860235
2003,PHL,0.002975927481192763,0.062211655338646324
2003,BDI,0.0001317174629886889,0.11537432110107508
2003,HND,0.007047696013733305,0.21529012830435995
2003,BOL,0.00032776699947636897,0.16662997596399556
2003,RWA,1.157281397339087e-05,0.05751141795186194
2003,ZMB,0.00022612633235468183,0.20229603706146
2003,BTN,3.190621705010681e-06,0.07151338104842736
2003,HRV,0.0011017196298676961,0.07751595827858945
2003,CYM,0.00047434601626877767,0.16542207456178995
2003,WLF,1.8931082231606184e-06,0.06050772303012343
2003,BEN,0.00016442457475016183,0.07366891388360747
2003,TCA,1.9431316487344213e-05,8.349457315734772e-05
2003,TTO,0.001274067327288519,0.22447380359715274
2003,BRN,7.60856906170968e-05,0.07215283370367523
2003,ERI,2.432203756557525e-07,8.349457315734772e-05
2003,QAT,5.921704158632068e-05,0.061811437328430766
2003,ROU,0.0005590403276867128,0.11026472770571838
2003,NGA,0.003424900052479452,0.17221117078477158
