country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,14,19,63020766.94,122628313.24,185649080.18
BHR,Bahrain,Middle_East,62,55,6848236250.34,5421865138.84,12270101389.18
COL,Colombia,Latin_America,81,61,22734260000.01,4012900137.36,26747160137.36
CRI,Costa Rica,Other,28,51,1992434.76,1630679588.55,1632672023.31
CUW,Cura_o,Other,25,24,37235793.20,186646211.25,223882004.45
DOM,Dominican Rep.,Other,40,63,70455170.13,3819122389.34,3889577559.47
GUY,Guyana,Other,7,38,327929.04,619487804.02,619815733.06
JOR,Jordan,Other,27,56,118850454.00,3456877434.06,3575727888.05
MYS,Malaysia,Asia_Pacific,131,82,48803160685.52,28663361093.21,77466521778.73
NLD,Netherlands,Europe,184,134,66134916788.01,66488329581.83,132623246369.84
PAN,Panama,Other,53,69,1009163886.17,1017503725.80,2026667611.97
SUR,Suriname,Other,10,41,130100730.43,186272497.27,316373227.70
USA,USA,North_America,191,133,156889922572.03,138592166281.47,295482088853.50
VEN,Venezuela,Latin_America,25,39,16464643603.26,959138025.69,17423781628.95
YEM,Yemen,Other,9,40,1073158481.48,1325778782.57,2398937264.05
AFG,Afghanistan,Other,8,35,91975747.16,1135915934.23,1227891681.39
ARE,United Arab Emirates,Middle_East,166,112,88967537427.13,16369118547.76,105336655974.89
CHL,Chile,Latin_America,39,62,401102831.01,11117459840.51,11518562671.52
CYP,Cyprus,Other,42,69,800521999.29,1692302207.88,2492824207.17
ESP,Spain,Europe,159,113,12314287071.49,47003157878.85,59317444950.34
MLI,Mali,Other,17,49,6831045.47,1393448398.95,1400279444.43
PAK,Pakistan,Other,40,74,451400927.17,14222590494.77,14673991421.94
UZB,Uzbekistan,Former_USSR,17,52,2164139051.82,745097194.47,2909236246.30
AGO,Angola,Africa,36,62,12099076410.13,1967351430.00,14066427840.13
BEL,Belgium,Europe,182,112,32574896158.75,34722016909.99,67296913068.75
BRA,Brazil,Latin_America,143,74,12162212346.75,24361393335.31,36523605682.06
BRN,Brunei Darussalam,Other,27,47,6201909171.86,1615376172.63,7817285344.49
CAN,Canada,North_America,158,113,31291665445.58,31583705969.96,62875371415.54
CHN,China,Asia_Pacific,195,109,30653152114.70,170508036631.10,201161188745.79
COD,Dem. Rep. of the Congo,Other,26,63,648044588.25,347378675.78,995423264.02
COG,Congo,Other,29,47,7744613527.22,89047064.91,7833660592.13
FRA,France,Europe,187,135,10023036276.34,63015507348.26,73038543624.61
GBR,United Kingdom,Europe,179,111,34331805448.18,56019692258.37,90351497706.55
GRC,Greece,Other,152,83,8310949283.45,16040229716.15,24351178999.60
IDN,Indonesia,Asia_Pacific,95,63,34593871047.59,22350196527.74,56944067575.33
IND,India,Asia_Pacific,169,118,31532369991.47,106316115134.61,137848485126.08
ISR,Israel,Other,82,66,2523192527.88,4418600712.08,6941793239.96
ITA,Italy,Europe,170,99,14554584430.25,54934862332.31,69489446762.56
JPN,Japan,Asia_Pacific,170,84,9555819183.12,89802194515.85,99358013698.98
KOR,Rep. of Korea,Asia_Pacific,176,106,35104429833.67,105603941832.07,140708371665.74
KWT,Kuwait,Middle_East,59,57,55138660455.26,323908253.46,55462568708.72
NOR,Norway,Europe,96,69,47072890710.68,4586356683.54,51659247394.22
PER,Peru,Latin_America,62,61,3205470743.24,5921331729.96,9126802473.20
POL,Poland,Other,145,74,2878119045.75,18084214460.80,20962333506.55
PRT,Portugal,Other,119,70,2508792519.64,9548561087.34,12057353606.98
SGP,Singapore,Asia_Pacific,163,115,45337047314.29,73413291895.67,118750339209.96
STP,Sao Tome and Principe,Other,0,15,0.00,34182772.65,34182772.65
SWE,Sweden,Europe,151,80,7230123640.78,16035516240.01,23265639880.79
