source,target,weight,data_source
ABW,ARG,4618606.00,import_reported
ABW,ATG,197.00,import_reported
ABW,BEL,4126241.00,import_reported
ABW,BRA,269675506.00,import_reported
ABW,CAN,115113548.00,import_reported
ABW,COL,100533056.00,import_reported
ABW,CRI,274758058.00,import_reported
ABW,DOM,13263251.72,import_reported
ABW,ECU,42092525.00,import_reported
ABW,FRA,173569538.00,import_reported
ABW,GBR,67936497.00,import_reported
ABW,GTM,2020419.00,import_reported
ABW,MEX,68395586.00,import_reported
ABW,PAN,31292676.00,import_reported
ABW,PER,84570819.00,import_reported
ABW,SDN,334.35,import_reported
ABW,TZA,317.00,import_reported
ABW,USA,3029125575.00,import_reported
ABW,YEM,801.00,import_reported
ARG,AUS,6825.00,import_reported
ARG,BHS,380.00,import_reported
ARG,BOL,145913914.00,import_reported
ARG,BRA,1705123852.00,import_reported
ARG,CAN,70668.00,import_reported
ARG,CHE,4939.33,import_reported
ARG,CHL,1274640987.23,import_reported
ARG,CHN,692656395.00,import_reported
ARG,CIV,1961185.00,import_reported
ARG,CMR,1561438.00,export_mirrored
ARG,COL,1109430.00,import_reported
ARG,CRI,1086481.00,import_reported
ARG,CUB,1723192.00,export_mirrored
ARG,DEU,148.00,export_mirrored
ARG,DOM,1021646.56,import_reported
ARG,ECU,24710240.00,import_reported
ARG,EGY,420586.65,import_reported
ARG,ESP,19358.07,import_reported
ARG,FIN,5.00,export_mirrored
ARG,FRA,2299.00,export_mirrored
ARG,GAB,4017949.00,import_reported
ARG,GBR,6194.00,import_reported
ARG,GHA,4072697.00,import_reported
ARG,GIN,269851.00,import_reported
ARG,GTM,96219845.00,import_reported
ARG,HND,31521217.00,import_reported
ARG,IND,61867.00,import_reported
ARG,ISR,2311.00,export_mirrored
ARG,ITA,17838.14,import_reported
ARG,JPN,23321346.00,import_reported
ARG,KWT,4011.00,import_reported
ARG,LBR,7725113.00,export_mirrored
ARG,LTU,3090412.00,import_reported
ARG,MAR,4593113.39,import_reported
ARG,MEX,243970643.00,import_reported
ARG,MLI,68952.00,import_reported
ARG,MUS,7777.00,import_reported
ARG,NGA,186491380.00,export_mirrored
ARG,NIC,25767952.00,import_reported
ARG,NLD,3276802.00,export_mirrored
ARG,NOR,53327.99,import_reported
ARG,PAN,435002.00,import_reported
ARG,PER,8636030.00,import_reported
ARG,PRY,178673059.00,import_reported
ARG,PSE,72707.41,import_reported
ARG,SDN,19709.34,import_reported
ARG,SEN,6168840.00,import_reported
ARG,SLV,69733161.68,import_reported
ARG,TUR,10911412.00,import_reported
ARG,URY,249452793.00,import_reported
ARG,USA,1924333814.00,import_reported
ARG,VEN,125374.00,import_reported
ARG,VNM,377.00,import_reported
ARG,ZAF,3026390.00,export_mirrored
ATG,AIA,2135176.00,export_mirrored
ATG,AUS,9074.00,export_mirrored
ATG,BGD,12090.00,export_mirrored
ATG,BHS,2646.00,export_mirrored
ATG,BMU,3022.00,export_mirrored
ATG,BRB,860.00,import_reported
ATG,CAN,6955.00,export_mirrored
ATG,CPV,121198.00,export_mirrored
ATG,DMA,5518076.00,export_mirrored
ATG,DOM,102361.00,export_mirrored
ATG,ESP,124340.00,export_mirrored
ATG,FRA,456214.00,export_mirrored
ATG,GBR,275225.00,export_mirrored
ATG,GIB,154709.00,export_mirrored
ATG,GRD,55035.00,export_mirrored
ATG,HND,52.00,import_reported
ATG,IND,14627.00,import_reported
ATG,ITA,21494.00,export_mirrored
ATG,JAM,1042.00,import_reported
ATG,KNA,409621.00,export_mirrored
ATG,KOR,500.00,import_reported
ATG,LCA,1349043.00,export_mirrored
ATG,MSR,392413.00,export_mirrored
ATG,NER,5293.00,export_mirrored
ATG,NIC,3860715.00,export_mirrored
ATG,NLD,249189.00,export_mirrored
ATG,PAN,55470.00,export_mirrored
ATG,PRT,33910.00,export_mirrored
ATG,SAU,1608143.00,export_mirrored
ATG,SUR,304964.00,import_reported
ATG,TCA,45976.00,export_mirrored
ATG,TTO,43874.00,export_mirrored
ATG,TZA,655656.00,import_reported
ATG,USA,8738732.00,export_mirrored
ATG,VCT,8367.00,import_reported
ATG,VEN,616686.00,export_mirrored
ATG,VGB,71353.00,export_mirrored
BEL,ABW,5001.00,export_mirrored
BEL,AGO,1690304.00,import_reported
BEL,ALB,213651.00,import_reported
BEL,AND,32222.55,import_reported
BEL,ARE,8009717.00,import_reported
BEL,ARG,15672136.00,import_reported
BEL,ARM,378175.00,import_reported
BEL,ATG,32901.00,export_mirrored
BEL,AUS,1971744.00,import_reported
BEL,AUT,99102084.00,import_reported
BEL,AZE,12730337.00,import_reported
BEL,BDI,115579.00,import_reported
BEL,BEN,11266278.00,import_reported
BEL,BFA,15382656.93,import_reported
BEL,BGD,219885.00,import_reported
BEL,BGR,21069315.00,import_reported
BEL,BHR,719853.00,import_reported
BEL,BHS,88271.00,export_mirrored
BEL,BIH,1517881.00,import_reported
BEL,BLR,9685100.00,import_reported
BEL,BLZ,5445.00,export_mirrored
BEL,BOL,4055.00,import_reported
BEL,BRA,30186613.00,import_reported
BEL,BRB,114701.00,import_reported
BEL,BRN,1461.00,import_reported
BEL,CAF,155268.00,import_reported
BEL,CAN,951231327.00,import_reported
BEL,CHE,553641033.24,import_reported
BEL,CHL,30754020.60,import_reported
BEL,CHN,15131767.00,import_reported
BEL,CIV,15492097.00,import_reported
BEL,CMR,2359354.00,import_reported
BEL,COD,1307871.00,export_mirrored
BEL,COG,492576.00,import_reported
BEL,COL,215578.00,import_reported
BEL,CPV,9973.00,import_reported
BEL,CRI,41850.00,import_reported
BEL,CUB,2853166.00,export_mirrored
BEL,CYM,37208229.00,export_mirrored
BEL,CYP,4802907.00,import_reported
BEL,CZE,21638844.00,import_reported
BEL,DEU,2679020000.00,import_reported
BEL,DJI,56279.00,export_mirrored
BEL,DNK,39256590.00,import_reported
BEL,DOM,11846445.09,import_reported
BEL,DZA,3081466.00,import_reported
BEL,ECU,136885.00,import_reported
BEL,EGY,9790262.00,export_mirrored
BEL,ESP,227333178.02,import_reported
BEL,EST,15576763.89,import_reported
BEL,ETH,164270.73,import_reported
BEL,FIN,10818600.00,import_reported
BEL,FRA,11027722621.00,import_reported
BEL,FRO,123256.00,import_reported
BEL,GAB,8294530.00,import_reported
