country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,16,21,116937390.09,482083186.78,599020576.87
BHS,Bahamas,Other,19,44,234874721.28,1354329769.76,1589204491.03
CAN,Canada,North_America,159,103,20158014471.32,24625950172.34,44783964643.66
COL,Colombia,Latin_America,83,68,18545919758.17,3924591102.62,22470510860.79
DOM,Dominican Rep.,Other,47,61,77805323.10,2662386591.85,2740191914.95
ECU,Ecuador,Latin_America,42,51,5982257092.41,1640224854.50,7622481946.91
HND,Honduras,Other,18,44,74538233.13,1094596743.01,1169134976.14
IND,India,Asia_Pacific,159,105,21192133369.00,86646922943.47,107839056312.47
KWT,Kuwait,Middle_East,68,54,36421517473.78,596800895.88,37018318369.66
MMR,Myanmar,Other,8,44,3325274826.34,1691760459.31,5017035285.65
NIC,Nicaragua,Other,15,44,53357001.27,611185157.75,664542159.01
NLD,Netherlands,Europe,183,133,50482252225.73,47147010541.66,97629262767.39
SDN,Sudan,Other,19,61,432175810.05,693135596.48,1125311406.52
SEN,Senegal,Other,44,63,569014489.24,1061374803.58,1630389292.82
SLV,El Salvador,Other,18,39,62274559.33,1110128265.10,1172402824.43
USA,USA,North_America,188,132,69474993911.39,103048300126.27,172523294037.66
VEN,Venezuela,Latin_America,44,31,25487739956.68,1780418370.81,27268158327.48
AFG,Afghanistan,Other,11,33,60342862.75,318028218.72,378371081.47
ARE,United Arab Emirates,Middle_East,157,108,67846652852.02,2464323866.16,70310976718.18
KAZ,Kazakhstan,Former_USSR,59,50,15789986138.91,1290421310.69,17080407449.60
MLI,Mali,Other,10,52,214963.38,845485607.18,845700570.56
MOZ,Mozambique,Other,42,56,1085540122.91,871571670.83,1957111793.74
NPL,Nepal,Other,1,40,14201.00,1016416770.01,1016430971.01
PAK,Pakistan,Other,28,65,329059440.59,9369855677.33,9698915117.92
TJK,Tajikistan,Other,5,28,17171.00,420542370.65,420559541.65
ZAF,South Africa,Africa,138,114,6078860272.09,9608823343.25,15687683615.34
AGO,Angola,Africa,47,58,25554053718.37,1577427695.72,27131481414.09
ARG,Argentina,Latin_America,54,64,1908076060.17,4247424267.66,6155500327.83
AUS,Australia,Asia_Pacific,121,77,49215959516.69,16831164052.87,66047123569.57
AUT,Austria,Other,135,78,2063833798.54,5944481310.38,8008315108.92
BEL,Belgium,Europe,182,119,26631198776.22,27275713097.68,53906911873.91
BEN,Benin,Other,23,53,114908535.83,249315148.67,364223684.50
BFA,Burkina Faso,Other,41,68,5520773.42,661833357.05,667354130.47
BRA,Brazil,Latin_America,104,75,14331602993.65,15667878395.19,29999481388.85
CHN,China,Asia_Pacific,189,108,15175741392.78,145086011534.99,160261752927.77
CMR,Cameroon,Other,34,63,1298892637.44,486683154.87,1785575792.31
COD,Dem. Rep. of the Congo,Other,23,62,582291434.34,324437256.96,906728691.30
COG,Congo,Other,35,61,3157548213.75,170288018.12,3327836231.88
CUB,Cuba,Other,12,42,95316949.10,1963573174.64,2058890123.74
DEU,Germany,Europe,170,116,14520157923.80,50461059047.82,64981216971.62
DNK,Denmark,Europe,115,77,2910173471.31,3841015687.82,6751189159.13
ESP,Spain,Europe,155,106,9045371317.77,31824502600.42,40869873918.19
FRA,France,Europe,186,132,8212848661.75,44829051349.33,53041900011.08
GAB,Gabon,Other,59,51,3819881114.23,188234047.16,4008115161.39
GBR,United Kingdom,Europe,179,115,25561631555.42,37943843683.86,63505475239.29
GHA,Ghana,Other,28,71,1444731350.64,190258585.22,1634989935.87
GIN,Guinea,Other,16,44,226571356.34,473912550.63,700483906.97
IDN,Indonesia,Asia_Pacific,86,70,28171330704.43,18639252203.12,46810582907.55
ITA,Italy,Europe,167,99,10077573698.06,39111758048.27,49189331746.33
JPN,Japan,Asia_Pacific,167,88,7105181898.11,91748299741.58,98853481639.69
KOR,Rep. of Korea,Asia_Pacific,174,115,23487126311.59,80118386980.73,103605513292.33
MLT,Malta,Other,60,66,1278913766.56,2148569789.79,3427483556.35
MYS,Malaysia,Asia_Pacific,126,81,29198903323.10,17453349884.86,46652253207.96
NGA,Nigeria,Africa,71,77,33706367678.20,10044748922.90,43751116601.11
NOR,Norway,Europe,93,66,37284575316.38,2030275710.27,39314851026.65
PAN,Panama,Other,43,70,529503195.01,731685311.74,1261188506.76
PRT,Portugal,Other,111,64,2309529405.99,6884000065.03,9193529471.03
ROU,Romania,Other,77,64,1844828392.03,3739150545.12,5583978937.15
STP,Sao Tome and Principe,Other,1,11,11.06,232588.45,232599.52
SWE,Sweden,Europe,153,82,6185231892.49,11961331521.75,18146563414.24
TGO,Togo,Other,30,59,611651368.35,348974327.85,960625696.19
THA,Thailand,Asia_Pacific,122,79,4055806877.23,22626931757.27,26682738634.50
TUR,T_kiye,Other,174,82,3100912112.71,11504444540.49,14605356653.21
URY,Uruguay,Other,16,47,777730.10,822156502.42,822934232.52
ZMB,Zambia,Other,11,45,2361512.42,1318948409.99,1321309922.41
AIA,Anguilla,Other,2,3,854.16,2117754.43,2118608.59
MSR,Montserrat,Other,4,12,82213.85,4656007.19,4738221.05
ALB,Albania,Other,32,43,271364633.50,298042479.63,569407113.12
BGR,Bulgaria,Other,93,57,1609568966.32,3205591556.53,4815160522.85
BIH,Bosnia Herzegovina,Other,37,55,53064028.00,990668250.67,1043732278.67
CIV,C_e d'Ivoire,Other,65,63,1263156316.82,1524233950.46,2787390267.29
CYP,Cyprus,Other,40,64,436381966.60,1057294286.50,1493676253.10
GEO,Georgia,Other,42,53,115519887.91,957752267.83,1073272155.73
GRC,Greece,Other,146,79,5764163240.62,10246294660.35,16010457900.97
ISR,Israel,Other,90,53,1971132842.00,4857611644.15,6828744486.15
LBN,Lebanon,Other,46,67,2915969.65,3630792900.47,3633708870.12
LKA,Sri Lanka,Other,33,43,72067266.71,2290772192.50,2362839459.22
MKD,North Macedonia,Other,36,51,12757315.01,489657563.02,502414878.03
MNE,Montenegro,Other,11,44,5247107.31,148828450.82,154075558.13
POL,Poland,Other,142,71,3000346014.09,11029042546.06,14029388560.15
SAU,Saudi Arabia,Middle_East,90,67,88675776808.06,1534425303.90,90210202111.96
SRB,Serbia,Other,59,59,148001336.20,1440021973.47,1588023309.67
SVN,Slovenia,Other,66,64,696162833.79,1735827552.63,2431990386.42
AND,Andorra,Other,11,19,13558579.61,63391353.92,76949933.53
BWA,Botswana,Other,7,24,6779598.85,616766534.62,623546133.47
ETH,Ethiopia,Other,8,46,33709.04,1717240287.64,1717273996.68
LTU,Lithuania,Other,104,45,3258004556.28,4162690161.41,7420694717.69
MRT,Mauritania,Other,8,34,100678233.35,426351087.23,527029320.58
PHL,Philippines,Other,35,62,459573434.27,7910329046.11,8369902480.38
PLW,Palau,Other,1,15,10.51,27582397.55,27582408.06
SWZ,Eswatini,Other,16,17,24277351.25,162182909.25,186460260.50
ZWE,Zimbabwe,Other,10,32,27005463.41,1321487255.66,1348492719.07
ARM,Armenia,Other,7,45,7462463.56,546775270.36,554237733.92
AZE,Azerbaijan,Former_USSR,75,53,11571386940.27,275064663.50,11846451603.77
BDI,Burundi,Other,5,28,2214767.60,106448030.30,108662797.89
BGD,Bangladesh,Other,8,44,52191086.99,1992766231.35,2044957318.35
BHR,Bahrain,Middle_East,57,49,2406106042.76,2929016113.05,5335122155.81
BLR,Belarus,Other,64,49,2683857646.79,7206857392.16,9890715038.94
BLZ,Belize,Other,8,26,17748708.91,98866134.88,116614843.79
BRB,Barbados,Other,27,42,87590299.52,250858667.50,338448967.02
BRN,Brunei Darussalam,Other,22,35,4333235284.48,228968525.08,4562203809.56
CAF,Central African Rep.,Other,5,24,92992.33,6974880.88,7067873.21
CHL,Chile,Latin_America,32,65,351834194.65,7471869781.05,7823703975.70
COM,Comoros,Other,2,16,5720.25,1807583.00,1813303.25
CPV,Cabo Verde,Other,3,31,18724.66,165080399.11,165099123.77
CRI,Costa Rica,Other,25,57,815944.28,1152395312.70,1153211256.98
DJI,Djibouti,Other,4,20,162965.86,56351964.07,56514929.94
DZA,Algeria,Africa,63,60,27686311831.11,1357039788.85,29043351619.95
EGY,Egypt,Africa,89,73,4782340620.28,10742053959.34,15524394579.62
ERI,Eritrea,Other,2,10,26068.00,963401.80,989469.80
EST,Estonia,Other,76,47,493087279.27,1236581479.50,1729668758.77
FIN,Finland,Other,110,58,4737326232.91,6411224872.21,11148551105.13
FJI,Fiji,Other,22,39,44805462.23,348323122.70,393128584.93
GMB,Gambia,Other,7,29,532429.50,65483654.78,66016084.28
GNB,Guinea-Bissau,Other,0,18,0.00,21330025.73,21330025.73
GNQ,Equatorial Guinea,Other,32,27,4026960187.26,12333911.15,4039294098.41
GTM,Guatemala,Other,17,40,107137584.52,2235122454.08,2342260038.60
GUY,Guyana,Other,8,35,1452975.43,334597336.23,336050311.66
HKG,"China, Hong Kong SAR",Other,79,64,200507464.13,8697579607.03,8898087071.16
HRV,Croatia,Other,60,51,791309206.43,1774781367.04,2566090573.47
HTI,Haiti,Other,2,20,1685.70,125531299.95,125532985.65
HUN,Hungary,Other,97,57,956914659.68,4653588147.20,5610502806.87
IRL,Ireland,Other,80,56,535653922.08,4249413123.38,4785067045.46
