country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,19,24,490807246.34,1777188043.99,2267995290.33
CAN,Canada,North_America,156,102,23359620716.70,46060224497.58,69419845214.28
CHN,China,Asia_Pacific,192,114,17043350770.00,142967303573.78,160010654343.78
CRI,Costa Rica,Other,21,47,1982039.62,2175743327.00,2177725366.62
CUW,Cura_o,Other,36,26,1782899874.62,1561354397.17,3344254271.79
DOM,Dominican Rep.,Other,37,49,158764776.16,4195538647.07,4354303423.23
FRA,France,Europe,178,130,13625514015.90,93650218757.25,107275732773.14
GTM,Guatemala,Other,18,47,440986167.01,3460491852.20,3901478019.21
ITA,Italy,Europe,159,96,15526061768.07,74127005411.70,89653067179.77
KOR,Rep. of Korea,Asia_Pacific,169,108,46083873291.63,141443076267.07,187526949558.70
KWT,Kuwait,Middle_East,71,59,87248139634.33,208827805.00,87456967439.33
MAR,Morocco,Other,48,67,777603194.46,10356925969.96,11134529164.42
SDN,Sudan,Other,18,66,2167980222.47,1564481464.53,3732461686.99
SEN,Senegal,Other,42,54,226343072.87,1930048941.69,2156392014.56
SGP,Singapore,Asia_Pacific,153,105,63242263038.07,110501089912.72,173743352950.79
SLV,El Salvador,Other,18,41,45569037.17,1771623089.46,1817192126.63
SUR,Suriname,Other,13,34,435293897.42,382461883.84,817755781.26
TZA,United Rep. of Tanzania,Other,31,75,32442063.06,3520877368.94,3553319432.01
USA,USA,North_America,190,126,119302728466.80,148897982096.44,268200710563.24
VEN,Venezuela,Latin_America,47,38,39473466064.27,3440779965.96,42914246030.24
AFG,Afghanistan,Other,10,30,88573497.89,798246981.36,886820479.25
ARE,United Arab Emirates,Middle_East,152,100,108050583541.20,2263190363.02,110313773904.23
BEL,Belgium,Europe,178,106,46541043883.70,33686151581.44,80227195465.14
BHR,Bahrain,Middle_East,67,56,5268465631.65,7913587241.00,13182052872.65
KGZ,Kyrgyzstan,Other,58,41,118911677.00,1143769948.00,1262681625.00
MOZ,Mozambique,Other,38,56,1557139875.05,1422210945.84,2979350820.89
NGA,Nigeria,Africa,69,76,90580633370.11,7351756022.12,97932389392.23
PAK,Pakistan,Other,37,57,669475892.80,14709452322.00,15378928214.80
SVN,Slovenia,Other,67,67,1191824671.76,2890157213.00,4081981884.76
SYC,Seychelles,Other,8,39,1472225.52,848775574.91,850247800.43
