country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,16,10,935699721.04,219710053.95,1155409774.99
BEL,Belgium,Europe,162,81,6259951974.15,14784580920.29,21044532894.45
BRA,Brazil,Latin_America,72,72,2456044072.25,7168345089.00,9624389161.25
CAN,Canada,North_America,125,76,28624932403.21,10271134958.42,38896067361.63
CRI,Costa Rica,Other,32,44,37222285.93,458788055.00,496010340.93
ECU,Ecuador,Latin_America,26,36,2212989476.13,209812606.00,2422802082.13
ESP,Spain,Europe,141,94,1784317722.69,17431568155.24,19215885877.93
FRA,France,Europe,171,110,3568162683.02,26884029852.93,30452192535.95
GBR,United Kingdom,Europe,164,91,20751994487.76,14381287866.37,35133282354.13
HND,Honduras,Other,11,43,3493009.62,355421257.18,358914266.80
MEX,Mexico,North_America,79,50,14848120884.35,4145374266.00,18993495150.35
MLT,Malta,Other,25,52,101904943.79,330006692.18,431911635.97
NIC,Nicaragua,Other,10,38,7532197.36,255342792.30,262874989.66
NLD,Netherlands,Europe,159,87,17414187215.09,17216361717.60,34630548932.69
PAN,Panama,Other,39,57,129895001.05,640602754.48,770497755.53
SLV,El Salvador,Other,12,37,18286857.10,410381438.54,428668295.64
USA,USA,North_America,181,115,10439949290.74,117530499938.46,127970449229.20
AFG,Afghanistan,Other,3,21,5752.00,12803102.24,12808854.24
DMA,Dominica,Other,2,16,1046.00,10910060.00,10911106.00
TUN,Tunisia,Other,50,40,621881518.70,852678660.00,1474560178.70
AGO,Angola,Africa,23,24,6739829609.30,40574641.13,6780404250.43
AUT,Austria,Other,113,62,628332244.43,3264068518.01,3892400762.44
CHN,China,Asia_Pacific,140,86,6592374343.42,18328105776.00,24920480119.42
CIV,C_e d'Ivoire,Other,66,49,664252505.88,536995854.00,1201248359.88
CPV,Cabo Verde,Other,2,24,4908107.00,22487249.87,27395356.87
DEU,Germany,Europe,169,90,5614505535.82,27401413755.96,33015919291.78
ITA,Italy,Europe,158,86,4179931806.43,19724676008.80,23904607815.22
JPN,Japan,Asia_Pacific,140,76,1049845284.44,64836157690.00,65886002974.44
KOR,Rep. of Korea,Asia_Pacific,108,82,5512796168.42,31613191630.00,37125987798.42
OMN,Oman,Middle_East,38,34,8100817720.50,158183079.64,8259000800.14
PRT,Portugal,Other,62,61,244841337.30,3668487218.00,3913328555.30
SEN,Senegal,Other,26,41,57076737.34,282254898.66,339331636.00
SGP,Singapore,Asia_Pacific,116,82,10268814829.77,15758411028.64,26027225858.42
STP,Sao Tome and Principe,Other,0,12,0.00,3787773.00,3787773.00
THA,Thailand,Asia_Pacific,63,66,1781616277.81,7363877147.30,9145493425.12
TTO,Trinidad and Tobago,Other,52,41,2579462680.99,1015810516.60,3595273197.59
ZAF,South Africa,Africa,121,67,2930939356.23,3129098099.43,6060037455.66
AIA,Anguilla,Other,3,9,105336.00,6978780.00,7084116.00
PNG,Papua New Guinea,Other,8,45,411078056.00,150029993.00,561108049.00
ALB,Albania,Other,9,30,7001035.58,69962106.00,76963141.58
GRC,Greece,Other,129,65,806819187.85,4252128199.37,5058947387.22
MKD,North Macedonia,Other,30,35,1028058.30,210467988.93,211496047.23
AND,Andorra,Other,5,10,1604460.00,54105131.00,55709591.00
BWA,Botswana,Other,5,17,201800.49,182868168.89,183069969.39
SLE,Sierra Leone,Other,2,40,4051.00,139414661.17,139418712.17
ARE,United Arab Emirates,Middle_East,118,62,21357276778.36,613169654.96,21970446433.32
ARG,Argentina,Latin_America,52,52,4689491853.10,239281483.91,4928773337.01
ARM,Armenia,Other,5,31,102836.00,152062524.00,152165360.00
AUS,Australia,Asia_Pacific,115,57,14113145783.38,5143060345.00,19256206128.38
AZE,Azerbaijan,Former_USSR,51,34,1769015891.31,226923128.68,1995939019.99
BDI,Burundi,Other,1,14,4477.00,17856558.00,17861035.00
BEN,Benin,Other,7,34,14898500.00,114070860.33,128969360.33
BFA,Burkina Faso,Other,4,42,444004.00,79926043.00,80370047.00
BGD,Bangladesh,Other,6,45,19030105.00,498952011.00,517982116.00
BGR,Bulgaria,Other,82,55,262410119.41,275446505.00,537856624.40
BHR,Bahrain,Middle_East,43,40,899302298.85,22207433.23,921509732.08
BIH,Bosnia Herzegovina,Other,6,24,291583.78,242109095.65,242400679.43
CHE,Switzerland,Other,147,66,455150006.08,3764573674.84,4219723680.92
CMR,Cameroon,Other,26,43,917151332.80,260265335.00,1177416667.80
COG,Congo,Other,27,26,1595220689.54,35336858.65,1630557548.19
COL,Colombia,Latin_America,48,47,4817061734.55,183855929.00,5000917663.55
COM,Comoros,Other,3,17,73811.94,4534138.79,4607950.73
CYP,Cyprus,Other,23,59,10905029.21,513045235.93,523950265.13
