country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,12,22,53057412.22,74036563.42,127093975.64
COL,Colombia,Latin_America,78,62,26227876546.61,3132421501.24,29360298047.85
CRI,Costa Rica,Other,23,51,2462975.02,1697388778.42,1699851753.44
CUW,Cura_o,Other,29,25,299926656.98,524704050.17,824630707.15
HND,Honduras,Other,15,44,133940056.32,1483533504.47,1617473560.79
NIC,Nicaragua,Other,10,44,11206006.56,1039296327.50,1050502334.06
NLD,Netherlands,Europe,179,134,57011154320.44,71077209582.16,128088363902.60
PAN,Panama,Other,48,74,868582790.67,1032875975.10,1901458765.77
SDN,Sudan,Other,16,62,1081481551.48,1345660974.60,2427142526.07
SLV,El Salvador,Other,24,40,78287468.85,1649266337.48,1727553806.33
SUR,Suriname,Other,14,37,113843290.92,98863072.13,212706363.05
USA,USA,North_America,195,128,156244175888.83,149834932117.77,306079108006.59
VEN,Venezuela,Latin_America,43,39,32467967504.52,4667979390.90,37135946895.42
AFG,Afghanistan,Other,9,36,98118282.39,472993403.71,571111686.09
ARE,United Arab Emirates,Middle_East,166,117,90594898240.70,15384045211.60,105978943452.30
CAN,Canada,North_America,161,118,32354669050.01,35773945427.93,68128614477.94
CYP,Cyprus,Other,48,69,1184174184.71,1880920010.01,3065094194.72
ESP,Spain,Europe,163,102,14751226845.59,53249394177.89,68000621023.49
MOZ,Mozambique,Other,46,65,2858413260.59,1378843750.70,4237257011.29
PAK,Pakistan,Other,36,78,630225499.16,16880031002.54,17510256501.70
PRY,Paraguay,Other,5,43,26158226.51,1787302823.55,1813461050.05
PYF,French Polynesia,Other,14,31,106535.83,213864756.00,213971291.83
THA,Thailand,Asia_Pacific,125,88,7092692315.08,39918401145.81,47011093460.90
AGO,Angola,Africa,40,58,16528569617.64,2390264949.88,18918834567.52
AUS,Australia,Asia_Pacific,124,83,90745487455.90,30010357104.64,120755844560.54
BEL,Belgium,Europe,178,117,39164433235.54,28902177699.00,68066610934.54
BEN,Benin,Other,21,49,187726585.97,457502045.40,645228631.36
BFA,Burkina Faso,Other,57,59,61664646.92,1071871865.94,1133536512.87
BRA,Brazil,Latin_America,128,69,13720851449.17,26165089634.86,39885941084.03
CHN,China,Asia_Pacific,197,112,25763041138.21,178614833759.35,204377874897.57
CMR,Cameroon,Other,47,64,2075106020.27,1257007251.18,3332113271.44
COD,Dem. Rep. of the Congo,Other,25,59,600179302.94,249774477.52,849953780.46
COG,Congo,Other,32,48,9098443483.86,219450801.33,9317894285.19
DEU,Germany,Europe,173,116,20140898077.34,77800084474.25,97940982551.59
DNK,Denmark,Europe,124,74,3942368769.47,5547010363.05,9489379132.52
FRA,France,Europe,188,131,12060956777.78,70820368740.17,82881325517.95
GAB,Gabon,Other,57,51,5421152410.67,257758819.40,5678911230.07
GBR,United Kingdom,Europe,187,109,40364460902.55,67398504697.62,107762965600.17
IDN,Indonesia,Asia_Pacific,88,67,41000422087.86,30285663931.52,71286086019.38
IND,India,Asia_Pacific,162,122,32491163268.65,119734647283.04,152225810551.68
ISR,Israel,Other,82,64,3391451690.07,9702659524.19,13094111214.26
ITA,Italy,Europe,171,102,17329879765.46,64353387621.30,81683267386.76
JPN,Japan,Asia_Pacific,164,81,9209022282.91,121047432756.86,130256455039.77
KEN,Kenya,Other,59,65,213835877.64,3312768169.06,3526604046.70
KOR,Rep. of Korea,Asia_Pacific,174,111,36070947784.27,121498147613.30,157569095397.56
KWT,Kuwait,Middle_East,62,53,62213107778.63,969312078.94,63182419857.57
MAR,Morocco,Other,47,75,221798420.83,8007663173.99,8229461594.82
MYS,Malaysia,Asia_Pacific,135,84,51100661483.26,29878475754.35,80979137237.61
PHL,Philippines,Other,34,62,970227567.81,13753893637.72,14724121205.53
PRT,Portugal,Other,106,68,2828810391.75,10792117635.34,13620928027.10
SGP,Singapore,Asia_Pacific,165,125,53897468291.68,85668353667.34,139565821959.02
STP,Sao Tome and Principe,Other,2,16,579.54,31945097.99,31945677.53
UGA,Uganda,Other,32,65,113400235.83,1288344707.17,1401744943.00
URY,Uruguay,Other,18,46,9075685.99,1234551894.69,1243627580.67
ZAF,South Africa,Africa,131,111,8899500089.18,16425823931.24,25325324020.42
AIA,Anguilla,Other,3,4,36459.26,11972436.78,12008896.04
DMA,Dominica,Other,5,21,42076048.50,33840312.35,75916360.85
LTU,Lithuania,Other,112,47,4120570255.09,6357727890.23,10478298145.32
MSR,Montserrat,Other,5,13,444194.23,9293291.15,9737485.38
ALB,Albania,Other,39,39,227339752.89,207404033.58,434743786.47
AUT,Austria,Other,150,85,2749863703.47,9600148487.87,12350012191.33
BGR,Bulgaria,Other,97,57,1914730031.52,4856367504.53,6771097536.05
BIH,Bosnia Herzegovina,Other,37,49,58611206.27,1540587473.43,1599198679.70
CHE,Switzerland,Other,162,84,2638542115.69,7630676782.51,10269218898.20
CHL,Chile,Latin_America,42,62,574228334.06,12215084676.99,12789313011.05
CIV,C_e d'Ivoire,Other,61,68,2303610606.27,2364522454.84,4668133061.11
GEO,Georgia,Other,46,60,128485214.16,1182784957.13,1311270171.29
GRC,Greece,Other,155,81,9799873090.11,18333105392.65,28132978482.76
LBN,Lebanon,Other,51,66,15301577.16,3964591273.98,3979892851.14
MDA,Rep. of Moldova,Other,11,47,3742399.20,654162745.51,657905144.71
MKD,North Macedonia,Other,40,58,10452992.66,749885986.25,760338978.91
MLT,Malta,Other,53,68,1391820005.91,2394744655.80,3786564661.71
MNE,Montenegro,Other,17,44,154892.92,260812978.79,260967871.71
POL,Poland,Other,146,81,3633312624.41,22944283735.51,26577596359.92
ROU,Romania,Other,87,65,2812900492.72,6676509686.50,9489410179.22
SAU,Saudi Arabia,Middle_East,88,75,88073669802.62,4094114908.41,92167784711.02
SEN,Senegal,Other,40,64,833573393.87,2207729312.72,3041302706.59
SRB,Serbia,Other,61,53,303409799.60,2578019443.57,2881429243.17
SVN,Slovenia,Other,74,64,1084069493.29,2628400438.56,3712469931.85
TGO,Togo,Other,30,52,1914326227.38,1514903436.69,3429229664.08
AND,Andorra,Other,4,20,111933.51,105513415.79,105625349.30
ZWE,Zimbabwe,Other,8,40,8165040.29,1696121078.34,1704286118.63
ARG,Argentina,Latin_America,47,64,3623010298.81,5733611055.75,9356621354.56
ARM,Armenia,Other,8,43,26725106.95,653977335.39,680702442.34
ATG,Antigua and Barbuda,Other,19,37,70933982.51,39133308.74,110067291.25
AZE,Azerbaijan,Former_USSR,75,53,19236191722.50,713457784.48,19949649506.98
BDI,Burundi,Other,27,22,4535589.31,154105815.19,158641404.50
BGD,Bangladesh,Other,14,40,25440405.14,4807120253.42,4832560658.56
BHR,Bahrain,Middle_East,66,56,6331214093.74,5872299851.67,12203513945.41
BHS,Bahamas,Other,22,50,431455719.92,1550577801.30,1982033521.22
BLR,Belarus,Other,73,50,6444744194.68,11032032409.89,17476776604.57
BOL,Bolivia (Plurinational State of),Other,26,40,3174209014.38,1255736170.47,4429945184.85
BRB,Barbados,Other,15,40,58799384.18,382139973.70,440939357.88
BRN,Brunei Darussalam,Other,23,35,5876459513.57,272127646.71,6148587160.27
BWA,Botswana,Other,11,24,12024013.98,826306145.84,838330159.81
CAF,Central African Rep.,Other,5,30,29783.52,85666413.84,85696197.36
COK,Cook Isds,Other,2,13,2698.77,27153161.28,27155860.04
COM,Comoros,Other,3,14,55942.70,5504247.24,5560189.94
CPV,Cabo Verde,Other,5,38,30456.99,98401207.00,98431663.99
CUB,Cuba,Other,8,51,78687349.93,3303546412.81,3382233762.73
CYM,Cayman Isds,Other,5,22,845.25,191730509.55,191731354.81
DJI,Djibouti,Other,4,24,126880.82,1340339969.15,1340466849.97
DOM,Dominican Rep.,Other,41,65,53481767.36,4176767119.65,4230248887.01
DZA,Algeria,Africa,51,49,39245072786.85,2602964300.55,41848037087.40
ECU,Ecuador,Latin_America,37,53,9382877216.85,2982885855.69,12365763072.54
EGY,Egypt,Africa,105,83,9009899443.17,13271620544.29,22281519987.46
ERI,Eritrea,Other,3,8,18920.30,12379602.28,12398522.58
ESH,Western Sahara,Other,0,3,0.00,43647.71,43647.71
EST,Estonia,Other,89,50,739081661.68,1833773469.43,2572855131.11
ETH,Ethiopia,Other,10,45,29703.13,1387444093.54,1387473796.66
FJI,Fiji,Other,21,32,72257756.03,558962402.58,631220158.61
GHA,Ghana,Other,40,72,4850302654.56,237298045.91,5087600700.47
GIN,Guinea,Other,17,36,128351406.81,302368173.82,430719580.63
GMB,Gambia,Other,6,29,9680066.75,77918773.32,87598840.07
GNB,Guinea-Bissau,Other,1,20,1933.63,28921599.62,28923533.26
GNQ,Equatorial Guinea,Other,28,26,5744294490.47,9631375.10,5753925865.58
GRD,Grenada,Other,4,23,14434.18,85158190.70,85172624.88
GTM,Guatemala,Other,21,40,167098111.71,3100443330.53,3267541442.24
GUM,Guam,Other,3,11,894889.81,618451150.14,619346039.95
GUY,Guyana,Other,12,29,1861774.00,531463467.95,533325241.94
HKG,"China, Hong Kong SAR",Other,82,62,337785483.47,14561905591.25,14899691074.72
HUN,Hungary,Other,99,57,1883614350.21,7834258917.86,9717873268.07
IRL,Ireland,Other,74,54,916304274.42,6627788907.20,7544093181.62
IRN,Iran,Middle_East,70,53,51302146499.13,223982572.80,51526129071.93
IRQ,Iraq,Middle_East,40,47,48589568995.62,3338096668.20,51927665663.81
ISL,Iceland,Other,66,69,87474025.61,1097686710.60,1185160736.21
JAM,Jamaica,Other,27,42,279139208.09,1607800347.10,1886939555.19
JOR,Jordan,Other,30,57,99534641.65,4236862035.80,4336396677.45
KAZ,Kazakhstan,Former_USSR,60,56,30601527361.30,1841737281.56,32443264642.86
KGZ,Kyrgyzstan,Other,44,34,115450852.44,880717151.11,996168003.55
KHM,Cambodia,Other,8,33,295664.56,2009017948.90,2009313613.46
LBR,Liberia,Other,13,50,237161510.83,724001626.13,961163136.96
LBY,Libya,Africa,42,46,29501347809.93,2189110203.11,31690458013.04
LKA,Sri Lanka,Other,18,36,35574149.37,2479874979.51,2515449128.88
LUX,Luxembourg,Other,90,44,75569914.06,1887732543.25,1963302457.31
LVA,Latvia,Other,88,47,1867855601.11,1575971482.63,3443827083.73
MAC,"China, Macao SAR",Other,6,21,4676787.82,426395791.43,431072579.25
MDG,Madagascar,Other,43,42,18572250.01,677065001.14,695637251.15
MDV,Maldives,Other,5,41,50193049.77,451651221.35,501844271.12
