country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,20,14,5279720232.76,1803455010.46,7083175243.22
AGO,Angola,Africa,37,52,23195061722.14,3029505587.81,26224567309.95
BEL,Belgium,Europe,164,108,39003151229.54,47701567652.77,86704718882.31
BRA,Brazil,Latin_America,91,80,21543942698.21,33987422436.22,55531365134.43
CAN,Canada,North_America,165,99,23579282133.59,47808763592.50,71388045726.09
COL,Colombia,Latin_America,72,58,20381565951.11,1789554868.13,22171120819.25
CRI,Costa Rica,Other,32,50,74467990.07,1925648736.48,2000116726.55
DOM,Dominican Rep.,Other,22,51,597769786.15,3465216979.36,4062986765.51
ECU,Ecuador,Latin_America,30,48,12539042931.08,2644862504.72,15183905435.81
ESP,Spain,Europe,153,100,9444737552.38,79533760093.49,88978497645.86
FRA,France,Europe,175,121,19615986349.62,114029926639.00,133645912988.62
GBR,United Kingdom,Europe,175,102,58393837806.49,55266869924.22,113660707730.71
KOR,Rep. of Korea,Asia_Pacific,147,93,32719269831.93,95639384281.37,128358654113.30
MEX,Mexico,North_America,102,80,13744310908.33,27869782025.32,41614092933.65
NLD,Netherlands,Europe,158,113,62850632604.96,72389933162.66,135240565767.62
PAK,Pakistan,Other,39,56,718987445.08,13914815236.44,14633802681.52
PER,Peru,Latin_America,32,52,2427363105.45,5312648740.32,7740011845.77
SDN,Sudan (...2011),Other,19,58,12265458842.24,784645354.45,13050104196.69
USA,USA,North_America,179,130,72873155347.78,181448687459.65,254321842807.42
YEM,Yemen,Other,25,44,9360222568.01,3341524802.97,12701747370.98
ZAF,South Africa,Africa,133,83,10164784161.26,18942947326.09,29107731487.35
AFG,Afghanistan,Other,10,42,18090721.70,582603127.75,600693849.45
ARE,United Arab Emirates,Middle_East,130,95,60555592556.82,1480276306.83,62035868863.65
FIN,Finland,Other,99,58,6562539520.85,15099381899.53,21661921420.37
IND,India,Asia_Pacific,145,103,24583004858.45,94809720728.65,119392725587.09
LBN,Lebanon,Other,50,56,21394208.95,4008574294.97,4029968503.92
MOZ,Mozambique,Other,21,40,419627742.91,487400943.38,907028686.29
NGA,Nigeria,Africa,61,76,50885285126.61,1861861065.44,52747146192.05
SVN,Slovenia,Other,49,61,138117483.17,3405446248.00,3543563731.17
BEN,Benin,Other,17,53,234837858.90,205708340.84,440546199.74
BFA,Burkina Faso,Other,22,48,56469615.54,548047050.34,604516665.88
BHS,Bahamas,Other,18,48,951107303.54,1570998949.26,2522106252.80
BLZ,Belize,Other,9,35,151057277.37,39321452.17,190378729.54
CHL,Chile,Latin_America,34,50,930644930.59,17074472949.11,18005117879.70
CIV,C_e d'Ivoire,Other,66,55,3443019542.14,2810413248.37,6253432790.52
CMR,Cameroon,Other,26,43,3036741359.54,72736224.33,3109477583.86
COG,Congo,Other,31,47,10529898558.59,192471227.09,10722369785.68
DEU,Germany,Europe,180,101,29152444856.63,91451901339.71,120604346196.35
GTM,Guatemala,Other,24,42,457331107.44,2337669038.00,2795000145.44
HND,Honduras,Other,10,31,155719316.99,1168564382.09,1324283699.08
ITA,Italy,Europe,160,97,18836279080.90,55643234562.44,74479513643.34
JPN,Japan,Asia_Pacific,150,81,15166164609.19,127132144339.70,142298308948.89
NER,Niger,Other,18,46,66673413.39,177124855.25,243798268.64
NIC,Nicaragua,Other,13,43,33897498.87,879794458.00,913691956.87
NOR,Norway,Europe,94,63,66557448972.43,3507163290.00,70064612262.43
PRT,Portugal,Other,78,71,1726862542.74,14161769316.72,15888631859.46
SLV,El Salvador,Other,22,46,67241829.14,1674458371.20,1741700200.34
STP,Sao Tome and Principe,Other,1,11,4945460.00,27294995.00,32240455.00
SWE,Sweden,Europe,129,68,11328953606.45,23102611226.92,34431564833.36
TUR,T_kiye,Other,163,82,7769951514.28,14743039553.99,22512991068.26
URY,Uruguay,Other,10,33,75618448.81,2756685922.69,2832304371.50
AIA,Anguilla,Other,1,8,4447.00,36378968.00,36383415.00
ALB,Albania,Other,21,41,126946114.44,524590806.00,651536920.44
BOL,Bolivia (Plurinational State of),Other,24,35,3485023719.00,553209409.34,4038233128.34
CYP,Cyprus,Other,31,66,375047398.14,2887497384.48,3262544782.61
GRC,Greece,Other,140,75,4180215497.88,18301622957.22,22481838455.10
HRV,Croatia,Other,61,60,1153887806.71,4639922333.44,5793810140.15
IRL,Ireland,Other,65,54,755586578.63,9204897158.41,9960483737.05
KNA,Saint Kitts and Nevis,Other,4,23,4633.00,33424886.85,33429519.85
MKD,North Macedonia,Other,28,41,24545651.83,1013815669.12,1038361320.95
MNE,Montenegro,Other,7,42,14990199.94,335397064.00,350387263.94
PAN,Panama,Other,47,69,560551924.24,1208472460.05,1769024384.29
ROU,Romania,Other,110,60,3848513931.24,9699412832.46,13547926763.70
SRB,Serbia,Other,52,56,114918664.68,4038475013.00,4153393677.68
SVK,Slovakia,Other,49,49,3247910358.61,8797908315.00,12045818673.61
UKR,Ukraine,Other,114,60,4805201975.79,22087082490.81,26892284466.60
AND,Andorra,Other,18,11,3143164.03,155644822.24,158787986.27
BGD,Bangladesh,Other,20,49,203362062.78,1713760942.46,1917123005.25
BIH,Bosnia Herzegovina,Other,21,44,14795877.67,1762102156.00,1776898033.67
BWA,Botswana,Other,8,16,9135832.53,797597357.09,806733189.62
MLI,Mali,Other,14,44,9321496.00,706473698.48,715795194.48
TUN,Tunisia,Other,54,51,3297258876.12,4013088424.03,7310347300.15
TZA,United Rep. of Tanzania,Other,30,62,125527248.46,2358163424.05,2483690672.52
