country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,6,16,2740875.23,204332450.11,207073325.35
BEL,Belgium,Europe,175,144,51404701537.74,32033276404.74,83437977942.47
GRD,Grenada,Other,8,28,4127.76,104696672.00,104700799.76
GUY,Guyana,Other,46,46,22308510272.35,1053804949.58,23362315221.92
KOR,Rep. of Korea,Asia_Pacific,166,104,52018809067.04,131602522218.19,183621331285.23
NLD,Netherlands,Europe,176,155,53572824242.89,94081608450.69,147654432693.58
SAU,Saudi Arabia,Middle_East,73,72,75924116356.36,12850945991.62,88775062347.98
AFG,Afghanistan,Other,9,13,105741373.98,321868316.59,427609690.57
BFA,Burkina Faso,Other,50,62,53872446.61,2467881614.94,2521754061.55
CAN,Canada,North_America,140,103,43583482791.83,33545744339.10,77129227130.93
FRA,France,Europe,180,143,12840750424.01,92637727352.19,105478477776.20
GBR,United Kingdom,Europe,160,98,32931366614.71,74842681273.24,107774047887.96
IND,India,Asia_Pacific,162,112,53036910922.56,110872614916.40,163909525838.96
PAK,Pakistan,Other,37,63,792734435.70,17512834700.99,18305569136.69
POL,Poland,Other,135,90,3328922714.20,26289074096.48,29617996810.68
TUR,T_kiye,Other,184,95,10537823963.46,28350429269.07,38888253232.54
UZB,Uzbekistan,Former_USSR,56,57,1546090376.34,5765109791.91,7311200168.26
AGO,Angola,Africa,25,27,15889050140.77,1122492799.46,17011542940.23
BGR,Bulgaria,Other,81,81,3781426900.01,5989841422.32,9771268322.32
BIH,Bosnia Herzegovina,Other,37,59,12324826.01,1645515847.55,1657840673.56
BRA,Brazil,Latin_America,149,73,36857758915.86,33203044905.49,70060803821.34
CHN,China,Asia_Pacific,197,108,37825054130.66,211123115618.94,248948169749.60
CZE,Czechia,Other,103,78,1674491651.50,11188605159.08,12863096810.57
DEU,Germany,Europe,182,113,23287886586.93,81621613787.58,104909500374.52
DOM,Dominican Rep.,Other,36,60,18615678.99,5332442444.71,5351058123.69
ESP,Spain,Europe,149,111,14298414965.41,56382602269.49,70681017234.91
GRC,Greece,Other,143,77,13620818693.05,22257838313.54,35878657006.59
ITA,Italy,Europe,154,98,18713749829.65,66343961802.92,85057711632.57
MUS,Mauritius,Other,18,58,8039897.55,1426040573.98,1434080471.53
MYS,Malaysia,Asia_Pacific,136,85,56633165709.98,46164074208.56,102797239918.54
PRT,Portugal,Other,107,65,3054202977.77,10729101392.74,13783304370.51
SRB,Serbia,Other,66,68,669032616.79,3669544464.86,4338577081.65
THA,Thailand,Asia_Pacific,122,88,7820030315.56,48569474184.56,56389504500.12
USA,USA,North_America,179,109,292789764871.78,140286230921.66,433075995793.45
ZAF,South Africa,Africa,135,114,9280118065.13,18564647978.82,27844766043.95
AIA,Anguilla,Other,3,7,1490221.75,38567554.26,40057776.01
MSR,Montserrat,Other,0,8,0.00,7869539.04,7869539.04
PER,Peru,Latin_America,58,65,4220448897.64,8964289978.97,13184738876.61
PRY,Paraguay,Other,6,47,77254888.36,2206891381.79,2284146270.15
ALB,Albania,Other,46,43,165854728.08,679149025.87,845003753.95
AUT,Austria,Other,129,83,2510991493.68,10181695310.78,12692686804.46
BLZ,Belize,Other,5,30,38185.46,209520062.86,209558248.33
CHE,Switzerland,Other,132,76,990118361.21,8612305321.63,9602423682.84
CYP,Cyprus,Other,35,62,1333121309.79,1764964306.19,3098085615.97
DNK,Denmark,Europe,114,75,3540595012.90,6603024412.15,10143619425.06
ECU,Ecuador,Latin_America,40,53,10509875803.32,4772785869.64,15282661672.96
EST,Estonia,Other,75,59,530516071.14,1371816728.50,1902332799.65
FIN,Finland,Other,93,60,5315765401.16,10293081100.15,15608846501.31
GEO,Georgia,Other,40,56,166048813.53,1759651550.88,1925700364.41
HRV,Croatia,Other,59,58,890954688.68,5631355505.73,6522310194.40
IRL,Ireland,Other,84,75,631273229.93,8226573315.08,8857846545.01
ISR,Israel,Other,59,60,5084540858.77,1359198137.36,6443738996.12
LKA,Sri Lanka,Other,62,51,257835811.23,3906371781.10,4164207592.33
LTU,Lithuania,Other,122,60,4469346210.21,7179545424.00,11648891634.21
LUX,Luxembourg,Other,83,48,101740323.49,1843634836.49,1945375159.98
MKD,North Macedonia,Other,42,55,15047544.81,1044985334.25,1060032879.06
MLT,Malta,Other,36,61,1739639164.09,1610052021.94,3349691186.03
MNE,Montenegro,Other,15,45,95135.05,351340878.50,351436013.55
PAN,Panama,Other,46,58,122625582.79,2840228230.83,2962853813.62
ROU,Romania,Other,84,72,3351351675.36,8909155731.53,12260507406.90
SVK,Slovakia,Other,70,63,2546221321.06,6730065022.91,9276286343.98
SVN,Slovenia,Other,69,63,1963620151.33,3834961997.49,5798582148.82
SWE,Sweden,Europe,142,77,9541836201.71,18499403470.73,28041239672.44
TUN,Tunisia,Other,30,37,1019244939.01,1201766790.59,2221011729.60
UKR,Ukraine,Other,105,67,370746054.53,7891707449.97,8262453504.50
AND,Andorra,Other,6,12,2339880.64,119800955.15,122140835.79
SLV,El Salvador,Other,26,55,174057730.16,2301913714.37,2475971444.54
ARE,United Arab Emirates,Middle_East,85,63,97079808679.30,10554243697.54,107634052376.84
ARG,Argentina,Latin_America,34,56,8042631870.50,3077718424.69,11120350295.19
ARM,Armenia,Other,11,50,1319061.58,1027357496.33,1028676557.91
ATG,Antigua and Barbuda,Other,26,33,87715047.73,53719886.52,141434934.25
AUS,Australia,Asia_Pacific,105,74,72649591342.42,35825510127.60,108475101470.03
AZE,Azerbaijan,Former_USSR,86,58,20572570263.25,1836144351.70,22408714614.95
BOL,Bolivia (Plurinational State of),Other,22,36,1878286801.45,2870446751.82,4748733553.27
BRB,Barbados,Other,15,45,31954446.73,735088149.05,767042595.78
CHL,Chile,Latin_America,38,67,912538593.12,15137615485.10,16050154078.22
EGY,Egypt,Africa,108,71,10477434999.43,16857728731.08,27335163730.51
FJI,Fiji,Other,19,32,100449668.54,709087900.36,809537568.90
GTM,Guatemala,Other,30,66,134266120.70,4684743387.00,4819009507.70
HKG,"China, Hong Kong SAR",Other,74,56,313904095.50,13565742535.66,13879646631.16
HUN,Hungary,Other,107,59,1425017589.20,9193549512.67,10618567101.87
ISL,Iceland,Other,72,83,91927332.95,1104093171.03,1196020503.99
JPN,Japan,Asia_Pacific,137,76,6639795521.28,70569675279.04,77209470800.32
KGZ,Kyrgyzstan,Other,64,51,347240284.94,1243270865.09,1590511150.03
LVA,Latvia,Other,84,52,696357719.18,2063033476.53,2759391195.71
MDA,Rep. of Moldova,Other,16,55,6407070.09,1411195132.43,1417602202.52
MDV,Maldives,Other,4,41,15069269.77,753819752.92,768889022.69
MEX,Mexico,North_America,66,46,26836514008.00,8220638815.01,35057152823.01
MMR,Myanmar,Other,9,35,3233904412.01,4460186296.98,7694090708.98
NGA,Nigeria,Africa,63,69,50468883865.70,15318758069.47,65787641935.17
NOR,Norway,Europe,82,68,82292263796.73,5645874435.48,87938138232.21
NZL,New Zealand,Other,64,58,974576097.52,6147617411.37,7122193508.89
PHL,Philippines,Other,48,59,950383361.02,19499909831.48,20450293192.50
SUR,Suriname,Other,9,28,114908071.29,163779303.64,278687374.93
TGO,Togo,Other,25,51,220772356.12,352093242.14,572865598.26
TTO,Trinidad and Tobago,Other,59,49,5853148877.13,1156695485.50,7009844362.64
ZWE,Zimbabwe,Other,10,43,13564998.25,1766362147.31,1779927145.57
URY,Uruguay,Other,10,36,47572738.24,1446286751.60,1493859489.84
BLR,Belarus,Other,12,31,145743545.87,155448049.90,301191595.77
CUW,Cura_o,Other,12,16,22054913.06,421526156.94,443581070.00
IRN,Iran,Middle_East,22,26,942592464.54,42746209.94,985338674.48
RUS,Russian Federation,Former_USSR,57,31,107028432054.20,646120142.20,107674552196.40
ATA,Antarctica,Other,2,4,237140.76,4828196.96,5065337.72
BHS,Bahamas,Other,17,30,1602572174.34,3637216568.01,5239788742.36
CYM,Cayman Isds,Other,7,18,131134366.81,250629549.12,381763915.93
DMA,Dominica,Other,2,11,215.27,14921465.53,14921680.80
KNA,Saint Kitts and Nevis,Other,5,16,2056.18,54899824.38,54901880.56
LCA,Saint Lucia,Other,6,16,41047264.19,895501156.04,936548420.23
MHL,Marshall Isds,Other,12,26,74425113.22,2105118838.41,2179543951.63
SXM,Sint Maarten,Other,6,9,15317.90,95797454.64,95812772.54
TCA,Turks and Caicos Isds,Other,3,7,14703.27,47870294.92,47884998.20
VCT,Saint Vincent and the Grenadines,Other,3,13,19795.67,38265186.88,38284982.54
VGB,Br. Virgin Isds,Other,6,12,50148498.42,66851927.32,117000425.74
BGD,Bangladesh,Other,20,32,78701597.57,5413303655.38,5492005252.95
BRN,Brunei Darussalam,Other,15,19,6610045183.34,1381660444.20,7991705627.55
CCK,Cocos Isds,Other,0,2,0.00,225964.52,225964.52
CIV,C_e d'Ivoire,Other,18,34,1999058462.31,2787340097.01,4786398559.32
COK,Cook Isds,Other,2,9,243.13,38212991.08,38213234.22
COL,Colombia,Latin_America,50,43,20687270163.22,5772534437.27,26459804600.49
CPV,Cabo Verde,Other,5,16,18477.90,176703440.99,176721918.89
CXR,Christmas Isds,Other,2,3,434.99,17034556.77,17034991.76
GAB,Gabon,Other,16,26,4379606064.80,57426394.95,4437032459.75
GHA,Ghana,Other,27,40,4017779426.59,1480816765.35,5498596191.94
