country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,13,24,190584974.03,192074709.79,382659683.82
AGO,Angola,Africa,29,54,26822806398.12,3033317327.41,29856123725.53
COL,Colombia,Latin_America,75,57,21522470179.69,2084605684.38,23607075864.07
CRI,Costa Rica,Other,29,52,78443514.95,1610630467.15,1689073982.10
DOM,Dominican Rep.,Other,23,50,178045810.87,3448435883.56,3626481694.43
ECU,Ecuador,Latin_America,39,49,9313515494.77,3176180332.29,12489695827.06
KOR,Rep. of Korea,Asia_Pacific,156,105,28827262903.22,97808132472.30,126635395375.52
MEX,Mexico,North_America,94,76,10047160371.63,22996971677.62,33044132049.25
NLD,Netherlands,Europe,174,104,57061995867.55,69730658755.84,126792654623.38
RWA,Rwanda,Other,10,51,1608727.68,127630864.53,129239592.21
SDN,Sudan (...2011),Other,16,56,8760098304.67,760191814.40,9520290119.07
USA,USA,North_America,189,130,69542519463.18,170181261524.36,239723780987.54
VEN,Venezuela,Latin_America,57,34,27138829865.53,211355782.18,27350185647.71
YEM,Yemen,Other,42,44,7332505785.11,1942864131.00,9275369916.11
AFG,Afghanistan,Other,7,43,4207247.97,1207661521.65,1211868769.62
ARE,United Arab Emirates,Middle_East,137,101,63802228969.25,1867173362.95,65669402332.20
ESP,Spain,Europe,148,102,7408642596.93,56823078169.66,64231720766.59
KAZ,Kazakhstan,Former_USSR,55,56,33517512355.88,2100624972.00,35618137327.88
LKA,Sri Lanka,Other,16,42,27808386.45,2094133574.79,2121941961.24
NGA,Nigeria,Africa,92,81,52918558353.25,1401341437.18,54319899790.44
PAK,Pakistan,Other,36,53,453156123.42,11317762171.98,11770918295.40
TUR,T_kiye,Other,166,86,3586283462.40,14718791296.95,18305074759.35
ARG,Argentina,Latin_America,46,50,5546675498.24,2351558316.00,7898233814.24
BEL,Belgium,Europe,172,101,30175923812.21,28918075968.86,59093999781.07
BHS,Bahamas,Other,27,41,1610625025.04,3330097373.30,4940722398.35
BRA,Brazil,Latin_America,91,86,22713225622.65,29310412054.68,52023637677.33
CAN,Canada,North_America,166,100,21051311474.59,37758977213.15,58810288687.74
CHN,China,Asia_Pacific,182,108,15483288814.93,132208107826.97,147691396641.91
COG,Congo,Other,42,49,9375592579.79,244730025.58,9620322605.37
DEU,Germany,Europe,166,106,18738809078.90,65118766080.01,83857575158.92
FRA,France,Europe,181,113,11793358874.30,79730809612.67,91524168486.98
GAB,Gabon,Other,40,44,5782054268.80,301017018.64,6083071287.44
GBR,United Kingdom,Europe,170,104,47106628704.15,40397833188.30,87504461892.46
GRD,Grenada,Other,7,30,44969.59,69227047.05,69272016.64
HND,Honduras,Other,15,49,143117250.17,1451382815.10,1594500065.27
IND,India,Asia_Pacific,144,103,31600988650.22,92083642186.85,123684630837.07
ITA,Italy,Europe,164,93,16350340519.43,85358620633.56,101708961152.99
JPN,Japan,Asia_Pacific,156,78,11470886194.11,142328850613.81,153799736807.92
MUS,Mauritius,Other,30,43,97183244.59,831254975.00,928438219.59
MYS,Malaysia,Asia_Pacific,113,75,42001745086.95,16186958049.67,58188703136.62
PAN,Panama,Other,45,72,1281776480.12,571347405.34,1853123885.46
PER,Peru,Latin_America,39,52,2816109557.18,5569467183.11,8385576740.29
PRT,Portugal,Other,88,69,1603280757.20,10533390740.45,12136671497.65
SGP,Singapore,Asia_Pacific,124,102,47189883884.25,77590798221.66,124780682105.91
STP,Sao Tome and Principe,Other,1,12,33.00,35824369.00,35824402.00
THA,Thailand,Asia_Pacific,109,74,6699210686.28,30480148906.58,37179359592.86
ZAF,South Africa,Africa,141,75,7120158225.90,14836294396.49,21956452622.40
ALB,Albania,Other,28,47,230963130.92,488544349.00,719507479.92
