country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,17,19,124803954.63,193628935.32,318432889.95
ARE,United Arab Emirates,Middle_East,166,113,85801509206.27,8869408640.55,94670917846.82
CAN,Canada,North_America,161,103,29212664521.08,29369368105.55,58582032626.64
CRI,Costa Rica,Other,22,53,896727.94,1474551248.36,1475447976.31
CUB,Cuba,Other,7,52,67204372.34,2504426315.76,2571630688.11
CUW,Cura_o,Other,38,26,633554138.83,56144872.42,689699011.25
DOM,Dominican Rep.,Other,42,65,147972917.71,3187837704.89,3335810622.59
HND,Honduras,Other,19,47,149430724.87,1246512948.08,1395943672.95
KOR,Rep. of Korea,Asia_Pacific,175,117,29466333849.53,91020480086.20,120486813935.73
NIC,Nicaragua,Other,11,38,11830606.33,662138748.10,673969354.43
NLD,Netherlands,Europe,184,129,58397462515.12,58291131487.47,116688594002.59
PAN,Panama,Other,43,74,873090271.91,1107147130.44,1980237402.35
SDN,Sudan,Other,14,55,734030935.46,877654757.96,1611685693.42
SGP,Singapore,Asia_Pacific,157,124,44974001203.19,70164017622.73,115138018825.92
SLV,El Salvador,Other,22,43,70184111.53,1300613726.46,1370797837.99
USA,USA,North_America,195,137,105324732165.85,127576911338.59,232901643504.45
VCT,Saint Vincent and the Grenadines,Other,10,34,84213126.65,36533063.74,120746190.39
VEN,Venezuela,Latin_America,46,32,29623678999.03,2004712805.79,31628391804.82
AFG,Afghanistan,Other,4,39,68942921.68,378885535.92,447828457.60
MOZ,Mozambique,Other,49,63,2451677307.53,1003664110.34,3455341417.88
NGA,Nigeria,Africa,75,67,42356390503.01,8717267386.40,51073657889.41
PAK,Pakistan,Other,36,68,520764838.02,13552459857.60,14073224695.62
AGO,Angola,Africa,45,63,13374225251.00,1642193717.80,15016418968.80
ARG,Argentina,Latin_America,51,63,2247633737.07,5019513806.05,7267147543.12
BEL,Belgium,Europe,179,119,32432633092.72,34851109548.06,67283742640.77
BEN,Benin,Other,17,49,94746965.75,401631739.70,496378705.45
BFA,Burkina Faso,Other,48,63,9600168.31,865085702.27,874685870.58
BRA,Brazil,Latin_America,94,75,21491869939.20,21731638260.22,43223508199.43
CHN,China,Asia_Pacific,193,112,19355858316.46,164943284533.55,184299142850.00
