country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,9,16,8591873.13,89236948.68,97828821.81
BEL,Belgium,Europe,179,146,41819973754.15,43442776223.68,85262749977.82
CUW,Cura_o,Other,13,22,64962105.85,253880184.97,318842290.82
GRD,Grenada,Other,8,27,10673.53,106404053.72,106414727.25
GUY,Guyana,Other,34,44,13545556063.63,1014722633.90,14560278697.53
JOR,Jordan,Other,27,59,41996516.47,3370134003.89,3412130520.36
KOR,Rep. of Korea,Asia_Pacific,175,108,53624074213.15,139624292416.68,193248366629.83
NLD,Netherlands,Europe,181,156,47815872393.34,113908354700.05,161724227093.39
THA,Thailand,Asia_Pacific,137,81,7569668769.76,49787355361.27,57357024131.03
USA,USA,North_America,187,128,306608070559.95,140254704514.17,446862775074.12
AFG,Afghanistan,Other,12,22,232769962.05,175324570.20,408094532.25
BHR,Bahrain,Middle_East,76,58,8071174722.68,81306131.29,8152480853.97
CAN,Canada,North_America,153,104,50509568604.26,37102191648.82,87611760253.08
COD,Dem. Rep. of the Congo,Other,38,85,1147876718.19,9172101032.41,10319977750.60
DEU,Germany,Europe,183,117,23381484273.46,71689853622.29,95071337895.75
FIN,Finland,Other,112,65,6654182520.20,10997307080.96,17651489601.16
GHA,Ghana,Other,40,83,5373506150.98,5212141730.26,10585647881.24
MOZ,Mozambique,Other,47,57,5075153675.17,1937394621.78,7012548296.95
PAK,Pakistan,Other,44,69,2978709732.76,16429109466.12,19407819198.88
SWE,Sweden,Europe,151,80,10707656824.79,20541219216.00,31248876040.79
TUR,T_kiye,Other,191,107,10724618362.95,28484238738.96,39208857101.91
UZB,Uzbekistan,Former_USSR,52,59,791338935.60,2248740359.87,3040079295.47
AGO,Angola,Africa,37,56,18500944957.62,3439191658.47,21940136616.09
ARE,United Arab Emirates,Middle_East,180,134,121948328338.44,19953966744.28,141902295082.72
BFA,Burkina Faso,Other,44,64,21655433.26,2107419294.04,2129074727.30
BGD,Bangladesh,Other,15,43,90909023.57,11466127664.32,11557036687.90
BRA,Brazil,Latin_America,145,75,35486159508.55,34766891864.06,70253051372.61
CHN,China,Asia_Pacific,198,110,42892712921.79,219682736371.11,262575449292.91
CZE,Czechia,Other,109,74,1851484317.46,12666972047.29,14518456364.74
DNK,Denmark,Europe,128,73,3639338141.23,7148444630.53,10787782771.76
ESP,Spain,Europe,159,119,20311605802.09,63997061652.22,84308667454.31
FRA,France,Europe,189,145,14373206917.60,79564353596.50,93937560514.10
GBR,United Kingdom,Europe,176,114,44248947583.80,86198386796.60,130447334380.41
GIB,Gibraltar,Other,11,35,199702221.21,8657075311.21,8856777532.42
IDN,Indonesia,Asia_Pacific,98,81,55074225977.27,38449520504.53,93523746481.80
IND,India,Asia_Pacific,171,120,48023002994.24,113321120299.80,161344123294.04
ITA,Italy,Europe,163,100,21254015236.94,84980662105.71,106234677342.65
JPN,Japan,Asia_Pacific,161,82,9330256071.72,80285892444.19,89616148515.91
LBN,Lebanon,Other,46,62,119691425.61,4896600949.08,5016292374.69
LBR,Liberia,Other,18,50,182036663.97,1064404079.73,1246440743.71
MAR,Morocco,Other,54,78,274252507.02,11157663460.32,11431915967.35
MYS,Malaysia,Asia_Pacific,139,91,69497152051.72,48141534895.96,117638686947.68
NOR,Norway,Europe,97,72,92796133110.13,6691774270.14,99487907380.27
PHL,Philippines,Other,34,62,786089816.05,20704399877.55,21490489693.60
POL,Poland,Other,141,85,4072620874.16,29100355612.94,33172976487.09
PRT,Portugal,Other,114,67,2558153951.96,11664584768.12,14222738720.08
SGP,Singapore,Asia_Pacific,165,126,58467776279.68,85775595714.94,144243371994.61
STP,Sao Tome and Principe,Other,3,15,30877281.93,52545191.52,83422473.46
TGO,Togo,Other,33,52,1879760104.96,450199497.96,2329959602.92
VNM,Viet Nam,Other,76,64,3435437499.02,24266724330.50,27702161829.51
ZAF,South Africa,Africa,140,120,12603012705.12,21172793562.91,33775806268.03
AIA,Anguilla,Other,2,7,5174.71,25417308.63,25422483.34
