country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,22,20,228722588.06,184049827.53,412772415.59
BEL,Belgium,Europe,180,120,30195618053.36,34405007043.16,64600625096.52
CAN,Canada,North_America,156,98,24877423999.55,28094659926.31,52972083925.86
CHL,Chile,Latin_America,29,64,318830346.51,8477389798.89,8796220145.40
CIV,C_e d'Ivoire,Other,70,68,1945754324.84,1736154160.72,3681908485.56
COL,Colombia,Latin_America,72,65,21075345211.20,5146376684.84,26221721896.04
CUW,Cura_o,Other,33,33,962049718.96,1023053060.93,1985102779.89
DOM,Dominican Rep.,Other,45,52,77075552.57,2910711804.13,2987787356.71
FRA,France,Europe,178,133,9580597256.61,57726294704.10,67306891960.71
GRD,Grenada,Other,5,26,11548.86,67298409.20,67309958.06
HND,Honduras,Other,14,43,107466930.39,1293664022.04,1401130952.42
KOR,Rep. of Korea,Asia_Pacific,167,105,29581950579.08,84960245486.46,114542196065.54
NIC,Nicaragua,Other,14,41,15728994.68,747843561.80,763572556.49
NLD,Netherlands,Europe,187,160,57948504454.45,54404153235.82,112352657690.27
PAN,Panama,Other,47,70,751207946.67,986033542.35,1737241489.01
PER,Peru,Latin_America,65,61,1954316367.29,4189509455.91,6143825823.20
PRY,Paraguay,Other,11,40,64503397.71,1369045355.33,1433548753.04
SDN,Sudan,Other,10,57,839158409.72,216086480.13,1055244889.85
SGP,Singapore,Asia_Pacific,151,109,41271362213.81,62472294351.67,103743656565.48
SLV,El Salvador,Other,20,47,46955437.45,1309731375.18,1356686812.63
SUR,Suriname,Other,7,28,161968008.19,233101480.03,395069488.22
USA,USA,North_America,190,135,79411709852.53,123721005169.98,203132715022.51
VEN,Venezuela,Latin_America,43,38,34059137638.30,2511896929.31,36571034567.60
AFG,Afghanistan,Other,6,31,65004094.17,404852564.23,469856658.40
BFA,Burkina Faso,Other,35,61,24576930.41,788210861.60,812787792.01
IND,India,Asia_Pacific,154,113,24869957264.89,101659339458.54,126529296723.42
ITA,Italy,Europe,164,97,12207115312.65,48924330556.90,61131445869.55
NGA,Nigeria,Africa,85,69,50292713770.99,6195947586.37,56488661357.36
PAK,Pakistan,Other,35,60,447240433.67,9901376036.07,10348616469.74
AGO,Angola,Africa,36,55,17367057392.46,1418467442.99,18785524835.45
ARE,United Arab Emirates,Middle_East,150,101,63925538145.81,1533834564.24,65459372710.05
AUS,Australia,Asia_Pacific,125,79,49482526802.42,20607433228.79,70089960031.21
AUT,Austria,Other,143,71,2875917345.71,7049276901.80,9925194247.52
BRA,Brazil,Latin_America,95,73,15737872146.19,25378220898.68,41116093044.87
CHN,China,Asia_Pacific,192,110,13865046647.95,129297623940.40,143162670588.35
COD,Dem. Rep. of the Congo,Other,22,75,343583419.04,475522136.64,819105555.68
COG,Congo,Other,33,61,4601996061.49,486138267.20,5088134328.69
DEU,Germany,Europe,175,105,17441941931.71,62291139617.11,79733081548.82
