country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,22,16,1899860555.47,84691577.23,1984552132.70
BHS,Bahamas,Other,25,48,1310789734.27,1484924534.85,2795714269.12
BRA,Brazil,Latin_America,91,67,15776912491.47,19098627683.56,34875540175.02
CAN,Canada,North_America,160,99,29851582594.19,29498296095.35,59349878689.54
COL,Colombia,Latin_America,78,52,14702639684.88,1214718545.85,15917358230.73
CRI,Costa Rica,Other,26,49,63734771.04,870940794.80,934675565.84
CZE,Czechia,Other,95,60,1501858733.02,8191745703.56,9693604436.58
DEU,Germany,Europe,183,111,18372013457.01,66760050375.38,85132063832.40
DNK,Denmark,Europe,112,68,5761584033.49,4375950412.24,10137534445.73
DOM,Dominican Rep.,Other,36,54,42250296.65,2740380710.88,2782631007.52
FRA,France,Europe,175,112,11317477497.95,69181941450.76,80499418948.71
GBR,United Kingdom,Europe,170,110,35920451000.69,33623971685.01,69544422685.70
GRC,Greece,Other,143,84,3256018645.54,11021131413.89,14277150059.43
GTM,Guatemala,Other,20,52,237007365.44,1903966820.00,2140974185.43
MEX,Mexico,North_America,91,80,6958082441.61,15132506173.96,22090588615.57
NLD,Netherlands,Europe,165,108,54438307722.46,48115321080.62,102553628803.08
PAN,Panama,Other,48,72,729479005.13,546990215.77,1276469220.90
PER,Peru,Latin_America,40,50,1618326703.21,3038266035.00,4656592738.21
SDN,Sudan (...2011),Other,21,60,7046359829.28,335161419.40,7381521248.68
TUR,T_kiye,Other,160,78,4161080738.45,11699485716.18,15860566454.63
USA,USA,North_America,189,129,48673252204.38,147854434263.76,196527686468.14
VEN,Venezuela,Latin_America,64,42,21127147536.64,149974721.09,21277122257.73
YEM,Yemen,Other,33,45,4561236179.33,1961831319.84,6523067499.17
AFG,Afghanistan,Other,6,43,4739504.78,996783355.36,1001522860.14
ARE,United Arab Emirates,Middle_East,137,91,44637113241.84,1386291709.71,46023404951.54
BEN,Benin,Other,12,44,85017819.18,160130617.26,245148436.44
FIN,Finland,Other,100,58,3760370304.48,8184793204.97,11945163509.45
NGA,Nigeria,Africa,91,76,36769891681.51,817014223.17,37586905904.68
PAK,Pakistan,Other,27,59,279041334.45,8764965079.75,9044006414.20
AGO,Angola,Africa,37,61,37476219455.25,3372259788.00,40848479243.25
BEL,Belgium,Europe,167,105,25200809261.67,42064994354.44,67265803616.11
CHL,Chile,Latin_America,37,54,497447574.00,8993885256.59,9491332830.59
CHN,China,Asia_Pacific,186,100,12280471185.37,100508865725.26,112789336910.63
CIV,C_e d'Ivoire,Other,66,63,1985600474.04,1825177417.60,3810777891.64
COG,Congo,Other,45,42,6911120961.96,108504609.61,7019625571.57
ECU,Ecuador,Latin_America,29,50,6687266224.07,1796107842.21,8483374066.28
ESP,Spain,Europe,147,102,5747217669.17,46162551114.20,51909768783.37
GAB,Gabon,Other,39,36,3580448386.13,172600699.20,3753049085.32
GHA,Ghana,Other,17,64,46747792.65,175080316.86,221828109.50
GIN,Guinea,Other,9,29,45277126.66,476568979.09,521846105.75
HND,Honduras,Other,18,43,55960880.98,946940878.29,1002901759.27
IND,India,Asia_Pacific,152,102,15774442154.10,80927465341.29,96701907495.39
ITA,Italy,Europe,167,93,10231629198.40,68139778037.39,78371407235.80
JPN,Japan,Asia_Pacific,153,82,8308412173.49,107694840675.79,116003252849.28
KOR,Rep. of Korea,Asia_Pacific,145,103,20929440470.10,73517212087.41,94446652557.51
NOR,Norway,Europe,99,72,41836651400.12,2671657987.53,44508309387.65
PRT,Portugal,Other,84,66,1070823938.14,8638093539.02,9708917477.16
SGP,Singapore,Asia_Pacific,123,88,33862268894.11,56224752001.82,90087020895.92
SLV,El Salvador,Other,25,50,48165855.97,996195375.78,1044361231.75
STP,Sao Tome and Principe,Other,1,13,1850595.00,37473861.00,39324456.00
SWE,Sweden,Europe,143,77,6608301441.20,12975071129.04,19583372570.24
THA,Thailand,Asia_Pacific,105,71,6109608398.00,24121348850.24,30230957248.23
TTO,Trinidad and Tobago,Other,63,49,8595440209.79,2316388043.31,10911828253.09
URY,Uruguay,Other,10,35,78948240.44,1439904554.19,1518852794.62
ZAF,South Africa,Africa,126,78,6684580305.20,13001590461.88,19686170767.08
