source,target,weight,data_source
ABW,AGO,54918004.00,import_reported
ABW,COL,34997125.00,import_reported
ABW,CRI,30.00,import_reported
ABW,DOM,1917448.00,import_reported
ABW,ECU,48291468.00,import_reported
ABW,KOR,16263315.00,import_reported
ABW,MEX,33776782.00,import_reported
ABW,NLD,1025.00,export_mirrored
ABW,RWA,36.03,import_reported
ABW,SDN,143246.00,import_reported
ABW,USA,130344.00,export_mirrored
ABW,VEN,52.00,export_mirrored
ABW,YEM,146099.00,import_reported
AGO,ARG,2316.00,import_reported
AGO,BEL,36047242.87,import_reported
AGO,BHS,140139415.00,export_mirrored
AGO,BRA,503361659.00,import_reported
AGO,CAN,1574222990.00,import_reported
AGO,CHN,46758231.00,import_reported
AGO,COG,9937096.00,import_reported
AGO,DEU,296906663.64,import_reported
AGO,ESP,603466378.31,import_reported
AGO,FRA,2121547066.00,import_reported
AGO,GAB,773.43,import_reported
AGO,GBR,57212769.00,import_reported
AGO,GRD,672.22,import_reported
AGO,HND,317091.00,import_reported
AGO,IND,4820640306.00,import_reported
AGO,ITA,334571553.00,import_reported
AGO,JPN,80596893.00,import_reported
AGO,KOR,94708536.00,import_reported
AGO,MUS,1977472.00,import_reported
AGO,MYS,237357325.00,export_mirrored
AGO,NLD,607542888.00,import_reported
AGO,PAN,77969322.00,export_mirrored
AGO,PER,227472319.10,import_reported
AGO,PRT,740346751.00,import_reported
AGO,SGP,2717.99,import_reported
AGO,STP,16569286.00,import_reported
AGO,THA,82801635.00,import_reported
AGO,USA,12148770969.00,import_reported
AGO,ZAF,1961558061.56,import_reported
COL,ABW,82714027.00,export_mirrored
COL,ARE,31278676.00,export_mirrored
COL,ARG,31013083.00,import_reported
COL,ATG,2200.00,import_reported
COL,AUS,459663.00,import_reported
COL,AUT,3726662.00,import_reported
COL,BEL,23626017.22,import_reported
COL,BFA,337589.56,import_reported
COL,BHS,188503979.00,export_mirrored
COL,BIH,17447849.00,import_reported
COL,BOL,269566.01,import_reported
COL,BRA,239555929.00,import_reported
COL,BRB,14685.00,import_reported
COL,CAN,277924566.00,import_reported
