source,target,weight,data_source
ABW,ARE,248.33,import_reported
ABW,CAN,22512840.07,import_reported
ABW,CRI,22.98,import_reported
ABW,CUB,20475530.33,import_reported
ABW,CUW,6679.33,export_mirrored
ABW,DOM,7631925.18,import_reported
ABW,HND,126741.58,import_reported
ABW,KOR,11348125.00,import_reported
ABW,NIC,4784812.68,import_reported
ABW,NLD,150.25,import_reported
ABW,PAN,5.59,export_mirrored
ABW,SDN,123561.00,import_reported
ABW,SGP,43183584.85,import_reported
ABW,SLV,12214994.75,import_reported
ABW,USA,2320347.00,import_reported
ABW,VCT,33203.03,import_reported
ABW,VEN,41182.68,export_mirrored
ARE,AFG,21194593.01,export_mirrored
ARE,AGO,39449929.32,import_reported
ARE,AIA,3418.92,export_mirrored
ARE,ALB,6033.49,export_mirrored
ARE,ARG,34999337.32,import_reported
ARE,ARM,24256.62,import_reported
ARE,AUS,1331270119.09,import_reported
ARE,AUT,193.11,import_reported
ARE,AZE,2597085.31,import_reported
ARE,BDI,28919797.14,import_reported
ARE,BEL,32628341.61,import_reported
ARE,BEN,4641666.22,import_reported
ARE,BFA,4890988.22,import_reported
ARE,BGD,49936651.26,export_mirrored
ARE,BHR,51348086.79,import_reported
ARE,BHS,1946.09,export_mirrored
ARE,BLR,1323500.00,import_reported
ARE,BMU,6807.35,export_mirrored
ARE,BOL,3176.01,import_reported
ARE,BRA,15639891.00,import_reported
ARE,BRB,821.50,import_reported
ARE,BRN,57054.11,import_reported
ARE,BWA,2577692.98,import_reported
ARE,CAF,825838.76,import_reported
ARE,CAN,3646008.75,import_reported
ARE,CHE,41690.99,import_reported
ARE,CHL,457269.51,import_reported
ARE,CHN,7867488794.00,import_reported
ARE,CIV,5591913.71,import_reported
ARE,CMR,9920481.90,import_reported
ARE,COD,51749738.17,import_reported
ARE,COG,914052.64,import_reported
ARE,COL,115370.92,import_reported
ARE,COM,26057838.36,import_reported
ARE,CPV,66266.84,import_reported
ARE,CRI,44397.54,export_mirrored
ARE,CUB,7082.10,export_mirrored
ARE,CUW,62419.32,export_mirrored
ARE,CYP,154553.92,import_reported
ARE,CZE,19425.18,export_mirrored
ARE,DEU,83622.08,import_reported
ARE,DJI,74129155.46,export_mirrored
ARE,DNK,107.83,import_reported
ARE,DOM,168.29,import_reported
ARE,DZA,22659444.41,import_reported
ARE,ECU,320232.56,import_reported
ARE,EGY,88238473.32,import_reported
ARE,ERI,5596754.57,export_mirrored
ARE,ESP,94489742.91,import_reported
ARE,EST,116.83,import_reported
ARE,ETH,39676446.23,import_reported
ARE,FIN,13.56,import_reported
ARE,FJI,1049995.43,import_reported
ARE,FRA,895817266.06,import_reported
ARE,GAB,799128.04,import_reported
ARE,GBR,1070020514.11,import_reported
ARE,GEO,489122.69,import_reported
ARE,GHA,35158420.52,import_reported
ARE,GIN,12817274.22,export_mirrored
ARE,GMB,1376844.96,import_reported
ARE,GNB,79866.58,import_reported
ARE,GNQ,1056984.04,export_mirrored
ARE,GRC,19296.48,import_reported
ARE,GTM,27149.35,export_mirrored
ARE,GUM,269.84,export_mirrored
ARE,GUY,298603.73,import_reported
ARE,HKG,342766.42,import_reported
ARE,HND,54264.97,import_reported
ARE,HTI,37689.30,export_mirrored
ARE,IDN,1571059880.00,import_reported
ARE,IND,9095206580.00,import_reported
ARE,IRL,73991.85,import_reported
ARE,IRN,97951979.00,import_reported
ARE,IRQ,961107524.84,export_mirrored
ARE,ISL,25111.18,import_reported
ARE,ITA,674211314.95,import_reported
ARE,JAM,96375.99,import_reported
ARE,JOR,167419350.68,import_reported
ARE,JPN,19909873291.00,import_reported
ARE,KAZ,214965.41,import_reported
ARE,KEN,1055116692.00,import_reported
ARE,KGZ,1095.98,export_mirrored
ARE,KHM,4572837.13,import_reported
ARE,KOR,7644870719.00,import_reported
ARE,KWT,80737279.40,import_reported
ARE,LAO,11593.00,import_reported
ARE,LBN,28657299.82,import_reported
ARE,LBR,3484428.00,import_reported
ARE,LBY,12330000.00,import_reported
ARE,LKA,1052111176.94,import_reported
ARE,LTU,70570.44,export_mirrored
ARE,LUX,23200.90,import_reported
ARE,LVA,60410.06,export_mirrored
ARE,MAC,3782.74,import_reported
ARE,MAR,58580917.40,import_reported
ARE,MDA,6632.00,import_reported
ARE,MDG,214930586.70,import_reported
ARE,MDV,249980810.12,import_reported
ARE,MEX,32083184.00,import_reported
ARE,MKD,10048.33,import_reported
ARE,MLI,13126208.93,import_reported
ARE,MLT,29231.76,import_reported
ARE,MMR,23065127.79,import_reported
ARE,MNG,127031.97,import_reported
ARE,MOZ,423287634.38,import_reported
ARE,MRT,292115520.12,import_reported
ARE,MUS,84778435.84,import_reported
ARE,MWI,91258314.29,import_reported
ARE,MYS,1490912430.70,import_reported
ARE,NER,175316.82,import_reported
ARE,NGA,64452384.78,import_reported
ARE,NIC,166228.41,export_mirrored
ARE,NLD,622947224.60,import_reported
ARE,NOR,61420.00,export_mirrored
ARE,NPL,9872684.62,import_reported
ARE,NZL,1333799863.29,import_reported
ARE,OMN,300326103.01,import_reported
ARE,PAK,6373006982.78,import_reported
ARE,PAN,356564.00,import_reported
ARE,PER,1547385.16,import_reported
ARE,PHL,734138828.00,import_reported
ARE,PNG,361795.68,export_mirrored
ARE,POL,58733.00,export_mirrored
ARE,PRT,47305.81,import_reported
ARE,PRY,48669334.00,import_reported
ARE,PSE,1009421.71,import_reported
ARE,PYF,361650.54,export_mirrored
ARE,QAT,116366114.91,import_reported
ARE,ROU,3806953.40,import_reported
ARE,RUS,148646.83,import_reported
ARE,RWA,203517447.63,import_reported
ARE,SAU,901394753.02,import_reported
ARE,SDN,433475496.00,import_reported
ARE,SEN,9731385.32,import_reported
ARE,SGP,7685651817.48,import_reported
ARE,SLB,27971.51,import_reported
ARE,SLE,1431598.08,import_reported
ARE,SLV,39694.02,import_reported
ARE,SOM,77992626.65,export_mirrored
ARE,SRB,167999.00,import_reported
ARE,STP,66825.72,import_reported
ARE,SUR,70132.46,import_reported
ARE,SWE,10664.79,import_reported
ARE,SWZ,230997.30,import_reported
ARE,SYC,207553276.02,import_reported
ARE,SYR,9278475.78,export_mirrored
ARE,TCD,5783975.48,export_mirrored
ARE,TGO,892466.91,import_reported
ARE,THA,6458965149.60,import_reported
ARE,TJK,1112700.00,import_reported
ARE,TKM,8468079.82,export_mirrored
ARE,TTO,166315.53,import_reported
ARE,TUN,732915.07,import_reported
ARE,TUR,41084000.00,import_reported
ARE,TZA,396406176.00,import_reported
ARE,UGA,490781837.50,import_reported
ARE,UKR,419272.50,import_reported
ARE,URY,22992773.76,import_reported
ARE,USA,798311239.00,import_reported
ARE,UZB,14281.00,import_reported
ARE,VEN,1466.58,export_mirrored
ARE,VNM,196544777.00,import_reported
ARE,YEM,153767435.01,export_mirrored
ARE,ZAF,643279283.02,import_reported
ARE,ZMB,172098923.30,import_reported
ARE,ZWE,456208.58,import_reported
CAN,AFG,4179.44,export_mirrored
CAN,AGO,286275.42,import_reported
CAN,ALB,66958.12,export_mirrored
CAN,ARE,1670875.77,import_reported
CAN,ARG,72250097.93,import_reported
CAN,ARM,4381.32,export_mirrored
CAN,ASM,169.52,export_mirrored
CAN,ATA,520.89,export_mirrored
CAN,ATG,90.80,import_reported
CAN,AUS,1911738.38,import_reported
CAN,AUT,470214.77,import_reported
CAN,AZE,1235063.68,import_reported
CAN,BEL,850328.90,import_reported
CAN,BFA,13134.35,import_reported
CAN,BGD,43914.95,export_mirrored
CAN,BGR,3747.85,import_reported
CAN,BHR,37682.49,import_reported
CAN,BHS,1444825.19,import_reported
CAN,BIH,3656345.81,import_reported
CAN,BLR,50500.00,import_reported
CAN,BMU,47529.74,import_reported
CAN,BOL,5594.40,import_reported
CAN,BRA,192234735.00,import_reported
CAN,BRB,21795.50,import_reported
CAN,BRN,2357.74,import_reported
CAN,CHE,1753464.38,import_reported
CAN,CHL,49666920.92,import_reported
CAN,CHN,1152728851.00,import_reported
CAN,CIV,57553.13,import_reported
CAN,CMR,113875.01,import_reported
CAN,COD,61402.13,import_reported
CAN,COG,359.85,export_mirrored
CAN,COL,946213.32,import_reported
CAN,CPV,13216.40,export_mirrored
CAN,CRI,1912235.91,import_reported
