source,target,weight,data_source
ABW,CAN,13527354.00,import_reported
ABW,CHN,184208889.00,import_reported
ABW,CRI,38.00,import_reported
ABW,CUW,5578.00,export_mirrored
ABW,DOM,26321284.32,import_reported
ABW,FRA,6883807.00,import_reported
ABW,GTM,2192847.00,import_reported
ABW,ITA,11293314.00,import_reported
ABW,KOR,110709655.00,import_reported
ABW,KWT,23102.00,import_reported
ABW,MAR,2280935.00,import_reported
ABW,SDN,7360538.42,import_reported
ABW,SEN,3842959.00,import_reported
ABW,SGP,97812904.53,import_reported
ABW,SLV,24081956.07,import_reported
ABW,SUR,8049.00,import_reported
ABW,TZA,60.00,import_reported
ABW,USA,5450.00,import_reported
ABW,VEN,248526.00,export_mirrored
CAN,AFG,6852.00,export_mirrored
CAN,AGO,503845.00,import_reported
CAN,AIA,6793.00,export_mirrored
CAN,ALB,2249610.00,import_reported
CAN,ARE,1237889.49,import_reported
CAN,ARG,741264.92,import_reported
CAN,ARM,1120.00,import_reported
CAN,ATA,181.00,export_mirrored
CAN,ATG,243.00,import_reported
CAN,AUS,1202179.00,import_reported
CAN,AUT,173049.45,import_reported
CAN,AZE,200.00,import_reported
CAN,BEL,47039964.96,import_reported
CAN,BFA,35187.78,import_reported
CAN,BGD,188.00,export_mirrored
CAN,BGR,1668.00,import_reported
CAN,BHR,19732.00,import_reported
CAN,BHS,77.00,import_reported
CAN,BIH,4237292.00,import_reported
CAN,BLZ,2802.00,import_reported
CAN,BMU,32517611.00,import_reported
CAN,BOL,43373.71,import_reported
CAN,BRA,316171791.00,import_reported
CAN,BRB,3408.00,import_reported
CAN,BRN,8929.00,import_reported
CAN,CHE,1579626.05,import_reported
CAN,CHL,371242666.93,import_reported
CAN,CHN,1123584402.00,import_reported
CAN,CIV,76483.44,import_reported
CAN,CMR,34420.00,import_reported
CAN,COD,43.00,export_mirrored
CAN,COG,3159.82,import_reported
CAN,COL,11373330.00,import_reported
CAN,CPV,1578.00,export_mirrored
CAN,CRI,2065969.00,import_reported
CAN,CUB,966065.00,export_mirrored
CAN,CUW,44.00,export_mirrored
CAN,CYM,4448.00,export_mirrored
CAN,CYP,2731.40,import_reported
CAN,CZE,2606715.00,import_reported
CAN,DEU,250676865.24,import_reported
CAN,DJI,1420.00,export_mirrored
CAN,DNK,479094.00,import_reported
CAN,DOM,12545495.11,import_reported
CAN,DZA,40062.00,import_reported
CAN,ECU,25491377.00,import_reported
CAN,EGY,7799609.00,import_reported
