country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,12,18,86837494.69,59788208.39,146625703.08
ARE,United Arab Emirates,Middle_East,167,118,76282522696.21,11159848650.97,87442371347.17
COL,Colombia,Latin_America,82,62,13614664720.63,2019811508.29,15634476228.92
CRI,Costa Rica,Other,29,53,1495168.19,902328503.56,903823671.75
CUW,Cura_o,Other,16,19,58130468.72,137302718.30,195433187.01
DOM,Dominican Rep.,Other,38,60,28240279.94,2243962010.87,2272202290.81
GRD,Grenada,Other,3,23,26105.18,52558515.32,52584620.49
GTM,Guatemala,Other,24,46,86210304.44,2010238074.61,2096448379.05
KOR,Rep. of Korea,Asia_Pacific,179,112,20632669071.36,85487203514.89,106119872586.25
NLD,Netherlands,Europe,186,136,41599112083.12,41162823985.98,82761936069.10
OMN,Oman,Middle_East,80,58,22308831508.99,1988843360.44,24297674869.43
PAN,Panama,Other,51,67,238745703.90,759810969.40,998556673.30
USA,USA,North_America,191,132,139886703739.25,79361474535.25,219248178274.50
AFG,Afghanistan,Other,8,32,43275805.62,257875257.27,301151062.89
IRN,Iran,Middle_East,33,45,1699533265.24,238876145.88,1938409411.11
LVA,Latvia,Other,86,49,551091370.56,873986291.90,1425077662.46
MOZ,Mozambique,Other,35,61,1177055544.96,710574164.82,1887629709.78
PAK,Pakistan,Other,31,68,227267982.50,10174150898.25,10401418880.75
SGP,Singapore,Asia_Pacific,155,124,29171366158.45,48581865063.47,77753231221.92
TJK,Tajikistan,Other,6,36,163332.00,476066119.82,476229451.82
UZB,Uzbekistan,Former_USSR,19,50,998329797.49,811252297.36,1809582094.85
AGO,Angola,Africa,43,62,22213097113.78,919318493.16,23132415606.94
BEL,Belgium,Europe,180,123,21593140285.97,21233558094.89,42826698380.86
BEN,Benin,Other,21,46,45125981.07,361151691.94,406277673.01
BFA,Burkina Faso,Other,48,63,9182023.39,960243764.25,969425787.64
BRA,Brazil,Latin_America,137,68,26276541741.21,14435874656.40,40712416397.60
CAN,Canada,North_America,157,109,21052410612.36,19168881837.41,40221292449.77
CHL,Chile,Latin_America,34,65,287865243.36,7332734652.33,7620599895.69
CHN,China,Asia_Pacific,194,111,19072289458.71,176942635634.46,196014925093.17
COD,Dem. Rep. of the Congo,Other,24,67,523401047.13,312963451.50,836364498.64
COG,Congo,Other,29,43,4231328518.12,88251108.85,4319579626.97
CPV,Cabo Verde,Other,5,28,471484.22,372621375.94,373092860.16
ESP,Spain,Europe,162,110,8627569526.27,28645578711.09,37273148237.35
FRA,France,Europe,185,120,5294593169.08,36778265707.28,42072858876.36
GAB,Gabon,Other,53,47,3027131271.63,151146016.75,3178277288.39
GBR,United Kingdom,Europe,180,111,21866514822.37,32033635701.89,53900150524.27
GRC,Greece,Other,147,84,5983195946.07,10515971565.82,16499167511.89
IDN,Indonesia,Asia_Pacific,85,71,26503056274.17,14847568543.83,41350624818.00
IND,India,Asia_Pacific,164,109,20205255998.09,101510860695.02,121716116693.11
ISR,Israel,Other,79,60,1658443217.40,2129347388.71,3787790606.11
ITA,Italy,Europe,167,94,9195601405.98,33416865215.91,42612466621.90
JPN,Japan,Asia_Pacific,162,77,3972065217.41,87340211716.23,91312276933.64
KWT,Kuwait,Middle_East,65,58,36562391054.52,683826266.26,37246217320.78
MAR,Morocco,Other,47,74,88163302.98,4944665724.64,5032829027.62
MMR,Myanmar,Other,15,52,3621158755.25,2804985928.84,6426144684.09
MYS,Malaysia,Asia_Pacific,134,87,37143628039.06,21668236212.21,58811864251.26
NER,Niger,Other,56,49,220832580.88,57380639.71,278213220.59
NOR,Norway,Europe,86,68,34109412467.76,3099520348.41,37208932816.16
PHL,Philippines,Other,35,59,334595411.89,8111309582.86,8445904994.76
PRT,Portugal,Other,111,69,1938157537.90,6345468424.40,8283625962.29
SAU,Saudi Arabia,Middle_East,85,71,77119900012.69,4044153951.13,81164053963.83
SEN,Senegal,Other,39,60,469403794.84,1785928827.76,2255332622.60
STP,Sao Tome and Principe,Other,0,17,0.00,25179613.04,25179613.04
TGO,Togo,Other,37,53,858538895.12,397368019.24,1255906914.37
THA,Thailand,Asia_Pacific,130,84,3634445626.31,24846739703.09,28481185329.40
TUR,T_kiye,Other,184,98,3679921445.12,10381475254.35,14061396699.47
TZA,United Rep. of Tanzania,Other,30,65,66905469.08,1342524378.37,1409429847.45
URY,Uruguay,Other,15,46,91665160.80,817001170.42,908666331.22
ZAF,South Africa,Africa,129,107,5856037571.35,9153358832.45,15009396403.79
AIA,Anguilla,Other,1,7,1468.81,14231307.50,14232776.32
MSR,Montserrat,Other,5,10,130536.19,4333057.26,4463593.46
ALB,Albania,Other,39,43,181432602.52,291918072.65,473350675.17
AUT,Austria,Other,137,74,2065497231.93,5802436821.07,7867934053.01
BGR,Bulgaria,Other,112,56,1261499747.15,2662886899.48,3924386646.63
BIH,Bosnia Herzegovina,Other,33,55,8202203.63,845421253.00,853623456.63
CHE,Switzerland,Other,158,82,1691150562.17,4453421242.68,6144571804.85
CIV,C_e d'Ivoire,Other,45,76,1274664076.94,2017322524.00,3291986600.94
CYP,Cyprus,Other,53,62,490001886.21,1111708795.69,1601710681.91
DEU,Germany,Europe,175,109,11377938490.70,46492422861.00,57870361351.70
DNK,Denmark,Europe,119,68,2412083137.79,3734396118.82,6146479256.61
EGY,Egypt,Africa,99,77,6840170711.48,6250606663.75,13090777375.23
EST,Estonia,Other,92,52,469753666.67,1081427027.52,1551180694.18
GEO,Georgia,Other,39,58,174813175.33,834649129.92,1009462305.25
HRV,Croatia,Other,50,61,922540285.60,1605553719.70,2528094005.30
LBN,Lebanon,Other,40,62,2685927.44,3215613965.11,3218299892.55
LKA,Sri Lanka,Other,57,55,135405264.38,2085409988.28,2220815252.66
MDA,Rep. of Moldova,Other,17,43,7493753.40,388009746.42,395503499.82
MKD,North Macedonia,Other,36,58,9218849.08,471615308.12,480834157.20
MNE,Montenegro,Other,18,46,3857602.78,128341105.54,132198708.32
POL,Poland,Other,144,75,1829723166.07,12572459307.61,14402182473.68
ROU,Romania,Other,87,60,1622268146.96,3901955133.17,5524223280.13
SRB,Serbia,Other,64,59,232238558.75,1698769849.95,1931008408.70
