year,nodes,edges,density,is_connected,num_weakly_connected_components,total_trade_value,avg_trade_value,max_trade_value,median_trade_value,std_trade_value,usa_out_strength,usa_in_strength,usa_total_strength,usa_trade_share,chn_out_strength,chn_in_strength,chn_total_strength,chn_trade_share,rus_out_strength,rus_in_strength,rus_total_strength,rus_trade_share,sau_out_strength,sau_in_strength,sau_total_strength,sau_trade_share,are_out_strength,are_in_strength,are_total_strength,are_trade_share,nor_out_strength,nor_in_strength,nor_total_strength,nor_trade_share,qat_out_strength,qat_in_strength,qat_total_strength,qat_trade_share,aus_out_strength,aus_in_strength,aus_total_strength,aus_trade_share,deu_out_strength,deu_in_strength,deu_total_strength,deu_trade_share,jpn_out_strength,jpn_in_strength,jpn_total_strength,jpn_trade_share,kor_out_strength,kor_in_strength,kor_total_strength,kor_trade_share,ind_out_strength,ind_in_strength,ind_total_strength,ind_trade_share,gbr_out_strength,gbr_in_strength,gbr_total_strength,gbr_trade_share,fra_out_strength,fra_in_strength,fra_total_strength,fra_trade_share,ita_out_strength,ita_in_strength,ita_total_strength,ita_trade_share,esp_out_strength,esp_in_strength,esp_total_strength,esp_trade_share,nld_out_strength,nld_in_strength,nld_total_strength,nld_trade_share,bel_out_strength,bel_in_strength,bel_total_strength,bel_trade_share,can_out_strength,can_in_strength,can_total_strength,can_trade_share,mex_out_strength,mex_in_strength,mex_total_strength,mex_trade_share,bra_out_strength,bra_in_strength,bra_total_strength,bra_trade_share,arg_out_strength,arg_in_strength,arg_total_strength,arg_trade_share,ven_out_strength,ven_in_strength,ven_total_strength,ven_trade_share,col_out_strength,col_in_strength,col_total_strength,col_trade_share,irn_out_strength,irn_in_strength,irn_total_strength,irn_trade_share,irq_out_strength,irq_in_strength,irq_total_strength,irq_trade_share,kwt_out_strength,kwt_in_strength,kwt_total_strength,kwt_trade_share,omn_out_strength,omn_in_strength,omn_total_strength,omn_trade_share,idn_out_strength,idn_in_strength,idn_total_strength,idn_trade_share,tha_out_strength,tha_in_strength,tha_total_strength,tha_trade_share
2011,229,9642,0.18467019076074465,True,1,2306501429364.4478,239214004.29002786,30364874179.0,386804.5,1277307112.1923716,93545885987.54198,195614620405.491,289160506393.03296,0.12536758170260948,16803407404.031,161145885412.14304,177949292816.17404,0.07715117387341383,264090045422.522,5973339631.087999,270063385053.61002,0.11708788974304928,103069359525.76797,659769332.0090001,103729128857.77698,0.044972497106303265,94206372906.71698,1800381012.8,96006753919.51698,0.041624406860207956,56200448417.08,4185348583.466,60385797000.546005,0.026180689173552867,97512069872.78,399248845.019,97911318717.799,0.04245014439240052,53707681322.56499,35435062205.818,89142743528.383,0.038648466631536454,23561680876.729992,68300983472.47201,91862664349.202,0.039827707531278046,14715745158.857,173095248871.889,187810994030.746,0.08142678415009566,47673538666.17901,138585356415.67102,186258895081.85004,0.08075386067858338,45286830482.714,113668783477.236,158955613959.94998,0.06891633013370814,61768184005.198,60253435226.26299,122021619231.461,0.05290333562250765,16697841703.092001,111535439831.22801,128233281534.32,0.05559644572587776,22538444475.829002,103568714904.54199,126107159380.371,0.05467465043588531,12072446577.245,76182211687.20403,88254658264.44902,0.03826343098723656,57579836877.364006,97811820454.87596,155391657332.23996,0.06737115154316546,41923164342.403,40970145265.852005,82893309608.255,0.03593898037648132,42041561553.988,51534474263.369,93576035817.357,0.0405705518435953,14596268159.027,11179077079.58,25775345238.607002,0.011175083141270522,31101914587.391994,40926317253.9,72028231841.29199,0.0312283491023629,4929312041.1449995,5385629658.48,10314941699.625,0.004472115893059413,36684980105.713,1046996470.4169999,37731976576.13,0.016358965182400504,36404452761.557,3846396217.962,40250848979.519,0.017451040119498232,68103120890.403,269695894.17,68372816784.573,0.029643518063378352,41306311199.504,741314356.691,42047625556.195,0.01823004530622864,82766514984.21,172745003.11,82939259987.32,0.03595890248816094,35372114658.907,2352996182.0,37725110840.907,0.016355988494358785,61942637199.03099,40042798456.012,101985435655.043,0.04421650659160654,9403510311.974998,42165584757.086,51569095069.061,0.022358145723443478
2012,232,9676,0.18054933572174953,True,1,2311734920933.3096,238914315.92944503,25081814896.0,349439.0,1235505733.5102286,102222831103.62401,136604085605.88101,238826916709.505,0.10331068434657904,14244677221.82,166799287184.307,181043964406.127,0.07831519209522288,262184290752.09903,3193038213.608,265377328965.70703,0.11479574347502051,104722049437.266,753087903.596,105475137340.862,0.045625965324034144,106378507518.127,7664615153.614001,114043122671.741,0.04933226627285568,57724098911.71099,4935805940.764,62659904852.47499,0.027105142672317076,78243150544.275,114859761.59300002,78358010305.868,0.03389575923965917,56280789936.874016,37794919655.296,94075709592.17001,0.04069485162000716,26179281338.576992,72748630048.365,98927911386.942,0.04279379546985523,11731679755.084,163937881136.691,175669560891.77502,0.0759903565504182,48841201605.607,132130945603.34,180972147208.947,0.07828412573180478,44131934654.475,135492836008.483,179624770662.958,0.07770128358420898,58683730396.95401,69420539101.123,128104269498.07701,0.05541477456522475,16388384748.938004,112247193196.19199,128635577945.12999,0.055644605607807464,25870615036.50599,103766480731.529,129637095768.035,0.05607783772877256,17000853159.230005,77627633913.149,94628487072.37901,0.04093396964137002,67771681283.52001,107411859113.98402,175183540397.50403,0.07578011596882299,43931744800.63599,37340922017.971,81272666818.607,0.03515656837756945,21640478388.260002,50096046541.284,71736524929.544,0.03103146657514783,15777127157.031002,9622874635.0,25400001792.031002,0.010987419691603887,28654640158.753006,39856517500.563,68511157659.31601,0.029636251561081326,5599049349.257,8289763890.0,13888813239.257,0.006007960996518456,45153105167.125,479141116.842,45632246283.967,0.01973939393775478,23928737632.814995,5603834890.771,29532572523.585995,0.012775068740001947,40446423386.31,201070650.61999997,40647494036.93,0.017583112003395057,49879490195.292,2752556568.198,52632046763.49,0.022767336465307632,84110743441.81,778951138.946,84889694580.756,0.036721206143515685,20873853879.897,2048481014.0,22922334893.897,0.009915641575653767,61624235296.992,43444332179.94,105068567476.932,0.045450093142388924,10341713728.472,46462774402.892,56804488131.364,0.024572232576056126
2013,233,9730,0.17999852005327807,True,1,2303103000537.3315,236701233.3542989,31214216071.0,345314.88749999995,1280810513.8820171,108964779495.03102,157948829236.477,266913608731.508,0.11589304024580534,16332243297.112001,152990703292.805,169322946589.917,0.07351948503840804,262090321801.858,2957127544.582,265047449346.44,0.11508275977435764,103138781924.107,1901195337.083,105039977261.18999,0.04560802414685029,111676483329.22803,2192788267.565001,113869271596.79303,0.04944167567417804,57008512345.08699,5192390297.544,62200902642.63099,0.027007434156491934,77577093001.475,119423979.09600005,77696516980.571,0.033735580632930355,67879545373.47401,35677062693.488,103556608066.962,0.044963949959164425,29498659009.146004,78120335068.99602,107618994078.14203,0.04672782504865553,15096025222.307,164423161828.599,179519187050.906,0.07794666022710352,45282983632.746,144358348476.0,189641332108.746,0.08234166342734182,43350731929.86,130236346586.31502,173587078516.17502,0.0753709575627646,55174708564.95698,69284956626.96,124459665191.91699,0.054039990900484954,15006297186.595,107918580293.675,122924877480.27,0.053373590956023544,19337832379.098,90107635028.61201,109445467407.71002,0.04752087396098896,17385877408.279007,74088863680.37997,91474741088.65898,0.039718041732096754,68248390452.291,107484777572.786,175733168025.077,0.07630278280392892,48713983278.63901,42822734293.17801,91536717571.81702,0.03974495172402658,23655555332.315998,49074411968.763,72729967301.079,0.03157912055349263,17615403294.224,10832484801.16,28447888095.384,0.01235198255950641,18996621342.594997,46023145911.925,65019767254.520004,0.02823137620825052,3977916092.6450005,11701576004.720001,15679492097.365002,0.006807985614932053,45506425298.39101,245135831.703,45751561130.09401,0.01986518237326764,40907923064.828995,6337524148.58,47245447213.409,0.020513822960756108,23847412791.954,359835642.18000007,24207248434.134,0.010510710301921479,48367204489.489,947872755.5230001,49315077245.012,0.02141244973998402,94067724151.377,266333519.15,94334057670.527,0.04095954790060112,19341474263.223003,7196956881.076,26538431144.299004,0.011522902422560948,57190298490.787994,44759575332.296005,101949873823.084,0.044266311059165966,9113239609.369999,50820776626.137,59934016235.507,0.026023159286199506
2014,230,9815,0.1863489652553636,True,1,2193238722094.6619,223457842.29186592,30716543874.0,340155.0,1245485615.8984962,119302728466.80199,148897982096.44202,268200710563.24402,0.12228523409758961,17043350770.001,142967303573.782,160010654343.78302,0.07295633290249598,257967302812.245,3174404249.798,261141707062.043,0.11906670460962795,100912184993.95,1908998685.5930002,102821183679.543,0.04688098137413113,108050583541.20401,2263190363.0210004,110313773904.225,0.05029720330619978,53284339988.38699,3874256045.9770007,57158596034.36399,0.026061274342163005,90046902685.13399,142784059.186,90189686744.31999,0.04112169178655753,65857597794.76999,34131118819.547997,99988716614.318,0.04558952730819167,24456402817.047997,86293073039.003,110749475856.051,0.050495860181731266,12591086875.916998,167591840124.19,180182927000.107,0.08215381444114872,46083873291.631,141443076267.069,187526949558.7,0.08550229743326873,39795431059.935,131639108810.704,171434539870.63898,0.07816501603022478,49287605249.657005,61163388055.244995,110450993304.90201,0.05035976804176397,13625514015.895,93650218757.248,107275732773.143,0.04891201841935786,15526061768.071001,74127005411.698,89653067179.769,0.04087702185658361,17093614072.729002,70468135860.508,87561749933.237,0.039923492618993514,73378964852.46194,91907973140.30997,165286937992.7719,0.07536203712239492,46541043883.69998,33686151581.441998,80227195465.14198,0.036579326571674176,23359620716.697,46060224497.582,69419845214.27899,0.03165175068037249,16293171923.526,9994476699.598999,26287648623.125,0.011985767148055307,24498231946.881,45447746032.681,69945977979.562,0.031891639188624116,3777020334.0959997,10388617821.15,14165638155.245998,0.006458776243799419,39473466064.27499,3440779965.961,42914246030.235985,0.01956660968909511,39012825891.771,7547825301.964,46560651193.735,0.02122917616066301,22579833252.026,486166805.00999993,23066000057.036,0.010516867053581253,45013151397.793,4318756752.969999,49331908150.763,0.022492721678581507,87248139634.33202,208827805.0,87456967439.33202,0.03987571738465655,13665796054.728,1628471054.7849998,15294267109.513,0.006973370912814336,49959568204.35399,43270277816.237,93229846020.59099,0.042507842434749386,6924343500.002001,46847964409.84801,53772307909.850006,0.02451730738115664
2015,231,10054,0.18923395445134575,True,1,1501860128532.3005,149379364.28608495,21341154341.0,302256.0,910375658.4322562,79411709852.53102,123721005169.97998,203132715022.511,0.1352540833619595,13865046647.947998,129297623940.40201,143162670588.35,0.09532357099609293,167934374617.20898,1984962503.278,169919337120.487,0.11313925570854685,75505039215.94,729510546.192,76234549762.132,0.05076008631817968,63925538145.81398,1533834564.2380002,65459372710.05198,0.043585532012240344,45656307043.96298,2717674411.4700003,48373981455.43298,0.03220937858088467,63470129088.293,152091837.216,63622220925.509,0.042362281091837824,49482526802.419,20607433228.787,70089960031.206,0.04666876675107003,17441941931.708,62291139617.11398,79733081548.82199,0.05308955210545572,9606071493.274,109241450725.649,118847522218.923,0.07913354909758959,29581950579.08101,84960245486.45801,114542196065.53902,0.07626688656917464,24869957264.887,101659339458.537,126529296723.42401,0.08424838926050679,29433458982.88701,51756998161.58299,81190457144.47,0.05405993248107181,9580597256.609999,57726294704.1,67306891960.71,0.0448156860163043,12207115312.651005,48924330556.900024,61131445869.551025,0.040703821020464805,11758015325.332003,41060633758.45601,52818649083.78801,0.03516882037171149,57948504454.45101,54404153235.81902,112352657690.27003,0.07480900222051115,30195618053.359,34405007043.162994,64600625096.521996,0.04301374267099909,24877423999.551,28094659926.310005,52972083925.86101,0.035270983575300195,23666596668.199,7476029731.626,31142626399.825,0.02073603647115878,15737872146.189,25378220898.684998,41116093044.87399,0.027376779144576452,2266499248.8349996,6308389379.702,8574888628.536999,0.005709512134739769,34059137638.295006,2511896929.306,36571034567.601006,0.02435049301384691,21075345211.204,5146376684.839,26221721896.043,0.017459496658765616,21647951338.221,228582522.806,21876533861.027,0.01456629245654583,51972110876.403,1348007256.702,53320118133.105,0.03550271900833556,48175777554.235985,567510889.893,48743288444.12898,0.032455278303288856,21852042815.891,3085909851.282999,24937952667.173996,0.016604710514250564,33257943125.017994,24356558635.385,57614501760.40299,0.03836209555460202,5110420903.623,29220546115.272995,34330967018.895996,0.022858964271490506
2016,229,10076,0.19298245614035087,True,1,1285324881277.1023,127563009.25735451,18811335265.0,248871.71000000002,798737784.8426754,69474993911.38602,103048300126.272,172523294037.65802,0.134225437125467,15175741392.779999,145086011534.98697,160261752927.76697,0.1246857936559436,133523942843.236,1210021370.7139997,134733964213.95,0.10482483158660864,88675776808.05801,1534425303.9,90210202111.95801,0.07018474739423461,67846652852.01796,2464323866.159002,70310976718.17696,0.0547028830938959,37284575316.381996,2030275710.273,39314851026.655,0.030587481499301294,45291513286.395004,167384293.33499995,45458897579.73,0.03536763213870249,49215959516.69401,16831164052.873,66047123569.56701,0.05138554814557266,14520157923.795994,50461059047.82199,64981216971.61798,0.05055625851345262,7105181898.115,91748299741.57901,98853481639.69402,0.07690933481461351,23487126311.592014,80118386980.734,103605513292.326,0.08060647918787917,21192133368.998,86646922943.46701,107839056312.46501,0.08390023244964794,25561631555.420998,37943843683.865,63505475239.285995,0.0494081116489294,8212848661.748001,44829051349.33499,53041900011.08299,0.0412673097546983,10077573698.062998,39111758048.269005,49189331746.332,0.038269959963318646,9045371317.774,31824502600.417007,40869873918.19101,0.03179731016922554,50482252225.73002,47147010541.65502,97629262767.38504,0.07595687610931513,26631198776.221996,27275713097.684002,53906911873.906,0.041940300587929136,20158014471.319996,24625950172.344,44783964643.664,0.034842525260357936,18364733375.122997,7148190606.863001,25512923981.986,0.01984939710856316,14331602993.653002,15667878395.192,29999481388.845,0.023339998957335545,1908076060.1710005,4247424267.663999,6155500327.834999,0.00478906182981448,25487739956.677998,1780418370.806,27268158327.483997,0.021214992975464912,18545919758.168,3924591102.62,22470510860.788,0.01748235888693078,30077850649.059,161894195.00000003,30239744844.059,0.0235269271485764,45877298904.749,2531238469.939,48408537374.688,0.03766249146798524,36421517473.781,596800895.8789998,37018318369.659996,0.028800748284650412,19245253721.771996,1863718996.4369998,21108972718.208996,0.016423063947252823,28171330704.432,18639252203.117,46810582907.548996,0.03641926145632369,4055806877.229,22626931757.267002,26682738634.496002,0.02075952860103662
2017,230,10279,0.19515853426998292,True,1,1626315102539.0652,158217249.00662166,25631800417.3,282264.803,965118894.7486757,105324732165.85205,127576911338.594,232901643504.44604,0.14320819079945277,19355858316.458996,164943284533.546,184299142850.00497,0.11332314541153195,171380720510.51993,2061340514.542,173442061025.06192,0.1066472670359376,75731123766.51598,2929658082.7450004,78660781849.26097,0.04836749146979743,85801509206.27203,8869408640.549004,94670917846.82104,0.05821191582062861,50016131689.589,3111670841.642,53127802531.230995,0.03266759464281297,52624962348.39099,308794974.9189999,52933757323.30999,0.03254827876877475,73316732231.26006,22947874034.718998,96264606265.97905,0.05919185409745447,17306970095.308006,63371171753.581,80678141848.889,0.04960793988995811,8132668294.890003,114273820995.28801,122406489290.17801,0.07526615789220202,29466333849.532993,91020480086.195,120486813935.728,0.07408577448959269,26739087875.327007,118828378046.30702,145567465921.63403,0.0895075411243298,34881797718.069016,51855595247.154015,86737392965.22302,0.05333369457727183,9816713037.133,56831662648.92202,66648375686.05502,0.04098121918809033,14677824268.052994,50956336450.165,65634160718.217995,0.040357591598176416,11743010247.509998,43185910675.339005,54928920922.849,0.03377507891127118,58397462515.115974,58291131487.470985,116688594002.58696,0.07175029846332256,32432633092.715,34851109548.05798,67283742640.77298,0.04137189806312875,29212664521.084,29369368105.553997,58582032626.638,0.036021329775009464,21746078719.611004,11735111710.354,33481190429.965004,0.020587148442323934,21491869939.203007,21731638260.222,43223508199.425,0.02657757290204267,2247633737.071,5019513806.05,7267147543.121,0.0044684744867555205,29623678999.030006,2004712805.785,31628391804.815006,0.019447886670569285,22664065187.380997,3463544181.189,26127609368.569996,0.016065527109585698,45299787371.97701,227673432.23099998,45527460804.208015,0.027994243386861996,65733362454.285995,1678071270.0680003,67411433724.354,0.041450413649303686,46557223951.40802,832445325.0940003,47389669276.50202,0.029139291151213848,20829359142.867004,1429455919.1790001,22258815062.046005,0.013686655819216518,36069567380.75299,24545494112.779,60615061493.53199,0.03727141277781744,5352904272.509002,28322106781.400005,33675011053.909008,0.020706326222596282
2018,230,10412,0.1976836909056389,True,1,1955403872424.4915,187802907.45529148,31522357163.0,276917.261,1102018170.9038696,156244175888.826,149834932117.76804,306079108006.594,0.15652986696149307,25763041138.212997,178614833759.35397,204377874897.56696,0.10451952038131145,220414371502.195,2079145698.451999,222493517200.647,0.11378391969981058,88073669802.615,4094114908.4059997,92167784711.02101,0.04713490957586313,90594898240.703,15384045211.599003,105978943452.302,0.05419798178107291,60705019084.21201,4421048818.849002,65126067903.06101,0.03330568626843909,73433124303.292,224887667.34800005,73658011970.64001,0.03766895064972535,90745487455.89905,30010357104.636993,120755844560.53604,0.06175493782305531,20140898077.338993,77800084474.248,97940982551.58699,0.05008734202318555,9209022282.905,121047432756.86404,130256455039.76904,0.06661358140723378,36070947784.26599,121498147613.29599,157569095397.56198,0.08058135591303354,32491163268.646,119734647283.036,152225810551.682,0.07784878239140353,40364460902.54999,67398504697.62099,107762965600.17097,0.05511033660097872,12060956777.784996,70820368740.16502,82881325517.95001,0.042385783666872894,17329879765.458996,64353387621.299,81683267386.758,0.04177309278081744,14751226845.593002,53249394177.89401,68000621023.487015,0.03477574223026035,57011154320.44097,71077209582.15503,128088363902.59601,0.06550481243743277,39164433235.53698,28902177699.003002,68066610934.53998,0.03480948968876934,32354669050.012,35773945427.92801,68128614477.94001,0.03484119850569173,28538333287.080997,13559879081.067,42098212368.147995,0.021529164875771018,13720851449.167,26165089634.864002,39885941084.031006,0.020397802032874522,3623010298.8090005,5733611055.754001,9356621354.563002,0.00478500707015671,32467967504.519005,4667979390.904,37135946895.423004,0.018991445920263215,26227876546.609,3132421501.241999,29360298047.851,0.015014953412896425,51302146499.13401,223982572.79500002,51526129071.92901,0.026350632623040746,48589568995.615005,3338096668.196999,51927665663.812004,0.02655597976259874,62213107778.633995,969312078.938,63182419857.572,0.03231169823716906,12300502234.238998,1301788127.4299996,13602290361.668999,0.006956256225883206,41000422087.855995,30285663931.523003,71286086019.379,0.03645593988263503,7092692315.082001,39918401145.813,47011093460.895004,0.024041628496217653
2019,230,10409,0.19762673248528573,True,1,1740774699405.3804,167237457.9119389,24242003986.0,301843.4,983676384.1396178,156889922572.0299,138592166281.468,295482088853.4979,0.16974171841676564,30653152114.697987,170508036631.095,201161188745.793,0.11555842856316002,197069914979.014,1343131554.888,198413046533.902,0.1139797393664307,82440700383.598,4318308875.786001,86759009259.384,0.04983930964128754,88967537427.12703,16369118547.761997,105336655974.88902,0.06051136658343568,47072890710.67799,4586356683.539,51659247394.216995,0.029676010003972905,62576221388.48999,373023759.414,62949245147.90399,0.0361616268718786,72390362719.901,26240974945.69601,98631337665.59702,0.05665945035810081,16652968701.880001,70691074253.87901,87344042955.75902,0.05017538627232708,9555819183.121998,89802194515.85498,99358013698.97697,0.05707689440392029,35104429833.67099,105603941832.06902,140708371665.74,0.08083089196655008,31532369991.46998,106316115134.611,137848485126.08096,0.07918801047210056,34331805448.17899,56019692258.37201,90351497706.551,0.05190303934071053,10023036276.343,63015507348.264,73038543624.607,0.04195749378110547,14554584430.253,54934862332.31,69489446762.563,0.03991869067622562,12314287071.494999,47003157878.84702,59317444950.342026,0.034075314267035174,66134916788.01399,66488329581.83001,132623246369.844,0.076186336126752,32574896158.754,34722016909.993004,67296913068.74701,0.03865917461446017,31291665445.585,31583705969.959995,62875371415.545,0.03611918959818417,24592251502.215,11901770553.525,36494022055.74,0.02096424199421427,12162212346.750998,24361393335.312,36523605682.062996,0.02098123651184662,3674823761.476,3742573263.3019996,7417397024.778,0.004260974741482433,16464643603.262999,959138025.692,17423781628.954998,0.010009211206313299,22734260000.009,4012900137.356,26747160137.364998,0.01536509012137032,14969873059.548004,256103305.4,15225976364.948004,0.008746666854791113,40839060402.932,3867333450.2940016,44706393853.226,0.025681895462116355,55138660455.26298,323908253.458,55462568708.72098,0.03186085409425244,11704208041.109003,210258474.38,11914466515.489002,0.006844347243534034,34593871047.592,22350196527.739998,56944067575.332,0.03271191130867374,5331465946.758001,34063920712.841,39395386659.599,0.022630950847950516
2020,229,10219,0.19572129012487552,True,1,1276500836254.7605,124914457.01680744,22413605841.8,240533.54,833930325.4425474,139886703739.254,79361474535.24799,219248178274.50198,0.17175717559087053,19072289458.707005,176942635634.459,196014925093.16602,0.15355644079973474,125176384023.25897,1510833155.2430005,126687217178.50197,0.09924569853804474,77119900012.69202,4044153951.133998,81164053963.82602,0.06358323602980195,76282522696.207,11159848650.967,87442371347.174,0.06850161697012981,34109412467.75699,3099520348.4069996,37208932816.16399,0.029149164465363444,45990527312.39001,160150126.385,46150677438.77501,0.03615405186429849,65877944771.35098,15885875185.053,81763819956.40398,0.06405308765507599,11377938490.696001,46492422861.002,57870361351.698,0.04533515349781439,3972065217.4129987,87340211716.22997,91312276933.64296,0.07153326840078866,20632669071.356003,85487203514.889,106119872586.24501,0.08313341407405542,20205255998.092003,101510860695.01901,121716116693.11102,0.09535138030165713,21866514822.374992,32033635701.890995,53900150524.26599,0.04222492378650408,5294593169.081004,36778265707.27599,42072858876.356995,0.0329595231600461,9195601405.982002,33416865215.913,42612466621.895004,0.03338224732145066,8627569526.268002,28645578711.08699,37273148237.354996,0.029199470285279253,41599112083.123,41162823985.979996,82761936069.103,0.0648350034081651,21593140285.966015,21233558094.894997,42826698380.86101,0.03355007467642095,21052410612.359993,19168881837.409,40221292449.769,0.03150902162177804,17189640582.915,23811048371.38,41000688954.295,0.03211959427664033,26276541741.206005,14435874656.395,40712416397.601006,0.03189376398455859,2454386726.852,2244440042.946,4698826769.798,0.003681021301626646,4314263121.735,968755491.5239998,5283018613.259,0.004138672269702007,13614664720.634996,2019811508.288,15634476228.922997,0.012247916949897486,1699533265.2389998,238876145.875,1938409411.1139998,0.0015185336006526026,35637136689.30701,2604895307.2070007,38242031996.51401,0.029958485658901496,36562391054.519005,683826266.264,37246217320.783005,0.029178372832142436,22308831508.99101,1988843360.436,24297674869.42701,0.01903459377333126,26503056274.16899,14847568543.833,41350624818.00199,0.03239373108389359,3634445626.307,24846739703.094994,28481185329.401993,0.022311920619625662
2021,230,10507,0.19948737421682172,True,1,1827431652347.5447,173925159.64095697,23774998463.0,266170.74,1047015918.0407436,213767843591.90396,137215681571.328,350983525163.23193,0.1920638316143608,25081909305.69999,187224176051.47903,212306085357.17902,0.11617730550111004,216120196390.9699,1880671620.6239998,218000868011.5939,0.11929358218762759,73805024191.26503,7075817913.4400015,80880842104.70503,0.04425929801577222,87455566074.65802,11649327913.086994,99104893987.74501,0.05423179239586523,56721811649.263985,4283898763.281,61005710412.54498,0.03338330620145283,71906810506.39403,141872596.98199996,72048683103.37602,0.039426198517915165,62410718844.71299,24907776190.819,87318495035.53198,0.0477820852688862,20771203132.00699,69347229382.16202,90118432514.169,0.04931425610276673,6166376964.332,88401309289.67201,94567686254.00401,0.05174895932907861,33158060424.70699,114555752080.16,147713812504.867,0.08083137463177446,33586242996.497,122845429127.871,156431672124.368,0.08560192766903958,33814630147.79198,44962820936.984985,78777451084.77696,0.043108288610180484,8909953968.83,66084791894.73201,74994745863.56201,0.04103833145673202,15698297569.222998,68071119798.41703,83769417367.64003,0.04583997287123086,13198636654.932,49813377651.23099,63012014306.16299,0.0344811879695839,60102055454.44899,70320933347.23601,130422988801.685,0.07136955772553341,39005339810.889,32450929038.643005,71456268849.53201,0.039102019907413924,36929284380.93801,29740761486.550003,66670045867.488014,0.03648292169058291,26967187245.424,17550459506.482002,44517646751.906006,0.024360772505345414,37097883113.88401,27396896691.712,64494779805.59601,0.035292581105698315,3289083359.2119994,5358352360.268002,8647435719.480001,0.0047320159461894966,1165981458.8519995,263964311.042,1429945769.8939996,0.0007824893303435294,19451066550.527004,3615832932.733,23066899483.260002,0.012622578498970364,4204812893.950001,415149639.263,4619962533.213001,0.0025281178244221237,30263875139.416,7884140508.684,38148015648.1,0.020875207890316726,53711338118.84398,1865979631.019,55577317749.862976,0.03041280240411047,17093046163.190998,3343101318.4009995,20436147481.592,0.011182988679953876,43592184062.418,27308341692.287,70900525754.705,0.0387979083450947,5911435893.117999,36603048050.11899,42514483943.236984,0.0232646095894324
2022,231,10534,0.19826839826839826,True,1,2625731664878.202,249262546.5044812,30937348958.9,395797.998,1362993703.8126233,340106020435.2141,133465234684.70099,473571255119.9151,0.18035782614591056,39066777763.95597,177830830763.544,216897608527.49997,0.08260463604439224,257957741876.38806,1950921412.881,259908663289.26907,0.09898523400765145,115748350695.65703,13853232325.950996,129601583021.60803,0.049358274021355404,126180534895.641,19784562161.880005,145965097057.521,0.05559025661683208,63824935432.08899,7878986699.270999,71703922131.35999,0.027308168268095307,117469116897.50102,358357966.468,117827474863.96902,0.04487414934284026,81679159275.101,42298307192.97501,123977466468.07602,0.047216350446772276,34378926954.51499,95718684933.389,130097611887.90399,0.049547184744004956,13302611305.387995,105718451410.59402,119021062715.98203,0.04532872277392556,62579049591.875,179336048447.29498,241915098039.16998,0.092132452555997,55560824666.12599,158096177390.045,213657002056.17102,0.08137046329373561,49747800650.40103,82590189053.61201,132337989704.01305,0.050400424184301296,23142567764.541,95141528512.01205,118284096276.55305,0.045048051885393174,25456056157.734013,114378923609.933,139834979767.66702,0.05325562457051507,22210852873.477,89050360820.84299,111261213694.31999,0.04237341354508934,64810449181.205986,127263793338.63495,192074242519.84094,0.07315075073703335,46875835644.13898,50977436538.53701,97853272182.676,0.03726704959671309,38711823664.44999,42418261863.325,81130085527.775,0.030898087041022263,17120290243.618996,3578653429.164,20698943672.782997,0.007883114618927805,38545560050.787,47448906747.131004,85994466797.918,0.03275066829873759,6391610293.234999,11687981542.297,18079591835.531998,0.006885544352214164,631863971.5789999,197404845.82099998,829268817.3999999,0.00031582390100721373,33339953629.849007,6938048983.472,40278002613.32101,0.015339725361917115,3014249809.7020006,540724017.1010001,3554973826.8030005,0.0013538983721582618,53168970816.493004,8352707612.420002,61521678428.91301,0.023430299162639976,61382444893.92501,676950401.2920002,62059395295.21701,0.02363508660284055,30977693711.513992,8924648041.210999,39902341752.72499,0.0151966563401961,70552253681.496,43526246139.022,114078499820.518,0.04344636633911702,8126747790.503002,57110348143.100006,65237095933.60301,0.024845301904309065
