year,reporter,reporter_name,partner,partner_name,flow,flow_name,product_code,product_name,trade_value_raw_usd
2002,AIA,Anguilla,ANT,Netherlands Antilles (...2010),M,Import,2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",17.0
2002,AIA,Anguilla,ANT,Netherlands Antilles (...2010),M,Import,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",7872.0
2002,AIA,Anguilla,ANT,Netherlands Antilles (...2010),M,Import,2711,Petroleum gases and other gaseous hydrocarbons,319.0
2002,AIA,Anguilla,FRA,France,M,Import,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",5623.0
2002,AIA,Anguilla,FRA,France,X,Export,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",9326.0
2002,AIA,Anguilla,GBR,United Kingdom,M,Import,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",59.0
2002,AIA,Anguilla,JPN,Japan,M,Import,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",210.0
2002,AIA,Anguilla,TTO,Trinidad and Tobago,M,Import,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",2080343.0
2002,AIA,Anguilla,TTO,Trinidad and Tobago,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,419998.0
2002,AIA,Anguilla,USA,USA,M,Import,2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",2994.0
2002,AIA,Anguilla,USA,USA,M,Import,2709,Petroleum oils and oils obtained from bituminous minerals; crude,1098.0
2002,AIA,Anguilla,USA,USA,M,Import,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",4077309.0
2002,AIA,Anguilla,USA,USA,X,Export,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",6107.0
2002,AIA,Anguilla,USA,USA,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,155292.0
2002,ALB,Albania,AUT,Austria,M,Import,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",65004.0
2002,ALB,Albania,BEL,Belgium,M,Import,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",95739.0
2002,ALB,Albania,BGR,Bulgaria,M,Import,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",393.0
2002,ALB,Albania,CHE,Switzerland,M,Import,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",216.0
2002,ALB,Albania,CHN,China,M,Import,2710,"Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations",2783.0
2002,ALB,Albania,CHN,China,M,Import,2711,Petroleum gases and other gaseous hydrocarbons,392.0
2002,ALB,Albania,DEU,Germany,M,Import,2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",314.0
