horizon,price_coef,price_se,price_pvalue,price_n_obs,quantity_coef,quantity_se,quantity_pvalue,quantity_n_obs,price_ci_lower,price_ci_upper,quantity_ci_lower,quantity_ci_upper
0,2.380860016663808,1.534163018258223,0.1211801316137664,701,-1.39256551017837,1.0948412543978148,0.2038586450251152,699,-0.6260994991223092,5.3878195324499245,-3.538454368798087,0.7533233484413469
1,5.0852740959832,3.960212145554294,0.1996106196417926,649,-0.2846104122091971,0.7214536368041244,0.6933568815192901,648,-2.676741709303216,12.847289901269615,-1.6986595403452809,1.1294387159268868
2,10.192260348787565,10.850934285157663,0.347990857821767,601,1.2592329951354935,1.004388495395037,0.21047437824968052,600,-11.075570850121453,31.460091547696585,-0.7093684558387792,3.227834446109766
3,-12.803832895987735,10.63012898752421,0.22896741895291295,555,1.263266314677714,0.6823014064434767,0.0646866401906554,554,-33.63888571153519,8.031219919559717,-0.07404444195150028,2.6005770713069287
4,-8.33755800184887,7.095716533963239,0.24059743875877926,510,-1.1495279742476308,0.7602624461029129,0.131218296809249,509,-22.245162408416817,5.570046404719077,-2.6396423686093398,0.34058642011407847
